epoch,lr_backbone,lr_main,solver_strength,train_total,train_count,train_flat_dm16,train_allocation,train_dm16,train_dm32,train_dm64,train_cell,train_region_nb,train_hurdle_bce,train_trunc_nb,train_curvature,train_hard_bg,train_fg_bce,train_kd_total,train_kd_spatial,train_kd_count,region_mu_mean,region_dispersion_mean,region_dispersion_p10,region_dispersion_p50,region_dispersion_p90,region_weight_mean,region_weight_std,region_weight_min,region_weight_max,solver_weight_mean,solver_weight_std,weight_clip_low_fraction,weight_clip_high_fraction,solver_energy_before,solver_energy_after,solver_energy_reduction,weight_mean_32,weight_mean_64,weight_mean_128,scale_pi_32,scale_pi_64,scale_pi_128,val_mae,val_rmse,val_nae,val_bias,val_game0,val_game1,val_game2,val_game3,val_mae_sparse,val_mae_moderate,val_mae_dense,pearson_rate_var_error,spearman_rate_var_error,spearman_weight_error,spearman_pred_weight_error,spearman_rate_var_error_32,spearman_rate_var_error_64,spearman_rate_var_error_128,mean_std_residual,coverage_50,coverage_80,coverage_95,calib_gap_50,calib_gap_80,calib_gap_95,dispersion_sat_low_fraction,dispersion_sat_high_fraction,solver_help_fraction,solver_harm_fraction,energy_monotonic_fraction,mae_reg_y0,mae_reg_y1,mae_reg_y2
1,2.0000000000000003e-06,2.0000000000000003e-06,0.0,23.828226347227353,17.929053564329404,3.762668603175395,3.762668603175395,3.762668603175395,0.0,0.0,0.2504251945663143,5.790825147886534,0.17326581196205035,4.004136333594451,0.0,0.00026016854177657013,1.9510515477206256,0.0,0.0,0.0,2.1267940933639937,49.977471738248255,49.9067497253418,50.00431823730469,50.00431823730469,0.9999999403953552,0.005074545741081238,0.9858535528182983,1.0615135431289673,0.9999999403953552,0.005074545741081238,0.0,0.0,0.0,0.0,0.0,1.0000000032218728,1.0000000064437453,0.9999999967781273,0.3333333432674408,0.3333333432674408,0.3333333432674408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.000000000000001e-06,4.000000000000001e-06,0.0,25.517757106471706,19.524224435960924,3.7789122220632194,3.7789122220632194,3.7789122220632194,0.0,0.0,0.25160929641208135,6.028970151334195,0.17319467945678815,4.156532416472563,0.0,0.0002582179590103191,1.9454419258478526,0.0,0.0,0.0,2.135308839179374,49.8013019046268,49.71218490600586,49.80937194824219,49.9067497253418,0.9999999403953552,0.004353843163698912,0.9867831468582153,1.0750519037246704,0.9999999403953552,0.004353843163698912,0.0,0.0,0.0,0.0,0.0,1.000000009665618,1.0000000112765544,0.9999999838906366,0.3333333432674408,0.3333333432674408,0.3333333432674408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6e-06,6e-06,0.0,25.201311575399863,19.23711261233768,3.7941438765139193,3.7941438765139193,3.7941438765139193,0.0,0.0,0.2506366585557525,5.912272472639342,0.1730981022119522,4.054745803008208,0.0,0.00025466856125087753,1.9331427683701385,0.0,0.0,0.0,2.149525365313968,49.531970359183646,49.3253173828125,49.518367767333984,49.71218490600586,1.0000001192092896,0.0033344347029924393,0.9878045916557312,1.039768934249878,1.0000001192092896,0.0033344347029924393,0.0,0.0,0.0,0.0,0.0,1.0000000032218728,0.9999999983890636,0.9999999967781273,0.3333333432674408,0.3333333432674408,0.3333333432674408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8.000000000000001e-06,8.000000000000001e-06,0.0,24.755075635136784,18.829715445234967,3.792624789315301,3.792624789315301,3.792624789315301,0.0,0.0,0.2500002621798902,5.826179697706893,0.17291964469729243,3.9560439779951766,0.0,0.00025893071103161454,1.9294404725770693,0.0,0.0,0.0,2.1792807643477983,48.995269466090846,48.65553665161133,49.037147521972656,49.3253173828125,1.0000001192092896,0.0029274136759340763,0.970483660697937,1.0307884216308594,1.0000001192092896,0.0029274136759340763,0.0,0.0,0.0,0.0,0.0,1.0000000032218728,1.000000004832809,0.9999999935562546,0.3333333432674408,0.3333333432674408,0.3333333432674408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1e-05,1e-05,0.0,24.745282843306256,18.803296630446976,3.767246188344182,3.767246188344182,3.767246188344182,0.0,0.0,0.2511705055430129,5.945127880251086,0.17275751160608754,4.050463612015183,0.0,0.00026082192670327385,1.9105451815837138,0.0,0.0,0.0,2.216843218416781,48.111082644075964,47.52843475341797,48.18269729614258,48.65553665161133,1.0000001192092896,0.005388029385358095,0.9357398748397827,1.031426191329956,1.0000001192092896,0.005388029385358095,0.0,0.0,0.0,0.0,0.0,1.0000000064437453,1.0000000064437453,0.9999999967781273,0.3333333432674408,0.3333333432674408,0.3333333432674408,256.2540109026563,394.5803080204556,0.5964096664682372,-180.2331392267248,256.254010932752,319.3197284884229,375.9638593508754,407.71909771818804,150.9388324192592,129.06975839304368,628.9491157531738,0.03280497976461239,0.2921561841804214,-0.3525043600215481,-0.3525043600215481,0.41549871975890285,0.3325781818309102,0.19369419906232566,1.3579440826332168,0.7467754965596011,0.7929074853051787,0.8326172532095033,0.24677549655960107,-0.007092514694821306,-0.11738274679049665,0.0,0.0,0.46703296703296704,0.532967032967033,0.7023809523809523,2.308003855275584,2.1506268070949304,2.1156801221134898
6,1e-05,1e-05,0.05,25.239579252294593,19.307406438363564,3.7547875803870125,3.7547875803870125,3.75495813343976,0.0,0.0,0.25182419370960546,5.9586468129544645,0.17266171727631544,4.0553547433904695,0.0,0.00023560211804972306,1.8867773461986233,0.0,0.0,0.0,2.2551204127234383,46.90295678216058,45.976253509521484,46.974708557128906,47.714454650878906,0.9999999403953552,0.010733610019087791,0.8220182061195374,1.0511373281478882,0.9999999403953552,0.010733610019087791,0.0,0.0,4.206115026731749,2.27437585108989,0.4592692219220799,1.0000000064437453,1.0000000032218728,0.9999999935562546,0.3348809762580975,0.33757883632505264,0.3275401841949772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9.999976323536296e-06,9.999976323536296e-06,0.1,24.876093967540843,19.03476923865241,3.7898064626229777,3.7898064626229777,3.7898409688794934,0.0,0.0,0.25309389346354716,5.6595612732139795,0.1724951102121456,3.728332571081213,0.0,0.0002281203995005706,1.8678775155866467,0.0,0.0,0.0,2.298962367547525,45.32520696279165,43.78524398803711,45.52945327758789,46.60914993286133,1.0000001192092896,0.02297443524003029,0.7527073621749878,1.10470449924469,1.0000001192092896,0.02297443524003029,0.0,0.0,3.6867825276142843,1.0473581987458307,0.7159153839693452,1.0000000064437453,1.0,0.9999999967781273,0.33727906765164556,0.3477739168180002,0.31494701553035426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9.999905294381213e-06,9.999905294381213e-06,0.15,25.479863424558896,19.7396821975708,3.7632091496441817,3.7632091496441817,3.75969351304544,0.0,0.0,0.25228261182437073,5.501522444389962,0.1719532218333837,3.519946262643144,0.0,0.00025886799738981535,1.847734048559859,0.0,0.0,0.0,2.423505248250188,42.80711457536027,39.789127349853516,43.359737396240234,45.17513656616211,0.9999998211860657,0.06037003919482231,0.379806250333786,1.2115823030471802,0.9999998211860657,0.06037003919482231,0.0,0.0,3.225663610406824,0.48514833401989294,0.8495973565083852,1.0000000128874909,1.0,0.9999999967781273,0.34402397919345545,0.3609465102891664,0.29502952018299616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.999786913242843e-06,9.999786913242843e-06,0.2,22.173432143958838,16.72655980651443,3.7415481580270304,3.7415481580270304,3.726495781460324,0.0,0.0,0.25151181462648753,4.774728897455576,0.16955764591693878,2.897512745212864,0.0,0.0003539743248020878,1.8201278802510854,0.0,0.0,0.0,2.6182183897173084,39.51637412406303,33.70270538330078,40.65322494506836,43.870845794677734,1.0000237226486206,0.12766529619693756,0.25,1.4023830890655518,1.0000237226486206,0.12766529619693756,0.0006428493270598534,0.0,2.602372556119352,0.2944088179517437,0.8868690736614725,1.0000305884593241,1.0000000016109363,1.0,0.3520892334950937,0.3742121860787675,0.27369858525894786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9.999621181301335e-06,9.999621181301335e-06,0.25,21.049311277028675,15.79824379328135,3.701897936898309,3.701897936898309,3.666663988216503,0.0,0.0,0.2505532583674869,4.365553868783487,0.16512679046875722,2.5354311852841764,0.0,0.0007972430872000956,1.7948370205389488,0.0,0.0,0.0,2.954647328402545,36.44476019369589,26.401939392089844,38.48969650268555,43.10641860961914,1.0013046264648438,0.21276843547821045,0.25,1.6458210945129395,1.0013046264648438,0.21276843547821045,0.01418918918918919,0.0,3.1742787103395202,0.658310428664491,0.7926110185220382,1.0015952071628056,1.0003475272977673,0.9999999935562546,0.3668828622714893,0.37660625818613414,0.2565108811533129,255.77299908229284,393.6209443496322,0.5981888514035332,-177.94608455699878,255.77299887353138,319.25701447203164,376.33437657199335,408.2756720833056,152.3625330243792,129.29511172272439,626.1973628168521,0.03269562523741843,0.3499761209860999,-0.39688460537615183,-0.39688460537615183,0.47345848817002106,0.32650496258877476,0.20249482799127308,1.3558596407857977,0.7313124516511986,0.7722586631409095,0.8326279676253212,0.23131245165119863,-0.027741336859090526,-0.11737203237467875,0.0,0.0,0.46703296703296704,0.532967032967033,0.7857142857142857,2.311659573853671,2.1521698046516584,2.116251467020957
