epoch,lr_backbone,lr_main,solver_strength,train_total,train_count,train_flat_dm16,train_allocation,train_dm16,train_dm32,train_dm64,train_cell,train_region_nb,region_mu_mean,region_dispersion_mean,region_dispersion_p10,region_dispersion_p50,region_dispersion_p90,region_weight_mean,region_weight_std,region_weight_min,region_weight_max,solver_weight_mean,solver_weight_std,weight_clip_low_fraction,weight_clip_high_fraction,solver_energy_before,solver_energy_after,solver_energy_reduction,weight_mean_32,weight_mean_64,weight_mean_128,val_mae,val_rmse,val_nae,val_bias,val_game0,val_game1,val_game2,val_game3,val_mae_sparse,val_mae_moderate,val_mae_dense,pearson_rate_var_error,spearman_rate_var_error,spearman_weight_error,spearman_pred_weight_error,spearman_rate_var_error_32,spearman_rate_var_error_64,spearman_rate_var_error_128,mean_std_residual,coverage_50,coverage_80,coverage_95,calib_gap_50,calib_gap_80,calib_gap_95,dispersion_sat_low_fraction,dispersion_sat_high_fraction,solver_help_fraction,solver_harm_fraction,energy_monotonic_fraction,mae_reg_y0,mae_reg_y1,mae_reg_y2
1,2.0000000000000003e-06,2e-05,0.0,22.408270036852038,18.51260673677599,2.6592460161930807,2.6592460161930807,3.7588357023290686,2.0265923384073616,0.8592521951005265,0.24579911296432083,5.874835536286637,2.1546209631739437,49.960181983741556,49.9067497253418,50.00431823730469,50.00431823730469,0.9999999545293651,0.0029989468118000475,0.9539662599563599,1.021529197692871,0.9999999545293651,0.0029989468118000475,0.0,0.0,0.030214582645409816,0.030214582645409816,0.0,0.9999999903343819,0.9999999855015729,1.000000009665618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.000000000000001e-06,4e-05,0.0,22.232962505237477,18.33869776854644,2.6575658128068254,2.6575658128068254,3.7586948678300187,2.0236766757191837,0.8555768051662961,0.24656324773221402,5.8752909351039575,2.1555563436972127,49.686413326778926,49.518367767333984,49.71218490600586,49.9067497253418,0.9999999597145256,0.0030971621552754107,0.9628036618232727,1.0214731693267822,0.9999999597145256,0.0030971621552754107,0.0,0.0,0.026504690179953706,0.026504690179953706,0.0,0.9999999903343819,0.9999999935562546,0.9999999967781273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6e-06,6e-05,0.0,23.106943774867702,19.16989195024645,2.661247582048983,2.661247582048983,3.7606186351260624,2.0297298946896114,0.860096322523581,0.24772424633438522,6.069366409971908,2.1576824574857145,49.20540175566802,48.845970153808594,49.22907257080078,49.518367767333984,0.9999999571627894,0.0035001287566708865,0.9685951471328735,1.0270739793777466,0.9999999571627894,0.0035001287566708865,0.0,0.0,0.023312772951416066,0.023312772951416066,0.0,0.999999995167191,0.9999999887234455,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8.000000000000001e-06,8e-05,0.0,22.36287949536298,18.47284327326594,2.693070650100708,2.693070650100708,3.796170067142796,2.060760436831294,0.8837874870042544,0.2455576400499086,5.677879404377293,2.1683243545326025,48.21403091018264,47.52843475341797,48.27689743041992,48.845970153808594,0.999999960692827,0.004898031411319097,0.9623059034347534,1.0396473407745361,0.999999960692827,0.004898031411319097,0.0,0.0,0.02676241391816655,0.02676241391816655,0.0,0.9999999919453183,0.9999999838906366,0.9999999967781273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1e-05,0.0001,0.0,21.13082470764985,17.29796803964151,2.628003674584466,2.628003674584466,3.719548225402832,2.0028026845004105,0.8369437955521248,0.24739599107085047,5.715020289292207,2.1938485648180985,45.97821323291676,44.128658294677734,46.24643325805664,47.52843475341797,0.9999999577349327,0.014001462455120258,0.8512829542160034,1.0724256038665771,0.9999999577349327,0.014001462455120258,0.0,0.0,0.023145154269563185,0.023145154269563185,0.0,0.9999999919453183,0.999999995167191,0.9999999967781273,299.890597479684,393.5828086321987,1.1164702564480222,98.54192849043962,299.89059711786007,389.8037557637672,459.29513286386253,507.1666669247159,348.03441674368725,273.92395812042,365.3838527513587,0.07865092042779881,0.3290196076630427,-0.307529651165394,-0.307529651165394,0.3955770503624168,0.14204557813311597,0.022215076238772245,1.315836152710021,0.7334274773336533,0.7822059267862538,0.8452366921598333,0.23342747733365332,-0.017794073213746264,-0.10476330784016663,0.0,0.0,0.34615384615384615,0.6538461538461539,1.0,2.3009623164659017,2.312853319959326,2.313571892596863
6,1e-05,0.0001,0.05,20.709622718192435,17.00553646603146,2.638058752626986,2.638058752626986,3.725500499879992,2.0129143031867773,0.8571708878955325,0.24563303549547452,5.023096593650612,2.218981356234164,41.843000772837044,38.11565017700195,42.355308532714844,44.91121292114258,0.9999999549140005,0.04778549158135968,0.5461776852607727,1.2182667255401611,0.9999999549140005,0.04778549158135968,0.0,0.0,0.05076786377341361,0.04471988286319617,0.1191301043748994,0.9999999903343819,0.9999999967781273,0.9999999967781273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9.999975077406627e-06,9.999975077406626e-05,0.1,20.102434287200104,16.57767208202465,2.644343356828432,2.644343356828432,3.7213701621906177,2.031307919605358,0.8713294928138321,0.24412442904871864,4.096937675733824,2.230005277169717,35.71681357718803,28.32514762878418,36.79893112182617,41.45503616333008,1.0000008666927216,0.12820852232079766,0.25,1.6012216806411743,1.0000008666927216,0.12820852232079766,3.829740671845935e-05,0.0,0.515959181898349,0.3779770123797494,0.2674284601563384,1.0000008022463,1.0000015271676552,0.9999999967781273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9.999900309874961e-06,9.999900309874961e-05,0.15,17.928405503968936,14.592188371194375,2.6173732860668286,2.6173732860668286,3.6914018618093953,2.003964804314278,0.8524143325315939,0.24394907741933256,3.2892826247859643,2.071372918180517,29.549842679822767,19.278383255004883,30.626787185668945,37.59808349609375,1.000807699685445,0.22243936006613058,0.25,2.061866044998169,1.000807699685445,0.22243936006613058,0.010890141153299048,0.0,2.378589655901935,1.4574135574134621,0.3872782748393703,1.000707204277451,1.0011324511991966,1.0012884816607914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.999775698150361e-06,9.999775698150361e-05,0.2,15.532659247114852,12.287395657719793,2.6132211234118485,2.6132211234118485,3.6890353834306873,1.9978675874503884,0.8467156258789269,0.2411005726537189,2.858836863491986,2.2359461429956795,24.28809372154442,12.569208145141602,24.850818634033203,34.367431640625,1.0048898373757487,0.3004467486083703,0.25,2.563640594482422,1.0048898373757487,0.3004467486083703,0.042080643396432874,0.0,6.207833090343991,3.185100606969885,0.48692231884839693,1.0044985429660693,1.0060983219662227,1.007015991855312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9.999601243475088e-06,9.999601243475088e-05,0.25,14.141288087174699,10.948967830554858,2.608019119984395,2.608019119984395,3.673113423424798,2.0049926429181486,0.8498229867703205,0.2396849526746853,2.6218995435817822,2.2091978047345138,19.483356939779746,8.895512580871582,19.278383255004883,29.91731834411621,1.0077829546568522,0.32718884208895416,0.25,2.651118278503418,1.0077829546568522,0.32718884208895416,0.05808075281759492,0.0,8.633170978443042,3.7006310256751807,0.5713474185886477,1.007231854103707,1.0093461822819065,1.0114142572557605,203.20335945716272,291.86121211071713,0.5619091363034118,94.33523546994387,203.2033580969481,233.80478495624598,271.34610321710824,316.8739016827273,102.12406812395368,158.96610727236254,342.64163274350375,0.4431631284950193,0.5917729734959748,-0.37635608848654184,-0.37635608848654184,0.6042941552815494,0.5677432772012793,0.5972478262724246,0.9160204639245999,0.7834380846053131,0.9029081067412962,0.9596130810159837,0.28343808460531306,0.10290810674129613,0.009613081015983793,0.0011678713241517933,0.0,0.5384615384615384,0.46153846153846156,1.0,1.934958429454447,1.6050849769796645,1.6386873492827783
