epoch,loss,root_magnitude,root_to_64,64_to_32,32_to_16,16_to_8,16_to_8_dense,8_to_4,flat_16,multinomial_tree,deterministic_alloc,exact_regression,grad_root_magnitude,grad_multinomial_tree,grad_total_pre_clip,grad_total_post_clip,grad_pre_clip_p50,grad_pre_clip_p95,grad_pre_clip_max,grad_backbone,grad_task,clip_fraction,amp_scale_start,amp_scale_end,amp_skipped_steps,amp_skip_fraction,overflow_gt_mean,overflow_gt_max,lr,lr_backbone,lr_task
11,192.16903686523438,20.463281631469727,51.362998962402344,45.784889221191406,74.5578842163086,0.0,0.0,0.0,0.0,171.70578002929688,0.0,0.0,nan,nan,210.72682995266385,210.72682995266385,171.99986267089844,434.6806945800781,470.7715148925781,195.55742772420248,72.8818326526218,0.0,256.0,256.0,0,0.0,nan,nan,4.4000000000000006e-05,4.4e-06,4.4000000000000006e-05
12,186.771484375,20.003082275390625,50.7780647277832,43.31941223144531,72.67093658447266,0.0,0.0,0.0,0.0,166.7684326171875,0.0,0.0,nan,nan,256.8956129286024,250.739742702908,195.296142578125,515.370849609375,610.8056640625,241.12272771199545,78.49739074707031,0.05555555555555555,256.0,256.0,0,0.0,nan,nan,4.8e-05,4.800000000000001e-06,4.8e-05
13,190.218505859375,20.32820701599121,51.48274612426758,44.05672836303711,74.35084533691406,0.0,0.0,0.0,0.0,169.8903045654297,0.0,0.0,nan,nan,276.29215240478516,258.73257531060113,255.84271240234375,433.56787109375,816.0723876953125,250.4004987080892,100.06135029262967,0.05555555555555555,256.0,256.0,0,0.0,nan,nan,5.2000000000000004e-05,5.2e-06,5.2000000000000004e-05
14,180.70372009277344,21.68674659729004,48.21403121948242,41.144962310791016,69.65798950195312,0.0,0.0,0.0,0.0,159.01698303222656,0.0,0.0,nan,nan,288.9697388543023,263.8317112392849,257.1910705566406,512.5196533203125,952.4844970703125,258.220876481798,109.1943433549669,0.05555555555555555,256.0,256.0,0,0.0,nan,nan,5.6000000000000006e-05,5.600000000000001e-06,5.6000000000000006e-05
15,183.73971557617188,21.03190803527832,46.83516311645508,42.45682907104492,73.41580963134766,0.0,0.0,0.0,0.0,162.70779418945312,0.0,0.0,nan,nan,282.21358659532336,271.98826175265845,265.2962646484375,479.2025146484375,684.0558471679688,248.32040193345813,119.72056410047743,0.05555555555555555,256.0,256.0,0,0.0,nan,nan,6e-05,6e-06,6e-05
16,188.0268096923828,20.21307945251465,49.62982940673828,43.47938919067383,74.70452117919922,0.0,0.0,0.0,0.0,167.81373596191406,0.0,0.0,nan,nan,368.02803802490234,321.06972164577905,342.77154541015625,797.715087890625,1002.63134765625,326.29901843600805,151.5713416205512,0.16666666666666666,256.0,256.0,0,0.0,nan,nan,6.400000000000001e-05,6.4000000000000006e-06,6.400000000000001e-05
17,180.9642333984375,19.351675033569336,45.37461853027344,42.720314025878906,73.51763916015625,0.0,0.0,0.0,0.0,161.61257934570312,0.0,0.0,nan,nan,443.17198944091797,359.8858227199978,381.2108459472656,990.2840576171875,1167.66455078125,404.28286912706164,143.02145746019153,0.2222222222222222,256.0,256.0,0,0.0,nan,nan,6.800000000000001e-05,6.800000000000001e-06,6.800000000000001e-05
18,180.29002380371094,18.8221378326416,44.423316955566406,43.028289794921875,74.01630401611328,0.0,0.0,0.0,0.0,161.46791076660156,0.0,0.0,nan,nan,298.555790371365,288.58212704128687,292.2017822265625,453.4485778808594,679.5259399414062,239.2682359483507,158.69090588887533,0.05555555555555555,256.0,256.0,0,0.0,nan,nan,7.2e-05,7.2000000000000005e-06,7.2e-05
19,186.13272094726562,19.698287963867188,47.16300582885742,43.60774612426758,75.66368103027344,0.0,0.0,0.0,0.0,166.43443298339844,0.0,0.0,nan,nan,362.43238321940106,318.3701748318142,296.35723876953125,701.7940063476562,1096.742431640625,296.6077177259657,189.7672971089681,0.16666666666666666,256.0,256.0,0,0.0,nan,nan,7.6e-05,7.600000000000001e-06,7.6e-05
20,176.8699951171875,21.959360122680664,41.72315216064453,41.41880798339844,71.76866149902344,0.0,0.0,0.0,0.0,154.91061401367188,0.0,0.0,nan,nan,346.5461069742839,322.0521647135417,319.1490478515625,576.7622680664062,915.7515869140625,278.7034729851617,181.98953501383463,0.16666666666666666,256.0,256.0,0,0.0,nan,nan,8e-05,8.000000000000001e-06,8e-05
21,171.44862365722656,17.161128997802734,39.05111312866211,41.80363845825195,73.43273162841797,0.0,0.0,0.0,0.0,154.28749084472656,0.0,0.0,nan,nan,326.60767618815106,317.0874735514323,289.10797119140625,540.4255981445312,630.8630981445312,276.18350346883136,160.26093334621854,0.16666666666666666,256.0,256.0,0,0.0,nan,nan,8.4e-05,8.400000000000001e-06,8.4e-05
22,173.187744140625,19.339033126831055,40.53348159790039,41.5413703918457,71.77386474609375,0.0,0.0,0.0,0.0,153.8487091064453,0.0,0.0,nan,nan,428.04693433973523,386.330564710829,392.6329650878906,719.8861694335938,746.146484375,368.42921998765735,186.22439787122937,0.2222222222222222,256.0,256.0,0,0.0,nan,nan,8.800000000000001e-05,8.8e-06,8.800000000000001e-05
23,171.6884307861328,18.922611236572266,38.89578628540039,41.2486457824707,72.62138366699219,0.0,0.0,0.0,0.0,152.7658233642578,0.0,0.0,nan,nan,644.2691892736099,445.788158641142,583.2390747070312,1152.2894287109375,1874.045166015625,615.7890948127298,159.20200213264016,0.6470588235294118,256.0,128.0,1,0.05555555555555555,135.5625,502.0,9.200000000000001e-05,9.200000000000002e-06,9.200000000000001e-05
24,167.32064819335938,19.042251586914062,36.98032760620117,39.55451965332031,71.74356842041016,0.0,0.0,0.0,0.0,148.2783966064453,0.0,0.0,nan,nan,527.617327372233,429.6877483791775,479.32623291015625,796.6190185546875,890.0364990234375,496.30287000868054,161.54118050469293,0.4444444444444444,128.0,128.0,0,0.0,nan,nan,9.6e-05,9.600000000000001e-06,9.6e-05
25,164.13499450683594,16.669889450073242,36.459068298339844,39.87732696533203,71.12869262695312,0.0,0.0,0.0,0.0,147.465087890625,0.0,0.0,nan,nan,451.4041264851888,383.1881908840603,394.592529296875,879.4384765625,1371.965576171875,415.2577624850803,160.57883834838867,0.16666666666666666,128.0,128.0,0,0.0,nan,nan,0.0001,1e-05,0.0001
26,156.33425903320312,16.299158096313477,34.45819854736328,38.078819274902344,67.49806213378906,0.0,0.0,0.0,0.0,140.0350799560547,0.0,0.0,nan,nan,401.9109242757161,363.05442810058594,343.113525390625,672.9015502929688,1083.4608154296875,370.19861857096356,132.07583936055502,0.16666666666666666,128.0,128.0,0,0.0,nan,nan,0.0001,1e-05,0.0001
27,161.3602294921875,15.087332725524902,33.40279006958008,40.46643829345703,72.40367889404297,0.0,0.0,0.0,0.0,146.2729034423828,0.0,0.0,nan,nan,525.2088758680555,433.5101487901476,499.440673828125,856.8186645507812,1120.734375,502.9233890109592,123.95901001824274,0.5,128.0,128.0,0,0.0,nan,nan,9.999989793001318e-05,9.99998979300132e-06,9.999989793001318e-05
28,159.9960479736328,15.04361629486084,34.21726608276367,39.45151138305664,71.28364562988281,0.0,0.0,0.0,0.0,144.95242309570312,0.0,0.0,nan,nan,572.0037994384766,449.9382544623481,521.4395141601562,912.024658203125,1101.832275390625,551.0760006374783,129.86719131469727,0.5555555555555556,128.0,128.0,0,0.0,nan,nan,9.999959172051576e-05,9.999959172051577e-06,9.999959172051576e-05
29,160.14419555664062,15.12951374053955,32.83098220825195,39.83887481689453,72.34483337402344,0.0,0.0,0.0,0.0,145.01467895507812,0.0,0.0,nan,nan,540.7021331787109,428.23502434624567,470.72442626953125,1165.5634765625,1421.7581787109375,521.9628278944227,117.98375193277995,0.3333333333333333,128.0,128.0,0,0.0,nan,nan,9.999908137289683e-05,9.999908137289683e-06,9.999908137289683e-05
30,155.06983947753906,15.13262939453125,32.758628845214844,38.34261703491211,68.8359603881836,0.0,0.0,0.0,0.0,139.9372100830078,0.0,0.0,nan,nan,568.3765157063802,439.2508477105035,522.466064453125,874.1170654296875,1104.5513916015625,551.9580874972874,125.83400175306532,0.6111111111111112,128.0,128.0,0,0.0,nan,nan,9.999836688947156e-05,9.999836688947157e-06,9.999836688947156e-05
31,156.4856719970703,13.915013313293457,31.46426010131836,39.307682037353516,71.7986831665039,0.0,0.0,0.0,0.0,142.57061767578125,0.0,0.0,nan,nan,746.2236687155331,465.5643669577206,617.6627807617188,1349.305419921875,2138.5439453125,736.8689772661994,102.02027646233054,0.7058823529411765,128.0,64.0,1,0.05555555555555555,105.0625,284.0,9.999744827348116e-05,9.999744827348117e-06,9.999744827348116e-05
32,153.7587890625,14.022534370422363,30.487247467041016,39.31782531738281,69.93118286132812,0.0,0.0,0.0,0.0,139.73626708984375,0.0,0.0,nan,nan,820.7140299479166,442.6090850830078,615.8375244140625,1728.6917724609375,1737.626220703125,808.0494732326931,97.67367172241211,0.6111111111111112,64.0,64.0,0,0.0,nan,nan,9.999632552909291e-05,9.99963255290929e-06,9.999632552909291e-05
33,157.3585205078125,13.664690971374512,32.55701446533203,39.325408935546875,71.81140899658203,0.0,0.0,0.0,0.0,143.69381713867188,0.0,0.0,nan,nan,646.1569544474283,442.4705056084527,525.5810546875,1261.3275146484375,2191.214599609375,631.8720830281576,115.4421066708035,0.5,64.0,64.0,0,0.0,nan,nan,9.999499866140001e-05,9.999499866140002e-06,9.999499866140001e-05
34,152.71412658691406,11.882822036743164,30.16853141784668,39.648555755615234,71.01420593261719,0.0,0.0,0.0,0.0,140.831298828125,0.0,0.0,nan,nan,711.5577680799696,473.05289035373266,641.690673828125,1120.630126953125,1555.6146240234375,701.9000498453776,90.15553262498644,0.7777777777777778,64.0,64.0,0,0.0,nan,nan,9.999346767642179e-05,9.999346767642179e-06,9.999346767642179e-05
35,152.2171173095703,12.055965423583984,30.06179428100586,39.05802917480469,71.04133605957031,0.0,0.0,0.0,0.0,140.16116333007812,0.0,0.0,nan,nan,649.0879033406576,452.4584749009874,600.822021484375,1086.8558349609375,1104.0826416015625,639.9928232828776,92.67521625094943,0.5555555555555556,64.0,64.0,0,0.0,nan,nan,9.999173258110344e-05,9.999173258110345e-06,9.999173258110344e-05
36,149.66600036621094,10.829124450683594,30.11992835998535,38.50593948364258,70.21101379394531,0.0,0.0,0.0,0.0,138.83688354492188,0.0,0.0,nan,nan,791.2601776123047,473.58502366807727,516.5272216796875,2020.8321533203125,2366.94287109375,784.6151784261068,87.23920991685655,0.5555555555555556,64.0,64.0,0,0.0,nan,nan,9.998979338331614e-05,9.998979338331613e-06,9.998979338331614e-05
37,144.59359741210938,12.25979232788086,28.02785301208496,37.096256256103516,67.2096939086914,0.0,0.0,0.0,0.0,132.3338165283203,0.0,0.0,nan,nan,655.015126546224,482.7573530409071,553.86474609375,1175.7958984375,1682.4293212890625,649.3975084092882,76.4712397257487,0.7222222222222222,64.0,64.0,0,0.0,nan,nan,9.998765009185694e-05,9.998765009185694e-06,9.998765009185694e-05
38,145.73037719726562,10.500428199768066,28.58583641052246,38.09037399291992,68.55372619628906,0.0,0.0,0.0,0.0,135.2299346923828,0.0,0.0,nan,nan,890.3045111762153,488.52320353190106,725.09814453125,1846.2830810546875,2156.557373046875,885.50755988227,75.6116983625624,0.8333333333333334,64.0,64.0,0,0.0,nan,nan,9.998530271644876e-05,9.998530271644877e-06,9.998530271644876e-05
39,147.78819274902344,11.210124969482422,28.38510513305664,38.13322067260742,70.05974578857422,0.0,0.0,0.0,0.0,136.57806396484375,0.0,0.0,nan,nan,862.3515811496311,470.7447967529297,675.068115234375,1911.9188232421875,2412.9296875,859.1580013699001,62.192244105868866,0.7777777777777778,64.0,64.0,0,0.0,nan,nan,9.998275126774035e-05,9.998275126774036e-06,9.998275126774035e-05
40,146.79315185546875,10.327372550964355,28.68373680114746,38.05497741699219,69.72706604003906,0.0,0.0,0.0,0.0,136.4657745361328,0.0,0.0,nan,nan,958.3490905761719,490.4998762342665,721.5823364257812,2174.102783203125,3216.627685546875,954.7574530707466,73.5975464714898,0.8333333333333334,64.0,64.0,0,0.0,nan,nan,9.99799957573062e-05,9.99799957573062e-06,9.99799957573062e-05
41,140.2510223388672,10.944229125976562,27.09139060974121,36.28006362915039,65.93534088134766,0.0,0.0,0.0,0.0,129.3068084716797,0.0,0.0,nan,nan,795.5091739230686,479.7688479953342,751.3466796875,1274.7572021484375,1453.2882080078125,791.4420352511936,71.78707345326741,0.8333333333333334,64.0,64.0,0,0.0,nan,nan,9.997703619764652e-05,9.997703619764652e-06,9.997703619764652e-05
42,145.63169860839844,10.488536834716797,27.566261291503906,37.82963180541992,69.74725341796875,0.0,0.0,0.0,0.0,135.14315795898438,0.0,0.0,nan,nan,1030.0394405788845,486.8095448811849,792.3533935546875,2474.358154296875,2703.082275390625,1026.904324001736,66.81765535142686,0.8333333333333334,64.0,64.0,0,0.0,nan,nan,9.997387260218722e-05,9.997387260218721e-06,9.997387260218722e-05
43,142.7829132080078,11.208324432373047,28.44778823852539,36.56193161010742,66.56485748291016,0.0,0.0,0.0,0.0,131.57456970214844,0.0,0.0,nan,nan,774.058595445421,485.20434909396704,687.9974365234375,1582.044921875,1702.4102783203125,769.7269473605686,77.61136923895941,0.8333333333333334,64.0,64.0,0,0.0,nan,nan,9.997050498527974e-05,9.997050498527974e-06,9.997050498527974e-05
44,146.12278747558594,10.374924659729004,29.524099349975586,37.69550323486328,68.52826690673828,0.0,0.0,0.0,0.0,135.74786376953125,0.0,0.0,nan,nan,931.9450158013237,485.8260548909505,957.7338256835938,1594.1549072265625,1608.0684814453125,926.5665842692057,85.93925921122234,0.7777777777777778,64.0,64.0,0,0.0,nan,nan,9.996693336220111e-05,9.99669333622011e-06,9.996693336220111e-05
45,146.60220336914062,9.919371604919434,27.918405532836914,38.34280776977539,70.4216079711914,0.0,0.0,0.0,0.0,136.6828155517578,0.0,0.0,nan,nan,802.8724789089626,468.54632398817273,745.841064453125,1650.786865234375,2041.0611572265625,799.368396335178,64.46551704406738,0.7222222222222222,64.0,64.0,0,0.0,nan,nan,9.996315774915378e-05,9.996315774915379e-06,9.996315774915378e-05
46,145.11749267578125,9.154706954956055,27.609983444213867,38.19801712036133,70.15476989746094,0.0,0.0,0.0,0.0,135.9627685546875,0.0,0.0,nan,nan,866.9369710286459,500.0,732.6199340820312,1604.448974609375,2526.6142578125,864.2607099745009,59.63078922695584,1.0,64.0,64.0,0,0.0,nan,nan,9.995917816326562e-05,9.995917816326563e-06,9.995917816326562e-05
47,139.01193237304688,9.734664916992188,26.753938674926758,36.52266311645508,66.00067138671875,0.0,0.0,0.0,0.0,129.27728271484375,0.0,0.0,nan,nan,923.0738610161675,479.93733893500433,767.0857543945312,1617.0435791015625,2416.511474609375,918.945553249783,69.89269235399034,0.7777777777777778,64.0,64.0,0,0.0,nan,nan,9.995499462258977e-05,9.995499462258978e-06,9.995499462258977e-05
48,145.03558349609375,9.672781944274902,27.76549530029297,38.14313888549805,69.45417022705078,0.0,0.0,0.0,0.0,135.36280822753906,0.0,0.0,nan,nan,890.1479966905382,477.8876715766059,762.0697021484375,1795.499267578125,2116.042236328125,885.1600358751085,76.35050169626872,0.7222222222222222,64.0,64.0,0,0.0,nan,nan,9.995060714610466e-05,9.995060714610467e-06,9.995060714610466e-05
49,133.42816162109375,9.613314628601074,26.15218734741211,34.900787353515625,62.76186752319336,0.0,0.0,0.0,0.0,123.81484985351562,0.0,0.0,nan,nan,820.2889217800564,458.34952629937067,586.948974609375,1879.636474609375,2328.0751953125,816.9093424479166,64.91215070088704,0.6666666666666666,64.0,64.0,0,0.0,nan,nan,9.994601575371383e-05,9.994601575371384e-06,9.994601575371383e-05
50,147.76199340820312,10.24545669555664,27.31623649597168,38.798561096191406,71.40171813964844,0.0,0.0,0.0,0.0,137.51654052734375,0.0,0.0,618.2586059570312,1023.731689453125,889.1210174560547,490.2743954128689,745.3985595703125,1738.096923828125,2477.72900390625,885.6964518229166,71.14701970418294,0.8888888888888888,64.0,64.0,0,0.0,nan,nan,9.994122046624586e-05,9.994122046624586e-06,9.994122046624586e-05
51,137.94927978515625,8.738377571105957,26.947063446044922,36.62541198730469,65.63842010498047,0.0,0.0,0.0,0.0,129.21090698242188,0.0,0.0,nan,nan,1006.495347764757,478.91760592990454,676.9396362304688,1913.212890625,4251.91552734375,1003.3658650716146,63.82166989644369,0.7222222222222222,64.0,64.0,0,0.0,nan,nan,9.99362213054543e-05,9.99362213054543e-06,9.99362213054543e-05
52,131.32186889648438,8.356006622314453,25.53351402282715,35.338348388671875,62.09398651123047,0.0,0.0,0.0,0.0,122.96583557128906,0.0,0.0,nan,nan,797.9894341362847,488.24511379665796,771.6903076171875,1574.5006103515625,1614.2666015625,795.6250305175781,54.10684405432807,0.8888888888888888,64.0,64.0,0,0.0,nan,nan,9.993101829401755e-05,9.993101829401755e-06,9.993101829401755e-05
53,142.4774169921875,9.256220817565918,27.95571517944336,37.53022384643555,67.73526763916016,0.0,0.0,0.0,0.0,133.22120666503906,0.0,0.0,nan,nan,907.9534132215712,482.5191243489583,771.0043334960938,1862.08837890625,1991.022216796875,903.3146057128906,77.19604121314154,0.7777777777777778,64.0,64.0,0,0.0,nan,nan,9.992561145553882e-05,9.992561145553882e-06,9.992561145553882e-05
54,135.7852325439453,8.338303565979004,26.349946975708008,36.220733642578125,64.87625122070312,0.0,0.0,0.0,0.0,127.44692993164062,0.0,0.0,nan,nan,886.9232313368055,482.994391547309,825.8577880859375,1531.1507568359375,2200.345458984375,884.7279459635416,53.15992249382867,0.7777777777777778,64.0,64.0,0,0.0,nan,nan,9.992000081454589e-05,9.99200008145459e-06,9.992000081454589e-05
55,142.4415740966797,8.477992057800293,27.73666000366211,37.69827651977539,68.52862548828125,0.0,0.0,0.0,0.0,133.9635772705078,0.0,0.0,nan,nan,1208.5378723144531,482.7689954969618,766.3988037109375,3457.362060546875,3995.95751953125,1205.728551228841,67.30708588494196,0.8333333333333334,64.0,64.0,0,0.0,nan,nan,9.991418639649114e-05,9.991418639649114e-06,9.991418639649114e-05
56,139.40504455566406,8.369739532470703,27.173791885375977,37.06143569946289,66.80008697509766,0.0,0.0,0.0,0.0,131.03530883789062,0.0,0.0,nan,nan,993.4876810709635,483.31729295518664,734.2877807617188,2045.629638671875,2301.062255859375,989.84107293023,69.43406020270453,0.8888888888888888,64.0,64.0,0,0.0,nan,nan,9.990816822775136e-05,9.990816822775136e-06,9.990816822775136e-05
57,141.10964965820312,8.472918510437012,26.52224349975586,37.499576568603516,68.61491394042969,0.0,0.0,0.0,0.0,132.63671875,0.0,0.0,nan,nan,1346.4420725504558,492.6799502902561,983.587890625,2923.013671875,3985.076416015625,1344.219721476237,61.59109507666694,0.8333333333333334,64.0,64.0,0,0.0,nan,nan,9.99019463356276e-05,9.99019463356276e-06,9.99019463356276e-05
58,133.50372314453125,8.364535331726074,25.640588760375977,35.44654846191406,64.05207061767578,0.0,0.0,0.0,0.0,125.13919067382812,0.0,0.0,nan,nan,879.6489647759331,481.4906700981988,811.6109008789062,1880.11474609375,2046.8194580078125,876.833031548394,59.414822048611114,0.7222222222222222,64.0,64.0,0,0.0,nan,nan,9.989552074834514e-05,9.989552074834514e-06,9.989552074834514e-05
59,138.7775421142578,9.16278076171875,27.30518341064453,36.763553619384766,65.5459976196289,0.0,0.0,0.0,0.0,129.61474609375,0.0,0.0,nan,nan,1210.6926574707031,493.95068359375,1067.562255859375,2305.162841796875,3782.9189453125,1207.8257615831162,75.53661494784885,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.98888914950533e-05,9.98888914950533e-06,9.98888914950533e-05
60,133.62571716308594,8.073785781860352,25.739147186279297,35.66921615600586,64.14353942871094,0.0,0.0,0.0,0.0,125.55191802978516,0.0,0.0,nan,nan,726.4989030626085,468.66788397894965,606.4154052734375,1159.0921630859375,1545.031982421875,722.9713575575087,58.26962163713243,0.6666666666666666,64.0,64.0,0,0.0,nan,nan,9.988205860582533e-05,9.988205860582534e-06,9.988205860582533e-05
61,134.69418334960938,8.496191024780273,25.969127655029297,36.099143981933594,64.12973022460938,0.0,0.0,0.0,0.0,126.197998046875,0.0,0.0,nan,nan,1113.303726196289,474.6201460096571,748.9989013671875,2889.49462890625,3786.76416015625,1110.1103023952908,67.5509688059489,0.8333333333333334,64.0,64.0,0,0.0,nan,nan,9.987502211165824e-05,9.987502211165823e-06,9.987502211165824e-05
62,138.2260284423828,7.875964641571045,26.943906784057617,36.844905853271484,66.5612564086914,0.0,0.0,0.0,0.0,130.35008239746094,0.0,0.0,nan,nan,1024.160499123966,496.18131929285386,889.3121337890625,1908.1251220703125,2686.9765625,1021.5957192813648,59.156199399162745,0.9411764705882353,64.0,32.0,1,0.05555555555555555,149.875,628.0,9.986778204447266e-05,9.986778204447266e-06,9.986778204447266e-05
63,136.5724639892578,7.666251182556152,26.324419021606445,36.617774963378906,65.96401977539062,0.0,0.0,0.0,0.0,128.9062042236328,0.0,0.0,nan,nan,942.2022738986545,490.09202745225696,782.5491943359375,2079.555419921875,2234.359619140625,940.0177510579427,55.192082193162705,0.8888888888888888,32.0,32.0,0,0.0,nan,nan,9.986033843711278e-05,9.986033843711278e-06,9.986033843711278e-05
64,136.1500244140625,7.665003299713135,26.069368362426758,36.44356155395508,65.97208404541016,0.0,0.0,0.0,0.0,128.48501586914062,0.0,0.0,nan,nan,1254.3785179985894,497.852300008138,850.978515625,2956.16064453125,3547.3916015625,1252.718717787001,54.116677602132164,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.985269132334611e-05,9.985269132334611e-06,9.985269132334611e-05
65,136.4020538330078,7.5745086669921875,26.002304077148438,36.66975402832031,66.15550231933594,0.0,0.0,0.0,0.0,128.8275604248047,0.0,0.0,nan,nan,1006.6804046630859,484.5334286159939,841.4649658203125,1870.30810546875,2219.598388671875,1004.5299428304037,59.08132733239068,0.7222222222222222,32.0,32.0,0,0.0,nan,nan,9.984484073786334e-05,9.984484073786333e-06,9.984484073786334e-05
66,133.9147186279297,7.330617427825928,25.49138069152832,35.83400344848633,65.25870513916016,0.0,0.0,0.0,0.0,126.5840835571289,0.0,0.0,nan,nan,1093.210461086697,500.0,968.2492065429688,1781.508544921875,2058.04541015625,1091.6402486165364,48.45445262061225,1.0,32.0,32.0,0,0.0,nan,nan,9.98367867162782e-05,9.98367867162782e-06,9.98367867162782e-05
67,134.6682586669922,7.866449356079102,25.524648666381836,36.235313415527344,65.0418472290039,0.0,0.0,0.0,0.0,126.80182647705078,0.0,0.0,nan,nan,1004.2642754448784,496.19818793402777,792.0296630859375,1726.0389404296875,3185.820068359375,1002.3370886908638,53.32655715942383,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.982852929512732e-05,9.982852929512732e-06,9.982852929512732e-05
68,132.4745635986328,7.707294940948486,25.734323501586914,35.3853645324707,63.64757537841797,0.0,0.0,0.0,0.0,124.76726531982422,0.0,0.0,nan,nan,916.0958184136284,493.69683159722223,760.4794921875,1926.0706787109375,2290.5595703125,914.268809000651,52.13488006591797,0.7777777777777778,32.0,32.0,0,0.0,nan,nan,9.982006851187002e-05,9.982006851187004e-06,9.982006851187002e-05
69,136.4601593017578,7.988692283630371,26.10163116455078,36.767581939697266,65.60226440429688,0.0,0.0,0.0,0.0,128.47146606445312,0.0,0.0,nan,nan,1293.377477010091,496.79681226942273,943.737548828125,2671.8212890625,6371.57421875,1291.5860426161025,59.1130379570855,0.8888888888888888,32.0,32.0,0,0.0,nan,nan,9.981140440488818e-05,9.98114044048882e-06,9.981140440488818e-05
