epoch,loss,root_magnitude,root_to_64,64_to_32,32_to_16,16_to_8,16_to_8_dense,8_to_4,flat_16,multinomial_tree,deterministic_alloc,exact_regression,grad_root_magnitude,grad_multinomial_tree,grad_total_pre_clip,grad_total_post_clip,grad_pre_clip_p50,grad_pre_clip_p95,grad_pre_clip_max,grad_backbone,grad_task,clip_fraction,amp_scale_start,amp_scale_end,amp_skipped_steps,amp_skip_fraction,overflow_gt_mean,overflow_gt_max,lr,lr_backbone,lr_task
206,127.37686157226562,5.076907634735107,23.576440811157227,35.09413146972656,63.62937545776367,0.0,0.0,0.0,0.0,122.29995727539062,0.0,0.0,nan,nan,1250.922120836046,493.4267323811849,929.9937744140625,2717.365478515625,5217.1455078125,1249.8301493326824,42.3672841389974,0.9444444444444444,16.0,16.0,0,0.0,nan,nan,9.673323955366644e-05,9.673323955366644e-06,9.673323955366644e-05
207,119.84535217285156,5.223374366760254,22.143991470336914,33.59373092651367,58.88425064086914,0.0,0.0,0.0,0.0,114.62197875976562,0.0,0.0,nan,nan,1123.7686886257595,493.1395755343967,900.7607421875,2082.314453125,4554.548828125,1122.636254204644,44.58773962656657,0.9444444444444444,16.0,16.0,0,0.0,nan,nan,9.669729325957546e-05,9.669729325957546e-06,9.669729325957546e-05
208,120.91252899169922,5.123422622680664,22.0870304107666,33.706661224365234,59.99541091918945,0.0,0.0,0.0,0.0,115.78909301757812,0.0,0.0,nan,nan,1060.8222130669487,492.3363732231988,933.37255859375,2429.58349609375,2561.996337890625,1059.4374864366318,47.633144802517364,0.8888888888888888,16.0,16.0,0,0.0,nan,nan,9.666115780805454e-05,9.666115780805454e-06,9.666115780805454e-05
209,123.45858001708984,5.03668737411499,23.20146942138672,34.591392517089844,60.6290283203125,0.0,0.0,0.0,0.0,118.42190551757812,0.0,0.0,nan,nan,1198.9006873236763,496.15293884277344,884.5137939453125,2646.614013671875,3335.38232421875,1197.5916019015842,46.23704634772407,0.9444444444444444,16.0,16.0,0,0.0,nan,nan,9.662483336303014e-05,9.662483336303015e-06,9.662483336303014e-05
210,120.43428802490234,5.463806629180908,22.29161834716797,33.24750518798828,59.43136215209961,0.0,0.0,0.0,0.0,114.97049713134766,0.0,0.0,nan,nan,1546.6398824055989,495.85374450683594,941.1336669921875,4760.80908203125,7556.96728515625,1544.7241906060112,59.15436659918891,0.8888888888888888,16.0,16.0,0,0.0,nan,nan,9.658832008928607e-05,9.658832008928607e-06,9.658832008928607e-05
211,118.80648040771484,4.765394687652588,22.207101821899414,33.41508865356445,58.41889190673828,0.0,0.0,0.0,0.0,114.04108428955078,0.0,0.0,nan,nan,1180.9214816623264,492.8020833333333,953.1212768554688,2815.017578125,3470.664306640625,1179.7528042263455,40.796646965874565,0.8333333333333334,16.0,16.0,0,0.0,nan,nan,9.655161815246273e-05,9.655161815246273e-06,9.655161815246273e-05
212,125.70671844482422,5.840853214263916,23.52297019958496,34.74440383911133,61.59849166870117,0.0,0.0,0.0,0.0,119.86585998535156,0.0,0.0,nan,nan,1511.2505900065105,500.0,963.3855590820312,3412.4375,8061.79833984375,1509.533440483941,64.00998338063557,1.0,16.0,16.0,0,0.0,nan,nan,9.65147277190564e-05,9.651472771905642e-06,9.65147277190564e-05
213,124.6143569946289,5.4736762046813965,22.91375160217285,33.93766403198242,62.28925323486328,0.0,0.0,0.0,0.0,119.14066314697266,0.0,0.0,nan,nan,939.6632673475477,489.625988430447,829.104736328125,1629.1251220703125,2480.044189453125,937.5333760579427,56.795349756876625,0.9444444444444444,16.0,16.0,0,0.0,nan,nan,9.647764895641846e-05,9.647764895641846e-06,9.647764895641846e-05
214,125.48497009277344,5.4449262619018555,22.45920753479004,34.82950973510742,62.75133514404297,0.0,0.0,0.0,0.0,120.04006958007812,0.0,0.0,nan,nan,839.4688737657335,492.22729153103296,787.409912109375,1403.3388671875,1534.0506591796875,836.9952155219185,55.33523464202881,0.9444444444444444,16.0,16.0,0,0.0,nan,nan,9.644038203275465e-05,9.644038203275465e-06,9.644038203275465e-05
215,130.976806640625,5.080864429473877,23.661922454833984,36.44356918334961,65.79043579101562,0.0,0.0,0.0,0.0,125.89592742919922,0.0,0.0,nan,nan,1191.2551778157551,496.04332139756946,1069.8646240234375,2107.742919921875,2998.732666015625,1190.0677761501736,48.07667456732856,0.8888888888888888,16.0,16.0,0,0.0,nan,nan,9.640292711712427e-05,9.640292711712429e-06,9.640292711712427e-05
216,124.2858657836914,5.272021770477295,23.294416427612305,34.30531692504883,61.41411590576172,0.0,0.0,0.0,0.0,119.01384735107422,0.0,0.0,nan,nan,1130.9259151882595,500.0,857.1077270507812,2117.541015625,2999.21044921875,1129.0194227430557,52.07143804762099,1.0,16.0,16.0,0,0.0,nan,nan,9.636528437943943e-05,9.636528437943943e-06,9.636528437943943e-05
217,122.80144500732422,5.388830184936523,22.976179122924805,33.92290115356445,60.51353073120117,0.0,0.0,0.0,0.0,117.41261291503906,0.0,0.0,nan,nan,1447.2832641601562,481.4903801812066,962.5732421875,3484.202392578125,7595.56201171875,1446.0104675292969,51.62257793214586,0.6666666666666666,16.0,16.0,0,0.0,nan,nan,9.632745399046432e-05,9.632745399046432e-06,9.632745399046432e-05
218,120.90401458740234,4.995452880859375,22.621509552001953,33.79132843017578,59.4957160949707,0.0,0.0,0.0,0.0,115.90855407714844,0.0,0.0,nan,nan,1366.8326890733506,493.129152086046,1334.5478515625,3142.214111328125,3616.17431640625,1365.2100151909722,51.08887841966417,0.8333333333333334,16.0,16.0,0,0.0,nan,nan,9.628943612181436e-05,9.628943612181436e-06,9.628943612181436e-05
219,124.63948822021484,5.253739356994629,23.124948501586914,34.4981575012207,61.76264953613281,0.0,0.0,0.0,0.0,119.38575744628906,0.0,0.0,nan,nan,1586.372801038954,497.8597056070964,801.5996704101562,4597.97412109375,11057.962890625,1584.5118679470486,51.67111958397759,0.8888888888888888,16.0,16.0,0,0.0,nan,nan,9.625123094595546e-05,9.625123094595547e-06,9.625123094595546e-05
220,130.87242126464844,5.083271503448486,23.54117774963379,36.169979095458984,66.07799530029297,0.0,0.0,0.0,0.0,125.78914642333984,0.0,0.0,nan,nan,1154.8224317762588,497.2154710557726,958.4908447265625,2895.931396484375,3553.817626953125,1153.6232689751519,44.80239613850912,0.8888888888888888,16.0,16.0,0,0.0,nan,nan,9.621283863620327e-05,9.621283863620328e-06,9.621283863620327e-05
221,121.2305908203125,4.792139053344727,23.02457046508789,34.060733795166016,59.3531494140625,0.0,0.0,0.0,0.0,116.4384536743164,0.0,0.0,nan,nan,958.8769141303169,486.4180738661024,839.447265625,1909.0908203125,2335.542724609375,957.5737575954861,43.87670792473687,0.7777777777777778,16.0,16.0,0,0.0,nan,nan,9.617425936672236e-05,9.617425936672237e-06,9.617425936672236e-05
222,127.35072326660156,4.8877787590026855,23.007057189941406,35.32228469848633,64.13359069824219,0.0,0.0,0.0,0.0,122.46294403076172,0.0,0.0,nan,nan,1200.9964328342014,491.7462090386285,1118.628173828125,2225.703857421875,2919.4580078125,1200.0120340983074,41.65470430586073,0.9444444444444444,16.0,16.0,0,0.0,nan,nan,9.613549331252543e-05,9.613549331252544e-06,9.613549331252543e-05
223,130.5013885498047,5.200815677642822,23.96394920349121,35.97207260131836,65.36455535888672,0.0,0.0,0.0,0.0,125.30057525634766,0.0,0.0,nan,nan,1029.7998046875,498.41889105902777,837.7876586914062,2538.250244140625,2545.494140625,1027.9617648654514,53.62465498182509,0.9444444444444444,16.0,16.0,0,0.0,nan,nan,9.609654064947245e-05,9.609654064947245e-06,9.609654064947245e-05
224,121.2121353149414,5.119444370269775,22.425447463989258,33.71181869506836,59.95541763305664,0.0,0.0,0.0,0.0,116.09268951416016,0.0,0.0,nan,nan,958.5365295410156,500.0,840.2257080078125,1658.162353515625,1797.9573974609375,957.4287516276041,42.402249018351235,1.0,16.0,16.0,0,0.0,nan,nan,9.605740155427005e-05,9.605740155427007e-06,9.605740155427005e-05
225,123.39012145996094,5.590256690979004,22.89483642578125,34.29290771484375,60.61214065551758,0.0,0.0,0.0,0.0,117.79987335205078,0.0,0.0,nan,nan,1545.0247480604385,494.05274285210504,878.4342041015625,4216.9755859375,4746.23974609375,1543.5763092041016,56.71472538842095,0.8888888888888888,16.0,16.0,0,0.0,nan,nan,9.601807620447054e-05,9.601807620447054e-06,9.601807620447054e-05
226,122.0701904296875,5.096167087554932,22.83489418029785,33.754432678222656,60.38468551635742,0.0,0.0,0.0,0.0,116.97401428222656,0.0,0.0,nan,nan,1071.8380584716797,489.774656507704,851.5587158203125,1773.26611328125,3160.68408203125,1070.4183112250435,49.30293210347494,0.9444444444444444,16.0,16.0,0,0.0,nan,nan,9.59785647784711e-05,9.597856477847111e-06,9.59785647784711e-05
227,129.8252716064453,5.193609714508057,23.754287719726562,35.8331184387207,65.04425811767578,0.0,0.0,0.0,0.0,124.63167572021484,0.0,0.0,nan,nan,1553.4511939154731,490.79486592610675,994.24755859375,3438.4208984375,10695.59375,1551.8851470947266,55.55951319800483,0.9444444444444444,16.0,16.0,0,0.0,nan,nan,9.593886745551314e-05,9.593886745551315e-06,9.593886745551314e-05
228,121.44461059570312,4.887028694152832,22.328102111816406,33.5356330871582,60.69384765625,0.0,0.0,0.0,0.0,116.5575942993164,0.0,0.0,nan,nan,1100.8309393988716,491.92538113064234,854.9228515625,1848.343017578125,4081.113037109375,1099.786353217231,40.54752784305148,0.8888888888888888,16.0,16.0,0,0.0,nan,nan,9.589898441568133e-05,9.589898441568134e-06,9.589898441568133e-05
229,128.31768798828125,5.431800365447998,23.374277114868164,35.587345123291016,63.92424774169922,0.0,0.0,0.0,0.0,122.88589477539062,0.0,0.0,nan,nan,1352.6485561794705,500.0,1049.896484375,3704.2802734375,3810.23876953125,1350.9752773708767,54.18258719974094,1.0,16.0,16.0,0,0.0,nan,nan,9.585891583990286e-05,9.585891583990287e-06,9.585891583990286e-05
230,121.96424865722656,5.019961833953857,22.87566375732422,33.83112335205078,60.23750305175781,0.0,0.0,0.0,0.0,116.94428253173828,0.0,0.0,nan,nan,963.4230363633898,496.47546725802954,959.0687255859375,1836.4442138671875,1927.0631103515625,961.8860761854384,45.921338399251304,0.8888888888888888,16.0,16.0,0,0.0,nan,nan,9.581866190994655e-05,9.581866190994655e-06,9.581866190994655e-05
231,125.55828094482422,5.446315288543701,23.0845890045166,34.79035568237305,62.23701858520508,0.0,0.0,0.0,0.0,120.11196899414062,0.0,0.0,nan,nan,1276.9136335584853,496.94928487141925,918.4886474609375,2813.364990234375,4922.6201171875,1275.3124457465278,55.38339487711588,0.9444444444444444,16.0,16.0,0,0.0,nan,nan,9.577822280842209e-05,9.577822280842209e-06,9.577822280842209e-05
232,119.69269561767578,4.934246063232422,22.27288246154785,33.45329666137695,59.03227996826172,0.0,0.0,0.0,0.0,114.75846099853516,0.0,0.0,nan,nan,908.0817548963759,480.367663913303,676.3687744140625,2246.069091796875,3182.55126953125,906.5138346354166,49.32939476437039,0.7777777777777778,16.0,16.0,0,0.0,nan,nan,9.573759871877921e-05,9.573759871877922e-06,9.573759871877921e-05
233,122.43333435058594,5.004615306854248,22.54055404663086,34.024330139160156,60.86385726928711,0.0,0.0,0.0,0.0,117.42874145507812,0.0,0.0,nan,nan,1038.143775092231,500.0,928.23095703125,1845.6513671875,1939.5709228515625,1036.7798631456162,49.453275786505806,1.0,16.0,16.0,0,0.0,nan,nan,9.56967898253068e-05,9.56967898253068e-06,9.56967898253068e-05
234,129.4789581298828,5.3398003578186035,23.456531524658203,35.645408630371094,65.0372085571289,0.0,0.0,0.0,0.0,124.1391372680664,0.0,0.0,nan,nan,1204.9466383192275,500.0,1336.09375,1860.72412109375,2061.12255859375,1202.989942762587,57.437924808926056,1.0,16.0,16.0,0,0.0,nan,nan,9.565579631313212e-05,9.565579631313213e-06,9.565579631313212e-05
235,123.3382339477539,5.597135543823242,23.320968627929688,33.91390609741211,60.5062255859375,0.0,0.0,0.0,0.0,117.74110412597656,0.0,0.0,nan,nan,1195.833028157552,489.19981553819446,964.4349365234375,2558.396728515625,2755.981689453125,1193.1273532443577,63.01710796356201,0.8333333333333334,16.0,16.0,0,0.0,nan,nan,9.561461836821995e-05,9.561461836821995e-06,9.561461836821995e-05
236,123.92041015625,4.904798984527588,22.90662956237793,34.587852478027344,61.52112579345703,0.0,0.0,0.0,0.0,119.0156021118164,0.0,0.0,nan,nan,1363.776618109809,490.90247938368054,1093.3756103515625,3243.677734375,4261.85107421875,1362.2810346815322,52.43020015292697,0.8333333333333334,16.0,16.0,0,0.0,nan,nan,9.557325617737169e-05,9.55732561773717e-06,9.557325617737169e-05
237,126.7010498046875,5.026520252227783,23.14937400817871,35.15736389160156,63.36777877807617,0.0,0.0,0.0,0.0,121.67452239990234,0.0,0.0,nan,nan,1013.1378580729166,493.7148607042101,1024.718017578125,1476.9053955078125,1842.488525390625,1011.8281690809462,48.0792883767022,0.9444444444444444,16.0,16.0,0,0.0,nan,nan,9.553170992822464e-05,9.553170992822464e-06,9.553170992822464e-05
238,127.66472625732422,5.224120140075684,23.112560272216797,35.65254592895508,63.67549514770508,0.0,0.0,0.0,0.0,122.44058990478516,0.0,0.0,nan,nan,1121.1234673394097,500.0,1037.6224365234375,1742.93115234375,2434.756103515625,1119.8006218804253,47.99754948086209,1.0,16.0,32.0,0,0.0,nan,nan,9.548997980925098e-05,9.548997980925098e-06,9.548997980925098e-05
239,122.59871673583984,4.720490455627441,22.255149841308594,34.10966110229492,61.5134162902832,0.0,0.0,0.0,0.0,117.87820434570312,0.0,0.0,nan,nan,735.7566206190321,477.55558098687067,641.6800537109375,1502.851806640625,1915.8037109375,734.5205908881294,36.892501513163246,0.6666666666666666,32.0,32.0,0,0.0,nan,nan,9.54480660097571e-05,9.54480660097571e-06,9.54480660097571e-05
240,125.9983901977539,5.072537422180176,22.941408157348633,35.17339324951172,62.81105041503906,0.0,0.0,0.0,0.0,120.92584991455078,0.0,0.0,nan,nan,1088.140872531467,499.05030653211804,937.412841796875,1841.9708251953125,2237.69482421875,1086.2166425916885,53.83545631832547,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.540596871988256e-05,9.540596871988256e-06,9.540596871988256e-05
241,128.97903442382812,4.542739391326904,23.928630828857422,35.660911560058594,64.84675598144531,0.0,0.0,0.0,0.0,124.43629455566406,0.0,0.0,nan,nan,1114.356665717231,491.21162584092883,948.365478515625,1793.3709716796875,1828.9512939453125,1113.555436876085,37.11667908562554,0.8888888888888888,32.0,32.0,0,0.0,nan,nan,9.536368813059938e-05,9.536368813059938e-06,9.536368813059938e-05
242,123.98665618896484,5.100556373596191,22.61611557006836,34.234127044677734,62.03586196899414,0.0,0.0,0.0,0.0,118.8861083984375,0.0,0.0,nan,nan,1464.9131690131294,493.4322696261936,857.4917602539062,4048.38916015625,6942.1943359375,1463.3584357367622,49.15089829762777,0.7777777777777778,32.0,32.0,0,0.0,nan,nan,9.532122443371107e-05,9.532122443371107e-06,9.532122443371107e-05
243,121.62764739990234,5.504687309265137,22.39760398864746,33.58583450317383,60.13951873779297,0.0,0.0,0.0,0.0,116.12296295166016,0.0,0.0,nan,nan,1790.0771230061848,493.3800337049696,1363.83447265625,5737.64453125,7626.7958984375,1788.085940890842,57.46279843648275,0.8888888888888888,32.0,32.0,0,0.0,nan,nan,9.527857782185177e-05,9.527857782185179e-06,9.527857782185177e-05
244,130.630859375,5.117445468902588,23.662044525146484,35.77609634399414,66.07528686523438,0.0,0.0,0.0,0.0,125.513427734375,0.0,0.0,nan,nan,1419.4837629530166,496.097651163737,949.0996704101562,4624.29296875,4680.98046875,1418.1059282090928,52.652176751030815,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.523574848848551e-05,9.52357484884855e-06,9.523574848848551e-05
245,125.9132080078125,5.108127593994141,22.610958099365234,34.56057357788086,63.633544921875,0.0,0.0,0.0,0.0,120.80506896972656,0.0,0.0,nan,nan,912.3754408094618,475.23960367838544,856.209228515625,1497.0921630859375,1562.490478515625,910.3533426920573,51.358527448442246,0.8333333333333334,32.0,32.0,0,0.0,nan,nan,9.519273662790511e-05,9.519273662790511e-06,9.519273662790511e-05
246,128.0929718017578,5.0653252601623535,23.09261131286621,35.48935317993164,64.44566345214844,0.0,0.0,0.0,0.0,123.02762603759766,0.0,0.0,nan,nan,1108.4966362847222,500.0,926.1036987304688,2181.7841796875,3003.82177734375,1106.8794589572483,47.64090135362413,1.0,32.0,32.0,0,0.0,nan,nan,9.514954243523148e-05,9.514954243523148e-06,9.514954243523148e-05
247,121.35818481445312,4.915008068084717,22.633955001831055,33.81485366821289,59.99437713623047,0.0,0.0,0.0,0.0,116.44318389892578,0.0,0.0,nan,nan,1138.6407538519966,495.0401373969184,872.1572265625,2526.9833984375,4457.8359375,1136.8543243408203,45.594549073113335,0.8888888888888888,32.0,32.0,0,0.0,nan,nan,9.510616610641262e-05,9.510616610641261e-06,9.510616610641262e-05
248,124.67032623291016,5.292154788970947,22.68693733215332,34.50172805786133,62.18950271606445,0.0,0.0,0.0,0.0,119.378173828125,0.0,0.0,nan,nan,1142.2861667209202,500.0,1042.664306640625,1812.8843994140625,3043.12890625,1140.2670559353298,59.46376291910807,1.0,32.0,32.0,0,0.0,nan,nan,9.506260783822283e-05,9.506260783822285e-06,9.506260783822283e-05
249,123.96504974365234,4.9860687255859375,23.364713668823242,34.67570877075195,60.93852996826172,0.0,0.0,0.0,0.0,118.97896575927734,0.0,0.0,nan,nan,1375.1608072916667,494.99220784505206,1009.54443359375,3199.67724609375,5652.53466796875,1373.469482421875,55.03430853949653,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.501886782826177e-05,9.501886782826177e-06,9.501886782826177e-05
250,121.32766723632812,4.9710540771484375,22.364572525024414,34.000160217285156,59.99187469482422,0.0,0.0,0.0,0.0,116.35660552978516,0.0,0.0,1557.020263671875,2186.56396484375,1283.4347245958115,489.89291212293836,899.727294921875,3744.34130859375,3941.554443359375,1282.0884450276692,51.057067447238495,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.49749462749535e-05,9.49749462749535e-06,9.49749462749535e-05
251,122.09732818603516,4.8839287757873535,22.280017852783203,33.899375915527344,61.03399658203125,0.0,0.0,0.0,0.0,117.21337890625,0.0,0.0,nan,nan,1023.0523342556423,483.8900451660156,890.5291137695312,1827.0936279296875,1930.10009765625,1021.6902906629774,45.85445923275418,0.8888888888888888,32.0,32.0,0,0.0,nan,nan,9.493084337754573e-05,9.493084337754573e-06,9.493084337754573e-05
252,126.20586395263672,4.7770586013793945,23.12513542175293,35.2951774597168,63.00849151611328,0.0,0.0,0.0,0.0,121.42879486083984,0.0,0.0,nan,nan,1506.9147304958767,497.1887919108073,920.5413818359375,4536.23876953125,6893.2001953125,1505.6851925320095,46.17345460255941,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.488655933610873e-05,9.488655933610873e-06,9.488655933610873e-05
253,123.50383758544922,4.938297271728516,22.81490707397461,34.43825149536133,61.31238555908203,0.0,0.0,0.0,0.0,118.5655517578125,0.0,0.0,nan,nan,1477.0096164279514,495.52830674913196,901.966552734375,4626.28466796875,7440.7705078125,1475.2462310791016,55.58381546868218,0.8888888888888888,32.0,32.0,0,0.0,nan,nan,9.48420943515346e-05,9.484209435153459e-06,9.48420943515346e-05
254,122.89383697509766,5.016595840454102,22.794879913330078,34.19588088989258,60.88648986816406,0.0,0.0,0.0,0.0,117.87725067138672,0.0,0.0,nan,nan,1270.1942376030815,500.0,886.6600952148438,2804.15869140625,3329.106689453125,1268.708004421658,50.39404614766439,1.0,32.0,32.0,0,0.0,nan,nan,9.479744862553621e-05,9.479744862553622e-06,9.479744862553621e-05
255,126.01972198486328,4.716120719909668,23.097352981567383,35.05181884765625,63.15443801879883,0.0,0.0,0.0,0.0,121.30361938476562,0.0,0.0,nan,nan,1088.5859747992622,500.0,1049.90771484375,1851.3350830078125,2024.2564697265625,1087.2626376681858,48.48316616482205,1.0,32.0,32.0,0,0.0,nan,nan,9.475262236064642e-05,9.475262236064642e-06,9.475262236064642e-05
256,121.22220611572266,4.9339118003845215,22.614213943481445,33.852027893066406,59.82204818725586,0.0,0.0,0.0,0.0,116.28829193115234,0.0,0.0,nan,nan,1795.9829728868272,493.82669915093317,952.1416015625,7357.576171875,7775.02783203125,1794.5769636366103,52.995688650343155,0.8888888888888888,32.0,32.0,0,0.0,nan,nan,9.470761576021707e-05,9.470761576021706e-06,9.470761576021707e-05
257,125.99935150146484,5.4759202003479,22.689165115356445,35.173038482666016,62.66122817993164,0.0,0.0,0.0,0.0,120.5234375,0.0,0.0,nan,nan,1476.5979546440972,500.0,952.502685546875,3583.10498046875,6641.76123046875,1475.1658325195312,55.599061012268066,1.0,32.0,32.0,0,0.0,nan,nan,9.466242902841804e-05,9.466242902841804e-06,9.466242902841804e-05
258,123.42405700683594,4.9209513664245605,22.698850631713867,34.403751373291016,61.40050506591797,0.0,0.0,0.0,0.0,118.50310516357422,0.0,0.0,nan,nan,1038.6347791883682,499.5081142849392,1002.0744018554688,1901.6064453125,2010.7520751953125,1037.3937004937065,46.27845721774631,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.461706237023644e-05,9.461706237023643e-06,9.461706237023644e-05
259,127.536376953125,4.982537269592285,23.231796264648438,35.2314567565918,64.09058380126953,0.0,0.0,0.0,0.0,122.5538330078125,0.0,0.0,nan,nan,1335.789818657769,500.0,1108.059814453125,2440.372314453125,3898.46875,1334.2460801866318,48.05037932925754,1.0,32.0,32.0,0,0.0,nan,nan,9.457151599147554e-05,9.457151599147553e-06,9.457151599147554e-05
260,126.915283203125,4.859568119049072,23.11669921875,35.437355041503906,63.50164794921875,0.0,0.0,0.0,0.0,122.05570220947266,0.0,0.0,nan,nan,1162.2820332845051,498.35561116536456,1010.72119140625,2121.863037109375,2493.099365234375,1161.0790354410808,46.52537727355957,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.452579009875395e-05,9.452579009875395e-06,9.452579009875395e-05
261,125.34725189208984,4.881503582000732,22.64406394958496,35.08248519897461,62.73919677734375,0.0,0.0,0.0,0.0,120.46575164794922,0.0,0.0,nan,nan,1136.6933220757378,483.15396457248266,1025.9527587890625,2030.3175048828125,3195.869140625,1135.218731350369,49.939372804429794,0.8888888888888888,32.0,32.0,0,0.0,nan,nan,9.44798848995046e-05,9.44798848995046e-06,9.44798848995046e-05
262,124.2919692993164,5.110719680786133,22.6977481842041,34.35912322998047,62.1243896484375,0.0,0.0,0.0,0.0,119.18125915527344,0.0,0.0,nan,nan,1171.2664642333984,493.2361772325304,863.469482421875,3090.55029296875,3769.67236328125,1169.2320878770615,56.57369952731662,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.443380060197387e-05,9.443380060197387e-06,9.443380060197387e-05
263,127.89603424072266,5.433168888092041,23.357845306396484,35.499107360839844,63.60591506958008,0.0,0.0,0.0,0.0,122.4628677368164,0.0,0.0,nan,nan,1434.388463338216,498.89579094780817,829.7247314453125,3072.2060546875,9671.96484375,1432.7543182373047,54.56333743201362,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.438753741522058e-05,9.438753741522058e-06,9.438753741522058e-05
264,129.5740509033203,5.154796123504639,23.191879272460938,35.92253494262695,65.30484771728516,0.0,0.0,0.0,0.0,124.41925811767578,0.0,0.0,nan,nan,887.399904039171,491.8139902750651,826.8375244140625,1401.966064453125,1519.0380859375,885.1915113661024,52.50108093685574,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.434109554911504e-05,9.434109554911505e-06,9.434109554911504e-05
265,121.91742706298828,5.009037971496582,22.373207092285156,33.681827545166016,60.85335159301758,0.0,0.0,0.0,0.0,116.90839385986328,0.0,0.0,nan,nan,955.8423902723524,489.31918165418836,763.7569580078125,2105.37109375,2821.80810546875,953.279793633355,52.83517297108968,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.429447521433823e-05,9.429447521433823e-06,9.429447521433823e-05
266,126.60154724121094,5.005087852478027,22.771240234375,34.963035583496094,63.8621826171875,0.0,0.0,0.0,0.0,121.59645080566406,0.0,0.0,nan,nan,1227.233174641927,498.621086968316,993.881591796875,2561.7265625,3257.76123046875,1225.9708506266277,50.49204625023736,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.424767662238065e-05,9.424767662238066e-06,9.424767662238065e-05
267,128.22225952148438,5.155561923980713,23.282588958740234,35.84346389770508,63.94065475463867,0.0,0.0,0.0,0.0,123.06671905517578,0.0,0.0,nan,nan,1069.0936957465278,500.0,999.3773193359375,1542.34326171875,1790.9134521484375,1067.0721944173176,58.66933218638102,1.0,32.0,32.0,0,0.0,nan,nan,9.42006999855415e-05,9.42006999855415e-06,9.42006999855415e-05
268,125.6705322265625,5.005510330200195,23.13836097717285,34.94976806640625,62.5768928527832,0.0,0.0,0.0,0.0,120.6650161743164,0.0,0.0,nan,nan,1130.4630143907334,493.856677585178,859.5699462890625,2033.1982421875,2310.915283203125,1128.4537370469834,56.10340150197347,0.8888888888888888,32.0,32.0,0,0.0,nan,nan,9.415354551692763e-05,9.415354551692764e-06,9.415354551692763e-05
269,125.21146392822266,4.698805332183838,23.060775756835938,35.476924896240234,61.97495651245117,0.0,0.0,0.0,0.0,120.5126724243164,0.0,0.0,nan,nan,853.2332950168186,487.76592848036023,728.1961669921875,1759.4490966796875,2006.4967041015625,851.5790795220269,42.46274344126383,0.8333333333333334,32.0,32.0,0,0.0,nan,nan,9.410621343045266e-05,9.410621343045266e-06,9.410621343045266e-05
270,123.56192016601562,5.211209297180176,22.70265769958496,34.3098258972168,61.33821487426758,0.0,0.0,0.0,0.0,118.35069274902344,0.0,0.0,nan,nan,994.5284762912327,483.4611070421007,726.9410400390625,2009.3746337890625,2225.70654296875,992.3009762234158,58.61539448632134,0.8888888888888888,32.0,32.0,0,0.0,nan,nan,9.405870394083593e-05,9.405870394083594e-06,9.405870394083593e-05
271,124.05133819580078,4.968246936798096,22.425140380859375,34.40925216674805,62.24869918823242,0.0,0.0,0.0,0.0,119.08309173583984,0.0,0.0,nan,nan,834.8516489664713,485.509282430013,741.8883666992188,1546.411865234375,1970.2305908203125,833.0098317464193,50.246562004089355,0.7777777777777778,32.0,32.0,0,0.0,nan,nan,9.401101726360159e-05,9.40110172636016e-06,9.401101726360159e-05
272,126.65626525878906,4.644341945648193,22.99854278564453,35.35053253173828,63.66285705566406,0.0,0.0,0.0,0.0,122.01192474365234,0.0,0.0,nan,nan,1222.4286109076606,488.1383751763238,855.0925903320312,2533.013671875,6422.29052734375,1221.112769232856,45.31593820783827,0.8888888888888888,32.0,32.0,0,0.0,nan,nan,9.396315361507756e-05,9.396315361507756e-06,9.396315361507756e-05
273,123.24214935302734,4.98625373840332,22.87272834777832,34.53755569458008,60.84560775756836,0.0,0.0,0.0,0.0,118.25588989257812,0.0,0.0,nan,nan,1435.8893229166667,500.0,1012.5076293945312,2933.959228515625,4882.0947265625,1434.2033148871528,55.712727864583336,1.0,32.0,32.0,0,0.0,nan,nan,9.391511321239462e-05,9.391511321239461e-06,9.391511321239462e-05
274,123.16864776611328,4.688595771789551,22.35430335998535,34.43071365356445,61.69502258300781,0.0,0.0,0.0,0.0,118.48003387451172,0.0,0.0,nan,nan,989.6870608859592,494.98555670844183,828.9437866210938,1760.2489013671875,2240.031005859375,988.4894239637587,40.92265828450521,0.8888888888888888,32.0,32.0,0,0.0,nan,nan,9.38668962734853e-05,9.386689627348531e-06,9.38668962734853e-05
