epoch,lr,solver_strength,eta0,train_total,train_cell,train_global,train_region_head,train_region_map,train_deep,grad_norm_mean,grad_norm_max,clip_rate,residual_abs_mean,residual_abs_max,z_lt_minus10_frac,initial_pred_count_mean,initial_pred_count_std,solver_rel_step_mean,solver_delta_n_mean,val_MAE,val_RMSE,val_NAE,val_Bias
0,2e-05,0.0,0.05000000074505806,0.3172796124761755,0.251652255654335,0.6446319863651738,0.005820788494240718,0.0,0.251652255654335,0.06483242528117968,0.15622153878211975,0.0,5.6173638850768015e-05,0.0007995793712325394,0.0,164.30697030732125,0.5522431024523659,0.0,0.0,,,,
1,4e-05,0.0,0.05000000074505806,0.31066276358835626,0.25019367851994256,0.5928537935921641,0.005918537460577984,0.0,0.25019367851994256,0.05312613701927617,0.16085074841976166,0.0,0.0001205208896091349,0.002842686139047146,0.0,167.1308820319898,1.0053923725295522,0.0,0.0,,,,
2,6e-05,0.0,0.05000000074505806,0.3114210412357793,0.25018072308916034,0.6013570473049626,0.005523051099964615,0.0,0.25018072308916034,0.058806458078889234,0.1147703006863594,0.0,0.00025959361422186095,0.004135029390454292,0.0,171.0823641690341,1.497386255831454,0.0,0.0,,,,
3,8e-05,0.0,0.05000000074505806,0.3141765874443632,0.24982766716769247,0.632439901882952,0.005524659442898789,0.0,0.24982766716769247,0.072819220932257,0.18049420416355133,0.0,0.00043549484777913403,0.008829928934574127,0.0,177.40978772712475,2.169895690976084,0.0,0.0,,,,
4,0.0001,0.0,0.05000000074505806,0.30758450970505224,0.24937887038245346,0.5710382389299797,0.005509072755971415,0.0,0.24937887038245346,0.07277301862610108,0.18149495124816895,0.0,0.0005237576084310245,0.007259909063577652,0.0,184.5282061027758,2.1633695114344422,0.0,0.0,351.19630076090493,447.5514536243541,0.8341104563608337,-165.48862864176434
5,0.0001,0.05,0.04997407644987106,0.3104521505760424,0.250568150119348,0.587097655191566,0.005871158985731502,0.0,0.25056814108834125,0.0609507467879942,0.19931958615779877,0.0,0.0006679236557278218,0.012026997283101082,0.0,190.00377400716147,2.357024552280746,3.458970227119139e-06,0.0002505787627094171,,,,
6,9.997266286704631e-05,0.1,0.05004347115755081,0.31344928615020984,0.24916192437663223,0.6310913797580835,0.005891138236179497,0.0,0.2491619483088002,0.08810477503434275,0.2597023844718933,0.0,0.0016128037576422546,0.009766573086380959,0.0,196.76923670913234,2.245589966886308,1.596453007964142e-05,0.002869511848654259,,,,
7,9.989068136093873e-05,0.15,0.05016274377703667,0.30671391613555676,0.24851354188991315,0.5714378022786343,0.005282976735157497,0.0,0.24851378753329767,0.0834917530812549,0.2743922770023346,0.0,0.0038578956684266977,0.013627233915030956,0.0,203.19956091678503,1.9667864899342051,6.16750186247483e-05,0.012514859804827156,,,,
8,9.975414512725057e-05,0.2,0.0503716766834259,0.30382703109221026,0.2458157715472308,0.5709051056341692,0.004603747983999325,0.0,0.24581729372342428,0.12382999768085552,0.31440427899360657,0.0,0.00681336885882598,0.06069527938961983,0.0,213.60981103145716,4.539666759464139,0.00019203698894037217,0.04121087830175053,,,,
9,9.956320346634876e-05,0.25,0.050552111119031906,0.30325494480855536,0.24409933297923117,0.5825931601452105,0.004481470272311884,0.0,0.2441013866301739,0.17977174924630107,0.4543214738368988,0.0,0.006241962327762987,0.09891357272863388,0.0,230.36135725541547,7.914258990875638,0.0002555039840940894,0.048023022824164596,337.7052739461263,430.31353212589715,0.9951875222159441,-66.63215586344401
10,9.931806517013612e-05,0.3,0.0506269633769989,0.297338298775933,0.24268254863493371,0.5360731988242178,0.005242125681516799,0.0,0.24268265023376,0.2875210006128658,0.5895792841911316,0.0,0.005722661982431557,0.21362900733947754,0.0,235.35824862393466,26.700492964747358,0.00037046059459857077,0.05699830919955716,,,,
11,9.901899829374047e-05,0.35,0.05064268037676811,0.29231453754685144,0.23836740174076773,0.5297717822320533,0.00484977744406823,0.0,0.2383641844446009,0.44514054827617877,0.7916037440299988,0.0,0.0065092463610750256,0.48651447892189026,0.0,255.53051202947444,54.718132006219584,0.0010038509128869257,0.21487220286419897,,,,
12,9.86663298624003e-05,0.4,0.05060741305351257,0.2887838225473057,0.23633799905126746,0.5151192189166041,0.004669514093124731,0.0,0.23633433291406342,0.6121684610843658,1.053602933883667,0.0,0.007495787968351083,0.8648157119750977,0.0,269.42295375014794,87.40672165059581,0.002044122652009581,0.5374400647300662,,,,
13,9.826044551386744e-05,0.45,0.05059659481048584,0.2868462286212228,0.23351372642950577,0.5234694593783581,0.004927799772386524,0.0,0.2335036157658606,0.7166368089842073,2.279491424560547,0.0,0.008136069246878227,0.7609372138977051,0.0,278.1903238007517,104.830569552787,0.0025319143411858627,0.7016664657628897,,,,
14,9.780178907671789e-05,0.5,0.05057065561413765,0.2841601155020974,0.23123115888147644,0.5209620369203163,0.00416377181483602,0.0,0.23121599807883753,0.7455362731760199,2.081265926361084,0.0,0.008300593419169838,0.6472131609916687,0.0,296.5606425892223,113.74682393178077,0.0028193313875376725,0.8181031535972249,314.284511311849,433.9419401265122,1.1763324285717784,135.21629638671874
15,9.729086208503174e-05,0.55,0.050616513937711716,0.2768072522047794,0.2303831617940556,0.45671776072545484,0.0037615693237801843,0.0,0.23037033053961667,0.602061546661637,1.7085074186325073,0.0,0.007922507032300487,0.7827138900756836,0.0,291.5514225815282,119.78122022237,0.00326390424390521,0.9533816765655171,,,,
0,2e-05,0.0,0.05000000074505806,0.3172799384955204,0.2516522904237111,0.6446348817059488,0.005820789108066961,0.0,0.2516522904237111,0.0648297796618532,0.15623827278614044,0.0,5.613076041988803e-05,0.0007958416827023029,0.0,164.30600715406013,0.5516888868034787,0.0,0.0,,,,
1,4e-05,0.0,0.05000000074505806,0.3106628647356322,0.25019364510521747,0.5928551581772891,0.0059185349311905375,0.0,0.25019364510521747,0.053117120398603605,0.16079960763454437,0.0,0.00012032655936447114,0.002839162014424801,0.0,167.1288604736328,1.0056884161009634,0.0,0.0,,,,
2,6e-05,0.0,0.05000000074505806,0.3114210773598064,0.250180799852718,0.6013566743243824,0.0055230487751859155,0.0,0.250180799852718,0.05879520887339657,0.11476977169513702,0.0,0.000259543120839887,0.004113430622965097,0.0,171.08232579086766,1.4977591844279141,0.0,0.0,,,,
3,8e-05,0.0,0.05000000074505806,0.31417665608001477,0.24982766355528976,0.6324406157840382,0.005524659472884554,0.0,0.24982766355528976,0.07281207178973338,0.1805034726858139,0.0,0.000435500295487035,0.00877273641526699,0.0,177.40936649206913,2.169586285824877,0.0,0.0,,,,
4,0.0001,0.0,0.05000000074505806,0.30758445551901153,0.2493788410316814,0.5710380244435687,0.005509072937649872,0.0,0.2493788410316814,0.0727757340805097,0.18151387572288513,0.0,0.0005238883966354258,0.007261026185005903,0.0,184.528583873402,2.164947218970624,0.0,0.0,351.1952397664388,447.54999694332815,0.8341104343494066,-165.48712514241535
5,0.0001,0.05,0.04997396841645241,0.31045186880863074,0.2505677550128012,0.5870988865693411,0.005871135159395635,0.0,0.2505677491426468,0.06095642393285578,0.19928622245788574,0.0,0.0006680518757396688,0.011963650584220886,0.0,190.00702505400687,2.3588584675522903,3.4591648107545385e-06,0.0002504400873669621,,,,
6,9.997266286704631e-05,0.1,0.050043221563100815,0.3134484381386728,0.24916127730499615,0.631089653932687,0.0058909787859937005,0.0,0.24916130168871445,0.0881180509529782,0.25973597168922424,0.0,0.001612559068510591,0.009616178460419178,0.0,196.77538923783735,2.2452183943918116,1.5960615752247218e-05,0.0028691467384553766,,,,
7,9.989068136093873e-05,0.15,0.05016258358955383,0.30671321803873236,0.24851289301207571,0.5714385735266136,0.005282324089696913,0.0,0.2485131404616616,0.08350628049987735,0.2745552659034729,0.0,0.003859733838136449,0.01370489876717329,0.0,203.20139983206084,1.9670722753366192,6.172210156695324e-05,0.01252529647370631,,,,
8,9.975414512725057e-05,0.2,0.05037175491452217,0.3038260837395986,0.24581363706877737,0.570918674270312,0.004602904202218986,0.0,0.2458151624058232,0.12391108398636182,0.3153969347476959,0.0,0.006817941920775355,0.06105315312743187,0.0,213.61606713497278,4.545548630802159,0.00019249529798275256,0.04131082925155307,,,,
9,9.956320346634876e-05,0.25,0.05055231973528862,0.3032620603388006,0.2440918336311976,0.5827382640405134,0.004482004174144205,0.0,0.2440938904429927,0.17995731555151218,0.4535251557826996,0.0,0.006237965006607048,0.09903707355260849,0.0,230.42805434718275,7.908386052867414,0.0002557534162681832,0.04803948307579214,337.93650309244794,430.57733105283995,0.9967984219774091,-66.15408020019531
10,9.931806517013612e-05,0.3,0.05063054710626602,0.297475817528638,0.24268701085538574,0.5374007026354471,0.005243679889562455,0.0,0.24268709845615155,0.2847333229852445,0.5811861157417297,0.0,0.0057065353136171,0.21114800870418549,0.0,235.60048791133997,26.172566822581295,0.0003684687571049753,0.05636710758236321,,,,
11,9.901899829374047e-05,0.35,0.050648268312215805,0.29239570913892804,0.23839317442792834,0.5303289971568368,0.004848178701870369,0.0,0.23838992236238538,0.44192693811474426,0.7902882099151611,0.0,0.006489299364726652,0.4768233895301819,0.0,255.18147092877012,54.14738357868384,0.0009925406316831482,0.21159358988657143,,,,
12,9.86663298624003e-05,0.4,0.050610996782779694,0.28878671608187934,0.23636132885109296,0.5149112163168011,0.004671345609522453,0.0,0.23635777108597034,0.6078126728534698,1.0548102855682373,0.0,0.007493952021115657,0.8675950765609741,0.0,269.2308562307647,87.10157100546769,0.0020421050069148114,0.5359523434079054,,,,
13,9.826044551386744e-05,0.45,0.05059853941202164,0.2869130698117343,0.233608241334106,0.5231841838721073,0.004932060763663189,0.0,0.23359832483710666,0.7183722767866019,2.2841742038726807,0.0,0.0081230579226306,0.7357658743858337,0.0,277.493877064098,104.43384519149298,0.0025129794058474627,0.6948873603885825,,,,
14,9.780178907671789e-05,0.5,0.050571706146001816,0.284202749078924,0.23127882995388724,0.5209075122168569,0.004165843178546338,0.0,0.2312638172597596,0.7488663774548154,2.0687456130981445,0.0,0.008293555527361053,0.6608235836029053,0.0,296.1735382080078,113.67728982426142,0.002803373968962467,0.8124934182022557,313.93628387451173,434.1315239425471,1.177283893219966,134.9046208699544
15,9.729086208503174e-05,0.55,0.05062004551291466,0.2769459585348765,0.23047053543004123,0.4572234284697157,0.003765420727149555,0.0,0.2304579389817787,0.613484239487937,1.6983095407485962,0.0,0.007921569486797758,0.7891296744346619,0.0,291.0714975992839,119.9488394109329,0.0032642134888605638,0.9549012861468575,,,,
16,9.672822322997305e-05,0.6,0.05063595250248909,0.2768786283153476,0.22991861312678366,0.46158966760743747,0.004005248467861252,0.0,0.22990936853668906,0.7154406932267275,1.4939790964126587,0.0,0.007691509570136215,0.9599546194076538,0.0,291.7092493230646,127.68427279216904,0.0034241597485643897,1.0092352481954026,,,,
17,9.611448774886924e-05,0.65,0.0506521575152874,0.2723913630752852,0.22813044127189752,0.43518767483306653,0.0037107672648165712,0.0,0.2281128443551786,0.6644950951590682,1.5473467111587524,0.0,0.007840568397307035,0.791423499584198,0.0,293.63543007590556,140.64008360038338,0.0038154282462500937,1.1567462884792776,,,,
18,9.545032675245813e-05,0.7,0.05067405849695206,0.27279743055502575,0.22729701119841952,0.44720509964408295,0.0038995262496455602,0.0,0.22727925804528323,0.8958039346969489,2.07584547996521,0.0,0.007834241513840177,0.9715139865875244,0.0,300.2759140477036,153.3492478029078,0.0044810726310860255,1.3670263414581616,,,,
19,9.473646649103818e-05,0.75,0.05073552206158638,0.27297895604913885,0.22702311024521338,0.45187030100461206,0.0038440899683557677,0.0,0.22699291462248022,0.7820631130175157,2.2670536041259766,0.0,0.007598112280847448,0.7321478724479675,0.0,307.8251199433298,144.88948523769002,0.005130959897845362,1.6285519411392284,259.4139518737793,345.1263882656307,0.7567601834924189,-18.65344518025716
20,9.397368756032445e-05,0.8,0.050725486129522324,0.26856418586138525,0.22506792707876724,0.42786932759212726,0.0035466249277250786,0.0,0.22502922063524072,0.7230531699729689,1.6998273134231567,0.0,0.00744546859553366,0.5727649927139282,0.0,303.22064902565694,157.40929764936678,0.0054481725003852535,1.6515282193819683,,,,
21,9.316282404787871e-05,0.85,0.050717826932668686,0.26398439569906756,0.2244370746793169,0.38812602966120746,0.003673589760155389,0.0,0.22440720643057968,0.8687506241328788,1.6865617036819458,0.0,0.007659053274740775,0.7137607932090759,0.0,302.90444576379025,167.47022173895934,0.0054727586543639045,1.67653206893892,,,,
22,9.230476262104677e-05,0.9,0.05070525407791138,0.26924388968583307,0.22440638641516367,0.44007721633622143,0.004148928965371328,0.0,0.22436581777803827,0.8075130211584496,1.8128935098648071,0.0,0.008091030981053005,0.7464925050735474,0.0,322.34640410452175,184.6709326030468,0.005665848139236032,1.866678357575879,,,,
23,9.140044155740101e-05,0.95,0.050710540264844894,0.2626409593856696,0.22237712415781888,0.39582825023116486,0.0034050510166156473,0.0,0.2223507942575397,0.8687533528515787,2.368238925933838,0.0,0.008109434465454384,0.6634228229522705,0.0,326.52735114820075,190.20486017388828,0.00598604722075503,1.974553575569933,,,,
24,9.045084971874738e-05,1.0,0.05072664096951485,0.25892069439093274,0.22038357230749997,0.3786433610049161,0.0033639294384611826,0.0,0.22032163179281986,0.8254766726132595,2.467029094696045,0.0,0.007470967445635434,0.5601770877838135,0.0,308.94120372425425,184.23661124910208,0.006103323786660578,1.9368075647137382,322.21951115926106,418.4915150119629,1.0651810412771445,216.58380355834962
25,8.945702546981969e-05,1.0,0.05072236806154251,0.2588110936410499,0.2203550465179212,0.37806890724283276,0.003245765808969736,0.0,0.22030356481219782,0.8638078209125635,1.8152374029159546,0.0,0.00743743178970886,0.6159955859184265,0.0,316.5205452658913,194.394910890371,0.005671039308336648,1.9055186139814781,,,,
26,8.842005554284296e-05,1.0,0.050737738609313965,0.25666153837334027,0.21815177211255737,0.37816180379101727,0.003467927914409136,0.0,0.2181028908852375,0.9843392010891077,2.001143217086792,0.0,0.008517666028417421,0.7647255659103394,0.0,340.34007401899856,218.5386605381113,0.006218263449034456,2.225539943485549,,,,
27,8.73410738492077e-05,1.0,0.05074871703982353,0.25464243148312427,0.21758450161327014,0.36331574980056647,0.003631784047959655,0.0,0.21751981838182968,0.8537642982873049,1.7621396780014038,0.0,0.008422104049135338,0.6214662194252014,0.0,330.98834228515625,221.30306072464742,0.006381498522717844,2.2176563866210706,,,,
28,8.622126023955446e-05,1.0,0.05074261501431465,0.25483212100737024,0.21631847231677084,0.3781755119562149,0.003480480398248994,0.0,0.21625485429258057,1.0640816390514374,2.3926684856414795,0.0,0.00881939467437791,0.88486647605896,0.0,348.28564406886244,230.0970666657643,0.006344258354863886,2.3055902033141167,,,,
29,8.506183921362443e-05,1.0,0.050762880593538284,0.2556531795046546,0.2184173216422399,0.3652498595642321,0.003554366897636404,0.0,0.21835027273857233,0.9383759119293906,2.2911317348480225,0.0,0.00831366866601236,0.537959635257721,0.0,331.9274444580078,228.5419849781941,0.005464956270192157,1.959610037957177,234.04137318929037,316.7285188661666,0.6522783222205439,82.93925526936849
30,8.386407858128706e-05,1.0,0.050753455609083176,0.25499276771689905,0.2163411293065909,0.37967162917960773,0.003422374339689585,0.0,0.2162709046493877,0.7940274933070848,1.777280569076538,0.0,0.008656462132366318,0.889129102230072,0.0,340.6886097301136,228.8640538854083,0.005982289951520435,2.1196595936110527,,,,
31,8.262928807620843e-05,1.0,0.05078237131237984,0.25554555925455963,0.21447769891132007,0.4042445583776994,0.0032170312479138374,0.0,0.21442025177406543,1.134052533091921,2.484055519104004,0.0,0.009662912763429411,0.6653651595115662,0.0,359.9564028653231,262.3901271973684,0.006716134090145881,2.5860958740566717,,,,
32,8.135881792367686e-05,1.0,0.050783421844244,0.25327508783701697,0.21678981591354718,0.3583668958057057,0.0032429039887519498,0.0,0.21670478266296964,0.9356530435157545,2.062377691268921,0.0,0.00853734838098965,0.7065842747688293,0.0,335.3418592973189,240.97967671676628,0.006065673025494272,2.1114850369366733,,,,
33,8.005405736415126e-05,1.0,0.050784435123205185,0.2508537927360246,0.21441408495108286,0.3575744861454675,0.003411293728277087,0.0,0.21433765508911826,0.9283560234488863,2.054426431655884,0.0,0.008938660605274366,0.623865008354187,0.0,344.2839290734493,253.58985457747892,0.00619491195009852,2.199975503213478,,,,
34,7.871643313414718e-05,1.0,0.050780028104782104,0.2501706670631062,0.21597204650893356,0.33602033871592896,0.0029829366337225743,0.0,0.21589993437131247,0.8391093178228899,2.1772048473358154,0.0,0.008787265696534605,0.6114459037780762,0.0,338.65990471117425,256.4241215088521,0.0056440908722861696,1.9871549037369816,289.46832911173504,379.0288058295919,0.7196846998161731,163.7669334411621
35,7.734740790612135e-05,1.0,0.05077823996543884,0.24796082666425995,0.2126337285294677,0.3471705439415845,0.003050220990906272,0.0,0.2125559372432304,1.0383084777629736,2.3749024868011475,0.0,0.009210534972336256,0.6116591691970825,0.0,345.9460906982422,268.35708616893436,0.006045125107365576,2.1810270466587762,,,,
36,7.594847868906076e-05,1.0,0.05078818276524544,0.25049306813514594,0.21190771641153278,0.3795330994056933,0.003160201521082358,0.0,0.2118242455251289,1.3322732069275596,3.717097759246826,0.0,0.009732966671105136,0.5969244837760925,0.0,359.6025746663411,275.2946690047746,0.00602823728519125,2.2951589330579294,,,,
37,7.452117519152542e-05,1.0,0.05078130587935448,0.24834082117586426,0.2112317712921085,0.3647259699575829,0.0031822611098036623,0.0,0.21113642101938074,1.23015891512235,3.716339349746704,0.0,0.0096898799705686,0.6031765937805176,0.0,358.93141544226444,265.66729367944606,0.005993043883901202,2.200190578446244,,,,
38,7.30670581489344e-05,1.0,0.05078316852450371,0.24581531728758957,0.20619757970174155,0.3895363062620163,0.0033205348970086284,0.0,0.20610100346984286,1.1051844584219384,2.526263952255249,0.0,0.010765729020490791,0.6333606243133545,9.247750946969697e-07,382.07329674923056,299.10325520597524,0.00688793748673616,2.7247981085921777,,,,
39,7.158771761692464e-05,1.0,0.05076955631375313,0.2452154660766775,0.2106198397549716,0.3396272988933505,0.0031644803962218716,0.0,0.2105268912784981,1.166946682063016,3.198817253112793,0.0,0.009818128535919117,0.666414737701416,0.0,358.5983433578954,286.53315944250113,0.005646348098349391,2.1612075797536154,247.20950139363606,321.9795388280967,0.5529958188469647,83.33881301879883
40,7.008477123264848e-05,1.0,0.05075901746749878,0.244244911905491,0.21037192823308887,0.3322140917633519,0.003257882834242826,0.0,0.2102808595606775,1.1100425521532695,2.232471227645874,0.0,0.010129748462614689,0.5994295477867126,0.0,361.72872647372157,285.498528273529,0.005447825508643732,2.071161876347932,,,,
41,6.855986244591104e-05,1.0,0.05076112225651741,0.24789125991590094,0.21211887444510605,0.3517682615554694,0.002977798819880594,0.0,0.21204478587165024,1.1754990725806265,2.513517141342163,0.0,0.010052168643045607,0.6404426097869873,0.0,364.1118533972538,284.22020195864366,0.005352524200905905,2.086110300186909,,,,
42,6.701465872208216e-05,1.0,0.050751131027936935,0.24259645785346176,0.2091173759915612,0.3278101296587424,0.0034903477291774116,0.0,0.20902861970843692,0.956847552097205,2.4279823303222656,0.0,0.010132269185939522,0.5482833385467529,0.0,362.87872591885656,296.2053951219846,0.005529523029866995,2.0689092991930065,,,,
43,6.545084971874738e-05,1.0,0.050752367824316025,0.24703270829085147,0.2098199941895225,0.3651475716720928,0.003489784215520503,0.0,0.20973615980509555,1.1499080567648916,2.687450408935547,0.0,0.010168026109705821,0.5650274753570557,0.0,365.81699255741006,290.94251439515944,0.0052959565814076496,2.120122135814392,,,,
44,6.387014543809223e-05,1.0,0.0507352240383625,0.2422159458651687,0.20765618799310742,0.33939155891086115,0.0031030098307934222,0.0,0.2075716613820105,1.2161780821554589,2.724963903427124,0.0,0.010526662085656866,0.6511369347572327,0.0,365.2007548014323,313.5532758536015,0.005884264412364273,2.169048551357154,244.75005416870118,332.8017626538799,0.5165173784898587,95.0918800354004
45,6.227427435703997e-05,1.0,0.050730109214782715,0.24407226027864398,0.20930091765793887,0.34151089462366974,0.0031012558611109853,0.0,0.20920942317355762,1.3710617287592455,3.2082109451293945,0.0,0.010258413385599852,0.5434824824333191,0.0,359.2027361320727,307.15634311941227,0.005337696744721721,2.016556698264498,,,,
46,6.066498153718735e-05,1.0,0.05072411894798279,0.24069940095598047,0.2046202795975136,0.3546582613930558,0.0030664737004730287,0.0,0.20453592186624353,1.127314266833392,2.7185771465301514,0.0,0.011516373886755018,0.6124514937400818,0.0,389.55960221724075,328.21976919211767,0.005871956899875041,2.3692392056638543,,,,
47,5.90440267166055e-05,1.0,0.05071810632944107,0.24857710843736475,0.20912843400781805,0.38770754048318573,0.003389587099346417,0.0,0.2090340026400306,1.3091067545341724,3.7377095222473145,0.0,0.010199196650787737,0.5701382160186768,2.3119377367424243e-07,362.7568729285038,306.2910894971469,0.0049988287606869235,1.9570914935885053,,,,
48,5.74131823855921e-05,1.0,0.05071040987968445,0.2410899405226563,0.20985929667949677,0.30617544732310553,0.0030655018618386803,0.0,0.20977107593507477,1.127712601965124,2.9026565551757812,0.0,0.009942819985250631,0.5972591638565063,0.0,361.7859247381037,287.7951724005097,0.004770208305368821,1.8126121741352659,,,,
49,5.577423184847932e-05,1.0,0.05071259289979935,0.2468824643980373,0.20690392138379993,0.39357020389853103,0.003107614372504141,0.0,0.20681584332928513,1.3729288280010223,3.921956777572632,0.0,0.01160221976566721,0.5338721871376038,0.0,398.56230371648616,332.18274200796606,0.005292256325694986,2.339528199059494,281.20673751831055,382.0630570294338,0.6551230399837495,177.14933547973632
50,5.4128967273616625e-05,1.0,0.05070270225405693,0.24320582277847058,0.20888675929922046,0.33708395425117377,0.0030533472449998512,0.0,0.20879756185141476,0.9497595835815776,2.339101552963257,0.0,0.010448059695067279,0.57805997133255,0.0,372.4536474979285,318.23650025754534,0.004821258960432853,1.933336172140006,,,,
