epoch,loss,root_magnitude,root_to_64,64_to_32,32_to_16,16_to_8,16_to_8_dense,8_to_4,flat_16,multinomial_tree,deterministic_alloc,exact_regression,grad_root_magnitude,grad_flat_16,grad_total_pre_clip,grad_total_post_clip,grad_pre_clip_p50,grad_pre_clip_p95,grad_pre_clip_max,grad_backbone,grad_task,clip_fraction,amp_scale_start,amp_scale_end,amp_skipped_steps,amp_skip_fraction,overflow_gt_mean,overflow_gt_max,lr,lr_backbone,lr_task
37,203.98904418945312,11.052289962768555,0.0,0.0,0.0,0.0,0.0,0.0,192.936767578125,0.0,0.0,0.0,nan,nan,766.0954369439019,451.46461486816406,656.7816162109375,1429.9464111328125,2016.767578125,763.1082933213976,56.48925929599338,0.6111111111111112,128.0,128.0,0,0.0,nan,nan,9.998765009185694e-05,9.998765009185694e-06,9.998765009185694e-05
38,206.7157745361328,9.64077091217041,0.0,0.0,0.0,0.0,0.0,0.0,197.07501220703125,0.0,0.0,0.0,nan,nan,715.6978496975369,435.83102840847437,674.00537109375,1300.38525390625,1410.044921875,713.0447209676107,51.92005157470703,0.5555555555555556,128.0,128.0,0,0.0,nan,nan,9.998530271644876e-05,9.998530271644877e-06,9.998530271644876e-05
39,211.91995239257812,10.277787208557129,0.0,0.0,0.0,0.0,0.0,0.0,201.64215087890625,0.0,0.0,0.0,nan,nan,691.2901865641276,445.4134538438585,662.140869140625,1393.6805419921875,1731.6207275390625,688.6471778021919,50.4646839565701,0.5555555555555556,128.0,128.0,0,0.0,nan,nan,9.998275126774035e-05,9.998275126774036e-06,9.998275126774035e-05
40,210.06027221679688,9.359480857849121,0.0,0.0,0.0,0.0,0.0,0.0,200.70077514648438,0.0,0.0,0.0,nan,nan,580.8760613335503,441.78082953559027,492.2503662109375,1092.6348876953125,1265.9796142578125,577.7172376844618,53.50003221299913,0.5,128.0,128.0,0,0.0,nan,nan,9.99799957573062e-05,9.99799957573062e-06,9.99799957573062e-05
41,199.45986938476562,10.09432315826416,0.0,0.0,0.0,0.0,0.0,0.0,189.36553955078125,0.0,0.0,0.0,nan,nan,560.337670220269,426.5970052083333,463.73089599609375,1451.261962890625,1656.592529296875,557.1844024658203,52.09472147623698,0.3888888888888889,128.0,128.0,0,0.0,nan,nan,9.997703619764652e-05,9.997703619764652e-06,9.997703619764652e-05
42,209.97518920898438,9.685670852661133,0.0,0.0,0.0,0.0,0.0,0.0,200.28953552246094,0.0,0.0,0.0,nan,nan,557.1204205681296,434.83244233972886,484.6623229980469,927.0485229492188,1097.1668701171875,554.4859672995175,49.29959734748392,0.47058823529411764,128.0,64.0,1,0.05555555555555555,172.1875,401.0,9.997387260218722e-05,9.997387260218721e-06,9.997387260218722e-05
43,202.3419952392578,10.331581115722656,0.0,0.0,0.0,0.0,0.0,0.0,192.01039123535156,0.0,0.0,0.0,nan,nan,596.7021357218424,443.226688808865,515.5614013671875,1211.015869140625,1278.7037353515625,593.6653043958876,55.04991700914171,0.5555555555555556,64.0,64.0,0,0.0,nan,nan,9.997050498527974e-05,9.997050498527974e-06,9.997050498527974e-05
44,204.22509765625,9.343481063842773,0.0,0.0,0.0,0.0,0.0,0.0,194.881591796875,0.0,0.0,0.0,nan,nan,596.5792880588108,471.6233266194661,597.5751342773438,797.7703857421875,837.7133178710938,593.7646687825521,54.21387714809842,0.6666666666666666,64.0,64.0,0,0.0,nan,nan,9.996693336220111e-05,9.99669333622011e-06,9.996693336220111e-05
45,211.74880981445312,9.024571418762207,0.0,0.0,0.0,0.0,0.0,0.0,202.72425842285156,0.0,0.0,0.0,nan,nan,572.8421478271484,401.22234598795575,469.7305603027344,1217.85205078125,1555.59228515625,569.4884151882595,49.40555911593967,0.5,64.0,64.0,0,0.0,nan,nan,9.996315774915378e-05,9.996315774915379e-06,9.996315774915378e-05
46,211.3019256591797,8.497174263000488,0.0,0.0,0.0,0.0,0.0,0.0,202.8047637939453,0.0,0.0,0.0,nan,nan,817.2931467692057,481.36751132541235,701.8994140625,1427.6495361328125,1544.87841796875,815.8673858642578,45.46180121103922,0.7777777777777778,64.0,64.0,0,0.0,nan,nan,9.995917816326562e-05,9.995917816326563e-06,9.995917816326562e-05
47,200.23565673828125,8.998188972473145,0.0,0.0,0.0,0.0,0.0,0.0,191.2374725341797,0.0,0.0,0.0,nan,nan,518.8015772501627,430.3196199205187,497.85321044921875,893.6812744140625,896.6414184570312,515.4693484836155,52.582558737860786,0.5,64.0,64.0,0,0.0,nan,nan,9.995499462258977e-05,9.995499462258978e-06,9.995499462258977e-05
48,210.3684844970703,8.943714141845703,0.0,0.0,0.0,0.0,0.0,0.0,201.42478942871094,0.0,0.0,0.0,nan,nan,791.231441921658,443.2713928222656,635.4675903320312,1573.6195068359375,1757.491943359375,788.6018846299913,52.110452546013725,0.5555555555555556,64.0,64.0,0,0.0,nan,nan,9.995060714610466e-05,9.995060714610467e-06,9.995060714610466e-05
49,189.8842010498047,8.821511268615723,0.0,0.0,0.0,0.0,0.0,0.0,181.06268310546875,0.0,0.0,0.0,nan,nan,548.7732874552408,430.5728530883789,474.5030822753906,863.279296875,1708.5526123046875,546.1287189059788,48.78726863861084,0.4444444444444444,64.0,64.0,0,0.0,nan,nan,9.994601575371383e-05,9.994601575371384e-06,9.994601575371383e-05
50,217.7265167236328,9.435349464416504,0.0,0.0,0.0,0.0,0.0,0.0,208.2911376953125,0.0,0.0,0.0,236.65472412109375,264.59307861328125,793.725577460395,455.75198533799914,726.0553588867188,1776.4598388671875,1858.10009765625,791.1957634819878,56.206995222303604,0.6666666666666666,64.0,64.0,0,0.0,nan,nan,9.994122046624586e-05,9.994122046624586e-06,9.994122046624586e-05
51,197.26278686523438,8.165448188781738,0.0,0.0,0.0,0.0,0.0,0.0,189.09735107421875,0.0,0.0,0.0,nan,nan,950.8816316392687,473.0069741143121,607.67919921875,2376.20703125,3469.7392578125,949.1291317409939,46.696106062995064,0.6666666666666666,64.0,64.0,0,0.0,nan,nan,9.99362213054543e-05,9.99362213054543e-06,9.99362213054543e-05
52,186.7655792236328,7.811156272888184,0.0,0.0,0.0,0.0,0.0,0.0,178.9544219970703,0.0,0.0,0.0,nan,nan,882.7721667819553,472.7358440823025,878.0841064453125,1496.6243896484375,1619.3123779296875,881.3595233493381,41.38178284962972,0.8333333333333334,64.0,64.0,0,0.0,nan,nan,9.993101829401755e-05,9.993101829401755e-06,9.993101829401755e-05
53,204.86782836914062,8.597458839416504,0.0,0.0,0.0,0.0,0.0,0.0,196.27035522460938,0.0,0.0,0.0,nan,nan,663.6849806043837,440.15368313259546,703.24072265625,1114.265380859375,1921.425537109375,661.0973646375868,49.868206130133736,0.6111111111111112,64.0,64.0,0,0.0,nan,nan,9.992561145553882e-05,9.992561145553882e-06,9.992561145553882e-05
54,195.5103759765625,7.85378360748291,0.0,0.0,0.0,0.0,0.0,0.0,187.65660095214844,0.0,0.0,0.0,nan,nan,649.0542483859592,440.943116929796,561.212646484375,1323.0177001953125,1324.110595703125,647.0905888875326,41.06564394632975,0.6111111111111112,64.0,64.0,0,0.0,nan,nan,9.992000081454589e-05,9.99200008145459e-06,9.992000081454589e-05
55,207.3303985595703,7.930061340332031,0.0,0.0,0.0,0.0,0.0,0.0,199.4003448486328,0.0,0.0,0.0,nan,nan,816.5970543755425,441.91149054633246,652.35107421875,2098.053466796875,2587.721923828125,814.6596204969618,48.094034830729164,0.6666666666666666,64.0,64.0,0,0.0,nan,nan,9.991418639649114e-05,9.991418639649114e-06,9.991418639649114e-05
56,201.46359252929688,7.828453063964844,0.0,0.0,0.0,0.0,0.0,0.0,193.63514709472656,0.0,0.0,0.0,nan,nan,686.1818695068359,458.13115946451825,588.4043579101562,1383.56103515625,1564.5079345703125,683.7687530517578,51.14339828491211,0.5555555555555556,64.0,64.0,0,0.0,nan,nan,9.990816822775136e-05,9.990816822775136e-06,9.990816822775136e-05
57,206.6414794921875,7.891367435455322,0.0,0.0,0.0,0.0,0.0,0.0,198.75010681152344,0.0,0.0,0.0,nan,nan,890.6775292290581,461.44659423828125,598.6497802734375,2012.1796875,2319.982421875,889.0210249159071,47.21600023905436,0.6666666666666666,64.0,64.0,0,0.0,nan,nan,9.99019463356276e-05,9.99019463356276e-06,9.99019463356276e-05
58,193.07481384277344,7.75713586807251,0.0,0.0,0.0,0.0,0.0,0.0,185.3176727294922,0.0,0.0,0.0,nan,nan,683.5974985758463,466.4341752794054,604.1859130859375,1098.7022705078125,1217.7391357421875,681.6396662394205,44.95619275834825,0.7222222222222222,64.0,64.0,0,0.0,nan,nan,9.989552074834514e-05,9.989552074834514e-06,9.989552074834514e-05
59,199.57257080078125,8.599437713623047,0.0,0.0,0.0,0.0,0.0,0.0,190.97314453125,0.0,0.0,0.0,nan,nan,773.735339694553,478.63775126139325,688.7752075195312,1297.4307861328125,1366.5789794921875,771.248070610894,54.793954849243164,0.7222222222222222,64.0,64.0,0,0.0,nan,nan,9.98888914950533e-05,9.98888914950533e-06,9.98888914950533e-05
60,194.4061737060547,7.60184383392334,0.0,0.0,0.0,0.0,0.0,0.0,186.8043212890625,0.0,0.0,0.0,nan,nan,648.789554172092,467.90753173828125,509.10089111328125,1284.885009765625,1439.8375244140625,646.5329861111111,44.87152745988634,0.5555555555555556,64.0,64.0,0,0.0,nan,nan,9.988205860582533e-05,9.988205860582534e-06,9.988205860582533e-05
61,195.200927734375,7.963920593261719,0.0,0.0,0.0,0.0,0.0,0.0,187.2370147705078,0.0,0.0,0.0,nan,nan,934.9614766438802,481.9811265733507,710.4696044921875,1755.3697509765625,2894.475341796875,933.2634870741102,49.66160265604655,0.7777777777777778,64.0,64.0,0,0.0,nan,nan,9.987502211165824e-05,9.987502211165823e-06,9.987502211165824e-05
62,201.37948608398438,7.458829402923584,0.0,0.0,0.0,0.0,0.0,0.0,193.92066955566406,0.0,0.0,0.0,nan,nan,726.0113118489584,483.8658091227214,592.181640625,1486.333251953125,1614.4976806640625,724.406251695421,43.50731945037842,0.7222222222222222,64.0,64.0,0,0.0,nan,nan,9.986778204447266e-05,9.986778204447266e-06,9.986778204447266e-05
63,199.2947540283203,7.331018447875977,0.0,0.0,0.0,0.0,0.0,0.0,191.96372985839844,0.0,0.0,0.0,nan,nan,699.2732645670573,485.39559258355035,664.0174560546875,1105.1424560546875,1234.8348388671875,697.8753543429905,39.58521185980903,0.7777777777777778,64.0,64.0,0,0.0,nan,nan,9.986033843711278e-05,9.986033843711278e-06,9.986033843711278e-05
64,198.9727325439453,7.158176898956299,0.0,0.0,0.0,0.0,0.0,0.0,191.81455993652344,0.0,0.0,0.0,nan,nan,694.0039554172092,473.789301554362,632.25,1168.53173828125,1278.9638671875,692.6527150472006,38.11250474717882,0.8333333333333334,64.0,64.0,0,0.0,nan,nan,9.985269132334611e-05,9.985269132334611e-06,9.985269132334611e-05
65,199.9562530517578,7.176707744598389,0.0,0.0,0.0,0.0,0.0,0.0,192.77955627441406,0.0,0.0,0.0,nan,nan,820.6646499633789,463.96851687961157,733.14111328125,1698.6319580078125,2008.23046875,818.8345709906685,44.37011040581597,0.7222222222222222,64.0,64.0,0,0.0,nan,nan,9.984484073786334e-05,9.984484073786333e-06,9.984484073786334e-05
66,197.1481475830078,6.89961051940918,0.0,0.0,0.0,0.0,0.0,0.0,190.24856567382812,0.0,0.0,0.0,nan,nan,821.771496242947,480.30977037217883,802.3311767578125,1534.1246337890625,1634.97509765625,820.8039923773872,33.41952387491862,0.7777777777777778,64.0,64.0,0,0.0,nan,nan,9.98367867162782e-05,9.98367867162782e-06,9.98367867162782e-05
67,198.4536895751953,7.294044494628906,0.0,0.0,0.0,0.0,0.0,0.0,191.15965270996094,0.0,0.0,0.0,nan,nan,725.8306138780382,458.42510308159723,699.2708129882812,1282.7012939453125,1284.113525390625,724.2497100830078,39.69763787587484,0.6666666666666666,64.0,64.0,0,0.0,nan,nan,9.982852929512732e-05,9.982852929512732e-06,9.982852929512732e-05
68,193.09898376464844,7.442835330963135,0.0,0.0,0.0,0.0,0.0,0.0,185.65614318847656,0.0,0.0,0.0,nan,nan,782.7597384982639,467.08087327745227,573.1048583984375,1569.639404296875,3134.354248046875,781.0107133653429,44.04667123158773,0.6666666666666666,64.0,64.0,0,0.0,nan,nan,9.982006851187002e-05,9.982006851187004e-06,9.982006851187002e-05
69,197.9214630126953,7.862457275390625,0.0,0.0,0.0,0.0,0.0,0.0,190.0590362548828,0.0,0.0,0.0,nan,nan,953.1721886528862,475.33671400282117,743.2325439453125,2056.560791015625,4308.10986328125,951.5655483669705,49.492949697706436,0.7777777777777778,64.0,64.0,0,0.0,nan,nan,9.981140440488818e-05,9.98114044048882e-06,9.981140440488818e-05
70,189.3889923095703,7.294267654418945,0.0,0.0,0.0,0.0,0.0,0.0,182.09474182128906,0.0,0.0,0.0,nan,nan,600.0631408691406,467.47862752278644,565.6085205078125,858.6812133789062,967.1863403320312,597.8230166965061,46.21438238355849,0.5555555555555556,64.0,64.0,0,0.0,nan,nan,9.980253701348604e-05,9.980253701348605e-06,9.980253701348604e-05
71,195.48968505859375,7.214697360992432,0.0,0.0,0.0,0.0,0.0,0.0,188.27496337890625,0.0,0.0,0.0,nan,nan,692.0326961941189,458.4411366780599,611.7794189453125,1246.29345703125,1317.0079345703125,690.4512888590494,41.258721669514976,0.7222222222222222,64.0,64.0,0,0.0,nan,nan,9.979346637789001e-05,9.979346637789001e-06,9.979346637789001e-05
72,205.06822204589844,7.88184118270874,0.0,0.0,0.0,0.0,0.0,0.0,197.18637084960938,0.0,0.0,0.0,nan,nan,688.6964840359158,466.74210951063367,618.373291015625,1350.42041015625,1534.0084228515625,686.7395087348091,46.64087708791097,0.6666666666666666,64.0,64.0,0,0.0,nan,nan,9.978419253924851e-05,9.978419253924851e-06,9.978419253924851e-05
73,193.63633728027344,7.119085788726807,0.0,0.0,0.0,0.0,0.0,0.0,186.51722717285156,0.0,0.0,0.0,nan,nan,702.4785444471571,455.512205335829,576.1821899414062,1268.656982421875,1405.2781982421875,700.8803643120659,40.02085145314535,0.5555555555555556,64.0,64.0,0,0.0,nan,nan,9.977471553963182e-05,9.977471553963181e-06,9.977471553963182e-05
