epoch,loss,root_magnitude,root_to_64,64_to_32,32_to_16,16_to_8,16_to_8_dense,8_to_4,flat_16,multinomial_tree,deterministic_alloc,exact_regression,grad_root_magnitude,grad_exact_regression,grad_total_pre_clip,grad_total_post_clip,grad_pre_clip_p50,grad_pre_clip_p95,grad_pre_clip_max,grad_backbone,grad_task,clip_fraction,amp_scale_start,amp_scale_end,amp_skipped_steps,lr,lr_backbone,lr_task
420,5.357329845428467,4.265020847320557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0923089981079102,nan,nan,350.489008585612,321.63453674316406,326.99005126953125,630.1566162109375,839.4346923828125,349.2046254475911,28.070194164911907,0.16666666666666666,128.0,128.0,0,8.506336237127742e-05,8.506336237127743e-06,8.506336237127742e-05
421,5.15133810043335,4.094791412353516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0565468072891235,nan,nan,348.56255933973523,307.0066884358724,243.89279174804688,718.9732055664062,786.5961303710938,347.4646224975586,25.505189233356052,0.2777777777777778,128.0,128.0,0,8.499197637828784e-05,8.499197637828784e-06,8.499197637828784e-05
422,5.400337219238281,4.324392318725586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0759450197219849,nan,nan,355.09640926784937,331.4528800116645,341.53424072265625,602.8717041015625,862.3731689453125,353.45079549153644,30.489901516172623,0.16666666666666666,128.0,128.0,0,8.492045432838121e-05,8.492045432838121e-06,8.492045432838121e-05
423,5.118305206298828,4.11245584487915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0058482885360718,nan,nan,370.7345470852322,338.02487097846137,341.6807861328125,663.6029052734375,958.5973510742188,369.59010145399304,28.15506304634942,0.16666666666666666,128.0,128.0,0,8.484879654601328e-05,8.484879654601329e-06,8.484879654601328e-05
424,5.379955768585205,4.3401947021484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0397605895996094,nan,nan,400.92008802625867,351.0865665011936,341.75201416015625,719.1155395507812,847.2874145507812,399.190923055013,35.073738521999786,0.3333333333333333,128.0,128.0,0,8.477700335625559e-05,8.477700335625559e-06,8.477700335625559e-05
425,5.200503349304199,4.141692161560059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0588116645812988,nan,nan,372.1300777859158,345.7374386257595,350.79815673828125,681.4830322265625,817.6061401367188,370.9918713039822,27.32397264904446,0.1111111111111111,128.0,128.0,0,8.470507508479389e-05,8.470507508479388e-06,8.470507508479389e-05
426,5.2152228355407715,4.197825908660889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0173965692520142,nan,nan,397.40333472357855,354.0921910603841,355.8717041015625,668.9950561523438,1062.70947265625,395.76603571573895,32.59166386392381,0.2222222222222222,128.0,128.0,0,8.463301205792675e-05,8.463301205792675e-06,8.463301205792675e-05
427,5.039778709411621,4.062388896942139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9773897528648376,nan,nan,338.7767113579644,308.6632571750217,291.83624267578125,673.6588745117188,779.6965942382812,337.9286643134223,22.804598755306667,0.16666666666666666,128.0,128.0,0,8.456081460256404e-05,8.456081460256404e-06,8.456081460256404e-05
428,5.339531898498535,4.294651508331299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0448802709579468,nan,nan,374.26118257310657,341.6389969719781,372.8085632324219,644.5443115234375,797.241455078125,373.0256644354926,28.068698194291855,0.2222222222222222,128.0,128.0,0,8.448848304622546e-05,8.448848304622547e-06,8.448848304622546e-05
429,5.191575527191162,4.189292907714844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0022821426391602,nan,nan,354.0161175198025,338.99368879530164,354.69940185546875,554.5330200195312,748.5615234375,352.62198215060766,28.90423607826233,0.16666666666666666,128.0,128.0,0,8.441601771703908e-05,8.441601771703908e-06,8.441601771703908e-05
430,5.08339786529541,4.084847450256348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9985499978065491,nan,nan,294.8645307752821,268.8239440917969,224.11395263671875,575.1978149414062,961.7471313476562,293.5948672824436,26.481061882442898,0.1111111111111111,128.0,128.0,0,8.434341894373978e-05,8.434341894373978e-06,8.434341894373978e-05
431,5.375245571136475,4.298797607421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0764474868774414,nan,nan,356.1346274481879,333.78260040283203,338.3758239746094,689.9559326171875,717.185791015625,354.7831759982639,29.005707899729412,0.1111111111111111,128.0,128.0,0,8.42706870556678e-05,8.427068705566782e-06,8.42706870556678e-05
432,5.428295135498047,4.3802809715271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0480152368545532,nan,nan,410.9730156792535,369.71962483723956,391.732421875,714.6539916992188,736.0077514648438,409.5631340874566,32.003456857469345,0.2222222222222222,128.0,128.0,0,8.419782238276732e-05,8.419782238276732e-06,8.419782238276732e-05
433,5.365234375,4.250516414642334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1147170066833496,nan,nan,308.19676717122394,308.19676717122394,304.17437744140625,432.5769958496094,459.13873291015625,306.5531294080946,29.899695449405247,0.0,128.0,128.0,0,8.412482525558479e-05,8.412482525558479e-06,8.412482525558479e-05
434,5.301702976226807,4.25042200088501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0512815713882446,nan,nan,355.8307105170356,302.90140618218317,273.03765869140625,881.6535034179688,1111.6639404296875,354.5824449327257,25.91561773088243,0.1111111111111111,128.0,128.0,0,8.40516960052676e-05,8.40516960052676e-06,8.40516960052676e-05
435,5.251932144165039,4.213237285614014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0386946201324463,nan,nan,326.9342812432183,321.3420249091254,278.0294189453125,528.077392578125,575.248291015625,325.60503980848523,27.057509846157497,0.16666666666666666,128.0,128.0,0,8.397843496356247e-05,8.397843496356247e-06,8.397843496356247e-05
436,5.263842582702637,4.286646366119385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9771963953971863,nan,nan,369.96277703179254,362.12961832682294,406.02178955078125,551.5504760742188,592.9122924804688,368.59515211317273,30.28171428044637,0.16666666666666666,128.0,128.0,0,8.390504246281402e-05,8.390504246281402e-06,8.390504246281402e-05
437,5.27458381652832,4.217413425445557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0571702718734741,nan,nan,457.00133429633246,406.93922424316406,438.76123046875,780.4474487304688,934.2335205078125,455.77203877766925,31.23482534620497,0.3333333333333333,128.0,128.0,0,8.383151883596321e-05,8.383151883596321e-06,8.383151883596321e-05
438,5.026349067687988,4.034769535064697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9915795922279358,nan,nan,304.850223965115,292.89574940999347,297.71160888671875,513.3644409179688,715.1805419921875,303.51132753160266,26.04865614573161,0.05555555555555555,128.0,128.0,0,8.375786441654583e-05,8.375786441654583e-06,8.375786441654583e-05
439,5.328245639801025,4.244274616241455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0839707851409912,nan,nan,380.9516109890408,334.7571801079644,315.49298095703125,847.22265625,896.121826171875,379.66630299886066,29.68918890423245,0.16666666666666666,128.0,128.0,0,8.368407953869104e-05,8.368407953869105e-06,8.368407953869104e-05
440,5.190059661865234,4.177734851837158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0123246908187866,nan,nan,329.57104788886176,320.4433928595649,325.1089782714844,580.8009033203125,584.0745849609375,328.10970306396484,28.7043936252594,0.1111111111111111,128.0,128.0,0,8.361016453711979e-05,8.361016453711979e-06,8.361016453711979e-05
441,5.329976558685303,4.33832311630249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9916530251502991,nan,nan,427.97312418619794,346.33642239040796,316.2080078125,829.1456909179688,1426.070556640625,426.5718782212999,33.20472213957045,0.2222222222222222,128.0,128.0,0,8.353611974714332e-05,8.353611974714332e-06,8.353611974714332e-05
442,5.010169982910156,4.007853984832764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0023161172866821,nan,nan,282.18392096625433,276.08452860514325,265.89178466796875,436.3358154296875,609.7890625,281.1269243028429,22.830147160424126,0.05555555555555555,128.0,256.0,0,8.346194550466167e-05,8.346194550466169e-06,8.346194550466167e-05
443,5.242288112640381,4.209229946136475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.033058524131775,nan,nan,386.7936486138238,330.28482225206164,324.16961669921875,771.2969970703125,938.9515991210938,385.6803092956543,27.019473022884792,0.2777777777777778,256.0,256.0,0,8.338764214616214e-05,8.338764214616214e-06,8.338764214616214e-05
444,5.326135158538818,4.286725044250488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0394105911254883,nan,nan,374.06475830078125,349.54488288031683,351.7052917480469,636.816162109375,828.9698486328125,372.35372077094183,34.47851324081421,0.16666666666666666,256.0,256.0,0,8.331321000871774e-05,8.331321000871773e-06,8.331321000871774e-05
445,5.21330451965332,4.156955718994141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0563493967056274,nan,nan,327.56317859225805,317.6171743604872,306.33258056640625,549.2454223632812,647.0405883789062,325.79752180311414,31.951372332043118,0.1111111111111111,256.0,256.0,0,8.323864942998565e-05,8.323864942998565e-06,8.323864942998565e-05
446,5.2158708572387695,4.19919490814209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016676425933838,nan,nan,352.75860087076825,316.7709197998047,302.0884094238281,674.221435546875,917.5728759765625,351.34923214382593,29.753927177853054,0.16666666666666666,256.0,256.0,0,8.31639607482058e-05,8.31639607482058e-06,8.31639607482058e-05
447,5.158727169036865,4.106609344482422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.052116870880127,nan,nan,342.6206325954861,329.79228040907117,301.9007568359375,602.3800048828125,634.1339721679688,341.5206519232856,25.55408811569214,0.1111111111111111,256.0,256.0,0,8.308914430219917e-05,8.308914430219917e-06,8.308914430219917e-05
448,5.116950035095215,4.106783866882324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0101662874221802,nan,nan,353.5197054545085,311.81285730997723,274.5363464355469,782.9810180664062,1007.3338012695312,352.3462363349067,25.529543055428398,0.1111111111111111,256.0,256.0,0,8.301420043136637e-05,8.301420043136638e-06,8.301420043136637e-05
449,5.013324737548828,4.028951644897461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9843733906745911,nan,nan,295.4035483466254,279.84585147433813,280.2407531738281,543.522705078125,777.871337890625,294.43031056722003,22.407118611865574,0.1111111111111111,256.0,256.0,0,8.293912947568607e-05,8.293912947568607e-06,8.293912947568607e-05
450,5.118997097015381,4.101029396057129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0179675817489624,180.1441192626953,40.443572998046875,376.3041280110677,349.5858425564236,357.07568359375,614.9766845703125,814.1729125976562,375.2114656236437,27.614802360534668,0.2222222222222222,256.0,256.0,0,8.286393177571345e-05,8.286393177571345e-06,8.286393177571345e-05
451,5.3403496742248535,4.3364338874816895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0039154291152954,nan,nan,355.1271811092601,311.99932322782627,292.9945983886719,687.9295654296875,1048.264892578125,353.78238274069395,27.53448256324319,0.17647058823529413,256.0,128.0,1,8.278860767257865e-05,8.278860767257865e-06,8.278860767257865e-05
452,5.131846904754639,4.204772472381592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927074670791626,nan,nan,449.32746039496527,343.19013129340277,329.31878662109375,936.2733154296875,2073.514892578125,448.2478764851888,25.78499327765571,0.16666666666666666,128.0,128.0,0,8.271315750798522e-05,8.271315750798521e-06,8.271315750798522e-05
453,5.407095909118652,4.373205184936523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0338914394378662,nan,nan,442.76299455430774,390.4724536471897,419.5963134765625,764.7857666015625,765.6172485351562,441.40735710991754,30.915354251861572,0.3333333333333333,128.0,128.0,0,8.263758162420861e-05,8.263758162420862e-06,8.263758162420861e-05
454,5.565135955810547,4.481032848358154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0841025114059448,nan,nan,348.30433654785156,328.51610879337085,300.41033935546875,615.4902954101562,745.2128295898438,346.9081546559053,29.0272518045762,0.17647058823529413,128.0,64.0,1,8.25618803640946e-05,8.25618803640946e-06,8.25618803640946e-05
455,5.113697052001953,4.096470832824707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0172266960144043,nan,nan,346.60428534613715,326.6468200683594,291.81378173828125,578.5945434570312,626.3629150390625,345.7192196316189,23.099824534522163,0.3333333333333333,64.0,64.0,0,8.248605407105765e-05,8.248605407105764e-06,8.248605407105765e-05
456,5.085537910461426,4.09823751449585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9873008728027344,nan,nan,373.3527772691515,323.93231625027124,300.601806640625,744.8126220703125,1099.936767578125,371.7191039191352,30.0479470094045,0.2222222222222222,64.0,64.0,0,8.24101030890795e-05,8.24101030890795e-06,8.24101030890795e-05
457,4.980589866638184,4.018350601196289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9622395634651184,nan,nan,396.50337897406683,334.5450219048394,292.70880126953125,864.437255859375,1176.3302001953125,395.6280500623915,22.20189717080858,0.2222222222222222,64.0,64.0,0,8.233402776270755e-05,8.233402776270756e-06,8.233402776270755e-05
458,4.952459335327148,3.99564790725708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9568114876747131,nan,nan,290.0083524915907,286.1296971638997,262.9007263183594,482.15020751953125,569.8157958984375,288.9116372002496,23.21185980902778,0.05555555555555555,64.0,64.0,0,8.225782843705322e-05,8.225782843705322e-06,8.225782843705322e-05
459,5.143585681915283,4.165399074554443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.978186845779419,nan,nan,422.9647098117405,361.71984015570746,360.1693420410156,811.819580078125,850.9134521484375,421.82413482666016,28.158177455266316,0.3333333333333333,64.0,64.0,0,8.218150545779047e-05,8.218150545779046e-06,8.218150545779047e-05
460,5.4541473388671875,4.404852867126465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0492937564849854,nan,nan,455.34441714816626,360.9861814710829,362.2979431152344,996.7633056640625,1218.37744140625,453.6385048760308,35.06170421176486,0.3333333333333333,64.0,64.0,0,8.210505917115421e-05,8.21050591711542e-06,8.210505917115421e-05
461,5.144793510437012,4.091196060180664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0535980463027954,nan,nan,414.78157721625433,337.28750779893664,314.79461669921875,902.1593627929688,1303.1981201171875,413.79439120822485,26.327758418189156,0.2222222222222222,64.0,64.0,0,8.202848992393875e-05,8.202848992393874e-06,8.202848992393875e-05
462,5.195941925048828,4.18480110168457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01114022731781,nan,nan,399.1129667494032,352.58652157253687,362.5508117675781,689.0555419921875,1033.213623046875,397.7384855482313,31.794384876887005,0.3333333333333333,64.0,64.0,0,8.195179806349615e-05,8.195179806349616e-06,8.195179806349615e-05
463,5.171553134918213,4.163912296295166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0076407194137573,nan,nan,372.1253645155165,345.0536380343967,366.02935791015625,608.3428955078125,915.4920654296875,370.9990848965115,27.002400822109646,0.16666666666666666,64.0,64.0,0,8.187498393773478e-05,8.187498393773478e-06,8.187498393773478e-05
464,5.304264545440674,4.212319850921631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0919444561004639,nan,nan,383.27636464436847,355.79882558186847,351.68707275390625,667.91943359375,692.33154296875,381.91809929741754,29.703272660573322,0.2222222222222222,64.0,64.0,0,8.179804789511754e-05,8.179804789511753e-06,8.179804789511754e-05
465,5.279350280761719,4.206850528717041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0724990367889404,nan,nan,428.22261895073785,359.4094645182292,338.4609069824219,807.9279174804688,868.7190551757812,427.066279941135,28.99471966425578,0.2777777777777778,64.0,64.0,0,8.172099028466049e-05,8.17209902846605e-06,8.172099028466049e-05
466,5.1528239250183105,4.174649715423584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9781750440597534,nan,nan,448.65974765353735,356.8553246392144,353.34332275390625,866.142822265625,1495.6883544921875,447.4408832126194,30.266957388983833,0.3333333333333333,64.0,64.0,0,8.16438114559312e-05,8.16438114559312e-06,8.16438114559312e-05
467,5.129827499389648,4.110713005065918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0191144943237305,nan,nan,386.25567796495227,369.990966796875,386.1787414550781,604.8733520507812,698.4412841796875,385.08619096544055,28.757601314120823,0.16666666666666666,64.0,64.0,0,8.156651175904704e-05,8.156651175904705e-06,8.156651175904704e-05
468,5.162192344665527,4.173341274261475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9888516664505005,nan,nan,335.06615447998047,304.3140114678277,297.9239501953125,625.4575805664062,951.1434936523438,333.99890391031903,25.73086060418023,0.16666666666666666,64.0,64.0,0,8.148909154467378e-05,8.148909154467378e-06,8.148909154467378e-05
469,5.191898822784424,4.180196762084961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117018222808838,nan,nan,361.32819324069555,330.34870444403754,299.25177001953125,649.2786254882812,717.83251953125,359.99970118204754,28.32407244046529,0.2222222222222222,64.0,64.0,0,8.141155116402384e-05,8.141155116402384e-06,8.141155116402384e-05
470,5.192913055419922,4.186646461486816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.006266713142395,nan,nan,375.92283079359265,343.3592694600423,338.8695373535156,654.6787719726562,688.8712768554688,374.317451900906,32.12430249320136,0.2777777777777778,64.0,64.0,0,8.133389096885484e-05,8.133389096885484e-06,8.133389096885484e-05
471,5.3597307205200195,4.285478591918945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.074252724647522,nan,nan,398.3570437961155,351.9229956732856,330.76214599609375,773.8333740234375,839.1976928710938,396.67230394151477,34.46492359373305,0.2222222222222222,64.0,64.0,0,8.125611131146786e-05,8.125611131146786e-06,8.125611131146786e-05
472,5.247785568237305,4.131860733032227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1159247159957886,nan,nan,418.818231370714,358.64036814371747,368.5865478515625,799.9053344726562,999.4213256835938,417.58187272813586,31.094058142768013,0.2222222222222222,64.0,64.0,0,8.117821254470598e-05,8.1178212544706e-06,8.117821254470598e-05
473,5.421397686004639,4.321345806121826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1000524759292603,nan,nan,388.67491234673395,356.1669438680013,371.0863952636719,651.9761962890625,940.4602661132812,386.9231118096246,35.317523373497856,0.2222222222222222,64.0,64.0,0,8.110019502195257e-05,8.110019502195257e-06,8.110019502195257e-05
474,5.096033573150635,4.117095947265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9789371490478516,nan,nan,354.7535620795356,336.8133358425564,335.12567138671875,599.5176391601562,649.255615234375,353.55164591471356,27.06160036722819,0.16666666666666666,64.0,64.0,0,8.102205909712976e-05,8.102205909712978e-06,8.102205909712976e-05
475,5.17268705368042,4.183243751525879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9894449710845947,nan,nan,375.18174319797095,333.545526292589,325.3304138183594,745.209716796875,797.121826171875,374.0837902492947,26.808045546213787,0.2777777777777778,64.0,64.0,0,8.094380512469674e-05,8.094380512469675e-06,8.094380512469674e-05
476,5.5451340675354,4.476691246032715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0684428215026855,nan,nan,631.3047214084202,366.5528564453125,394.266845703125,1950.390625,2496.1767578125,629.8832855224609,36.17716262075636,0.2777777777777778,64.0,64.0,0,8.086543345964831e-05,8.086543345964831e-06,8.086543345964831e-05
477,5.1324238777160645,4.094709873199463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0377144813537598,nan,nan,383.51878611246747,343.1272320217556,348.39764404296875,700.8900756835938,722.713134765625,382.3126580980089,27.85407386885749,0.3888888888888889,64.0,64.0,0,8.07869444575131e-05,8.07869444575131e-06,8.07869444575131e-05
478,5.264642715454102,4.300313949584961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9643287658691406,nan,nan,486.7778956095378,374.8811535305447,365.04058837890625,899.064453125,938.0784301757812,485.44642639160156,34.519643465677895,0.3888888888888889,64.0,64.0,0,8.070833847435209e-05,8.07083384743521e-06,8.070833847435209e-05
479,5.079839706420898,4.12230920791626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95753014087677,nan,nan,335.5377604166667,307.5817701551649,268.54864501953125,620.493896484375,860.2574462890625,334.4918628268772,24.002044942643906,0.2222222222222222,64.0,64.0,0,8.062961586675687e-05,8.062961586675689e-06,8.062961586675687e-05
480,5.260950565338135,4.190760135650635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0701907873153687,nan,nan,347.2060852050781,328.80191718207465,336.87030029296875,640.7501220703125,701.19091796875,346.0518519083659,26.423185295528835,0.1111111111111111,64.0,64.0,0,8.055077699184816e-05,8.055077699184817e-06,8.055077699184816e-05
481,5.195245265960693,4.1727800369262695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0224649906158447,nan,nan,339.1780247158474,312.6905877855089,264.17926025390625,612.7732543945312,691.9142456054688,338.0277828640408,26.434939252005684,0.2222222222222222,64.0,64.0,0,8.047182220727409e-05,8.047182220727408e-06,8.047182220727409e-05
482,5.291882514953613,4.302233695983887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9896484017372131,nan,nan,350.28505452473956,325.60140652126734,323.4681396484375,676.6452026367188,703.6351318359375,348.8662181430393,29.313505861494278,0.2222222222222222,64.0,64.0,0,8.039275187120859e-05,8.039275187120858e-06,8.039275187120859e-05
483,5.4586687088012695,4.3932294845581055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0654388666152954,nan,nan,407.5254075792101,341.93617757161456,321.21710205078125,911.1565551757812,1143.4910888671875,405.90199025472003,34.33559481302897,0.2222222222222222,64.0,64.0,0,8.03135663423498e-05,8.03135663423498e-06,8.03135663423498e-05
484,5.410164833068848,4.342625617980957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0675395727157593,nan,nan,363.4183985392253,344.1747326321072,329.2467041015625,561.0606689453125,816.0551147460938,361.7617670694987,30.66050206290351,0.16666666666666666,64.0,64.0,0,8.023426597991846e-05,8.023426597991845e-06,8.023426597991846e-05
485,5.201247215270996,4.1619133949279785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.039333701133728,nan,nan,424.31293148464624,328.50086551242407,312.97833251953125,826.5181884765625,2102.0947265625,423.1272218492296,29.74171823925442,0.16666666666666666,64.0,64.0,0,8.015485114365617e-05,8.015485114365618e-06,8.015485114365617e-05
486,5.1649651527404785,4.131412029266357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.033553123474121,nan,nan,386.4057133992513,358.85437266031903,349.93280029296875,694.1209716796875,709.6678466796875,385.42542860243054,26.424799760182697,0.2222222222222222,64.0,64.0,0,8.007532219382389e-05,8.007532219382389e-06,8.007532219382389e-05
487,4.974687099456787,4.009012699127197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9656733274459839,nan,nan,302.2815246582031,301.6971266004774,283.31829833984375,504.9178771972656,505.7477111816406,301.09532843695746,25.112679534488255,0.1111111111111111,64.0,64.0,0,7.999567949120025e-05,7.999567949120025e-06,7.999567949120025e-05
488,5.270510196685791,4.286716938018799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9837940335273743,nan,nan,343.61537594265405,295.9723637898763,297.9736633300781,587.9259643554688,1357.57421875,342.47989739312067,25.92977039019267,0.05555555555555555,64.0,64.0,0,7.991592339707988e-05,7.991592339707988e-06,7.991592339707988e-05
489,5.076421737670898,4.040566921234131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0358543395996094,nan,nan,288.98027971055774,268.67164527045355,218.069091796875,663.7671508789062,693.2255249023438,287.8865220811632,23.75423902935452,0.16666666666666666,64.0,64.0,0,7.983605427327183e-05,7.983605427327183e-06,7.983605427327183e-05
490,5.0454301834106445,4.061987400054932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9834414720535278,nan,nan,348.4045003255208,336.2034505208333,332.0098876953125,556.0789184570312,686.5672607421875,347.4247292412652,25.19125509262085,0.1111111111111111,64.0,64.0,0,7.975607248209792e-05,7.975607248209793e-06,7.975607248209792e-05
491,5.135773658752441,4.082912921905518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0528608560562134,nan,nan,315.74658457438153,302.3800854153103,279.8352966308594,491.1912841796875,740.5969848632812,314.6432172987196,23.937409321467083,0.05555555555555555,64.0,64.0,0,7.9675978386391e-05,7.967597838639101e-06,7.9675978386391e-05
492,5.497400760650635,4.427919387817383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.069481611251831,nan,nan,457.61105261908637,354.54257117377387,358.38189697265625,1204.5625,1320.2061767578125,456.2457063462999,32.62478404574924,0.2777777777777778,64.0,64.0,0,7.95957723494935e-05,7.959577234949351e-06,7.95957723494935e-05
493,5.1779608726501465,4.199276447296143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9786845445632935,nan,nan,413.1703406439887,351.50203280978735,345.23004150390625,740.377685546875,1147.7044677734375,412.1547809176975,26.096803665161133,0.3333333333333333,64.0,64.0,0,7.951545473525557e-05,7.951545473525558e-06,7.951545473525557e-05
494,5.17928409576416,4.199019432067871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9802640080451965,nan,nan,369.22284528944226,326.4092195298937,307.6021423339844,758.5518798828125,1037.8858642578125,368.0139558580187,28.87504964404636,0.16666666666666666,64.0,64.0,0,7.943502590803357e-05,7.943502590803356e-06,7.943502590803357e-05
495,5.362066745758057,4.307365417480469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.054701805114746,nan,nan,481.39072121514215,369.74892637464734,356.8223876953125,970.660400390625,1452.425537109375,480.0024028354221,33.68611325158013,0.3333333333333333,64.0,64.0,0,7.935448623268834e-05,7.935448623268835e-06,7.935448623268834e-05
496,5.203100204467773,4.1743950843811035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.028705358505249,nan,nan,366.75537448459204,333.3595886230469,300.42889404296875,709.3381958007812,868.4977416992188,365.53128390842016,26.990039931403267,0.2222222222222222,64.0,64.0,0,7.927383607458361e-05,7.927383607458362e-06,7.927383607458361e-05
497,5.536088943481445,4.461053848266602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0750356912612915,nan,nan,429.0866538153754,334.94110192192926,286.02264404296875,932.6814575195312,1186.0159912109375,427.2533238728841,36.521776305304634,0.2777777777777778,64.0,64.0,0,7.91930757995843e-05,7.91930757995843e-06,7.91930757995843e-05
