epoch,loss,root_magnitude,root_to_64,64_to_32,32_to_16,16_to_8,16_to_8_dense,8_to_4,flat_16,multinomial_tree,deterministic_alloc,exact_regression,grad_root_magnitude,grad_exact_regression,grad_total_pre_clip,grad_total_post_clip,grad_pre_clip_p50,grad_pre_clip_p95,grad_pre_clip_max,grad_backbone,grad_task,clip_fraction,amp_scale_start,amp_scale_end,amp_skipped_steps,lr,lr_backbone,lr_task
11,23.162527084350586,20.40336036682129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.759166717529297,nan,nan,45.045033348931206,45.045033348931206,37.15834045410156,81.16891479492188,92.33114624023438,36.24188370174832,24.038138177659775,0.0,256.0,256.0,0,4.4000000000000006e-05,4.4e-06,4.4000000000000006e-05
12,22.63163948059082,19.905643463134766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7259955406188965,nan,nan,61.86811065673828,61.86811065673828,57.68707275390625,98.08607482910156,99.59416961669922,56.12292247348361,24.00578980975681,0.0,256.0,256.0,0,4.8e-05,4.800000000000001e-06,4.8e-05
13,22.95363998413086,20.192522048950195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7611162662506104,nan,nan,68.74988343980577,68.74988343980577,67.39887237548828,102.2529296875,104.44347381591797,62.59391456180148,25.83505418565538,0.0,256.0,256.0,0,5.2000000000000004e-05,5.2e-06,5.2000000000000004e-05
14,24.196979522705078,21.43270492553711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.764270067214966,nan,nan,67.93878820207384,67.93878820207384,63.80431365966797,123.0207748413086,161.4899444580078,59.42354785071479,29.01088735792372,0.0,256.0,256.0,0,5.6000000000000006e-05,5.600000000000001e-06,5.6000000000000006e-05
15,23.403289794921875,20.67731475830078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7259786128997803,nan,nan,79.79371282789442,79.79371282789442,73.20687103271484,116.78084564208984,170.94723510742188,71.2289055718316,32.49594063229031,0.0,256.0,256.0,0,6e-05,6e-06,6e-05
16,22.48692512512207,19.777307510375977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7096171379089355,nan,nan,84.49857468075223,84.49857468075223,70.64139556884766,146.8180694580078,165.03170776367188,76.04111131032307,32.6687216228909,0.0,256.0,256.0,0,6.400000000000001e-05,6.4000000000000006e-06,6.400000000000001e-05
17,21.280672073364258,18.69232940673828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.588345527648926,nan,nan,108.26558303833008,108.26558303833008,77.86592864990234,245.4862060546875,397.733154296875,100.11402395036485,33.81047768063016,0.0,256.0,256.0,0,6.800000000000001e-05,6.800000000000001e-06,6.800000000000001e-05
18,20.552762985229492,17.998079299926758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5546834468841553,nan,nan,106.09817780388727,106.09817780388727,94.49644470214844,181.09388732910156,299.68780517578125,97.03500196668837,36.16683366563585,0.0,256.0,256.0,0,7.2e-05,7.2000000000000005e-06,7.2e-05
19,21.422080993652344,18.722604751586914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6994752883911133,nan,nan,160.84960259331598,160.84960259331598,125.1846923828125,297.5665588378906,379.37567138671875,153.8425988091363,40.823379834493004,0.0,256.0,256.0,0,7.6e-05,7.600000000000001e-06,7.6e-05
20,23.22184181213379,20.553810119628906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.668034791946411,nan,nan,160.1440281338162,160.1440281338162,154.0550079345703,274.7519226074219,398.35675048828125,150.98443349202475,48.973127683003746,0.0,256.0,256.0,0,8e-05,8.000000000000001e-06,8e-05
21,17.97393798828125,15.669671058654785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3042666912078857,nan,nan,132.68858210245767,132.68858210245767,133.5396728515625,216.0684814453125,228.8671112060547,123.92309994167752,43.60414123535156,0.0,256.0,256.0,0,8.4e-05,8.400000000000001e-06,8.4e-05
22,19.841651916503906,17.4044132232666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4372398853302,nan,nan,192.2830092486213,192.2830092486213,142.51422119140625,421.0706481933594,423.7904052734375,182.4452003030216,49.1663859872257,0.0,256.0,128.0,1,8.800000000000001e-05,8.8e-06,8.800000000000001e-05
23,19.246288299560547,16.822839736938477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.423448085784912,nan,nan,178.6666776869032,178.6666776869032,164.5305938720703,328.841064453125,333.8196716308594,168.33972379896375,51.74225616455078,0.0,128.0,128.0,0,9.200000000000001e-05,9.200000000000002e-06,9.200000000000001e-05
24,18.789247512817383,16.411108016967773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.378140687942505,nan,nan,180.53422588772244,180.53422588772244,142.9334716796875,364.1104736328125,387.7156677246094,168.92776531643338,55.27969084845649,0.0,128.0,128.0,0,9.6e-05,9.600000000000001e-06,9.6e-05
25,16.493732452392578,14.315518379211426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1782150268554688,nan,nan,251.88443586561414,229.38153669569226,227.88427734375,454.3153381347656,905.0521850585938,243.742765850491,49.606329600016274,0.05555555555555555,128.0,128.0,0,0.0001,1e-05,0.0001
26,15.987910270690918,13.881640434265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106271266937256,nan,nan,199.3276129828559,199.3276129828559,167.85067749023438,375.6666259765625,472.03955078125,192.29441791110568,48.31530390845405,0.0,128.0,128.0,0,0.0001,1e-05,0.0001
27,14.74705696105957,12.751259803771973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.995798110961914,nan,nan,183.04580773247613,183.04580773247613,149.64622497558594,425.1279296875,449.77764892578125,175.65695275200738,44.9113122092353,0.0,128.0,128.0,0,9.999989793001318e-05,9.99998979300132e-06,9.999989793001318e-05
28,14.59606647491455,12.535390853881836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0606746673583984,nan,nan,215.53530248006186,211.26374689737955,202.79849243164062,384.4130554199219,576.8880004882812,208.0125584072537,48.260431077745224,0.05555555555555555,128.0,128.0,0,9.999959172051576e-05,9.999959172051577e-06,9.999959172051576e-05
29,14.591535568237305,12.54772663116455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.043809175491333,nan,nan,290.3372417026096,254.46010377671985,234.33706665039062,602.6812744140625,1137.48388671875,283.8439949883355,47.79860210418701,0.1111111111111111,128.0,128.0,0,9.999908137289683e-05,9.999908137289683e-06,9.999908137289683e-05
30,15.01531982421875,12.952308654785156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06301212310791,nan,nan,350.4983999464247,278.24246427747937,227.13552856445312,954.2283935546875,1323.9716796875,344.88132815890845,47.428434477912056,0.2222222222222222,128.0,128.0,0,9.999836688947156e-05,9.999836688947157e-06,9.999836688947156e-05
31,13.98578929901123,12.047298431396484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9384909868240356,nan,nan,357.22802861531574,339.39692306518555,329.42352294921875,607.8466796875,676.3766479492188,353.33582984076605,44.50369373957316,0.16666666666666666,128.0,128.0,0,9.999744827348116e-05,9.999744827348117e-06,9.999744827348116e-05
32,13.913244247436523,11.919934272766113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9933098554611206,nan,nan,285.17247094048395,256.3243128458659,263.8780822753906,630.4981689453125,944.1121215820312,276.4505093892415,48.690858099195694,0.1111111111111111,128.0,128.0,0,9.999632552909291e-05,9.99963255290929e-06,9.999632552909291e-05
33,13.740086555480957,11.697002410888672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0430843830108643,nan,nan,192.06184344821506,192.06184344821506,166.35427856445312,373.33538818359375,473.61505126953125,185.39560190836588,43.52756139967177,0.0,128.0,128.0,0,9.999499866140001e-05,9.999499866140002e-06,9.999499866140001e-05
34,11.931904792785645,10.11186408996582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8200414180755615,nan,nan,181.87397787306043,181.87397787306043,152.22116088867188,357.9864196777344,411.201416015625,175.23904991149902,39.06756756040785,0.0,128.0,128.0,0,9.999346767642179e-05,9.999346767642179e-06,9.999346767642179e-05
35,12.166382789611816,10.302958488464355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8634239435195923,nan,nan,271.54861704508465,256.13381534152563,214.09400939941406,465.20672607421875,777.4664306640625,267.46489969889325,42.57190148035685,0.05555555555555555,128.0,128.0,0,9.999173258110344e-05,9.999173258110345e-06,9.999173258110344e-05
36,11.06926441192627,9.32916259765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7401018142700195,nan,nan,346.4533451928033,260.2945113711887,232.02178955078125,964.0582885742188,1449.6387939453125,343.1563377380371,32.82801214853922,0.16666666666666666,128.0,128.0,0,9.998979338331614e-05,9.998979338331613e-06,9.998979338331614e-05
37,12.521958351135254,10.734025955200195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7879327535629272,nan,nan,303.3818244934082,290.24930021497937,272.9390563964844,584.2942504882812,666.6190795898438,298.47217686971027,46.3369984096951,0.1111111111111111,128.0,128.0,0,9.998765009185694e-05,9.998765009185694e-06,9.998765009185694e-05
38,10.7160062789917,9.04743480682373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6685718297958374,nan,nan,299.292414771186,275.38130230373804,216.68556213378906,598.0838012695312,882.5086669921875,296.44826210869684,31.635627004835342,0.1111111111111111,128.0,128.0,0,9.998530271644876e-05,9.998530271644877e-06,9.998530271644876e-05
39,11.950011253356934,10.175212860107422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.774798035621643,nan,nan,340.45593685574,286.0649761623806,230.13873291015625,724.500244140625,1122.4027099609375,336.1354819403754,38.25939787758721,0.2222222222222222,128.0,128.0,0,9.998275126774035e-05,9.998275126774036e-06,9.998275126774035e-05
40,10.767193794250488,9.065669059753418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7015260457992554,nan,nan,276.73839441935223,253.83908547295465,206.67596435546875,610.9536743164062,775.7926025390625,273.6218647427029,34.42893748813205,0.16666666666666666,128.0,128.0,0,9.99799957573062e-05,9.99799957573062e-06,9.99799957573062e-05
41,11.332859992980957,9.640084266662598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6927767992019653,nan,nan,358.2441766526964,261.8566068013509,221.44886779785156,904.3145141601562,1747.377197265625,353.9028260972765,36.17405229144626,0.16666666666666666,128.0,128.0,0,9.997703619764652e-05,9.997703619764652e-06,9.997703619764652e-05
42,11.035164833068848,9.341906547546387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6932570934295654,nan,nan,382.78351889716254,278.4773767259386,239.90077209472656,1044.950439453125,1916.8936767578125,379.3937822977702,40.60296927558051,0.16666666666666666,128.0,128.0,0,9.997387260218722e-05,9.997387260218721e-06,9.997387260218722e-05
43,11.552422523498535,9.763338088989258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7890853881835938,nan,nan,355.80840343899195,311.6321847703722,265.17425537109375,768.45361328125,814.529052734375,352.81355412801105,38.50137890709771,0.16666666666666666,128.0,128.0,0,9.997050498527974e-05,9.997050498527974e-06,9.997050498527974e-05
44,10.771306037902832,8.964083671569824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8072220087051392,nan,nan,345.9188821580675,295.90333514743384,256.9280700683594,752.834228515625,1057.72265625,343.25355021158856,34.79627423816257,0.2777777777777778,128.0,128.0,0,9.996693336220111e-05,9.99669333622011e-06,9.996693336220111e-05
45,10.5369291305542,8.845428466796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.691498875617981,nan,nan,306.2085969712999,287.44488101535376,226.89242553710938,639.3217163085938,652.4291381835938,303.3912472195095,34.78068892161051,0.16666666666666666,128.0,128.0,0,9.996315774915378e-05,9.996315774915379e-06,9.996315774915378e-05
46,10.105658531188965,8.436705589294434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6689540147781372,nan,nan,420.780524359809,336.79267035590277,336.3753967285156,1001.1829833984375,1552.8282470703125,418.8063956366645,32.024950133429634,0.2777777777777778,128.0,128.0,0,9.995917816326562e-05,9.995917816326563e-06,9.995917816326562e-05
47,10.21481990814209,8.605447769165039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.609373927116394,nan,nan,297.9223509894477,284.6753959655762,222.27813720703125,615.6427612304688,624.3366088867188,294.8071869744195,40.414124965667725,0.1111111111111111,128.0,128.0,0,9.995499462258977e-05,9.995499462258978e-06,9.995499462258977e-05
48,10.531609535217285,8.851438522338867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6801718473434448,nan,nan,411.3254165649414,337.9426752726237,324.88555908203125,990.3781127929688,1096.435791015625,408.15653737386066,41.220824771457245,0.3333333333333333,128.0,128.0,0,9.995060714610466e-05,9.995060714610467e-06,9.995060714610466e-05
49,10.028051376342773,8.464655876159668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5633970499038696,nan,nan,282.1914469401042,264.3412509494358,230.10267639160156,636.8401489257812,694.6683349609375,278.7435196770562,38.549391216701935,0.1111111111111111,128.0,128.0,0,9.994601575371383e-05,9.994601575371384e-06,9.994601575371383e-05
50,11.310103416442871,9.547586441040039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7625181674957275,159.80316162109375,25.02403450012207,330.2411583794488,311.3519354926215,305.47186279296875,618.6536254882812,721.2129516601562,325.98065863715277,45.35216893090142,0.2222222222222222,128.0,128.0,0,9.994122046624586e-05,9.994122046624586e-06,9.994122046624586e-05
51,9.267888069152832,7.738339900970459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5295473337173462,nan,nan,309.430913289388,269.0049523247613,246.3565216064453,757.2489624023438,1016.0972900390625,306.37295108371313,36.57843621571859,0.1111111111111111,128.0,128.0,0,9.99362213054543e-05,9.99362213054543e-06,9.99362213054543e-05
52,8.967863082885742,7.559699058532715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4081635475158691,nan,nan,301.4927804734972,286.97922049628363,289.5140075683594,469.4329833984375,761.2440795898438,299.8899540371365,28.382712894015842,0.05555555555555555,128.0,128.0,0,9.993101829401755e-05,9.993101829401755e-06,9.993101829401755e-05
53,10.28011703491211,8.595608711242676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6845074892044067,nan,nan,534.7432420518663,362.16376410590277,437.3138427734375,1749.322265625,1865.1553955078125,531.9332364400228,44.32866186565823,0.3333333333333333,128.0,128.0,0,9.992561145553882e-05,9.992561145553882e-06,9.992561145553882e-05
54,9.030513763427734,7.53811502456665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4923992156982422,nan,nan,320.4367684258355,309.55220286051434,308.70648193359375,591.0414428710938,607.8462524414062,317.85478443569605,32.389680332607696,0.1111111111111111,128.0,128.0,0,9.992000081454589e-05,9.99200008145459e-06,9.992000081454589e-05
55,9.46147632598877,7.750675678253174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7108014822006226,nan,nan,322.7983767191569,272.8168890211317,247.32620239257812,693.118408203125,1313.4351806640625,319.5970001220703,37.02919032838609,0.16666666666666666,128.0,128.0,0,9.991418639649114e-05,9.991418639649114e-06,9.991418639649114e-05
56,9.373693466186523,7.739866733551025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6338274478912354,nan,nan,387.6555078294542,301.90969551934137,263.26708984375,1001.6846923828125,1195.2918701171875,385.5020929972331,36.256333669026695,0.2777777777777778,128.0,128.0,0,9.990816822775136e-05,9.990816822775136e-06,9.990816822775136e-05
57,9.269192695617676,7.6422271728515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6269640922546387,nan,nan,386.58123609754773,356.21778869628906,340.959228515625,646.357666015625,655.3096313476562,383.87781863742407,42.43309296502007,0.3333333333333333,128.0,128.0,0,9.99019463356276e-05,9.99019463356276e-06,9.99019463356276e-05
58,9.220738410949707,7.65341854095459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5673184394836426,nan,nan,289.86874220106336,281.91166008843317,261.12640380859375,449.86737060546875,643.2274780273438,287.27672576904297,35.15479225582547,0.05555555555555555,128.0,128.0,0,9.989552074834514e-05,9.989552074834514e-06,9.989552074834514e-05
59,10.306415557861328,8.603734970092773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7026792764663696,nan,nan,451.82993528578015,345.70673243204754,317.7059020996094,962.0706787109375,1101.982421875,448.23109351264105,47.41459835900201,0.3333333333333333,128.0,128.0,0,9.98888914950533e-05,9.98888914950533e-06,9.98888914950533e-05
60,8.964991569519043,7.392309665679932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5726821422576904,nan,nan,290.06550301445856,279.55495749579535,271.7769470214844,515.5310668945312,689.1898193359375,286.83790334065753,35.98284414079454,0.05555555555555555,128.0,128.0,0,9.988205860582533e-05,9.988205860582534e-06,9.988205860582533e-05
61,9.458327293395996,7.843068599700928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6152589321136475,nan,nan,438.0152469211155,366.4024132622613,392.15399169921875,858.0737915039062,1120.6490478515625,434.22365230984155,47.67701689402262,0.3333333333333333,128.0,128.0,0,9.987502211165824e-05,9.987502211165823e-06,9.987502211165824e-05
62,8.903425216674805,7.329432010650635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5739929676055908,nan,nan,381.6353929307726,333.3948499891493,344.49468994140625,658.84619140625,1290.06201171875,379.20618693033856,34.979916996426056,0.16666666666666666,128.0,128.0,0,9.986778204447266e-05,9.986778204447266e-06,9.986778204447266e-05
63,8.621502876281738,7.108016490936279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5134847164154053,nan,nan,330.7223722669813,308.4973559909397,283.1383056640625,537.8264770507812,900.05029296875,328.95095274183484,30.90781572129991,0.05555555555555555,128.0,128.0,0,9.986033843711278e-05,9.986033843711278e-06,9.986033843711278e-05
64,8.465949058532715,6.868907928466797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5970401763916016,nan,nan,274.0394922892253,274.0394922892253,260.04931640625,427.7552490234375,437.5909423828125,271.77215067545575,30.312590307659573,0.0,128.0,128.0,0,9.985269132334611e-05,9.985269132334611e-06,9.985269132334611e-05
65,8.46419620513916,6.899040222167969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.565156102180481,nan,nan,286.74365488688153,280.5141186184353,275.9159240722656,538.8297119140625,580.6887817382812,283.32974963717993,40.07797039879693,0.1111111111111111,128.0,128.0,0,9.984484073786334e-05,9.984484073786333e-06,9.984484073786334e-05
66,8.35593318939209,6.888845920562744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4670864343643188,nan,nan,385.95782894558374,297.96363745795355,270.604248046875,887.698974609375,1640.0230712890625,384.38819630940753,26.416144847869873,0.16666666666666666,128.0,128.0,0,9.98367867162782e-05,9.98367867162782e-06,9.98367867162782e-05
67,8.416727066040039,6.903711318969727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5130165815353394,nan,nan,283.35196601019965,278.79855007595484,266.5440368652344,465.4390563964844,581.9614868164062,280.3599565294054,34.165947384304474,0.05555555555555555,128.0,128.0,0,9.982852929512732e-05,9.982852929512732e-06,9.982852929512732e-05
68,8.609349250793457,7.058483600616455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.550866723060608,nan,nan,402.6359617445204,336.63200124104816,339.03515625,835.1759033203125,923.607421875,400.25541390313043,38.25397260983785,0.2777777777777778,128.0,128.0,0,9.982006851187002e-05,9.982006851187004e-06,9.982006851187002e-05
69,9.40935230255127,7.869942665100098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5394083261489868,nan,nan,335.6716483621036,286.8358616548426,267.39263916015625,770.430908203125,1053.1832275390625,332.92805301441865,38.91128775652717,0.17647058823529413,128.0,64.0,1,9.981140440488818e-05,9.98114044048882e-06,9.981140440488818e-05
70,8.348885536193848,6.8715081214904785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4773783683776855,nan,nan,352.8043619791667,336.2314961751302,294.2691345214844,602.1997680664062,610.1400756835938,350.11873541937933,40.97367546293471,0.2222222222222222,64.0,64.0,0,9.980253701348604e-05,9.980253701348605e-06,9.980253701348604e-05
71,8.343180656433105,6.7933220863342285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5498589277267456,nan,nan,399.12888675265845,324.1374045477973,299.88800048828125,789.60009765625,1710.57470703125,396.43288124932184,36.64190981123183,0.16666666666666666,64.0,64.0,0,9.979346637789001e-05,9.979346637789001e-06,9.979346637789001e-05
72,9.408406257629395,7.743299961090088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6651045083999634,nan,nan,355.8616010877821,324.55233595106336,360.0601806640625,662.2807006835938,835.0175170898438,352.5331573486328,43.10115098953247,0.2222222222222222,64.0,64.0,0,9.978419253924851e-05,9.978419253924851e-06,9.978419253924851e-05
73,8.340384483337402,6.864918231964111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4754674434661865,nan,nan,284.978946685791,281.7927148607042,252.18743896484375,482.8313293457031,557.3521728515625,281.98572116427954,36.046821170383026,0.05555555555555555,64.0,64.0,0,9.977471553963182e-05,9.977471553963181e-06,9.977471553963182e-05
74,8.850388526916504,7.295627117156982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.554762363433838,nan,nan,477.7736078898112,369.2939054701063,386.5101318359375,963.0469360351562,1494.060791015625,475.4896731906467,37.90615685780843,0.2777777777777778,64.0,64.0,0,9.976503542203177e-05,9.976503542203177e-06,9.976503542203177e-05
75,8.2059907913208,6.763509273529053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4424835443496704,nan,nan,437.3205151028103,365.06543223063153,359.7202453613281,819.7366333007812,832.1890258789062,435.8876944647895,29.834857092963325,0.3888888888888889,64.0,64.0,0,9.975515223036171e-05,9.975515223036171e-06,9.975515223036171e-05
76,7.897202491760254,6.378265857696533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.518936276435852,nan,nan,421.23923153347437,326.5498530069987,307.8509826660156,1130.9564208984375,1668.2725830078125,419.8530027601454,25.860666513442993,0.1111111111111111,64.0,64.0,0,9.974506600945618e-05,9.974506600945618e-06,9.974506600945618e-05
77,7.852715492248535,6.350515842437744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5021995306015015,nan,nan,318.31810506184894,300.08183119032117,279.30706787109375,612.3933715820312,738.03076171875,315.3163562350803,38.609312004513214,0.1111111111111111,64.0,64.0,0,9.973477680507073e-05,9.973477680507074e-06,9.973477680507073e-05
78,8.34870433807373,6.789263725280762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5594406127929688,nan,nan,316.7201737297906,316.7201737297906,314.760498046875,459.10308837890625,470.873779296875,313.9803309970432,33.92216523488363,0.0,64.0,64.0,0,9.972428466388178e-05,9.972428466388178e-06,9.972428466388178e-05
