epoch,lr,solver_strength,eta0,train_total,train_cell,train_global,train_region_head,train_region_map,train_deep,grad_norm_mean,grad_norm_max,clip_rate,residual_abs_mean,residual_abs_max,z_lt_minus10_frac,initial_pred_count_mean,initial_pred_count_std,solver_rel_step_mean,solver_delta_n_mean,val_MAE,val_RMSE,val_NAE,val_Bias
0,5.9999999999999995e-05,0.0,0.05000000074505806,0.3169390477917411,0.2515920694127227,0.64183725010265,0.005816258962802363,0.0,0.2515920694127227,0.0657858472938339,0.1553759127855301,0.0,0.00010494513844605535,0.0027252486906945705,0.0,166.32621117794153,1.7820981636942383,0.0,0.0,,,,
1,0.00011999999999999999,0.0,0.05000000074505806,0.3098472465168346,0.24998026634707596,0.5868602241530563,0.005904780898356076,0.0,0.24998026634707596,0.05601545839542241,0.18057619035243988,0.0,0.00027054704057236176,0.0036705888342112303,0.0,172.20615687514797,1.9476908706303941,0.0,0.0,,,,
2,0.00017999999999999998,0.0,0.05000000074505806,0.30956138715599524,0.2495593862100081,0.5890794866012804,0.005470265436804656,0.0,0.2495593862100081,0.06383867158244054,0.13929632306098938,0.0,0.0004587638602860159,0.008491818793118,0.0,183.32381970954663,5.024442738146882,0.0,0.0,,,,
3,0.00023999999999999998,0.0,0.05000000074505806,0.3112033822319724,0.24832173865852933,0.6182117859522501,0.005302312452289642,0.0,0.24832173865852933,0.08993591427464377,0.25015029311180115,0.0,0.0013748375684813116,0.029110554605722427,0.0,204.5389191598603,6.676095462219859,0.0,0.0,,,,
4,0.0003,0.0,0.05000014975667,0.3032681228536548,0.24543440251639395,0.5687063228000294,0.0048154438845813274,0.0,0.24543440251639395,0.12648676047948273,0.3842114806175232,0.0,0.006164796297635996,0.050726424902677536,0.0,219.7269939075817,8.602770796843208,0.0,0.0,342.25356140136716,434.3038421407087,1.011146925018133,-66.60797322591146
5,0.0003,0.05,0.05005881190299988,0.3014060990376906,0.24017384603168024,0.6021762246435339,0.005073157816447995,0.0,0.2401733041712732,0.2591057335111228,0.7104141116142273,0.0,0.005239934575828639,0.36742573976516724,0.0,264.4964442397609,32.02447047110842,9.284619128183377e-05,0.020049994966636103,,,,
6,0.0002999179886011389,0.1,0.05013054236769676,0.301576936786825,0.23827284800283838,0.6230532752745079,0.004993801640177315,0.0,0.2382717335766012,0.27693619612943043,0.6729299426078796,0.0,0.005228013886759679,0.5003337860107422,0.0,256.0029652913411,37.7090494538729,0.00017277957059294832,0.032414501885685953,,,,
7,0.00029967204408281613,0.15,0.049886200577020645,0.28568957204168494,0.23262922917351578,0.5218094352519873,0.00439699645732727,0.0,0.23262657225131989,0.32681119554873667,0.6385922431945801,0.0,0.005651590781229915,1.020186424255371,0.0,281.62747007427794,81.21490391856086,0.0005311574786901474,0.1450406793279178,,,,
8,0.0002992624353817517,0.2,0.0497262179851532,0.2761739975575245,0.22763254470897443,0.47766929119825363,0.003872605594524154,0.0,0.22762924206979346,0.4707677924271786,0.8247094750404358,0.0,0.006223093252629042,0.6839735507965088,0.0,296.62319067752725,118.89106697418691,0.0008337667875986716,0.24735370391246045,,,,
9,0.00029868961039904624,0.25,0.04972131922841072,0.27590479679179913,0.226944135445537,0.4824109696077578,0.0035978081904238825,0.0,0.2269345707062519,0.503902019424872,0.9795242547988892,0.0,0.006983413008239233,0.745236873626709,0.0,302.2497521602746,145.59762417907248,0.001184409695049522,0.39086078773393773,334.86736755371095,436.51062272930216,1.1622785024263702,218.90140279134116
10,0.00029795419551040833,0.3,0.04963725432753563,0.26465747437693854,0.22286022702852884,0.40952994606711646,0.004221275736309701,0.0,0.22285300899635663,0.519320728652405,0.9839563369750977,0.0,0.007696603664733244,0.9255142211914062,0.0,319.8029817523378,188.17472053265058,0.001619231578484742,0.52761788914601,,,,
