epoch,lr_backbone,lr_main,solver_strength,train_total,train_count,train_flat_dm16,train_allocation,train_dm16,train_dm32,train_dm64,train_cell,train_region_nb,train_hurdle_bce,train_trunc_nb,train_curvature,train_hard_bg,train_fg_bce,train_scale_align,train_kd_total,train_kd_spatial,train_kd_count,region_mu_mean,region_dispersion_mean,region_dispersion_p10,region_dispersion_p50,region_dispersion_p90,region_weight_mean,region_weight_std,region_weight_min,region_weight_max,solver_weight_mean,solver_weight_std,weight_clip_low_fraction,weight_clip_high_fraction,solver_energy_before,solver_energy_after,solver_energy_reduction,weight_mean_16,weight_mean_32,weight_mean_64,weight_mean_64_32,weight_mean_128,scale_pi_16,scale_pi_32,scale_pi_64,scale_pi_64_32,scale_pi_128,val_mae,val_rmse,val_nae,val_bias,val_game0,val_game1,val_game2,val_game3,val_mae_sparse,val_mae_moderate,val_mae_dense,pearson_rate_var_error,spearman_rate_var_error,spearman_weight_error,spearman_pred_weight_error,spearman_rate_var_error_16,spearman_rate_var_error_32,spearman_rate_var_error_64,spearman_rate_var_error_128,mean_std_residual,coverage_50,coverage_80,coverage_95,calib_gap_50,calib_gap_80,calib_gap_95,dispersion_sat_low_fraction,dispersion_sat_high_fraction,solver_help_fraction,solver_harm_fraction,energy_monotonic_fraction,mae_reg_y0,mae_reg_y1,mae_reg_y2,curvature_alpha,effective_curvature
1,1.0000000000000002e-06,1.0000000000000002e-06,0.0,46.79799213924923,18.78283132089151,3.7559524742332666,3.7559524742332666,3.7559524742332666,0.0,0.0,0.3314458518414884,5.9314833396189925,0.17328547021827181,4.05565569207475,0.052107611520064843,0.0002785133901115104,0.0,0.6400903576129192,0.0,0.0,0.0,2.1254300233480095,50.003748610212995,50.00431823730469,50.00431823730469,50.00431823730469,1.0000001192092896,0.007154399529099464,0.9208158850669861,1.0191444158554077,0.33313676714897156,0.002433439716696739,0.0,0.0,0.0,0.0,0.0,1.0,0.3331131629041723,0.3330939154367189,1.0,0.3337974596667934,0.0,0.33311267156858704,0.33309387113596944,0.0,0.3337934653501253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2.0000000000000003e-06,2.0000000000000003e-06,0.0,45.59513468355746,18.781310828956396,3.774110259236516,3.774110259236516,3.774110259236516,0.0,0.0,0.33238021103111476,5.826298784565282,0.1732653073362402,3.983865718583803,0.05257519968860858,0.00028031911603426814,0.0,0.6410898002418312,0.0,0.0,0.0,2.130100018269307,49.92442785727011,49.9067497253418,49.9067497253418,50.00431823730469,1.0000001192092896,0.006666212342679501,0.9321052432060242,1.017765760421753,0.3324047327041626,0.002520041074603796,0.0,0.0,0.0,0.0,0.0,1.0,0.33230536451210846,0.3321413059492369,1.0,0.33556339950174896,0.0,0.33230697867032644,0.3321448983372869,0.0,0.3355481278251957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3e-06,3e-06,0.0,43.5991933667982,18.21812578149744,3.81036233257603,3.81036233257603,3.81036233257603,0.0,0.0,0.33275786767134796,5.687563213142189,0.17323662542008064,3.919224178468859,0.04992766683367458,0.00028479100138930653,0.0,0.6318945498079866,0.0,0.0,0.0,2.1397486570719124,49.728851318359375,49.61518478393555,49.71218490600586,49.80937194824219,1.0000001192092896,0.005567448679357767,0.9245098233222961,1.0177193880081177,0.3311086595058441,0.002812519669532776,0.0,0.0,0.0,0.0,0.0,1.0,0.33084530604852214,0.33060954551439026,1.0,0.33856621142980214,0.0,0.33085131081374913,0.33061915877703074,0.0,0.33852953282562465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.000000000000001e-06,4.000000000000001e-06,0.0,46.039511809477936,19.802232020610088,3.8309165851489917,3.8309165851489917,3.8309165851489917,0.0,0.0,0.3326217338845536,5.838449143074654,0.1731827923574963,3.9433424279496476,0.049782592752898064,0.00028985805771741515,0.0,0.6271051007348138,0.0,0.0,0.0,2.15291132798066,49.54314546327333,49.421749114990234,49.518367767333984,49.61518478393555,1.0,0.004217884037643671,0.9496435523033142,1.0157982110977173,0.3293573558330536,0.003554167691618204,0.0,0.0,0.0,0.0,0.0,1.0,0.32889565986555974,0.3284188734518515,1.0,0.34272098863447037,0.0,0.32891043295731415,0.3284408836751371,0.0,0.34264868739488963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5e-06,5e-06,0.0,45.574926427892734,18.894238974597002,3.784409303922911,3.784409303922911,3.784409303922911,0.0,0.0,0.3317131963936058,5.753282733865686,0.17312950137499217,3.968813503110731,0.051573542022221794,0.0002981933664429832,0.0,0.6266058683395386,0.0,0.0,0.0,2.173708155348494,49.192713453962995,48.94146728515625,49.22907257080078,49.421749114990234,0.9999999403953552,0.003399660112336278,0.9555345773696899,1.026272177696228,0.3270951211452484,0.004774126689881086,0.0,0.0,0.0,0.0,0.0,1.0,0.32630967368950714,0.32594325091387777,1.0,0.34778811400001114,0.0,0.326333136171908,0.3259745369086394,0.0,0.3476923220866435,250.55042128510527,374.1317132445298,0.6737499000092133,-115.00193271008166,250.5504210199342,323.1432861809716,388.3260993834876,425.6863951210268,196.08523668561662,145.88287601914516,552.3628045786982,0.037432921783263906,0.2564240132445907,0.28932098679195456,0.303875606521738,0.0,0.34577315425292215,0.29656749212090855,0.17700842576058531,1.3903818513539647,0.7360118720457294,0.7826206441684072,0.8317027591513686,0.23601187204572938,-0.01737935583159289,-0.11829724084863136,0.0,0.0,0.532967032967033,0.46703296703296704,1.0,2.3372994422257602,2.2773904371392595,2.2342120510536234,-7.999039173126221,0.00033572872052900493
6,6e-06,6e-06,0.05,46.193750639219544,18.71808265995335,3.768395140364363,3.768395140364363,3.7688141384640255,0.0,0.0,0.3340011593457815,5.834964449341233,0.17307475571696823,4.025601660883105,0.05285744459645168,0.0002815444698884479,0.0,0.6253589150067922,0.0,0.0,0.0,2.2162150756732837,48.581146549534154,48.08868408203125,48.65553665161133,49.037147521972656,1.0000001192092896,0.005755665246397257,0.9727059602737427,1.0916521549224854,0.3314211964607239,0.008217613212764263,0.0,0.0,2.123769437944567,1.1936886793858297,0.43793866788990565,1.0,0.3332911850632848,0.32012570387608297,1.0,0.34661396451898524,0.0,0.33328776907276464,0.32018656907854853,0.0,0.3465256658760277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7e-06,7e-06,0.1,47.0197064683244,19.24146015579636,3.8131786488197945,3.8131786488197945,3.814569125304351,0.0,0.0,0.33138490689767375,5.772856364379058,0.1729765030983332,3.774173871890919,0.049847191954786714,0.00028650357224349236,0.0,0.6539431826488392,0.0,0.0,0.0,2.3100264265730575,47.054709357184336,45.88654327392578,47.158565521240234,48.08868408203125,1.0,0.01632322184741497,0.9399092793464661,1.2843178510665894,0.34838399291038513,0.023956649005413055,0.0,0.0,2.182023963412723,0.8180976510047913,0.6250739383607536,1.0,0.3587622465314092,0.3071664748965083,1.0,0.3341064275922002,0.0,0.3585797411364478,0.307312930757935,0.0,0.3341073264946809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.000000000000001e-06,8.000000000000001e-06,0.15,49.41639987842457,19.89032776291306,3.7736895599880733,3.7736895599880733,3.775085494324968,0.0,0.0,0.3336042955115035,5.918322814477457,0.17301478337597204,3.788868472382829,0.05236176975272797,0.0003092666109394584,0.0,0.6963979472985139,0.0,0.0,0.0,2.516644561612928,43.74198697064374,40.89212417602539,44.128658294677734,46.066139221191406,0.9999999403953552,0.038300782442092896,0.8591957688331604,1.5255374908447266,0.37135523557662964,0.04885520413517952,0.0,0.0,2.0215763014716073,0.6162456274032593,0.6951657837724636,1.0,0.3931313181245649,0.2902250161042085,1.0,0.31681457564637466,0.0,0.39247897831169337,0.2905310827332574,0.0,0.31698994539879466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9e-06,9e-06,0.2,46.63654698552312,19.750287107519203,3.790416839960459,3.790416839960459,3.787984409847775,0.0,0.0,0.33251903185973297,5.699341548455728,0.17308457960953583,3.5006538146250956,0.050918461402525775,0.00034683937681964725,0.0,0.7456867324339377,0.0,0.0,0.0,2.9149520268311373,37.576794289253854,32.98634719848633,37.9670524597168,41.69865036010742,0.9999998211860657,0.08213578909635544,0.7608912587165833,2.1801350116729736,0.39628827571868896,0.0809575617313385,0.0,0.0,1.4881866429303143,0.44255717300079966,0.7026198460366623,1.0,0.4299896729959024,0.27404716047080785,1.0,0.2966378516442067,0.0,0.4280366164606971,0.27478185215511836,0.0,0.29718152896778005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1e-05,1e-05,0.25,42.61722394582387,18.88628676130965,3.7670891929317163,3.7670891929317163,3.75594627535021,0.0,0.0,0.3296722375057839,5.342558564366521,0.1730127121145661,3.0608658403963656,0.050033565963039525,0.00041606166396868994,0.0,0.7845833736497003,0.0,0.0,0.0,3.409621354695913,30.711194115716058,23.759174346923828,31.230844497680664,36.870872497558594,1.0000001192092896,0.16080433130264282,0.6530348062515259,2.3038229942321777,0.41244029998779297,0.12172708660364151,0.0,0.0,1.0774929297936928,0.42861954747019587,0.6022066264952072,1.0,0.45254052812988693,0.270039514109895,1.0,0.2798672109036832,0.0,0.4477879864138526,0.27139778072769577,0.0,0.28081423608032435,250.55872013804677,373.29425232663027,0.6795587687988079,-111.03562914670168,250.55871947532887,323.78235132190474,389.437114699527,427.07210090729194,198.94197300502233,147.402287623679,547.6999597964079,0.03624679000043773,0.2708743217131371,0.04158214614805435,0.3328361195054547,0.0,0.39144489861408627,0.29618570108537384,0.19141831164307282,1.3852761817072914,0.7165182660950496,0.7551390568319226,0.8323806383056686,0.21651826609504965,-0.04486094316807743,-0.1176193616943314,0.0,0.0,0.554945054945055,0.44505494505494503,1.0,2.355498576229745,2.28704572051436,2.242427741433238,-7.996582984924316,0.0003365542506799102
