epoch,lr_backbone,lr_main,solver_strength,train_total,train_count,train_flat_dm16,train_allocation,train_dm16,train_dm32,train_dm64,train_cell,train_region_nb,train_hurdle_bce,train_trunc_nb,region_mu_mean,region_dispersion_mean,region_dispersion_p10,region_dispersion_p50,region_dispersion_p90,region_weight_mean,region_weight_std,region_weight_min,region_weight_max,solver_weight_mean,solver_weight_std,weight_clip_low_fraction,weight_clip_high_fraction,solver_energy_before,solver_energy_after,solver_energy_reduction,weight_mean_32,weight_mean_64,weight_mean_128,val_mae,val_rmse,val_nae,val_bias,val_game0,val_game1,val_game2,val_game3,val_mae_sparse,val_mae_moderate,val_mae_dense,pearson_rate_var_error,spearman_rate_var_error,spearman_weight_error,spearman_pred_weight_error,spearman_rate_var_error_32,spearman_rate_var_error_64,spearman_rate_var_error_128,mean_std_residual,coverage_50,coverage_80,coverage_95,calib_gap_50,calib_gap_80,calib_gap_95,dispersion_sat_low_fraction,dispersion_sat_high_fraction,solver_help_fraction,solver_harm_fraction,energy_monotonic_fraction,mae_reg_y0,mae_reg_y1,mae_reg_y2
1,2.0000000000000003e-06,2e-05,0.0,22.719279134595716,18.38822735966863,2.671645364245853,2.671645364245853,3.766219184205339,2.0471185413566797,0.872001005185617,0.24549158400780446,5.764201692632727,0.173277786857373,3.932096629529386,2.177969603925138,49.96177797059755,49.9067497253418,50.00431823730469,50.00431823730469,0.9999999746869398,0.0022077206790433487,0.9677432775497437,1.0107231140136719,0.9999999746869398,0.0022077206790433487,0.0,0.0,5.369187251941578,5.369187251941578,0.0,1.0,0.9999999790578276,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.000000000000001e-06,4e-05,0.0,23.664081831236143,19.25055166192957,2.643381382967975,2.643381382967975,3.735004541036245,2.0159074841318905,0.8555341701249819,0.24727773384467974,6.167984092557752,0.17324961359436447,4.227579435786685,2.185534496565123,49.723581365636875,49.61518478393555,49.71218490600586,49.9067497253418,0.9999999620709277,0.0026659204571495582,0.9587056040763855,1.011408805847168,0.9999999620709277,0.0026659204571495582,0.0,0.0,5.365202671772725,5.365202671772725,0.0,0.999999995167191,1.000000004832809,0.9999999967781273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6e-06,6e-05,0.0,23.36823319100045,18.990066760295147,2.653371946231739,2.653371946231739,3.750429900916847,2.0235902393186413,0.8553994330199989,0.24651934568946426,6.0229058265686035,0.1732044844208537,4.0662191719622225,2.2054044362661003,49.310208810342324,49.037147521972656,49.3253173828125,49.518367767333984,0.9999999652605164,0.0039799685836269545,0.9343059659004211,1.0133180618286133,0.9999999652605164,0.0039799685836269545,0.0,0.0,5.345541116353628,5.345541116353628,0.0,0.999999995167191,0.9999999855015729,0.9999999967781273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8.000000000000001e-06,8e-05,0.0,23.541748459274704,19.158357955314017,2.6327620712486475,2.6327620712486475,3.7255942306003056,2.0040506253371366,0.843748782132123,0.24595786993568008,6.1185403127928035,0.17315190547221415,4.134852380365939,2.234168935466457,48.48210906982422,47.90120315551758,48.56059646606445,49.037147521972656,0.9999999589483526,0.006686677513673608,0.9181017279624939,1.0232737064361572,0.9999999589483526,0.006686677513673608,0.0,0.0,5.320243603474385,5.320243603474385,0.0,0.9999999935562546,0.9999999871125093,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1e-05,0.0001,0.0,23.839533857397132,19.453956062729294,2.6452834090671025,2.6452834090671025,3.73666618321393,2.0203401108045838,0.8542413324923128,0.246441947044553,6.1070364359262825,0.17315175243326136,4.053310664924416,2.2964780910595044,46.54439575607712,45.17513656616211,46.70027160644531,47.714454650878906,0.9999999573754069,0.013660676142971256,0.8216200470924377,1.0490790605545044,0.9999999573754069,0.013660676142971256,0.0,0.0,5.315655308800775,5.315655308800775,0.0,0.999999995167191,0.9999999919453183,0.9999999967781273,254.8278058754219,391.73743586890083,0.6020263547429378,-173.18604971288326,254.82780555185892,319.3691388446029,377.15866535441654,409.50705211674926,155.28173310416085,129.80541051820268,620.5824039293373,0.03248974281538271,0.33287802440452124,-0.27167037928549137,-0.27167037928549137,0.3764540424148851,0.1713186054405799,0.035800215947409425,1.3576176981083077,0.7282824148578947,0.7615956765189291,0.8326408249243027,0.2282824148578947,-0.03840432348107092,-0.11735917507569726,0.0,0.0,0.4725274725274725,0.5274725274725275,1.0,2.3388580286895837,2.1182073705143982,2.118286616199619
6,1e-05,0.0001,0.05,23.15164073737892,18.85241701796248,2.6179904293369605,2.6179904293369605,3.7102771449733423,1.9880101229693439,0.8322440305271664,0.24696240110977277,5.9054940391231225,0.17321717658558408,3.864286947894741,2.436377886179331,42.52010232049066,39.24884033203125,42.85457992553711,45.35194778442383,0.9999999558766491,0.030527013082616267,0.636506974697113,1.1251901388168335,0.9999999558766491,0.030527013082616267,0.0,0.0,5.19254496290877,3.4476725926270357,0.3360341379315257,0.999999995167191,0.9999999887234455,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9.999975077406627e-06,9.999975077406626e-05,0.1,23.76541449572589,19.471742630004883,2.6402305654577307,2.6402305654577307,3.7369068893226416,2.0074676178597115,0.847683921859071,0.24872769697292432,5.84771653123804,0.17309199797140584,3.6978854810869373,2.691820292859464,35.511109635636615,29.74253273010254,36.016761779785156,40.65322494506836,0.9999999597634407,0.06664200556019428,0.3513754606246948,1.2266803979873657,0.9999999597634407,0.06664200556019428,0.0,0.0,4.758194575438628,2.073910687420819,0.5641391593933213,0.999999995167191,0.9999999871125093,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9.999900309874961e-06,9.999900309874961e-05,0.15,24.39265539839461,20.227802018861514,2.6273264949386186,2.6273264949386186,3.7157711918289595,2.0007441398259758,0.8460881114006042,0.24832545543039167,5.5070416734025285,0.1722607439434206,3.2235899938119426,3.1723738683236613,26.377193296277845,17.690837860107422,26.765382766723633,34.569393157958984,1.0001650390680827,0.15576988092632066,0.25,1.431381106376648,1.0001650390680827,0.15576988092632066,0.0021966298282087757,0.0,3.771234550991574,1.2148559608974971,0.6778625289752731,1.0002080830367837,1.0000173497844387,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.999775698150361e-06,9.999775698150361e-05,0.2,21.26000742010168,17.33775217468674,2.6336854084117993,2.6336854084117993,3.7233854048960917,2.0098494774586446,0.8451892169746192,0.2466599204250284,4.595467219481597,0.17033335767887733,2.5671146044860014,3.3891245610005147,20.868397635382575,10.899008750915527,21.25602912902832,29.975807189941406,1.0020871052900229,0.23009180618901942,0.25,1.5661704540252686,1.0020871052900229,0.23009180618901942,0.018943538680380786,0.0,3.93200954231056,1.053326605139552,0.7321149417860803,1.0024494222692542,1.0009943633466154,0.9999999967781273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9.999601243475088e-06,9.999601243475088e-05,0.25,20.343657905991012,16.49860291867643,2.650350351591368,2.650350351591368,3.7401541761449866,2.0254030002130046,0.8632616159078237,0.24441051442880887,4.211129136987634,0.16686980345764676,2.4131512803000374,3.2022488181655473,19.648224186252904,7.1687164306640625,20.401838302612305,29.74253273010254,1.0058200826035024,0.2655176233411263,0.25,1.5844615697860718,1.0058200826035024,0.2655176233411263,0.04268519531677426,0.0,5.0460153528161955,0.9427798100419946,0.8131635074166338,1.0064884649740684,1.0042158429687087,1.0000790196496088,254.04927466465875,390.1924004307454,0.6054469629533974,-169.17815542745066,254.0492764440094,319.41487498933583,377.79243115745845,410.4722274153905,157.87685040065222,130.25029349511908,615.8596125063689,0.03387492815215579,0.34289649882075085,-0.26990007847654546,-0.26990007847654546,0.3845534812652323,0.13871963293780612,0.012619412262487147,1.3584130817531133,0.7284002734318916,0.7619813954883737,0.8328143984605527,0.22840027343189162,-0.03801860451162631,-0.11718560153944724,0.0,0.0,0.47802197802197804,0.521978021978022,1.0,2.356115166302566,2.120383171262322,2.120270984185921
