epoch,lr_backbone,lr_main,solver_strength,train_total,train_count,train_flat_dm16,train_allocation,train_dm16,train_dm32,train_dm64,train_cell,train_region_nb,train_hurdle_bce,train_trunc_nb,train_curvature,train_hard_bg,train_fg_bce,train_scale_align,train_kd_total,train_kd_spatial,train_kd_count,region_mu_mean,region_dispersion_mean,region_dispersion_p10,region_dispersion_p50,region_dispersion_p90,region_weight_mean,region_weight_std,region_weight_min,region_weight_max,solver_weight_mean,solver_weight_std,weight_clip_low_fraction,weight_clip_high_fraction,solver_energy_before,solver_energy_after,solver_energy_reduction,weight_mean_32,weight_mean_64,weight_mean_128,scale_pi_32,scale_pi_64,scale_pi_128,val_mae,val_rmse,val_nae,val_bias,val_game0,val_game1,val_game2,val_game3,val_mae_sparse,val_mae_moderate,val_mae_dense,pearson_rate_var_error,spearman_rate_var_error,spearman_weight_error,spearman_pred_weight_error,spearman_rate_var_error_32,spearman_rate_var_error_64,spearman_rate_var_error_128,mean_std_residual,coverage_50,coverage_80,coverage_95,calib_gap_50,calib_gap_80,calib_gap_95,dispersion_sat_low_fraction,dispersion_sat_high_fraction,solver_help_fraction,solver_harm_fraction,energy_monotonic_fraction,mae_reg_y0,mae_reg_y1,mae_reg_y2
1,2.0000000000000003e-06,2.0000000000000003e-06,0.0,24.019749770293366,17.929036875028867,3.762669827487018,3.762669827487018,3.762669827487018,0.0,0.0,0.332258650579968,5.790811480702581,0.17326588968972903,4.004155632611868,0.077291558924559,0.0002601716606059691,1.9510471981924933,0.9873900993450268,0.0,0.0,0.0,2.1267610691689156,49.97830262055268,49.9067497253418,50.00431823730469,50.00431823730469,0.9999998211860657,0.006980699487030506,0.9213181138038635,1.019320011138916,0.9999998211860657,0.006980699487030506,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000080546818,0.9999999967781273,0.33278885644835393,0.33278046910827225,0.33443067847071467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.000000000000001e-06,4.000000000000001e-06,0.0,25.711489290804476,19.524339134628708,3.778924574723115,3.778924574723115,3.778924574723115,0.0,0.0,0.33405403349850626,6.029078625343941,0.17319609949717651,4.15676194268304,0.08084303744741388,0.0002582857434046329,1.9455525424029376,0.9797076647346085,0.0,0.0,0.0,2.13509303814656,49.806990030649544,49.71218490600586,49.80937194824219,49.9067497253418,1.0,0.006040304433554411,0.9017910361289978,1.0182020664215088,1.0,0.006040304433554411,0.0,0.0,0.0,0.0,0.0,1.0000000064437453,1.0000000032218728,0.9999999967781273,0.3306921358044083,0.33069724247262283,0.3386106289721824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6e-06,6e-06,0.0,25.3908204516849,19.233733770009632,3.7941158655527474,3.7941158655527474,3.7941158655527474,0.0,0.0,0.33260199749791947,5.912716337152429,0.1731025129556656,4.055454344362826,0.08189192665992556,0.0002549159430231698,1.933292875418792,0.9617834832217242,0.0,0.0,0.0,2.1488831623180493,49.543960261989284,49.3253173828125,49.61518478393555,49.71218490600586,1.0000001192092896,0.004707409534603357,0.9447906017303467,1.0157334804534912,1.0000001192092896,0.004707409534603357,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000016109363,0.9999999967781273,0.32720234104104945,0.3271814367255649,0.3456162246497902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8.000000000000001e-06,8.000000000000001e-06,0.0,24.94666816092826,18.830897576100117,3.7925590244499414,3.7925590244499414,3.7925590244499414,0.0,0.0,0.3316557463761923,5.826202173490782,0.1729252567967853,3.9566490682395727,0.08050818902415198,0.00025864876492099985,1.9290178047644126,0.9358057379722595,0.0,0.0,0.0,2.1784323937184102,49.00683140110325,48.65553665161133,49.037147521972656,49.3253173828125,1.0,0.0039864471182227135,0.9561415910720825,1.0353317260742188,1.0,0.0039864471182227135,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000032218728,0.9999999903343819,0.32160828242430817,0.32155754195677266,0.3568341804517282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1e-05,1e-05,0.0,24.940142296456003,18.80862331390381,3.767102318841058,3.767102318841058,3.767102318841058,0.0,0.0,0.3333575403368151,5.945802256867692,0.17276588525321032,4.051316319285212,0.08095646981854697,0.00025990355611980165,1.9090964182003125,0.9015568655890387,0.0,0.0,0.0,2.2162068147917053,48.12428025941591,47.52843475341797,48.18269729614258,48.65553665161133,1.0000001192092896,0.00706390431150794,0.9597541093826294,1.0813171863555908,1.0000001192092896,0.00706390431150794,0.0,0.0,0.0,0.0,0.0,1.0000000064437453,1.0000000032218728,0.9999999935562546,0.31456405085486333,0.3145264669044598,0.37090947901880417,291.6927782205435,388.110718729783,1.0575555750804024,69.39537163619157,291.69277696479315,384.0078087052237,455.8324107859355,503.1728594333496,334.2774216788156,256.3092112578163,384.4403354810632,0.0328189693762079,0.2928952980992092,0.3594767537146865,0.3594767537146865,0.4168003144379994,0.3356575808861907,0.19754350520553926,1.3579431147313747,0.7467990682744005,0.7929181997209966,0.8326279676253212,0.24679906827440046,-0.007081800279003403,-0.11737203237467875,0.0,0.0,0.0,0.0,1.0,2.3080154732688443,0.0,0.0
6,1e-05,1e-05,0.05,25.030295372009277,18.90888109722653,3.754341428344314,3.754341428344314,3.754341428344314,0.0,0.0,0.33368179765907496,5.962474346160889,0.17267010058905627,4.059887982703544,0.0815757715420143,0.0002614819520228618,1.880164852013459,0.8733932923626255,0.0,0.0,0.0,2.253256830009254,46.95424280939876,46.066139221191406,47.06654739379883,47.714454650878906,0.9999999403953552,0.013549518771469593,0.9378042817115784,1.261631965637207,0.9999999403953552,0.013549518771469593,0.0,0.0,0.0,0.0,0.0,1.000000009665618,0.9999999983890636,0.9999999935562546,0.3077811075223459,0.30780590305457245,0.38441298781214533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9.999976323536296e-06,9.999976323536296e-06,0.1,24.234058509001862,18.19937953433475,3.7896993160247803,3.7896993160247803,3.7896993160247803,0.0,0.0,0.3354092957200231,5.681272300514015,0.1725196757832089,3.7460340486990438,0.07985215664312646,0.00026589973964980126,1.8475031176128902,0.8446852403718073,0.0,0.0,0.0,2.2971758906905717,45.53970934893634,44.128658294677734,45.70764923095703,46.70027160644531,0.9999999403953552,0.027582010254263878,0.8818581104278564,1.3492125272750854,0.9999999403953552,0.027582010254263878,0.0,0.0,0.0,0.0,0.0,1.0000000064437453,0.9999999983890636,0.9999999967781273,0.30112551756807276,0.30122001106674606,0.397654470559713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9.999905294381213e-06,9.999905294381213e-06,0.15,24.303621936488796,18.34441226237529,3.7678423958855705,3.7678423958855705,3.7678423958855705,0.0,0.0,0.33406803817362396,5.586758110974286,0.1722453852763047,3.597178304517591,0.0768746793068744,0.00029858323034352144,1.8126045787656628,0.8244706972225292,0.0,0.0,0.0,2.393997759432406,43.39815634650153,40.89212417602539,43.78524398803711,45.440608978271484,0.9999999403953552,0.06705150008201599,0.8120389580726624,2.0661532878875732,0.9999999403953552,0.06705150008201599,0.0,0.0,0.0,0.0,0.0,1.0000000032218728,1.0,0.9999999935562546,0.29527457098703125,0.2953958809375763,0.4093295512972651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.999786913242843e-06,9.999786913242843e-06,0.2,21.67935799263619,15.939342060604611,3.7596380195102177,3.7596380195102177,3.7596380195102177,0.0,0.0,0.3334916685078595,5.018363733549376,0.17117226043262998,3.124027142653594,0.07777935246358046,0.00033628613832784266,1.7769532622517765,0.8053190740379127,0.0,0.0,0.0,2.512737177513741,41.09449314426731,36.870872497558594,41.78017044067383,44.47475814819336,1.0000001192092896,0.13010850548744202,0.7130505442619324,2.878668785095215,1.0000001192092896,0.13010850548744202,0.0,0.0,0.0,0.0,0.0,1.0000000032218728,0.9999999967781273,0.9999999967781273,0.29027421651659785,0.2904344362181586,0.4192913537089889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9.999621181301335e-06,9.999621181301335e-06,0.25,21.66137847384891,16.075336636723698,3.7409016828279236,3.7409016828279236,3.7409016828279236,0.0,0.0,0.3331804976270005,4.705756412970053,0.16864505853201892,2.7643828971965894,0.07958482719353728,0.00040604302665923496,1.7636887543910258,0.792796212273675,0.0,0.0,0.0,2.785572103551916,38.12384301262933,30.806766510009766,39.556671142578125,43.529441833496094,0.9999999403953552,0.24822768568992615,0.5898388624191284,3.557408332824707,0.9999999403953552,0.24822768568992615,0.0,0.0,0.0,0.0,0.0,1.0000000161093634,1.0000000064437453,0.9999999967781273,0.28634360352078,0.28651921491365173,0.4271371783436956,291.75021477584,388.07867055121795,1.0579458077951618,69.60904326805702,291.75021537534565,384.27556650157925,456.233399956024,503.621881718766,334.525698525565,256.38470015414924,384.41810607910156,0.032695795525927024,0.34734236831015936,0.39814803171274477,0.39814803171274477,0.47262763681532427,0.3214421997025809,0.1943610079649458,1.3556962443309126,0.7307981596919391,0.7713222231984246,0.8326301105084848,0.23079815969193906,-0.02867777680157546,-0.11736988949151517,0.0,0.0,0.0,0.0,1.0,2.309989842084738,0.0,0.0
11,9.999408100208873e-06,9.999408100208873e-06,0.3,19.922418800560205,14.499677103918952,3.769168724884858,3.769168724884858,3.769168724884858,0.0,0.0,0.33328957332147136,4.11863037057825,0.16484182791129962,2.4178920500987284,0.07777410000562668,0.00047379645449738646,1.7177807930353526,0.7663151557381088,0.0,0.0,0.0,2.9694743414182923,36.33690437110695,25.639667510986328,38.41459655761719,43.61454391479492,1.0,0.3264111578464508,0.45987626910209656,3.6995599269866943,1.0,0.3264111578464508,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999967781273,0.27985965239035115,0.2800152156804059,0.44012512790190206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9.999147672089674e-06,9.999147672089674e-06,0.35,18.4760082347973,13.176401666692785,3.746381244143924,3.746381244143924,3.746381244143924,0.0,0.0,0.3319142903830554,3.8036829845325366,0.16066812260730848,2.2705129288338326,0.07031288511447005,0.0005766984572432734,1.6823445719641608,0.7406112648345329,0.0,0.0,0.0,3.060366675660417,35.35450775558884,21.590763092041016,38.11565017700195,44.128658294677734,1.0000001192092896,0.35800984501838684,0.36330753564834595,3.6730852127075195,1.0000001192092896,0.35800984501838684,0.0,0.0,0.0,0.0,0.0,1.0000000064437453,1.000000004832809,1.0,0.2737355916886716,0.2739101696658779,0.4523542418673232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,9.998839899539952e-06,9.998839899539952e-06,0.4,17.679817792531605,12.411846560400885,3.763520318108636,3.763520318108636,3.763520318108636,0.0,0.0,0.3327862024307251,3.5816539236017175,0.1567798039397678,2.249537625828305,0.07644845142557814,0.0006372936076258082,1.6398985514769684,0.7171757607846647,0.0,0.0,0.0,2.9086019799516007,35.456311303216054,19.81279945373535,38.715885162353516,45.17513656616211,1.0,0.36367011070251465,0.3082334101200104,3.9380147457122803,1.0,0.36367011070251465,0.0,0.0,0.0,0.0,0.0,1.0,1.000000009665618,1.0,0.2669082090661332,0.26715612653139476,0.4659356587641948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,9.998484785627906e-06,9.998484785627906e-06,0.45,17.615083462483174,12.408268529015618,3.7401706076957084,3.7401706076957084,3.7401706076957084,0.0,0.0,0.3322345896347149,3.4127545807812667,0.15358944881606745,2.2488899198738306,0.07588436625696518,0.0007521246191793801,1.5989477118930302,0.6974885657026961,0.0,0.0,0.0,2.8585101849323995,35.0619409922007,17.829587936401367,38.640342712402344,45.618465423583984,0.9999988675117493,0.38748177886009216,0.25,4.0,0.9999988675117493,0.38748177886009216,1.641317430791115e-05,1.3677645256592625e-05,0.0,0.0,0.0,0.9999985501572892,1.0000000032218728,0.9999999967781273,0.2614007503599734,0.26173260405256943,0.47686664639292536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
