epoch,lr_backbone,lr_main,solver_strength,train_total,train_count,train_flat_dm16,train_allocation,train_dm16,train_dm32,train_dm64,train_cell,train_region_nb,train_hurdle_bce,train_trunc_nb,train_curvature,train_hard_bg,train_fg_bce,train_scale_align,train_spectral,train_spectral_dc,train_spectral_ac,train_cell_carrier,train_cell_fine,train_kd_total,train_kd_spatial,train_kd_count,region_mu_mean,region_dispersion_mean,region_dispersion_p10,region_dispersion_p50,region_dispersion_p90,region_weight_mean,region_weight_std,region_weight_min,region_weight_max,solver_weight_mean,solver_weight_std,weight_clip_low_fraction,weight_clip_high_fraction,solver_energy_before,solver_energy_after,solver_energy_reduction,weight_mean_16,weight_mean_32,weight_mean_64,weight_mean_64_32,weight_mean_128,scale_pi_16,scale_pi_32,scale_pi_64,scale_pi_64_32,scale_pi_128,val_mae,val_rmse,val_nae,val_bias,val_game0,val_game1,val_game2,val_game3,val_mae_sparse,val_mae_moderate,val_mae_dense,pearson_rate_var_error,spearman_rate_var_error,spearman_weight_error,spearman_pred_weight_error,spearman_rate_var_error_16,spearman_rate_var_error_32,spearman_rate_var_error_64,spearman_rate_var_error_128,mean_std_residual,coverage_50,coverage_80,coverage_95,calib_gap_50,calib_gap_80,calib_gap_95,dispersion_sat_low_fraction,dispersion_sat_high_fraction,solver_help_fraction,solver_harm_fraction,energy_monotonic_fraction,mae_reg_y0,mae_reg_y1,mae_reg_y2,curvature_alpha,effective_curvature
1,1.0000000000000002e-06,1e-05,0.0,25.12678486592061,19.089908084353887,3.7887094858530403,3.7887094858530403,3.7887094858530403,0.0,0.0,0.3332926518208272,5.860727671030405,0.1732767208202465,4.100478301177153,0.0779224022014721,0.00027789928119730304,0.0,0.6589763744457348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.126462697982788,49.99722671508789,50.00431823730469,50.00431823730469,50.00431823730469,1.0,0.007460900116711855,0.9022935032844543,1.017256498336792,0.3327064514160156,0.0026403863448649645,0.0,0.0,0.0,0.0,0.0,,0.33257606625556946,0.3328566551208496,,0.3345744013786316,,0.3325759768486023,0.3328589200973511,,0.33456510305404663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2.0000000000000003e-06,2e-05,0.0,25.718848975929053,19.64442897487331,3.7828595960462414,3.7828595960462414,3.7828595960462414,0.0,0.0,0.33263776109025284,6.085138681772593,0.17325008237684095,4.088753365181588,0.08043130668433937,0.000275416551409541,0.0,0.6575814324456293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.132972002029419,49.89327621459961,49.80937194824219,49.9067497253418,49.9067497253418,1.0,0.006047691218554974,0.957697868347168,1.0142626762390137,0.33150210976600647,0.0026739477179944515,0.0,0.0,0.0,0.0,0.0,,0.3311629295349121,0.3317228853702545,,0.33714058995246887,,0.33116453886032104,0.3317359387874603,,0.33709949254989624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3e-06,3e-05,0.0,23.863739838471282,17.891042348500843,3.8059700630806588,3.8059700630806588,3.8059700630806588,0.0,0.0,0.3318390975127349,5.666856507997255,0.17319967940046982,3.899350965345228,0.07580468461320207,0.0002748380994071832,0.0,0.6460068676922772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1409289836883545,49.67385482788086,49.61518478393555,49.71218490600586,49.71218490600586,1.0,0.005387445911765099,0.9565912485122681,1.0140467882156372,0.3299106955528259,0.003340402850881219,0.0,0.0,0.0,0.0,0.0,,0.32927942276000977,0.33031073212623596,,0.3404548764228821,,0.3292871117591858,0.33033841848373413,,0.3403744697570801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.000000000000001e-06,4e-05,0.0,25.78707473342483,19.73481544288429,3.7696219779349662,3.7696219779349662,3.7696219779349662,0.0,0.0,0.33236173681310704,6.072636372334248,0.17314267802882838,4.055540754988387,0.08145102294715675,0.00026702311997478073,0.0,0.6547951569428315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.149261951446533,49.524505615234375,49.421749114990234,49.518367767333984,49.61518478393555,1.0,0.00518675846979022,0.9267506003379822,1.0117815732955933,0.3275904655456543,0.004592183046042919,0.0,0.0,0.0,0.0,0.0,,0.3264428973197937,0.32872897386550903,,0.3448687791824341,,0.3264578580856323,0.32876870036125183,,0.34477347135543823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5e-06,5e-05,0.0,24.17554370777027,18.213410248627532,3.8045295509132178,3.8045295509132178,3.8045295509132178,0.0,0.0,0.332306449477737,5.673059411951013,0.1730520403062975,3.843784641575169,0.07731050414008063,0.00026431216581447706,0.0,0.6415518683356207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1617510318756104,49.188682556152344,49.037147521972656,49.22907257080078,49.3253173828125,1.0,0.0038461999502032995,0.9760428667068481,1.0113449096679688,0.3249794840812683,0.005987229757010937,0.0,0.0,0.0,0.0,0.0,,0.32326990365982056,0.3268425464630127,,0.34995394945144653,,0.32329845428466797,0.32690173387527466,,0.34979984164237976,250.74346655541723,371.0362743805324,0.697338978739161,-99.06559568971068,250.74346724943166,325.69858893258214,392.4516558072587,430.846482475074,207.58728190830774,152.19354156375854,533.6789799565854,0.037322226834137745,0.252685931945756,0.2824942215687002,0.29982159728658453,0.0,0.33902206480873265,0.2950605177500425,0.1716430800760687,1.390759747392352,0.7363599721519914,0.7827122494595288,0.8313913011615551,0.23635997215199145,-0.01728775054047127,-0.11860869883844483,0.0,0.0,0.554945054945055,0.44505494505494503,1.0,2.333830271775906,2.275650076158754,2.2327002431010152,-8.000380516052246,0.0003352788044139743
6,6e-06,6e-05,0.05,25.100135597022803,19.090579471072637,3.769421964078336,3.769421964078336,3.7698446737753377,0.0,0.0,0.3350638312262458,5.898547198321368,0.17294513857042468,4.01145110259185,0.08200941214690337,0.0002456165950846028,0.0,0.6452892922066353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1871156692504883,48.697696685791016,48.46584701538086,48.75066375732422,48.94146728515625,1.0,0.0044093746691942215,0.9730237722396851,1.022314190864563,0.3280610144138336,0.0038830272387713194,0.0,0.0,1.6525551080703735,1.19449782371521,0.2771812462520659,,0.32705092430114746,0.3288843631744385,,0.3440903425216675,,0.3270677924156189,0.3289371132850647,,0.3439950942993164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7e-06,7e-05,0.1,25.11082664695946,19.106060955975508,3.7996463260135136,3.7996463260135136,3.800602268528294,0.0,0.0,0.33301343144597234,5.795763582796664,0.1728175266368969,3.945943059148015,0.08110831879280708,0.00023440427675440505,0.0,0.6479304030134871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2021420001983643,47.986473083496094,47.43569564819336,47.99485397338867,48.46584701538086,1.0000001192092896,0.006538053508847952,0.9660775065422058,1.0357770919799805,0.3317926526069641,0.0025180408265441656,0.0,0.0,1.5855014324188232,0.887779951095581,0.4400636083051695,,0.331609308719635,0.33145448565483093,,0.33694154024124146,,0.3315961956977844,0.33146587014198303,,0.33693796396255493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.000000000000001e-06,8e-05,0.15,25.99509574271537,19.913427404455238,3.74997649321685,3.74997649321685,3.751506908519848,0.0,0.0,0.3369649165385478,6.113942739125845,0.17269773741026181,4.234214576514992,0.08560462255735656,0.00023438169847469071,0.0,0.6693959107270112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2324602603912354,46.76786804199219,46.066139221191406,46.883052825927734,47.343135833740234,1.0,0.013164516538381577,0.9520373344421387,1.0925195217132568,0.34135815501213074,0.007811575662344694,0.0,0.0,1.6469911336898804,0.7630835771560669,0.5366802154869696,,0.34251508116722107,0.3420800268650055,,0.3153541684150696,,0.34243714809417725,0.342029333114624,,0.31553348898887634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9e-06,9e-05,0.2,24.955249683277028,19.0071460620777,3.791855270798142,3.791855270798142,3.7934722900390625,0.0,0.0,0.3338063987525734,5.672423491606841,0.17239658252612963,3.8157950736380912,0.08021072439245276,0.0002416361224006962,0.0,0.6864341014140362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2595181465148926,45.245140075683594,44.04254913330078,45.35194778442383,46.24643325805664,1.0,0.030932847410440445,0.8878329396247864,1.2106355428695679,0.3472732901573181,0.015780016779899597,0.0,0.0,1.417495846748352,0.6089174747467041,0.5704273306031032,,0.3495721220970154,0.34701836109161377,,0.30335941910743713,,0.34942111372947693,0.3469267785549164,,0.3036521077156067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1e-05,0.0001,0.25,25.00892432960304,19.129580935916387,3.7547524941934123,3.7547524941934123,3.7542341077649914,0.0,0.0,0.33260061934187607,5.644417840081292,0.17230515866666227,3.688932264173353,0.0788776294605152,0.00025268555996385783,0.0,0.6982412596006651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3872647285461426,42.687068939208984,39.789127349853516,43.19069290161133,44.823577880859375,1.0,0.0901411920785904,0.8210115432739258,1.6086961030960083,0.35180145502090454,0.039527177810668945,0.0,0.0,1.1901209354400635,0.4820283055305481,0.5949753582375966,,0.3545885980129242,0.35278061032295227,,0.2926439046859741,,0.3540099561214447,0.3520742654800415,,0.2939158082008362,250.82631205464457,370.82979293362837,0.6993841596817795,-97.79004476358602,250.8263123448539,325.97921322711636,392.87719143268777,431.35960582343756,208.47120448521204,152.7613297100215,532.279974564262,0.03611196788644479,0.24168861468431935,0.2746095055625536,0.27681697522604015,0.0,0.32303267729487034,0.2567915484957579,0.11823917332939851,1.387618071530543,0.7253123740427248,0.7731303360082078,0.8324722435967902,0.22531237404272475,-0.026869663991792248,-0.11752775640320978,0.0,0.0,0.554945054945055,0.44505494505494503,1.0,2.3357180792551775,2.277078772311682,2.2339902841127834,-7.999913692474365,0.0003354353248141706
