epoch,loss,root_magnitude,root_to_64,64_to_32,32_to_16,16_to_8,16_to_8_dense,8_to_4,flat_16,multinomial_tree,deterministic_alloc,exact_regression,tree_root_64_active_parents_per_image,tree_root_64_zero_parent_fraction,tree_root_64_nll_per_active_parent,tree_root_64_parent_0_count,tree_root_64_parent_0_mean_nll,tree_root_64_parent_0_mean_prob_l1,tree_root_64_parent_1_count,tree_root_64_parent_1_mean_nll,tree_root_64_parent_1_mean_prob_l1,tree_root_64_parent_2_4_count,tree_root_64_parent_2_4_mean_nll,tree_root_64_parent_2_4_mean_prob_l1,tree_root_64_parent_5_9_count,tree_root_64_parent_5_9_mean_nll,tree_root_64_parent_5_9_mean_prob_l1,tree_root_64_parent_ge10_count,tree_root_64_parent_ge10_mean_nll,tree_root_64_parent_ge10_mean_prob_l1,tree_64_32_active_parents_per_image,tree_64_32_zero_parent_fraction,tree_64_32_nll_per_active_parent,tree_64_32_parent_0_count,tree_64_32_parent_0_mean_nll,tree_64_32_parent_0_mean_prob_l1,tree_64_32_parent_1_count,tree_64_32_parent_1_mean_nll,tree_64_32_parent_1_mean_prob_l1,tree_64_32_parent_2_4_count,tree_64_32_parent_2_4_mean_nll,tree_64_32_parent_2_4_mean_prob_l1,tree_64_32_parent_5_9_count,tree_64_32_parent_5_9_mean_nll,tree_64_32_parent_5_9_mean_prob_l1,tree_64_32_parent_ge10_count,tree_64_32_parent_ge10_mean_nll,tree_64_32_parent_ge10_mean_prob_l1,tree_32_16_active_parents_per_image,tree_32_16_zero_parent_fraction,tree_32_16_nll_per_active_parent,tree_32_16_parent_0_count,tree_32_16_parent_0_mean_nll,tree_32_16_parent_0_mean_prob_l1,tree_32_16_parent_1_count,tree_32_16_parent_1_mean_nll,tree_32_16_parent_1_mean_prob_l1,tree_32_16_parent_2_4_count,tree_32_16_parent_2_4_mean_nll,tree_32_16_parent_2_4_mean_prob_l1,tree_32_16_parent_5_9_count,tree_32_16_parent_5_9_mean_nll,tree_32_16_parent_5_9_mean_prob_l1,tree_32_16_parent_ge10_count,tree_32_16_parent_ge10_mean_nll,tree_32_16_parent_ge10_mean_prob_l1,grad_root_magnitude,grad_root_to_64,grad_64_to_32,grad_32_to_16,grad_total_pre_clip,grad_total_post_clip,grad_pre_clip_p50,grad_pre_clip_p95,grad_pre_clip_max,grad_backbone,grad_task,clip_fraction,amp_scale_start,amp_scale_end,amp_skipped_steps,lr,lr_backbone,lr_task
11,174.5612030029297,20.42228126525879,33.946388244628906,44.47099304199219,75.72154998779297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9652777777777778,0.03472222222222221,35.16747728526163,10.0,0.0,0.9999999940395355,2.0,2.776398539543152,1.8754748106002808,10.0,6.9050370216369625,1.6114418029785156,16.0,11.55393123626709,1.23255555331707,250.0,38.06837048339844,0.6622824592590332,11.944444444444445,0.2534722222222222,3.723152621956759,1168.0,0.0,1.0,662.0,1.3860781689785038,1.4998402033687719,1128.0,2.640901545260815,0.8335659115027029,756.0,4.088420262412419,0.5017740600323551,894.0,6.510378681839979,0.3920078378929121,32.302083333333336,0.49527994791666663,2.3441693928117946,9129.0,0.0,1.0,4032.0,1.3849156092083643,1.4992591010199652,3780.0,2.53556553270451,0.8543514796665737,1084.0,3.920202628272926,0.4920786526810199,407.0,5.871967667150849,0.3850153098821054,nan,nan,nan,nan,115.48188633388943,115.48188633388943,104.95747375488281,191.8231964111328,268.31982421875,109.58879237704807,32.37080298529731,0.0,256.0,256.0,0,4.4000000000000006e-05,4.4e-06,4.4000000000000006e-05
12,171.3108673095703,19.948749542236328,33.71446990966797,43.35641098022461,74.29125213623047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9652777777777778,0.03472222222222221,34.9272188694357,10.0,0.0,1.0,1.0,2.7529637813568115,1.8725221157073975,15.0,6.703593953450521,1.6407538414001466,11.0,11.317411596124822,1.3709885640577837,251.0,37.77676707719902,0.6754186922810467,11.756944444444445,0.2651909722222222,3.687727556944034,1222.0,0.0,1.0,654.0,1.3834517548937317,1.4985218631382746,1111.0,2.627261809890706,0.8212501017710414,751.0,4.144478027099934,0.5188236414354428,870.0,6.379858819369612,0.37347204219335794,31.80902777777778,0.5029839409722222,2.3355399486657094,9271.0,0.0,1.0,3965.0,1.3841311287609355,1.4988589350542836,3633.0,2.522186976505514,0.8410454856899859,1152.0,3.896300845675998,0.46533418115642333,411.0,5.48943463903274,0.35717008888286395,nan,nan,nan,nan,120.45361031426324,120.45361031426324,107.41499328613281,225.03121948242188,257.8865051269531,114.06880272759332,33.04606522454156,0.0,256.0,256.0,0,4.8e-05,4.800000000000001e-06,4.8e-05
13,173.90890502929688,20.250146865844727,34.138572692871094,43.74885940551758,75.77130889892578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9652777777777778,0.03472222222222221,35.366578795069415,10.0,0.0,0.9999999880790711,1.0,2.761159658432007,1.8735628128051758,7.0,6.58541032246181,1.6230531590325492,14.0,12.411052908216204,1.2555402857916695,256.0,37.53630888462067,0.6603020001202822,12.01736111111111,0.24891493055555558,3.6404712658264637,1147.0,0.0,1.0,645.0,1.3826693216959636,1.4981121920800025,1199.0,2.645254400792571,0.8109923578283009,807.0,4.055595936828387,0.49065625121011464,810.0,6.497930540861907,0.3599875149903474,32.729166666666664,0.48860677083333337,2.315100372204375,9006.0,0.0,1.0,4240.0,1.3835106039946934,1.4985322628381117,3668.0,2.502743299810811,0.8611147557116127,1044.0,3.927059378203761,0.48924037414492316,474.0,5.645862921380796,0.33791599759069674,nan,nan,nan,nan,103.40757772657606,103.40757772657606,96.92298889160156,173.95364379882812,182.39822387695312,94.10067982143826,38.44440237681071,0.0,256.0,256.0,0,5.2000000000000004e-05,5.2e-06,5.2000000000000004e-05
14,166.5902862548828,21.5567626953125,32.44929504394531,41.32070541381836,71.26350402832031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.05555555555555558,34.358079573687384,16.0,0.0,0.9999999850988388,2.0,2.7443047761917114,1.871413230895996,11.0,7.047132535414263,1.6116954630071467,12.0,12.157207250595093,1.3175390561421711,247.0,36.908922573815474,0.6731649391081652,11.4375,0.28515625,3.6127393637994745,1314.0,0.0,1.0,694.0,1.3826036425763661,1.498055878565016,1078.0,2.6268213091622035,0.8265187311260952,721.0,4.028804868997053,0.4975908864057014,801.0,6.497321653901861,0.360925420244386,30.510416666666668,0.5232747395833333,2.335710516178908,9645.0,0.0,1.0,3923.0,1.3822351825683967,1.4978721787848706,3279.0,2.503300961433078,0.8454947138603376,1120.0,3.9112939698355538,0.4742902534348624,465.0,5.40302494008054,0.3419496156836069,nan,nan,nan,nan,111.73197280036078,111.73197280036078,100.21147918701172,232.11672973632812,288.9906921386719,101.29163890414767,41.034420543246796,0.0,256.0,256.0,0,5.6000000000000006e-05,5.600000000000001e-06,5.6000000000000006e-05
15,171.86370849609375,20.836055755615234,33.11193084716797,42.8591423034668,75.05657958984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9548611111111112,0.04513888888888884,34.677225674715906,13.0,0.0,0.9999999633202186,4.0,2.7632678747177124,1.8738195300102234,9.0,5.997785356309679,1.6629973120159574,15.0,12.410267893473307,1.229770580927531,247.0,37.59129475581984,0.6498063334569275,11.649305555555555,0.2719184027777778,3.679115370453381,1253.0,0.0,1.0,637.0,1.3801201351770613,1.4967703138078963,1070.0,2.608518040737259,0.8217438492819528,767.0,4.034262745445679,0.49558617891513074,881.0,6.332465077637273,0.357760847764984,31.9375,0.5009765625,2.3501079482186173,9234.0,0.0,1.0,3984.0,1.3815532669006103,1.497490388801299,3542.0,2.5126615811848225,0.8333227781169769,1252.0,3.93341064453125,0.47740956464895423,420.0,5.446923060644241,0.3489828132447742,nan,nan,nan,nan,84.22151268853082,84.22151268853082,78.36761474609375,133.50001525878906,136.43113708496094,69.13792483011882,45.84628857506646,0.0,256.0,256.0,0,6e-05,6e-06,6e-05
16,173.55279541015625,19.971332550048828,33.66217041015625,43.662567138671875,76.25672149658203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9548611111111112,0.04513888888888884,35.253476451526986,13.0,0.0,0.9999999679051913,0.0,0.0,0.0,10.0,6.35382342338562,1.6638264298439025,19.0,11.742047209488717,1.3186943029102527,246.0,38.244182679711315,0.618420298506574,11.909722222222221,0.25564236111111116,3.6661277748752963,1178.0,0.0,1.0,587.0,1.3788167800773348,1.4960451402290513,1190.0,2.6018911986791786,0.8347291738045316,803.0,4.028572215535127,0.47725788475122133,850.0,6.393245714973001,0.36365315269021425,32.760416666666664,0.48811848958333337,2.327709061744419,8997.0,0.0,1.0,4145.0,1.3812489287557015,1.4972961941156513,3730.0,2.5002831016724616,0.8422428345871994,1119.0,3.948501484643358,0.4881120908462756,441.0,5.6513130681044395,0.3596100224659286,nan,nan,nan,nan,136.80304294162326,136.80304294162326,130.03326416015625,255.67430114746094,280.812744140625,123.42941729227702,52.2458291583591,0.0,256.0,256.0,0,6.400000000000001e-05,6.4000000000000006e-06,6.400000000000001e-05
17,170.69073486328125,18.98716163635254,33.36014175415039,43.22743225097656,75.11599731445312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9756944444444444,0.02430555555555558,34.19117590201707,7.0,0.0,1.0000000170298986,4.0,2.753590166568756,1.872599571943283,10.0,6.206106376647949,1.6685307383537293,13.0,12.12024057828463,1.1754640891001775,254.0,36.91764567217489,0.6247429866490402,11.98263888888889,0.2510850694444444,3.607505132895696,1157.0,0.0,1.0,705.0,1.377194695438899,1.4951305903441516,1073.0,2.620052142112142,0.8099004704598946,802.0,4.013462865739094,0.47380476996785686,871.0,6.255413051040247,0.35630479608967164,32.520833333333336,0.49186197916666663,2.309780670693866,9066.0,0.0,1.0,4050.0,1.379710248782311,1.4964532621407214,3774.0,2.4992254648375396,0.8447849554679479,1194.0,3.873273386228424,0.46700269612834683,348.0,5.714982827504476,0.36785214745450295,nan,nan,nan,nan,150.6747792561849,150.6747792561849,131.2918701171875,285.0791320800781,303.22015380859375,138.35644234551324,53.40399222903781,0.0,256.0,256.0,0,6.800000000000001e-05,6.800000000000001e-06,6.800000000000001e-05
18,171.1414794921875,18.299354553222656,33.477169036865234,43.624237060546875,75.74070739746094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9618055555555556,0.03819444444444442,34.80658597980596,11.0,0.0,0.9999999783255837,4.0,2.7707290649414062,1.8747317492961884,5.0,5.901604652404785,1.6671277284622192,9.0,11.524381743537056,1.232828179995219,259.0,36.66839316821006,0.6180767552732961,12.17013888888889,0.23936631944444442,3.5845311664140516,1103.0,0.0,1.0,660.0,1.375483223886201,1.4941766334302498,1193.0,2.5884327596710794,0.8358280121130995,791.0,4.0257423005423565,0.47832654068051034,861.0,6.252729551025107,0.3455377405944186,32.91319444444444,0.4857313368055556,2.3012261389176896,8953.0,0.0,1.0,4153.0,1.377214346797731,1.495100154091357,3764.0,2.5016186802344165,0.8478343671743979,1163.0,3.8574706952528817,0.472781283836988,399.0,5.4922808692568825,0.33799385703297186,nan,nan,nan,nan,141.36359871758356,141.36359871758356,131.2845458984375,226.1213836669922,272.9332275390625,124.52433353000217,60.14016024271647,0.0,256.0,256.0,0,7.2e-05,7.2000000000000005e-06,7.2e-05
19,174.1534881591797,19.017663955688477,33.969703674316406,43.92368698120117,77.24243927001953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96875,0.03125,35.065496191756274,9.0,0.0,1.0000000066227384,2.0,2.7465018033981323,1.8716216683387756,4.0,7.310892939567566,1.6095631122589111,12.0,11.468463897705078,1.2308269143104553,261.0,36.8234300869178,0.6285256042334312,12.09375,0.244140625,3.6319330540190746,1125.0,0.0,1.0,681.0,1.3693596536017374,1.4908679088306847,1148.0,2.5903612263111286,0.8097032686559166,771.0,3.9886096355670775,0.46599276551322094,883.0,6.419633150370718,0.3481653122777712,32.892361111111114,0.48605685763888884,2.3483397432381836,8959.0,0.0,1.0,4158.0,1.3761499321420585,1.4944336135666092,3702.0,2.5028707214718184,0.8522833809216303,1064.0,3.879988193511963,0.46966752432342757,549.0,5.701012515848017,0.3570794780180537,nan,nan,nan,nan,162.8833440144857,162.8833440144857,141.67288208007812,252.04733276367188,313.8953857421875,144.77109569973416,70.35384390089247,0.0,256.0,256.0,0,7.6e-05,7.600000000000001e-06,7.6e-05
20,168.43104553222656,20.887378692626953,31.973724365234375,41.947566986083984,73.62237548828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9479166666666666,0.05208333333333337,33.7305187183422,15.0,0.0,0.9999999880790711,3.0,2.7451961040496826,1.8714487155278523,12.0,6.977949142456055,1.6329645415147145,12.0,11.488542000452677,1.3875293831030528,246.0,36.49836681334953,0.5837362122729541,11.65625,0.271484375,3.5987188198895264,1251.0,0.0,1.0,619.0,1.3666005943433919,1.489062843877395,1199.0,2.5986784043363773,0.8075454734185022,715.0,3.9966068721317747,0.46777694075257625,824.0,6.385417456765777,0.33203516191649207,31.680555555555557,0.5049913194444444,2.3238976933045743,9308.0,0.0,1.0,4099.0,1.3703932677225008,1.4912679634550252,3422.0,2.4891317602767367,0.8434493768849197,1094.0,3.837142916440528,0.45878521485128176,509.0,5.6392082446684775,0.3267176299994493,nan,nan,nan,nan,192.9779370625814,187.1312641567654,183.4403076171875,331.3776550292969,605.2401123046875,174.42063246832953,75.74580913119846,0.05555555555555555,256.0,256.0,0,8e-05,8.000000000000001e-06,8e-05
