epoch,lr_backbone,lr_main,solver_strength,train_total,train_count,train_flat_dm16,train_cell,train_region_nb,region_mu_mean,region_dispersion_mean,region_dispersion_p10,region_dispersion_p50,region_dispersion_p90,region_weight_mean,region_weight_std,region_weight_min,region_weight_max,solver_weight_mean,solver_weight_std,weight_clip_low_fraction,weight_clip_high_fraction,solver_energy_before,solver_energy_after,solver_energy_reduction,weight_mean_32,weight_mean_64,weight_mean_128,val_mae,val_rmse,val_nae,val_bias,val_game0,val_game1,val_game2,val_game3,val_mae_sparse,val_mae_moderate,val_mae_dense,pearson_rate_var_error,spearman_rate_var_error,spearman_weight_error,spearman_pred_weight_error,spearman_rate_var_error_32,spearman_rate_var_error_64,spearman_rate_var_error_128,mean_std_residual,coverage_50,coverage_80,coverage_95,calib_gap_50,calib_gap_80,calib_gap_95,dispersion_sat_low_fraction,dispersion_sat_high_fraction,solver_help_fraction,solver_harm_fraction,energy_monotonic_fraction,mae_reg_y0,mae_reg_y1,mae_reg_y2
11,9.999376947588288e-06,9.999376947588288e-05,0.3,13.489041431530103,9.242499338613975,3.632916289406854,0.23551246604403933,2.7737390995025635,2.5014684812442676,34.13027742746714,13.858603477478027,38.11565017700195,43.529441833496094,1.0097827454427848,0.3287624219723102,0.25,2.8440098762512207,1.0,0.0,0.06159590764853923,0.0,84.98805009996569,32.10883552963669,0.6221958793987008,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9.999102812725971e-06,9.999102812725972e-05,0.35,13.353528950665448,9.103852774645832,3.6756294482463114,0.23088375982400533,2.581628838100949,2.67657136594927,30.051853128381676,10.584334373474121,33.31005859375,39.94485855102539,1.0122596712162777,0.36053489569677116,0.25,3.2447173595428467,1.0,0.0,0.07549786628733997,0.0,107.33285053356273,33.02205232671789,0.6923397434936104,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,9.998778841621001e-06,9.998778841621002e-05,0.4,12.413356523256045,8.228925395656276,3.6319984100960396,0.23089687365132408,2.4735418590339453,2.5776715633031486,26.1651753606023,9.195829391479492,28.547304153442383,36.1577262878418,1.0123463370170904,0.37945898588342725,0.25,3.377227544784546,1.0,0.0,0.0766987635408688,0.0,98.69777354678592,25.704115461658787,0.7395674234791709,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,9.998405037503059e-06,9.998405037503059e-05,0.45,12.71693688469964,8.55093408275295,3.617983424985731,0.2283288453881805,2.4546849179912256,2.7030999338304675,22.58051805238466,7.638514518737793,24.322608947753906,32.28521728515625,1.0142443942878894,0.4063519026899086,0.25,4.0,1.0,0.0,0.08735638472480578,5.47105810263705e-06,110.66467058336413,23.154894442171663,0.7907652521792943,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,9.997981404098609e-06,9.997981404098608e-05,0.5,11.974883491928512,7.82860093503385,3.6224748443912818,0.22998163224877538,2.3315612560993917,2.4558816954896256,19.464447176134264,7.224940776824951,20.481689453125,28.547304153442383,1.0134115844847584,0.41433086830234805,0.25,4.0,1.0,0.0,0.08405733668891564,1.3677645256592625e-05,82.21038024489944,13.840206268671396,0.8316489203985883,1.0,1.0,1.0,170.20521293891656,268.4981215704788,0.40239976945953077,56.83756725604717,170.20521254484117,198.11040202589413,234.90728435535146,276.842890590504,48.01073292323521,109.2694189086441,359.685186634893,0.6527842555181139,0.6988910538892689,0.0,-0.5408997325282608,0.7366536661408627,0.6078032512726171,0.5840238206458216,0.8954114596146622,0.7884074306616581,0.9115546403063466,0.9621823979291177,0.2884074306616581,0.11155464030634654,0.012182397929117794,0.006040787638135606,0.0,0.5989010989010989,0.4010989010989011,1.0,1.8442282532597636,1.4704487384348126,1.5021281343895
16,9.99750794563087e-06,9.99750794563087e-05,0.55,12.75065143688305,8.60837205680641,3.607984053122031,0.22789320510786934,2.3866095027408085,2.5811266093640715,16.29377676989581,5.960511684417725,16.814903259277344,24.850818634033203,1.015063830582719,0.43840488738019096,0.25,4.0,1.0,0.0,0.09232410548200022,8.75369296421928e-05,86.39893856564083,11.78445679432637,0.8636041485003518,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,9.996984666819766e-06,9.996984666819766e-05,0.6,13.37292988235886,9.256541329461175,3.5839103621405526,0.22624683581493996,2.379583039799252,2.67352582312919,13.764204308793351,4.808150768280029,13.885697364807129,21.973642349243164,1.0167851132903354,0.4507603218941267,0.25,4.0,1.0,0.0,0.10123645913119597,4.650399387241493e-05,93.24132780126624,10.47987428871361,0.8876048364406574,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,9.996411572881886e-06,9.996411572881886e-05,0.65,13.10576547158731,9.009413654739792,3.573741629317,0.2249297121086636,2.3318883728336646,2.7279011365529655,10.990484495420713,3.580099582672119,10.709098815917969,18.503664016723633,1.0177082736682241,0.4751306473993858,0.25,4.0,1.0,0.0,0.10782908414487362,4.923952292373345e-05,93.1335986369365,9.016551069311193,0.9031869142686036,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,9.995788669530421e-06,9.995788669530421e-05,0.7,11.564285974244815,7.494760861267915,3.57226258355218,0.22664346203610702,2.203008207114967,2.533942805754172,9.017421026487607,2.8935959339141846,8.488157272338867,15.796140670776367,1.0173184082997955,0.4770105189863198,0.25,4.0,1.0,0.0,0.10703578071999124,0.00012856986541197066,73.6416108930433,5.869961999558114,0.9202901467203968,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,9.99511596297512e-06,9.99511596297512e-05,0.75,12.447432105605667,8.396413983525457,3.5508921726329907,0.22538616810296033,2.2188972814663037,2.5545618856275403,7.670304079313536,2.1725008487701416,7.02319860458374,13.96729850769043,1.0185773388075514,0.4872382159641994,0.25,4.0,1.0,0.0,0.11234544260860051,0.00010668563300142248,73.06303596496582,4.867976365862666,0.9333729251519621,1.0,1.0,1.0,161.7860810835283,249.5760846448405,0.3826514617450969,41.505350469232916,161.78608023400568,182.81770686492814,212.75546090036357,249.96445312411822,34.396694728306365,106.9515160848928,334.94661563375723,0.5976220135281003,0.729153277754954,0.0,-0.5916392591707351,0.7547286595826729,0.6466395165882949,0.6284812719385029,0.8386099313844859,0.8201371016648059,0.9297820044957689,0.9714332245462981,0.3201371016648059,0.12978200449576882,0.021433224546298146,0.016517343424884444,0.0,0.6428571428571429,0.35714285714285715,1.0,1.8138355992652557,1.3847620781961378,1.4032649663123455
21,9.994393459922219e-06,9.994393459922218e-05,0.8,12.547950332229203,8.487575762980693,3.565212939236615,0.22321989528230718,2.19678410968265,2.6156779173258187,6.45282878102483,1.6390891075134277,5.665386199951172,12.35019588470459,1.019346101548462,0.5002465939412217,0.25,4.0,1.0,0.0,0.11721194879089616,4.103293576977788e-05,80.70809317923882,4.5795583596100675,0.9432577554590511,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,9.993621167574379e-06,9.993621167574379e-05,0.85,12.232528660748455,8.192653166281211,3.5526730434314624,0.2259239147643785,2.1536078034220516,2.545664581092628,5.30815061363014,1.1631397008895874,4.494838237762451,10.563681602478027,1.0195114339637326,0.5096651586719587,0.25,4.0,1.0,0.0,0.1206423022212496,0.0001203632782580151,65.91455096167488,3.368953034684465,0.9488890846477389,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,9.99279909363061e-06,9.99279909363061e-05,0.9,12.10348518474682,8.080977272342992,3.5395399042077966,0.22334273884425293,2.1356622496166744,2.575644338453138,4.508457042075492,0.820772111415863,3.6507108211517334,9.37720012664795,1.0200946257252905,0.5212122028778043,0.25,4.0,1.0,0.0,0.12361035124193019,0.0004267425320056899,64.79068632383604,2.9665152349987545,0.9542138630825494,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,9.991927246286197e-06,9.991927246286197e-05,0.95,12.013131115887616,8.008000128978008,3.5264708415882007,0.225336618117384,2.111629927480543,2.5137399725011877,3.940649548092404,0.5901705026626587,3.0324623584747314,8.571455001831055,1.0207599381916939,0.5267389081727768,0.25,4.0,1.0,0.0,0.1266276397855345,0.0001422475106685633,56.086254532272754,2.287508682624714,0.9592144509969293,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,9.991005634232623e-06,9.991005634232621e-05,1.0,11.772263088741818,7.777190479072365,3.52373371897517,0.22746204000872536,2.072366840130574,2.398555394765493,3.586727947802157,0.4998939335346222,2.595069408416748,8.099455833435059,1.0202654242983518,0.5351363251451583,0.25,4.0,1.0,0.0,0.1276726118831382,0.00032279242805558595,41.073351782721446,1.4303527224708248,0.9651756513557158,1.0,1.0,1.0,160.198211648962,243.30284908686957,0.3976713666287113,46.73440050816798,160.19821218163563,178.9608379974611,203.90349202094353,237.5326531343569,37.50798143659319,110.06945821481158,319.4469247900921,0.5426156416201426,0.7426462284361075,0.0,-0.6148125414595702,0.756116705928659,0.6760704202647174,0.6579486749741417,0.7414220677998123,0.8442595374372404,0.9452129061567176,0.9795183227224902,0.34425953743724036,0.14521290615671756,0.02951832272249022,0.14504961845965272,0.0,0.6318681318681318,0.36813186813186816,1.0,1.7459009417465754,1.3318537802814128,1.3378977041978102
26,9.990034266657468e-06,9.990034266657467e-05,1.0,12.220168809632998,8.214733884141252,3.5335783314060523,0.22638636142820925,2.0763008304544397,2.4870395853712752,3.367857655963382,0.4998939335346222,2.3848605155944824,7.713475227355957,1.020861148256623,0.5505919418325709,0.25,4.0,1.0,0.0,0.13190173979647662,0.0003610898347740453,44.19690003266206,1.5752747316618223,0.9643578004227067,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,9.989013153244333e-06,9.989013153244334e-05,1.0,12.695854341661608,8.719351252994022,3.5027124366244755,0.22722818239315137,2.084918727745881,2.429356929418203,3.0807666971876815,0.4998939335346222,2.0689697265625,7.224940776824951,1.0206554441858218,0.5511029729440401,0.25,4.0,1.0,0.0,0.13068716489769122,0.00037750300908195644,38.33724320901407,1.3816881139536161,0.9639596382447044,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,9.987942304172738e-06,9.987942304172738e-05,1.0,12.265017148610708,8.27699426702551,3.521542684451954,0.2273489800659386,2.048215273264292,2.415407077686207,2.8690340067889237,0.4998939335346222,1.8555183410644531,6.81376838684082,1.0208953596564323,0.5535552757369878,0.25,4.0,1.0,0.0,0.13299868694605538,0.00045683335157019366,35.40309540001122,1.19711970396944,0.9661860159276056,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,9.986821730118016e-06,9.986821730118016e-05,1.0,12.375929884008459,8.375889907012114,3.532298049411258,0.228630785603781,2.0529210921880363,2.282772350955654,2.7633249759674072,0.4998939335346222,1.7473589181900024,6.636456489562988,1.0199500210932138,0.5524367219232328,0.25,4.0,1.0,0.0,0.12853156800525223,0.00024893314366998575,26.174536009092588,0.9976349223304439,0.9618852872125839,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,9.98565144225121e-06,9.98565144225121e-05,1.0,12.468606433352909,8.499437216165903,3.499223773543899,0.2287753308947022,2.0637585375760055,2.359825350142814,2.651207582370655,0.4998939335346222,1.606209397315979,6.457448959350586,1.0205302718077445,0.5629262093026282,0.25,4.0,1.0,0.0,0.13138746033482876,0.00024619761461866724,27.433186041342246,0.9496930918178043,0.9653815969320296,1.0,1.0,1.0,163.5385137285505,250.6779882772901,0.40199876119121375,23.266402988643435,163.53851547648247,179.83882770392816,203.10259490851243,235.03316535192673,29.92190224783761,112.31692581768183,327.5146250517472,0.4504280953767849,0.7429871369096371,0.0,-0.6237775156750585,0.7515834532976859,0.6872743362593908,0.6650143011629731,0.7385035896036025,0.8492117404282766,0.9465286364191565,0.9793383205367494,0.34921174042827663,0.14652863641915648,0.02933832053674945,0.2897949475100769,0.0,0.5934065934065934,0.4065934065934066,1.0,1.7103056825779297,1.3310189848090266,1.3318079842643424
31,9.984431452238968e-06,9.984431452238967e-05,1.0,12.145768603763065,8.201083840550604,3.479699875857379,0.23057531827204936,2.0367051040804065,2.3217249174375794,2.6711536742545463,0.4998939335346222,1.6438981294631958,6.4890570640563965,1.0195182052414955,0.5583906366744134,0.25,4.0,1.0,0.0,0.12949447423131633,0.00024346208556734873,23.342152157345332,0.9171847193627745,0.9607069342543827,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,9.983161772243409e-06,9.983161772243409e-05,1.0,12.77931801048485,8.833984619862324,3.4780752207781815,0.23050190025084727,2.0481634881045365,2.2667532482662716,2.6456696858277193,0.4998939335346222,1.6235566139221191,6.444849491119385,1.0192026501125053,0.5597459577188001,0.25,4.0,1.0,0.0,0.1286628733997155,0.0003173213699529489,20.675975696460622,0.8277908297809394,0.9599636388660175,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,9.981842414922026e-06,9.981842414922026e-05,1.0,13.100689836450526,9.156305867272454,3.473141386702254,0.2289013729707615,2.0700865017401204,2.421774464684564,2.5077236407511942,0.4998939335346222,1.504112720489502,6.1197638511657715,1.0207986683424655,0.571808325050813,0.25,4.0,1.0,0.0,0.13659590764853924,0.0005635189845716161,25.709343394717656,1.1053420248869303,0.9570062133475553,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,9.98047339342754e-06,9.98047339342754e-05,1.0,12.786482192374564,8.838570427250218,3.4829478843792065,0.22884661241157636,2.0387614127751945,2.3897724216048783,2.507947844427985,0.4998939335346222,1.5004448890686035,6.131728172302246,1.0199712243652217,0.5705646279371159,0.25,4.0,1.0,0.0,0.13335157019367547,0.00019969362074625233,23.696887557571,1.030385831723342,0.9565180942341037,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,9.979054721407776e-06,9.979054721407777e-05,1.0,13.778044520197687,9.834693290091849,3.4720508214589714,0.2303071299920211,2.068618619764173,2.2503889283618412,2.40390327814463,0.4998939335346222,1.4464911222457886,5.833819389343262,1.0196279554814833,0.5678687874243243,0.25,4.0,1.0,0.0,0.13382481671955357,0.0004759820549294233,16.981699492480303,0.7673789834654009,0.954811414263619,1.0,1.0,1.0,148.38260700938466,238.83280606131282,0.3654024260291311,0.31173521607786747,148.3826054043798,164.6887638395985,188.6007858186952,219.3966856158461,28.56378173828125,99.66918572714162,303.2252835812776,0.4179866823232211,0.7462983078089359,0.0,-0.6175263722198957,0.7557423851892772,0.6830313136576996,0.6653182486312594,0.6995760796833749,0.8511639069902992,0.9492093832567967,0.9819612095289728,0.3511639069902992,0.14920938325679667,0.031961209528972856,0.3290161380531049,0.0,0.6758241758241759,0.3241758241758242,1.0,1.684096057336409,1.2674134715900316,1.2650000597094442
36,9.97758641300553e-06,9.977586413005531e-05,1.0,12.402447700500488,8.479578830100394,3.4603890148369043,0.230470392349604,2.0243104245211625,2.263188468443381,2.3931359858126253,0.4998939335346222,1.4265010356903076,5.811075210571289,1.0193688819876436,0.5760787501832719,0.25,4.0,1.0,0.0,0.13290841448736185,0.00048692417113469747,16.587006401371312,0.7667090304799982,0.9537765277273534,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,9.976068482858423e-06,9.976068482858423e-05,1.0,12.564932359231484,8.652639943200189,3.4469299445281156,0.23038317142306147,2.038833270201812,2.326762682682759,2.4367135666512154,0.4998939335346222,1.4884049892425537,5.902586460113525,1.0189987965114842,0.5730139010248563,0.25,4.0,1.0,0.0,0.1308786519312835,0.0002626107889265784,17.9129676303348,0.8194278800809706,0.9542550460096123,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,9.974500946098757e-06,9.974500946098758e-05,1.0,13.09757356385927,9.174289664706668,3.4551926174679317,0.23081333331159642,2.051940357362902,2.2462667806728467,2.371385587228311,0.4998939335346222,1.4219807386398315,5.760225296020508,1.0181398050279316,0.5665175240526854,0.25,4.0,1.0,0.0,0.1277929751613962,0.0004923952292373345,15.641288190274626,0.726181555438686,0.9535727782389299,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,9.972883818353365e-06,9.972883818353364e-05,1.0,12.672993659973145,8.752229986964045,3.459342930767987,0.2307677844891677,2.0186437465049125,2.256476888785491,2.523899626087498,0.4998939335346222,1.58478581905365,6.072139263153076,1.016818349629833,0.558803201949104,0.25,4.0,1.0,0.0,0.12187876135244556,0.0003583543057227268,14.310591465718037,0.728365047557934,0.9491030787020382,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,9.97121711574345e-06,9.971217115743451e-05,1.0,12.78022678478344,8.882433865521405,3.439817087070362,0.22984645696910652,2.002571141397631,2.3726675252656677,2.5493178689802014,0.4998939335346222,1.6386889219284058,6.066212177276611,1.0179330869428125,0.5712237687168447,0.25,4.0,1.0,0.0,0.1283947915526863,0.0005006018163912901,16.34031053491541,0.8453047557457073,0.9482687459372643,1.0,1.0,1.0,173.1922675541469,258.54041991590555,0.45372543847253,37.00648219768818,173.19226576081994,188.87019082005577,209.82425626849385,239.3925582526204,40.83085414341518,125.46453777579374,327.1793770168139,0.41456307686066096,0.7468166378797737,0.0,-0.6309172192891273,0.7532485610803243,0.7092382866174083,0.6911487197480576,0.7182837674500555,0.8556639616338199,0.951260122444344,0.981438346037059,0.35566396163381986,0.15126012244434395,0.031438346037059084,0.29894505861856896,0.0,0.6868131868131868,0.3131868131868132,1.0,1.739130749152257,1.337978223359192,1.3367207105998153
41,9.96950085488444e-06,9.96950085488444e-05,1.0,12.237899032798973,8.343280044761864,3.440122249964121,0.23048416988269702,1.9843785472818323,2.230123474791243,2.582970580539188,0.4998939335346222,1.7052152156829834,6.084010124206543,1.016275493636204,0.5565175882668061,0.25,4.0,1.0,0.0,0.1191815297078455,0.00016686727213043002,12.703702810648325,0.7752590010295043,0.9389737769699967,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,9.967735052885798e-06,9.967735052885799e-05,1.0,12.580216433550861,8.722334861755371,3.394737436964705,0.23091892374528422,2.0270718561636434,2.1923151499516256,2.585675104244335,0.4998939335346222,1.7127254009246826,6.072139263153076,1.0156623632571788,0.5549417243352097,0.25,4.0,1.0,0.0,0.11587701061385272,0.00031185031185031187,13.214964885969419,0.7447572133025607,0.9436428912426937,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,9.965919727350872e-06,9.965919727350872e-05,1.0,12.821458919628247,8.923348388156375,3.436847280811619,0.23092997235220833,2.017653726242684,2.243287382899104,2.618372479000607,0.4998939335346222,1.7914186716079712,6.066212177276611,1.0152859896017883,0.5587871857968013,0.25,4.0,1.0,0.0,0.11594266331108437,0.0003392056023634971,13.168968909495586,0.8515421973692404,0.9353372155996792,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,9.964054896376708e-06,9.964054896376709e-05,1.0,12.5158099870424,8.650927002365524,3.406853095905201,0.22930523108791662,2.003518091665732,2.332411621067975,2.594802186295793,0.4998939335346222,1.7748757600784302,6.0190043449401855,1.0162609162631064,0.5636570933841614,0.25,4.0,1.0,0.0,0.12080096290622606,0.0003884451252872305,14.019584062937144,0.9076842657617621,0.9352559775178094,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,9.962140578553881e-06,9.96214057855388e-05,1.0,12.014995755376043,8.158963538504935,3.4067698878210946,0.23046414191658432,1.9582311688242733,2.215376219233951,2.568943790487341,0.4998939335346222,1.7800832986831665,5.931478500366211,1.015055878805503,0.5548787808718126,0.25,4.0,1.0,0.0,0.11518492176386913,0.0003419411314148156,12.137131871403875,0.8474494283263748,0.9301771260866797,1.0,1.0,1.0,150.5277215203086,241.78754563794908,0.3817324425704541,2.24486643403441,150.52772064977486,166.16670924964836,188.85621706473106,218.2983115311396,33.53817858014788,103.93827398433241,298.98349397078806,0.38022937416082814,0.7465582049765367,0.0,-0.6184602001751954,0.7570701668570997,0.6957665080090611,0.6881650143677076,0.7300480866111819,0.8527710693629851,0.948347944225037,0.9804804772629382,0.3527710693629851,0.14834794422503694,0.030480477262938233,0.2902513816239197,0.0,0.7472527472527473,0.25274725274725274,1.0,1.7681017878291372,1.2556451220106293,1.2517169959597536
46,9.96017679296629e-06,9.960176792966289e-05,1.0,12.73543254749195,8.859916635461756,3.4222023809278332,0.2300887929426657,1.9789567315900647,2.2118751777184977,2.6695264867834143,0.4998939335346222,1.8995206356048584,6.107822895050049,1.0144814131899467,0.5514495998187399,0.25,4.0,1.0,0.0,0.11111992559360981,0.000218842324105482,13.33543671788396,0.9602224101891389,0.9279946783518983,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
