epoch,loss,root_magnitude,root_to_64,64_to_32,32_to_16,16_to_8,16_to_8_dense,8_to_4,flat_16,multinomial_tree,deterministic_alloc,exact_regression,grad_root_magnitude,grad_flat_16,grad_total_pre_clip,grad_total_post_clip,grad_pre_clip_p50,grad_pre_clip_p95,grad_pre_clip_max,grad_backbone,grad_task,clip_fraction,amp_scale_start,amp_scale_end,amp_skipped_steps,amp_skip_fraction,overflow_gt_mean,overflow_gt_max,lr,lr_backbone,lr_task
307,589.16552734375,4.8369927406311035,0.0,0.0,0.0,0.0,0.0,0.0,584.3285522460938,0.0,0.0,0.0,nan,nan,1118.08644273546,500.0,1153.658447265625,1693.6502685546875,1814.776123046875,1116.2442186143662,56.72317589653863,1.0,32.0,32.0,0,0.0,nan,nan,9.217817362806612e-05,9.217817362806612e-06,9.217817362806612e-05
308,583.8699951171875,4.850607395172119,0.0,0.0,0.0,0.0,0.0,0.0,579.0193481445312,0.0,0.0,0.0,nan,nan,1210.1436326768662,500.0,1135.88037109375,1902.13818359375,2015.220947265625,1208.0461561414932,59.40858353508843,1.0,32.0,32.0,0,0.0,nan,nan,9.212408978558862e-05,9.212408978558862e-06,9.212408978558862e-05
309,598.98779296875,4.872049808502197,0.0,0.0,0.0,0.0,0.0,0.0,594.11572265625,0.0,0.0,0.0,nan,nan,1182.0586581759983,500.0,1152.134033203125,1704.0035400390625,1962.7471923828125,1180.335666232639,58.782415601942276,1.0,32.0,32.0,0,0.0,nan,nan,9.2069837531762e-05,9.206983753176201e-06,9.2069837531762e-05
310,588.5779418945312,4.93227481842041,0.0,0.0,0.0,0.0,0.0,0.0,583.6455688476562,0.0,0.0,0.0,nan,nan,1201.6126302083333,500.0,960.1904296875,2077.92724609375,2912.859619140625,1199.8454182942708,59.637715657552086,1.0,32.0,32.0,0,0.0,nan,nan,9.201541711269858e-05,9.201541711269858e-06,9.201541711269858e-05
311,585.7978515625,4.807138919830322,0.0,0.0,0.0,0.0,0.0,0.0,580.99072265625,0.0,0.0,0.0,nan,nan,1080.537573920356,499.49171278211804,904.6995849609375,1952.088623046875,3233.42138671875,1078.2372063530815,59.076165517171226,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.196082877527353e-05,9.196082877527352e-06,9.196082877527353e-05
312,592.6768798828125,4.978059768676758,0.0,0.0,0.0,0.0,0.0,0.0,587.6989135742188,0.0,0.0,0.0,nan,nan,1062.8242441813152,499.6114857991536,989.9957275390625,1839.416015625,2160.932373046875,1059.9902920193142,67.10942459106445,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.190607276712374e-05,9.190607276712374e-06,9.190607276712374e-05
313,598.7378540039062,4.865220069885254,0.0,0.0,0.0,0.0,0.0,0.0,593.8726806640625,0.0,0.0,0.0,nan,nan,1005.3934733072916,499.4403720431858,1040.8994140625,1364.7928466796875,1476.9716796875,1003.2473771837023,60.36969047122531,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.185114933664681e-05,9.185114933664681e-06,9.185114933664681e-05
314,587.5446166992188,4.775915145874023,0.0,0.0,0.0,0.0,0.0,0.0,582.7687377929688,0.0,0.0,0.0,nan,nan,914.4912906222874,500.0,872.5537109375,1479.9566650390625,1748.5565185546875,912.6960127088759,54.03586196899414,1.0,32.0,32.0,0,0.0,nan,nan,9.17960587329998e-05,9.17960587329998e-06,9.17960587329998e-05
315,594.5821533203125,4.847187042236328,0.0,0.0,0.0,0.0,0.0,0.0,589.7350463867188,0.0,0.0,0.0,nan,nan,1169.936750623915,500.0,925.9293212890625,2011.4132080078125,3608.05615234375,1167.7523362901475,61.84264903598361,1.0,32.0,32.0,0,0.0,nan,nan,9.174080120609812e-05,9.174080120609812e-06,9.174080120609812e-05
316,592.1072387695312,4.935744762420654,0.0,0.0,0.0,0.0,0.0,0.0,587.171630859375,0.0,0.0,0.0,nan,nan,1125.270755343967,500.0,1111.607421875,1778.6729736328125,1979.4832763671875,1123.40379163954,61.274645487467446,1.0,32.0,32.0,0,0.0,nan,nan,9.168537700661443e-05,9.168537700661444e-06,9.168537700661443e-05
317,574.3504028320312,4.75875186920166,0.0,0.0,0.0,0.0,0.0,0.0,569.5916748046875,0.0,0.0,0.0,nan,nan,1159.4147508409287,500.0,1095.2200927734375,2013.60205078125,2926.212646484375,1158.024922688802,48.47922632429335,1.0,32.0,32.0,0,0.0,nan,nan,9.162978638597754e-05,9.162978638597755e-06,9.162978638597754e-05
318,585.9851684570312,4.8777384757995605,0.0,0.0,0.0,0.0,0.0,0.0,581.1074829101562,0.0,0.0,0.0,nan,nan,988.0286390516493,500.0,967.6033325195312,1431.5440673828125,1665.4278564453125,985.5150926378038,61.172642919752334,1.0,32.0,32.0,0,0.0,nan,nan,9.157402959637114e-05,9.157402959637114e-06,9.157402959637114e-05
319,573.8863525390625,4.892837047576904,0.0,0.0,0.0,0.0,0.0,0.0,568.9934692382812,0.0,0.0,0.0,nan,nan,971.5514272054037,499.9274648030599,980.1435546875,1314.2889404296875,1608.6898193359375,969.6734195285374,57.69233004252116,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.15181068907328e-05,9.15181068907328e-06,9.15181068907328e-05
320,592.521484375,5.00100564956665,0.0,0.0,0.0,0.0,0.0,0.0,587.5205688476562,0.0,0.0,0.0,nan,nan,1033.3174641927083,500.0,893.77490234375,1734.9405517578125,1912.0740966796875,1031.097408718533,59.12615542941623,1.0,32.0,64.0,0,0.0,nan,nan,9.146201852275271e-05,9.146201852275271e-06,9.146201852275271e-05
321,595.2915649414062,4.846590518951416,0.0,0.0,0.0,0.0,0.0,0.0,590.4450073242188,0.0,0.0,0.0,nan,nan,1043.2230834960938,500.0,982.4228515625,1586.1563720703125,2096.833251953125,1041.4673800998264,57.06527466244168,1.0,64.0,64.0,0,0.0,nan,nan,9.140576474687264e-05,9.140576474687263e-06,9.140576474687264e-05
322,588.909423828125,4.846463203430176,0.0,0.0,0.0,0.0,0.0,0.0,584.0629272460938,0.0,0.0,0.0,nan,nan,1062.5330980088975,500.0,1042.3970947265625,1551.0797119140625,1993.1676025390625,1060.5982903374565,59.715268241034615,1.0,64.0,64.0,0,0.0,nan,nan,9.134934581828465e-05,9.134934581828466e-06,9.134934581828465e-05
323,589.2693481445312,4.857306957244873,0.0,0.0,0.0,0.0,0.0,0.0,584.412109375,0.0,0.0,0.0,nan,nan,1159.3073425292969,500.0,936.845947265625,1985.281494140625,3230.89794921875,1157.172654893663,63.25650797949897,1.0,64.0,64.0,0,0.0,nan,nan,9.129276199293006e-05,9.129276199293007e-06,9.129276199293006e-05
324,597.5247192382812,4.778906345367432,0.0,0.0,0.0,0.0,0.0,0.0,592.7457275390625,0.0,0.0,0.0,nan,nan,955.4087660047743,500.0,880.6691284179688,1450.008544921875,1628.0738525390625,953.537085639106,57.0247999827067,1.0,64.0,64.0,0,0.0,nan,nan,9.12360135274982e-05,9.123601352749822e-06,9.12360135274982e-05
325,587.2769775390625,4.869119644165039,0.0,0.0,0.0,0.0,0.0,0.0,582.4078979492188,0.0,0.0,0.0,nan,nan,1137.748999701606,500.0,1156.2484130859375,1888.4305419921875,1997.7618408203125,1135.3220587836372,66.80256017049153,1.0,64.0,64.0,0,0.0,nan,nan,9.117910067942533e-05,9.117910067942534e-06,9.117910067942533e-05
326,586.589111328125,4.789827823638916,0.0,0.0,0.0,0.0,0.0,0.0,581.79931640625,0.0,0.0,0.0,nan,nan,1130.9954494900173,500.0,1047.33349609375,1816.960205078125,3002.23388671875,1129.654293484158,49.64291222890218,1.0,64.0,64.0,0,0.0,nan,nan,9.112202370689337e-05,9.112202370689337e-06,9.112202370689337e-05
327,587.765869140625,4.769832611083984,0.0,0.0,0.0,0.0,0.0,0.0,582.9960327148438,0.0,0.0,0.0,nan,nan,1156.5634426540798,500.0,1080.8543701171875,1734.7755126953125,2219.71484375,1154.846188015408,58.844672203063965,1.0,64.0,64.0,0,0.0,nan,nan,9.10647828688288e-05,9.106478286882881e-06,9.10647828688288e-05
328,585.8131103515625,4.88032341003418,0.0,0.0,0.0,0.0,0.0,0.0,580.9327392578125,0.0,0.0,0.0,nan,nan,1138.9536471896702,500.0,1148.681884765625,1673.485595703125,1677.863037109375,1136.7882554796006,63.956218507554794,1.0,64.0,64.0,0,0.0,nan,nan,9.100737842490146e-05,9.100737842490146e-06,9.100737842490146e-05
329,589.0546875,4.763521671295166,0.0,0.0,0.0,0.0,0.0,0.0,584.2911376953125,0.0,0.0,0.0,nan,nan,996.7581058078342,496.0830841064453,1010.1107177734375,1636.635009765625,1678.748779296875,995.0929768880209,52.64184040493436,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.094981063552341e-05,9.094981063552341e-06,9.094981063552341e-05
330,604.9674072265625,4.817014217376709,0.0,0.0,0.0,0.0,0.0,0.0,600.150390625,0.0,0.0,0.0,nan,nan,1129.1398349338108,500.0,945.1995849609375,1973.740478515625,3577.726806640625,1127.301506890191,57.57715140448676,1.0,64.0,64.0,0,0.0,nan,nan,9.089207976184768e-05,9.089207976184767e-06,9.089207976184768e-05
331,594.7283935546875,4.710742950439453,0.0,0.0,0.0,0.0,0.0,0.0,590.0177001953125,0.0,0.0,0.0,nan,nan,1157.323235405816,500.0,1171.2042236328125,1550.369873046875,1788.0565185546875,1155.8504333496094,52.12119335598416,1.0,64.0,64.0,0,0.0,nan,nan,9.083418606576713e-05,9.083418606576713e-06,9.083418606576713e-05
332,593.61572265625,4.818912029266357,0.0,0.0,0.0,0.0,0.0,0.0,588.7968139648438,0.0,0.0,0.0,nan,nan,1178.9212985568577,500.0,1036.713134765625,2209.345458984375,2594.4482421875,1177.283474392361,55.26320309109158,1.0,64.0,64.0,0,0.0,nan,nan,9.077612980991328e-05,9.077612980991329e-06,9.077612980991328e-05
333,583.8226928710938,4.716281414031982,0.0,0.0,0.0,0.0,0.0,0.0,579.1065673828125,0.0,0.0,0.0,nan,nan,1037.8456692165798,500.0,1007.5082397460938,1560.859375,1707.315673828125,1036.462429470486,49.56823296017117,1.0,64.0,64.0,0,0.0,nan,nan,9.071791125765505e-05,9.071791125765506e-06,9.071791125765505e-05
334,593.236083984375,4.769548416137695,0.0,0.0,0.0,0.0,0.0,0.0,588.4666137695312,0.0,0.0,0.0,nan,nan,1033.1106296115452,499.4822421603733,975.9559326171875,1520.5595703125,1957.8760986328125,1031.2328067355686,57.31983545091417,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.065953067309767e-05,9.065953067309767e-06,9.065953067309767e-05
335,597.6232299804688,4.870495319366455,0.0,0.0,0.0,0.0,0.0,0.0,592.752685546875,0.0,0.0,0.0,nan,nan,1058.9634670681423,500.0,900.2926025390625,2067.3095703125,2335.459228515625,1057.0046725802952,61.755637062920464,1.0,64.0,64.0,0,0.0,nan,nan,9.060098832108137e-05,9.060098832108138e-06,9.060098832108137e-05
336,588.6842041015625,4.77593469619751,0.0,0.0,0.0,0.0,0.0,0.0,583.9082641601562,0.0,0.0,0.0,nan,nan,1080.5840488009983,500.0,979.0653076171875,2124.333251953125,2142.178955078125,1078.7701890733506,58.32644642723931,1.0,64.0,64.0,0,0.0,nan,nan,9.054228446718023e-05,9.054228446718023e-06,9.054228446718023e-05
337,584.9568481445312,4.820589542388916,0.0,0.0,0.0,0.0,0.0,0.0,580.13623046875,0.0,0.0,0.0,nan,nan,1250.3796251085068,500.0,1188.390625,2158.0654296875,3579.6962890625,1248.2954203287761,65.72445233662923,1.0,64.0,64.0,0,0.0,nan,nan,9.048341937770099e-05,9.0483419377701e-06,9.048341937770099e-05
338,574.0350341796875,4.787083625793457,0.0,0.0,0.0,0.0,0.0,0.0,569.248046875,0.0,0.0,0.0,nan,nan,1097.6441819932725,500.0,995.8344116210938,1868.52490234375,2031.1177978515625,1095.376925998264,63.28311093648275,1.0,64.0,64.0,0,0.0,nan,nan,9.042439331968184e-05,9.042439331968184e-06,9.042439331968184e-05
339,585.7691040039062,5.0382280349731445,0.0,0.0,0.0,0.0,0.0,0.0,580.73095703125,0.0,0.0,0.0,nan,nan,1197.1228434244792,500.0,1222.36962890625,1705.534912109375,1948.614501953125,1194.8872782389324,69.61291758219402,1.0,64.0,64.0,0,0.0,nan,nan,9.036520656089116e-05,9.036520656089116e-06,9.036520656089116e-05
340,588.0110473632812,4.865201473236084,0.0,0.0,0.0,0.0,0.0,0.0,583.1458740234375,0.0,0.0,0.0,nan,nan,920.5868767632378,500.0,884.5052490234375,1286.646728515625,1293.384765625,918.1014845106337,60.832493252224396,1.0,64.0,64.0,0,0.0,nan,nan,9.030585936982637e-05,9.030585936982637e-06,9.030585936982637e-05
341,599.7647705078125,4.807093143463135,0.0,0.0,0.0,0.0,0.0,0.0,594.9577026367188,0.0,0.0,0.0,nan,nan,1009.7467617458767,500.0,960.21240234375,1402.992919921875,1544.000244140625,1007.8577643500435,56.8683778974745,1.0,64.0,64.0,0,0.0,nan,nan,9.024635201571266e-05,9.024635201571265e-06,9.024635201571266e-05
342,574.9010620117188,4.87249755859375,0.0,0.0,0.0,0.0,0.0,0.0,570.028564453125,0.0,0.0,0.0,nan,nan,1160.5116068522136,500.0,1169.507568359375,1732.1029052734375,2130.598388671875,1158.1709323459202,65.52447287241618,1.0,64.0,64.0,0,0.0,nan,nan,9.018668476850181e-05,9.01866847685018e-06,9.018668476850181e-05
343,589.3436889648438,4.980116844177246,0.0,0.0,0.0,0.0,0.0,0.0,584.3635864257812,0.0,0.0,0.0,nan,nan,1056.4779493543838,500.0,945.54736328125,1782.9560546875,1804.8819580078125,1053.8424580891926,70.19560877482097,1.0,64.0,64.0,0,0.0,nan,nan,9.012685789887095e-05,9.012685789887095e-06,9.012685789887095e-05
344,584.3958740234375,4.692283630371094,0.0,0.0,0.0,0.0,0.0,0.0,579.7036743164062,0.0,0.0,0.0,nan,nan,1126.6744554307725,500.0,1099.474853515625,1579.3934326171875,2127.136474609375,1125.3206515842014,50.855906910366485,1.0,64.0,64.0,0,0.0,nan,nan,9.006687167822128e-05,9.006687167822129e-06,9.006687167822128e-05
345,594.9091186523438,4.943305969238281,0.0,0.0,0.0,0.0,0.0,0.0,589.9658813476562,0.0,0.0,0.0,nan,nan,1012.0363210042318,500.0,1021.8709716796875,1640.30712890625,1782.4735107421875,1009.6319207085503,62.24942451053195,1.0,64.0,64.0,0,0.0,nan,nan,9.000672637867694e-05,9.000672637867695e-06,9.000672637867694e-05
346,573.009033203125,4.803736686706543,0.0,0.0,0.0,0.0,0.0,0.0,568.205322265625,0.0,0.0,0.0,nan,nan,1071.2161763509114,500.0,1049.302001953125,1659.1597900390625,2068.438232421875,1068.6877882215713,64.61200777689616,1.0,64.0,64.0,0,0.0,nan,nan,8.994642227308372e-05,8.994642227308373e-06,8.994642227308372e-05
347,581.0908203125,4.786008358001709,0.0,0.0,0.0,0.0,0.0,0.0,576.3048095703125,0.0,0.0,0.0,nan,nan,1053.9378628200955,500.0,911.6385498046875,1780.2352294921875,2044.853515625,1051.907179090712,58.47467581431071,1.0,64.0,64.0,0,0.0,nan,nan,8.98859596350078e-05,8.98859596350078e-06,8.98859596350078e-05
348,605.86474609375,4.919499397277832,0.0,0.0,0.0,0.0,0.0,0.0,600.9452514648438,0.0,0.0,0.0,nan,nan,1111.5762702094185,500.0,1023.435546875,1714.607666015625,2286.964599609375,1109.1146850585938,67.86986785464816,1.0,64.0,64.0,0,0.0,nan,nan,8.982533873873453e-05,8.982533873873454e-06,8.982533873873453e-05
349,587.9938354492188,4.690150737762451,0.0,0.0,0.0,0.0,0.0,0.0,583.3037109375,0.0,0.0,0.0,nan,nan,947.6335076226128,500.0,864.7779541015625,1629.6890869140625,1885.662109375,945.7173970540365,55.8541505601671,1.0,64.0,64.0,0,0.0,nan,nan,8.976455985926721e-05,8.976455985926721e-06,8.976455985926721e-05
350,599.3961181640625,4.897489547729492,0.0,0.0,0.0,0.0,0.0,0.0,594.49853515625,0.0,0.0,0.0,148.92526245117188,985.231689453125,1206.3469814724392,500.0,1085.644287109375,2151.0380859375,2555.424072265625,1203.8897026909722,64.57652356889513,1.0,64.0,64.0,0,0.0,nan,nan,8.970362327232585e-05,8.970362327232584e-06,8.970362327232585e-05
351,607.2598266601562,4.853518009185791,0.0,0.0,0.0,0.0,0.0,0.0,602.40625,0.0,0.0,0.0,nan,nan,1076.7716946072048,500.0,966.0506591796875,1781.4342041015625,2193.507568359375,1074.703606499566,61.437603844536675,1.0,64.0,64.0,0,0.0,nan,nan,8.964252925434579e-05,8.96425292543458e-06,8.964252925434579e-05
352,599.5885009765625,4.886656761169434,0.0,0.0,0.0,0.0,0.0,0.0,594.7019653320312,0.0,0.0,0.0,nan,nan,1089.9029469209559,500.0,998.0126342773438,1781.7919921875,1790.6492919921875,1088.1174819048713,58.428778480081,1.0,64.0,32.0,1,0.05555555555555555,240.0625,662.0,8.958127808247665e-05,8.958127808247665e-06,8.958127808247665e-05
353,586.4973754882812,4.753061294555664,0.0,0.0,0.0,0.0,0.0,0.0,581.7442626953125,0.0,0.0,0.0,nan,nan,973.483157687717,500.0,918.8445434570312,1362.933349609375,2104.4814453125,971.8754001193577,53.20806439717611,1.0,32.0,32.0,0,0.0,nan,nan,8.951987003458093e-05,8.951987003458093e-06,8.951987003458093e-05
354,606.8440551757812,4.782456398010254,0.0,0.0,0.0,0.0,0.0,0.0,602.061767578125,0.0,0.0,0.0,nan,nan,1060.3051181369358,500.0,995.8812255859375,1786.032958984375,1795.327880859375,1058.3949652777778,57.612143410576714,1.0,32.0,32.0,0,0.0,nan,nan,8.945830538923279e-05,8.94583053892328e-06,8.945830538923279e-05
355,604.8062133789062,4.918680191040039,0.0,0.0,0.0,0.0,0.0,0.0,599.8875732421875,0.0,0.0,0.0,nan,nan,1075.4954223632812,500.0,978.223388671875,1779.4915771484375,1970.8514404296875,1072.8438754611545,71.47267044915094,1.0,32.0,32.0,0,0.0,nan,nan,8.939658442571679e-05,8.93965844257168e-06,8.939658442571679e-05
356,573.0075073242188,4.697615623474121,0.0,0.0,0.0,0.0,0.0,0.0,568.3098754882812,0.0,0.0,0.0,nan,nan,910.2307434082031,500.0,891.9449462890625,1247.660400390625,1310.3975830078125,908.4350653754341,52.66783777872721,1.0,32.0,32.0,0,0.0,nan,nan,8.933470742402661e-05,8.933470742402662e-06,8.933470742402661e-05
357,578.6109619140625,4.804846286773682,0.0,0.0,0.0,0.0,0.0,0.0,573.8060913085938,0.0,0.0,0.0,nan,nan,1189.5261569552952,500.0,1118.346923828125,1981.8555908203125,2185.673095703125,1187.9942626953125,55.332006772359215,1.0,32.0,32.0,0,0.0,nan,nan,8.927267466486379e-05,8.92726746648638e-06,8.927267466486379e-05
358,570.8876953125,4.741578102111816,0.0,0.0,0.0,0.0,0.0,0.0,566.1461791992188,0.0,0.0,0.0,nan,nan,1013.2364061143663,500.0,980.833984375,1566.7515869140625,1593.190673828125,1011.3188680013021,56.33676380581326,1.0,32.0,32.0,0,0.0,nan,nan,8.921048642963647e-05,8.921048642963648e-06,8.921048642963647e-05
359,567.4352416992188,4.744357109069824,0.0,0.0,0.0,0.0,0.0,0.0,562.6907958984375,0.0,0.0,0.0,nan,nan,1109.4780714246963,498.5058119032118,1171.1412353515625,1577.3316650390625,1883.7955322265625,1107.6043141682942,57.35374482472738,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,8.91481430004581e-05,8.91481430004581e-06,8.91481430004581e-05
360,595.0232543945312,4.7932209968566895,0.0,0.0,0.0,0.0,0.0,0.0,590.2301635742188,0.0,0.0,0.0,nan,nan,1104.560499403212,500.0,1065.6646728515625,1505.414794921875,1656.736572265625,1102.6929490831162,58.926844914754234,1.0,32.0,32.0,0,0.0,nan,nan,8.908564466014611e-05,8.908564466014612e-06,8.908564466014611e-05
361,577.2250366210938,4.747564792633057,0.0,0.0,0.0,0.0,0.0,0.0,572.4774169921875,0.0,0.0,0.0,nan,nan,994.6558227539062,500.0,896.0953369140625,1607.0272216796875,1955.6165771484375,992.4950595431858,60.81949117448595,1.0,32.0,32.0,0,0.0,nan,nan,8.902299169222075e-05,8.902299169222075e-06,8.902299169222075e-05
362,585.0399169921875,4.9720234870910645,0.0,0.0,0.0,0.0,0.0,0.0,580.06787109375,0.0,0.0,0.0,nan,nan,1047.5801679823135,500.0,1020.889404296875,1691.5145263671875,1974.1669921875,1045.225809733073,64.89375686645508,1.0,32.0,32.0,0,0.0,nan,nan,8.896018438090367e-05,8.896018438090367e-06,8.896018438090367e-05
363,581.7207641601562,4.779917240142822,0.0,0.0,0.0,0.0,0.0,0.0,576.9407958984375,0.0,0.0,0.0,nan,nan,1140.5464680989583,500.0,1038.06103515625,1743.5306396484375,1978.7315673828125,1138.9673800998264,56.66102949778239,1.0,32.0,32.0,0,0.0,nan,nan,8.889722301111671e-05,8.88972230111167e-06,8.889722301111671e-05
364,581.0946655273438,4.831308841705322,0.0,0.0,0.0,0.0,0.0,0.0,576.2634887695312,0.0,0.0,0.0,nan,nan,1105.8878207736545,500.0,909.45361328125,2144.27392578125,2427.578857421875,1103.9481811523438,56.78757752312554,1.0,32.0,32.0,0,0.0,nan,nan,8.88341078684806e-05,8.88341078684806e-06,8.88341078684806e-05
365,604.2154541015625,4.759483814239502,0.0,0.0,0.0,0.0,0.0,0.0,599.4559326171875,0.0,0.0,0.0,nan,nan,1069.3083835177952,500.0,946.409423828125,1713.9605712890625,1802.0809326171875,1067.2012600368923,60.739155027601456,1.0,32.0,32.0,0,0.0,nan,nan,8.877083923931363e-05,8.877083923931364e-06,8.877083923931363e-05
366,584.4869384765625,4.753854751586914,0.0,0.0,0.0,0.0,0.0,0.0,579.733154296875,0.0,0.0,0.0,nan,nan,995.2225307888455,500.0,892.9644165039062,1672.020263671875,1964.3369140625,993.4715169270834,56.16783417595757,1.0,32.0,32.0,0,0.0,nan,nan,8.87074174106304e-05,8.87074174106304e-06,8.87074174106304e-05
367,604.2242431640625,4.813908100128174,0.0,0.0,0.0,0.0,0.0,0.0,599.410400390625,0.0,0.0,0.0,nan,nan,1065.4440782335068,500.0,875.478271484375,2129.1611328125,2794.554443359375,1063.237077501085,62.942367765638565,1.0,32.0,32.0,0,0.0,nan,nan,8.864384267014045e-05,8.864384267014045e-06,8.864384267014045e-05
368,587.3058471679688,4.794474124908447,0.0,0.0,0.0,0.0,0.0,0.0,582.5113525390625,0.0,0.0,0.0,nan,nan,1020.8618910047743,500.0,1075.62060546875,1407.7623291015625,1418.416259765625,1019.4286329481337,51.43384679158529,1.0,32.0,32.0,0,0.0,nan,nan,8.858011530624706e-05,8.858011530624705e-06,8.858011530624706e-05
369,598.7644653320312,4.7469048500061035,0.0,0.0,0.0,0.0,0.0,0.0,594.0174560546875,0.0,0.0,0.0,nan,nan,1070.4915330674912,500.0,980.323486328125,1643.472900390625,1868.1373291015625,1068.8851962619358,54.78539721171061,1.0,32.0,32.0,0,0.0,nan,nan,8.85162356080458e-05,8.85162356080458e-06,8.85162356080458e-05
370,586.7883911132812,4.844212532043457,0.0,0.0,0.0,0.0,0.0,0.0,581.9441528320312,0.0,0.0,0.0,nan,nan,1186.8161994086372,500.0,1108.4671630859375,2166.395751953125,2245.96533203125,1184.7103101942275,61.63993899027506,1.0,32.0,32.0,0,0.0,nan,nan,8.845220386532336e-05,8.845220386532336e-06,8.845220386532336e-05
371,595.3055419921875,4.86983060836792,0.0,0.0,0.0,0.0,0.0,0.0,590.435791015625,0.0,0.0,0.0,nan,nan,1183.3521898057725,500.0,1087.86669921875,2101.81982421875,2406.4951171875,1181.294894748264,64.36508538987901,1.0,32.0,32.0,0,0.0,nan,nan,8.838802036855612e-05,8.838802036855613e-06,8.838802036855612e-05
372,585.9402465820312,4.895292282104492,0.0,0.0,0.0,0.0,0.0,0.0,581.044921875,0.0,0.0,0.0,nan,nan,1147.1403164333767,500.0,1056.86083984375,2171.38330078125,2314.065673828125,1144.4190979003906,70.00511434343126,1.0,32.0,32.0,0,0.0,nan,nan,8.832368540890892e-05,8.832368540890892e-06,8.832368540890892e-05
373,589.250244140625,4.755287170410156,0.0,0.0,0.0,0.0,0.0,0.0,584.494873046875,0.0,0.0,0.0,nan,nan,1024.9161309136284,500.0,925.2325439453125,1482.4468994140625,2033.5682373046875,1023.3339402940538,53.429904513888886,1.0,32.0,32.0,0,0.0,nan,nan,8.825919927823374e-05,8.825919927823375e-06,8.825919927823374e-05
374,581.8555297851562,4.787252902984619,0.0,0.0,0.0,0.0,0.0,0.0,577.0682373046875,0.0,0.0,0.0,nan,nan,1157.4849344889324,500.0,1002.9617919921875,2042.6346435546875,2415.85986328125,1155.1420321994358,65.26810010274251,1.0,32.0,32.0,0,0.0,nan,nan,8.819456226906822e-05,8.819456226906824e-06,8.819456226906822e-05
375,567.3788452148438,4.735673427581787,0.0,0.0,0.0,0.0,0.0,0.0,562.6431884765625,0.0,0.0,0.0,nan,nan,1125.2728169759114,500.0,1045.283203125,2149.955322265625,2795.3203125,1123.4866434733074,58.26934369405111,1.0,32.0,32.0,0,0.0,nan,nan,8.812977467463456e-05,8.812977467463456e-06,8.812977467463456e-05
376,582.5953979492188,4.896276473999023,0.0,0.0,0.0,0.0,0.0,0.0,577.6990356445312,0.0,0.0,0.0,nan,nan,930.6176183363971,500.0,935.5181274414062,1290.1859130859375,1312.5147705078125,928.2797420726102,61.637473835664636,1.0,256.0,128.0,1,0.05555555555555555,244.125,699.0,8.812977467463456e-05,8.812977467463456e-06,8.812977467463456e-05
377,586.3466186523438,4.706741809844971,0.0,0.0,0.0,0.0,0.0,0.0,581.6399536132812,0.0,0.0,0.0,nan,nan,1192.4678717719185,500.0,1095.94775390625,1749.5518798828125,1956.3359375,1191.110812717014,51.78250927395291,1.0,128.0,128.0,0,0.0,nan,nan,8.806483678883803e-05,8.806483678883803e-06,8.806483678883803e-05
378,598.811767578125,4.89123010635376,0.0,0.0,0.0,0.0,0.0,0.0,593.9204711914062,0.0,0.0,0.0,nan,nan,1024.4095967610676,500.0,954.8434448242188,1490.608642578125,1605.4779052734375,1022.1694030761719,65.27733590867784,1.0,128.0,128.0,0,0.0,nan,nan,8.799974890626572e-05,8.799974890626573e-06,8.799974890626572e-05
379,563.83349609375,4.679399490356445,0.0,0.0,0.0,0.0,0.0,0.0,559.1541137695312,0.0,0.0,0.0,nan,nan,1189.2917073567708,500.0,843.418701171875,2274.385498046875,3464.09375,1187.410637749566,58.83590115441216,1.0,128.0,128.0,0,0.0,nan,nan,8.793451132218514e-05,8.793451132218515e-06,8.793451132218514e-05
380,602.515869140625,4.862062454223633,0.0,0.0,0.0,0.0,0.0,0.0,597.6538696289062,0.0,0.0,0.0,nan,nan,1258.103468153212,500.0,1243.74951171875,1883.6009521484375,2385.845947265625,1256.5366923014324,60.077987564934624,1.0,128.0,128.0,0,0.0,nan,nan,8.786912433254294e-05,8.786912433254295e-06,8.786912433254294e-05
381,584.9873657226562,4.921868324279785,0.0,0.0,0.0,0.0,0.0,0.0,580.0655517578125,0.0,0.0,0.0,nan,nan,1047.727098253038,500.0,989.29638671875,1493.5828857421875,1585.6585693359375,1045.681145562066,60.51623386806912,1.0,128.0,128.0,0,0.0,nan,nan,8.780358823396352e-05,8.780358823396352e-06,8.780358823396352e-05
382,594.4496459960938,4.7579779624938965,0.0,0.0,0.0,0.0,0.0,0.0,589.6917114257812,0.0,0.0,0.0,nan,nan,1009.9676479763455,500.0,949.3554077148438,1337.19140625,2021.134765625,1008.1176961263021,55.24240409003364,1.0,128.0,128.0,0,0.0,nan,nan,8.773790332374772e-05,8.773790332374771e-06,8.773790332374772e-05
