epoch,loss,root_magnitude,root_to_64,64_to_32,32_to_16,16_to_8,16_to_8_dense,8_to_4,flat_16,multinomial_tree,deterministic_alloc,exact_regression,grad_root_magnitude,grad_flat_16,grad_total_pre_clip,grad_total_post_clip,grad_pre_clip_p50,grad_pre_clip_p95,grad_pre_clip_max,grad_backbone,grad_task,clip_fraction,amp_scale_start,amp_scale_end,amp_skipped_steps,amp_skip_fraction,overflow_gt_mean,overflow_gt_max,lr,lr_backbone,lr_task
17,696.168212890625,18.476001739501953,0.0,0.0,0.0,0.0,0.0,0.0,677.692138671875,0.0,0.0,0.0,nan,nan,524.9415283203125,460.5612757065717,497.7324523925781,748.880126953125,781.1614379882812,433.1278812184053,279.5481917437385,0.47058823529411764,256.0,128.0,1,0.05555555555555555,211.75,520.0,6.800000000000001e-05,6.800000000000001e-06,6.800000000000001e-05
18,692.1376953125,18.431522369384766,0.0,0.0,0.0,0.0,0.0,0.0,673.7061767578125,0.0,0.0,0.0,nan,nan,507.9508972167969,447.8440212673611,466.80535888671875,716.3692016601562,947.98779296875,422.18758477105035,270.47397867838544,0.4444444444444444,128.0,128.0,0,0.0,nan,nan,7.2e-05,7.2000000000000005e-06,7.2e-05
19,679.2333984375,18.565847396850586,0.0,0.0,0.0,0.0,0.0,0.0,660.6675415039062,0.0,0.0,0.0,nan,nan,532.2806464301216,449.6472642686632,450.25128173828125,832.5841064453125,963.2955932617188,451.33560858832465,264.0572026570638,0.3888888888888889,128.0,128.0,0,0.0,nan,nan,7.6e-05,7.600000000000001e-06,7.6e-05
20,686.2213134765625,17.623271942138672,0.0,0.0,0.0,0.0,0.0,0.0,668.5980834960938,0.0,0.0,0.0,nan,nan,470.8934580485026,452.40192159016925,481.591552734375,575.9699096679688,630.97119140625,388.9133478800456,253.43602328830295,0.3888888888888889,128.0,128.0,0,0.0,nan,nan,8e-05,8.000000000000001e-06,8e-05
21,658.3630981445312,17.07562255859375,0.0,0.0,0.0,0.0,0.0,0.0,641.2875366210938,0.0,0.0,0.0,nan,nan,521.8538377549913,456.99075656467016,527.8687744140625,724.3380737304688,750.489990234375,458.080805460612,237.36847262912326,0.5,128.0,128.0,0,0.0,nan,nan,8.4e-05,8.400000000000001e-06,8.4e-05
22,688.0592041015625,17.796266555786133,0.0,0.0,0.0,0.0,0.0,0.0,670.262939453125,0.0,0.0,0.0,nan,nan,531.9039221869575,455.00113084581164,467.24420166015625,868.4130859375,935.3425903320312,465.6927973429362,235.17168807983398,0.3888888888888889,128.0,128.0,0,0.0,nan,nan,8.800000000000001e-05,8.8e-06,8.800000000000001e-05
23,668.02294921875,17.69873809814453,0.0,0.0,0.0,0.0,0.0,0.0,650.32421875,0.0,0.0,0.0,nan,nan,541.8721483018663,463.29071723090277,479.11700439453125,772.483154296875,1042.3802490234375,485.38988240559894,220.47411600748697,0.4444444444444444,128.0,128.0,0,0.0,nan,nan,9.200000000000001e-05,9.200000000000002e-06,9.200000000000001e-05
24,669.2970581054688,16.454404830932617,0.0,0.0,0.0,0.0,0.0,0.0,652.8427124023438,0.0,0.0,0.0,nan,nan,540.922865125868,451.4812927246094,505.9277648925781,798.5797729492188,1167.62646484375,479.99026658799914,225.2688806321886,0.5,128.0,128.0,0,0.0,nan,nan,9.6e-05,9.600000000000001e-06,9.6e-05
25,677.4901733398438,16.074182510375977,0.0,0.0,0.0,0.0,0.0,0.0,661.416015625,0.0,0.0,0.0,nan,nan,505.8559926350911,447.990222507053,457.65643310546875,772.4559326171875,927.4911499023438,451.97645399305554,214.4934327867296,0.3888888888888889,128.0,128.0,0,0.0,nan,nan,0.0001,1e-05,0.0001
26,662.399658203125,17.493661880493164,0.0,0.0,0.0,0.0,0.0,0.0,644.9060668945312,0.0,0.0,0.0,nan,nan,630.0444505479601,477.29705810546875,542.9415283203125,1004.33984375,1750.1015625,586.5422092013889,198.51417626274957,0.6666666666666666,128.0,128.0,0,0.0,nan,nan,0.0001,1e-05,0.0001
27,665.7152099609375,15.930947303771973,0.0,0.0,0.0,0.0,0.0,0.0,649.7843017578125,0.0,0.0,0.0,nan,nan,673.0238494873047,490.3101552327474,718.281005859375,922.2296142578125,996.8504028320312,636.3762139214409,194.42821163601346,0.8333333333333334,128.0,128.0,0,0.0,nan,nan,9.999989793001318e-05,9.99998979300132e-06,9.999989793001318e-05
28,663.3204956054688,15.900601387023926,0.0,0.0,0.0,0.0,0.0,0.0,647.419921875,0.0,0.0,0.0,nan,nan,699.5719841851128,477.1144782172309,608.7835083007812,1208.32373046875,2087.117919921875,664.5544806586372,190.577515496148,0.7222222222222222,128.0,128.0,0,0.0,nan,nan,9.999959172051576e-05,9.999959172051577e-06,9.999959172051576e-05
29,671.017578125,15.487337112426758,0.0,0.0,0.0,0.0,0.0,0.0,655.5302734375,0.0,0.0,0.0,nan,nan,626.8972456190321,481.53015984429254,562.0560302734375,1058.3072509765625,1295.58154296875,595.5895284016927,180.65362548828125,0.6666666666666666,128.0,128.0,0,0.0,nan,nan,9.999908137289683e-05,9.999908137289683e-06,9.999908137289683e-05
30,657.7897338867188,14.954319953918457,0.0,0.0,0.0,0.0,0.0,0.0,642.83544921875,0.0,0.0,0.0,nan,nan,688.7326931423611,489.7849341498481,590.909423828125,1116.5494384765625,1452.237548828125,660.5235239664713,180.83206176757812,0.8333333333333334,128.0,128.0,0,0.0,nan,nan,9.999836688947156e-05,9.999836688947157e-06,9.999836688947156e-05
31,654.9095458984375,14.604480743408203,0.0,0.0,0.0,0.0,0.0,0.0,640.3050537109375,0.0,0.0,0.0,nan,nan,675.9909757726333,473.7062629250919,511.9505615234375,1228.0423583984375,1546.226318359375,649.2985875746783,167.37316849652458,0.5882352941176471,128.0,64.0,1,0.05555555555555555,276.0,847.0,9.999744827348116e-05,9.999744827348117e-06,9.999744827348116e-05
32,655.402099609375,14.522196769714355,0.0,0.0,0.0,0.0,0.0,0.0,640.8798828125,0.0,0.0,0.0,nan,nan,988.3149634467231,484.98191833496094,676.94677734375,2036.7352294921875,5365.3291015625,966.3763309054905,163.85009214613171,0.7777777777777778,64.0,64.0,0,0.0,nan,nan,9.999632552909291e-05,9.99963255290929e-06,9.999632552909291e-05
33,636.524658203125,14.910576820373535,0.0,0.0,0.0,0.0,0.0,0.0,621.614013671875,0.0,0.0,0.0,nan,nan,652.9798448350695,484.18272569444446,603.9407958984375,1039.025634765625,1048.923828125,628.2590077718099,159.21442031860352,0.7222222222222222,64.0,64.0,0,0.0,nan,nan,9.999499866140001e-05,9.999499866140002e-06,9.999499866140001e-05
34,654.4732055664062,14.13493824005127,0.0,0.0,0.0,0.0,0.0,0.0,640.3381958007812,0.0,0.0,0.0,nan,nan,930.1922827826606,483.531733194987,876.7430419921875,1586.647216796875,1622.8970947265625,910.3240220811632,162.8786769443088,0.8333333333333334,64.0,64.0,0,0.0,nan,nan,9.999346767642179e-05,9.999346767642179e-06,9.999346767642179e-05
35,635.5326538085938,13.091888427734375,0.0,0.0,0.0,0.0,0.0,0.0,622.4407348632812,0.0,0.0,0.0,nan,nan,860.2800750732422,492.5118764241536,677.7904052734375,1586.36181640625,1933.888671875,844.7326100667318,142.00303607516818,0.8333333333333334,64.0,64.0,0,0.0,nan,nan,9.999173258110344e-05,9.999173258110345e-06,9.999173258110344e-05
36,645.8058471679688,12.5367431640625,0.0,0.0,0.0,0.0,0.0,0.0,633.2689819335938,0.0,0.0,0.0,nan,nan,829.2513071695963,497.70809258355035,796.7161254882812,1260.163818359375,1454.1805419921875,812.4305708143446,150.51982667711047,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.998979338331614e-05,9.998979338331613e-06,9.998979338331614e-05
37,661.6005249023438,13.654269218444824,0.0,0.0,0.0,0.0,0.0,0.0,647.9462890625,0.0,0.0,0.0,nan,nan,1007.1670328776041,500.0,809.184814453125,1831.1212158203125,2978.313720703125,992.6888054741753,146.36447609795465,1.0,64.0,64.0,0,0.0,nan,nan,9.998765009185694e-05,9.998765009185694e-06,9.998765009185694e-05
38,648.4013061523438,12.379951477050781,0.0,0.0,0.0,0.0,0.0,0.0,636.0214233398438,0.0,0.0,0.0,nan,nan,976.3234151204427,498.70576646592883,848.4780883789062,1717.7955322265625,2529.814208984375,962.3538987901476,141.50440216064453,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.998530271644876e-05,9.998530271644877e-06,9.998530271644876e-05
39,634.5569458007812,11.740310668945312,0.0,0.0,0.0,0.0,0.0,0.0,622.816650390625,0.0,0.0,0.0,nan,nan,972.3537902832031,499.6515112982856,966.5352172851562,1507.7564697265625,1598.236328125,962.2540469699436,130.9864468044705,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.998275126774035e-05,9.998275126774036e-06,9.998275126774035e-05
40,617.5925903320312,12.231106758117676,0.0,0.0,0.0,0.0,0.0,0.0,605.3615112304688,0.0,0.0,0.0,nan,nan,1126.8626403808594,497.1631368001302,1013.732666015625,2131.1103515625,2486.310791015625,1115.6620686848958,137.1762309604221,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.99799957573062e-05,9.99799957573062e-06,9.99799957573062e-05
41,641.193359375,12.137056350708008,0.0,0.0,0.0,0.0,0.0,0.0,629.0563354492188,0.0,0.0,0.0,nan,nan,838.9276852077908,499.290525648329,768.7954711914062,1318.9774169921875,1379.541259765625,827.497799343533,125.94147830539279,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.997703619764652e-05,9.997703619764652e-06,9.997703619764652e-05
42,619.0432739257812,12.637070655822754,0.0,0.0,0.0,0.0,0.0,0.0,606.4060668945312,0.0,0.0,0.0,nan,nan,1311.3603210449219,499.5084160698785,1472.49072265625,1954.01123046875,2554.857421875,1303.8035176595051,125.56498633490668,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.997387260218722e-05,9.997387260218721e-06,9.997387260218722e-05
43,638.7266845703125,12.061880111694336,0.0,0.0,0.0,0.0,0.0,0.0,626.6649169921875,0.0,0.0,0.0,nan,nan,871.8097517225477,500.0,762.6962890625,1727.93212890625,1771.26904296875,859.8179372151693,131.2653694152832,1.0,64.0,64.0,0,0.0,nan,nan,9.997050498527974e-05,9.997050498527974e-06,9.997050498527974e-05
44,631.4991455078125,11.018251419067383,0.0,0.0,0.0,0.0,0.0,0.0,620.4808959960938,0.0,0.0,0.0,nan,nan,808.3979865180122,500.0,798.9603271484375,1058.4510498046875,1513.305419921875,797.7261589898003,123.14492925008138,1.0,64.0,64.0,0,0.0,nan,nan,9.996693336220111e-05,9.99669333622011e-06,9.996693336220111e-05
45,643.11328125,11.81661605834961,0.0,0.0,0.0,0.0,0.0,0.0,631.296630859375,0.0,0.0,0.0,nan,nan,1051.2299177381728,499.08929612901477,807.841064453125,1935.272216796875,2870.148681640625,1042.0901845296223,119.0940784878201,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.996315774915378e-05,9.996315774915379e-06,9.996315774915378e-05
46,640.36767578125,11.28344440460205,0.0,0.0,0.0,0.0,0.0,0.0,629.0842895507812,0.0,0.0,0.0,nan,nan,937.4852532280815,500.0,841.90478515625,1450.523193359375,1636.6973876953125,929.2478637695312,114.82807074652777,1.0,64.0,64.0,0,0.0,nan,nan,9.995917816326562e-05,9.995917816326563e-06,9.995917816326562e-05
47,611.3919067382812,10.928975105285645,0.0,0.0,0.0,0.0,0.0,0.0,600.4628295898438,0.0,0.0,0.0,nan,nan,961.7969428168403,491.0415615505642,814.4874877929688,2066.070556640625,2070.8330078125,952.7989264594185,111.945984310574,0.8333333333333334,64.0,64.0,0,0.0,nan,nan,9.995499462258977e-05,9.995499462258978e-06,9.995499462258977e-05
48,645.8351440429688,10.666040420532227,0.0,0.0,0.0,0.0,0.0,0.0,635.1690063476562,0.0,0.0,0.0,nan,nan,966.1372901068794,498.38716803656683,863.2108154296875,1680.677490234375,1707.397705078125,958.7114054361979,111.19546635945638,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.995060714610466e-05,9.995060714610467e-06,9.995060714610466e-05
49,621.5552978515625,11.18376350402832,0.0,0.0,0.0,0.0,0.0,0.0,610.3713989257812,0.0,0.0,0.0,nan,nan,903.5818549262153,496.655517578125,899.990478515625,1389.9901123046875,1555.6800537109375,896.915513780382,102.84482192993164,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.994601575371383e-05,9.994601575371384e-06,9.994601575371383e-05
50,638.613037109375,9.978877067565918,0.0,0.0,0.0,0.0,0.0,0.0,628.6342163085938,0.0,0.0,0.0,1120.1204833984375,909.146728515625,980.9992845323351,487.58235337999133,1008.9530029296875,1541.1634521484375,1902.0855712890625,974.1862945556641,102.97856775919597,0.8333333333333334,64.0,64.0,0,0.0,nan,nan,9.994122046624586e-05,9.994122046624586e-06,9.994122046624586e-05
51,617.1740112304688,10.510872840881348,0.0,0.0,0.0,0.0,0.0,0.0,606.6631469726562,0.0,0.0,0.0,nan,nan,1020.4291432698568,497.562732272678,823.0111083984375,1968.90234375,3379.271484375,1013.146704779731,103.01952340867784,0.8888888888888888,64.0,64.0,0,0.0,nan,nan,9.99362213054543e-05,9.99362213054543e-06,9.99362213054543e-05
52,649.2348022460938,9.463708877563477,0.0,0.0,0.0,0.0,0.0,0.0,639.7709350585938,0.0,0.0,0.0,nan,nan,1045.110887315538,498.62226019965277,872.275390625,1738.242431640625,3310.92041015625,1038.8584679497612,98.49610010782878,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.993101829401755e-05,9.993101829401755e-06,9.993101829401755e-05
53,614.0172729492188,10.030536651611328,0.0,0.0,0.0,0.0,0.0,0.0,603.9866333007812,0.0,0.0,0.0,nan,nan,924.2315233018663,495.831298828125,840.2149658203125,1680.00537109375,1807.43798828125,918.3020579020182,97.2047979566786,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.992561145553882e-05,9.992561145553882e-06,9.992561145553882e-05
54,629.7860107421875,9.748351097106934,0.0,0.0,0.0,0.0,0.0,0.0,620.0376586914062,0.0,0.0,0.0,nan,nan,1165.8270636664497,495.2017313639323,1145.3585205078125,2153.662109375,2171.439208984375,1160.0863766140408,97.34133868747287,0.8888888888888888,64.0,64.0,0,0.0,nan,nan,9.992000081454589e-05,9.99200008145459e-06,9.992000081454589e-05
55,620.9487915039062,10.087157249450684,0.0,0.0,0.0,0.0,0.0,0.0,610.8616333007812,0.0,0.0,0.0,nan,nan,880.3594868977865,497.5924479166667,862.0814819335938,1316.8271484375,1553.6578369140625,874.5808732774523,94.50722164577908,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.991418639649114e-05,9.991418639649114e-06,9.991418639649114e-05
56,617.177734375,10.164312362670898,0.0,0.0,0.0,0.0,0.0,0.0,607.0134887695312,0.0,0.0,0.0,nan,nan,1063.8042924669053,497.8746829562717,906.19921875,2065.173583984375,2229.555908203125,1056.8732367621528,103.07389640808105,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.990816822775136e-05,9.990816822775136e-06,9.990816822775136e-05
57,625.31005859375,9.007509231567383,0.0,0.0,0.0,0.0,0.0,0.0,616.3025512695312,0.0,0.0,0.0,nan,nan,1085.2690717909072,497.70597161187067,940.0,1916.308349609375,2107.3369140625,1081.2607082790798,85.84030977884929,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.99019463356276e-05,9.99019463356276e-06,9.99019463356276e-05
58,616.753662109375,9.479846000671387,0.0,0.0,0.0,0.0,0.0,0.0,607.2737426757812,0.0,0.0,0.0,nan,nan,901.6824493408203,494.8560536702474,779.1683349609375,1405.6995849609375,1489.2530517578125,896.2320081922743,90.08759053548177,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.989552074834514e-05,9.989552074834514e-06,9.989552074834514e-05
59,627.8314819335938,9.357948303222656,0.0,0.0,0.0,0.0,0.0,0.0,618.4735717773438,0.0,0.0,0.0,nan,nan,1340.3409847683376,492.47701856825086,1190.6494140625,2547.720458984375,3121.579345703125,1335.9778205023872,91.45807944403754,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.98888914950533e-05,9.98888914950533e-06,9.98888914950533e-05
60,611.9698486328125,9.404125213623047,0.0,0.0,0.0,0.0,0.0,0.0,602.565673828125,0.0,0.0,0.0,nan,nan,1268.8611145019531,500.0,1182.5804443359375,2108.016845703125,2676.85986328125,1265.0545450846355,90.86973720126682,1.0,64.0,64.0,0,0.0,nan,nan,9.988205860582533e-05,9.988205860582534e-06,9.988205860582533e-05
61,624.6331176757812,9.247903823852539,0.0,0.0,0.0,0.0,0.0,0.0,615.3851318359375,0.0,0.0,0.0,nan,nan,1267.529013739692,492.9192894829644,1003.7918090820312,3198.13427734375,4595.87451171875,1263.4614359537761,85.71511544121637,0.8888888888888888,64.0,64.0,0,0.0,nan,nan,9.987502211165824e-05,9.987502211165823e-06,9.987502211165824e-05
62,625.1529541015625,9.047886848449707,0.0,0.0,0.0,0.0,0.0,0.0,616.1050415039062,0.0,0.0,0.0,nan,nan,1066.4018690321182,496.64495849609375,1045.668212890625,1622.4476318359375,2491.05859375,1061.903359307183,85.14530944824219,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.986778204447266e-05,9.986778204447266e-06,9.986778204447266e-05
63,615.3494873046875,8.544120788574219,0.0,0.0,0.0,0.0,0.0,0.0,606.805419921875,0.0,0.0,0.0,nan,nan,1073.1868455674912,500.0,765.4495239257812,2052.057373046875,3676.3583984375,1069.1120944552952,81.8606743282742,1.0,64.0,64.0,0,0.0,nan,nan,9.986033843711278e-05,9.986033843711278e-06,9.986033843711278e-05
64,629.8679809570312,8.101663589477539,0.0,0.0,0.0,0.0,0.0,0.0,621.7662963867188,0.0,0.0,0.0,nan,nan,958.3081563313802,499.20890638563367,836.16015625,1600.9691162109375,2467.93408203125,954.1181640625,76.95897059970432,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.985269132334611e-05,9.985269132334611e-06,9.985269132334611e-05
65,596.1072998046875,8.56452465057373,0.0,0.0,0.0,0.0,0.0,0.0,587.5427856445312,0.0,0.0,0.0,nan,nan,878.0602450900608,498.68721177842883,830.361328125,1455.19775390625,1607.4287109375,873.7530178493923,79.21379195319281,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.984484073786334e-05,9.984484073786333e-06,9.984484073786334e-05
66,605.9558715820312,8.256686210632324,0.0,0.0,0.0,0.0,0.0,0.0,597.6991577148438,0.0,0.0,0.0,nan,nan,887.6335144042969,493.31647406684027,801.1104125976562,1400.223388671875,1915.59375,883.3008592393663,75.68716494242351,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.98367867162782e-05,9.98367867162782e-06,9.98367867162782e-05
67,625.0860595703125,8.304267883300781,0.0,0.0,0.0,0.0,0.0,0.0,616.7817993164062,0.0,0.0,0.0,nan,nan,1316.0490230984158,498.8250952826606,1085.5994873046875,2727.771240234375,3744.245361328125,1313.0897945827908,75.9213318294949,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.982852929512732e-05,9.982852929512732e-06,9.982852929512732e-05
68,624.6235961914062,9.05630111694336,0.0,0.0,0.0,0.0,0.0,0.0,615.5673217773438,0.0,0.0,0.0,nan,nan,1295.7093607584636,500.0,1069.238037109375,2570.08349609375,5635.58251953125,1291.7870551215278,87.96263821919759,1.0,64.0,64.0,0,0.0,nan,nan,9.982006851187002e-05,9.982006851187004e-06,9.982006851187002e-05
69,638.337158203125,8.569140434265137,0.0,0.0,0.0,0.0,0.0,0.0,629.7679443359375,0.0,0.0,0.0,nan,nan,1151.436275906033,500.0,1062.66650390625,1891.7646484375,2411.48193359375,1148.5305718315972,76.55156962076823,1.0,64.0,64.0,0,0.0,nan,nan,9.981140440488818e-05,9.98114044048882e-06,9.981140440488818e-05
70,605.9705200195312,8.626046180725098,0.0,0.0,0.0,0.0,0.0,0.0,597.3445434570312,0.0,0.0,0.0,nan,nan,1064.8424987792969,497.7478332519531,952.453857421875,2252.33935546875,2487.675537109375,1061.7787085639106,72.75819248623318,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.980253701348604e-05,9.980253701348605e-06,9.980253701348604e-05
71,606.5648803710938,7.898040771484375,0.0,0.0,0.0,0.0,0.0,0.0,598.6668090820312,0.0,0.0,0.0,nan,nan,1006.1440938313802,500.0,985.85791015625,1376.4659423828125,1899.427734375,1002.8119574652778,75.6949234008789,1.0,64.0,64.0,0,0.0,nan,nan,9.979346637789001e-05,9.979346637789001e-06,9.979346637789001e-05
72,613.2771606445312,7.532571792602539,0.0,0.0,0.0,0.0,0.0,0.0,605.7445068359375,0.0,0.0,0.0,nan,nan,1141.8590901692708,500.0,1076.988037109375,1792.593017578125,1979.7952880859375,1139.4966464572483,67.44471952650282,1.0,64.0,64.0,0,0.0,nan,nan,9.978419253924851e-05,9.978419253924851e-06,9.978419253924851e-05
73,629.65283203125,7.67500638961792,0.0,0.0,0.0,0.0,0.0,0.0,621.9778442382812,0.0,0.0,0.0,nan,nan,1170.7166375054253,497.8789571126302,1127.105224609375,2142.5419921875,2266.7724609375,1167.7527770996094,74.83303430345323,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.977471553963182e-05,9.977471553963181e-06,9.977471553963182e-05
74,609.38623046875,7.901480197906494,0.0,0.0,0.0,0.0,0.0,0.0,601.4848022460938,0.0,0.0,0.0,nan,nan,1085.186299641927,500.0,1127.4390869140625,1511.414306640625,1517.74755859375,1082.2054477267795,73.3713976542155,1.0,64.0,64.0,0,0.0,nan,nan,9.976503542203177e-05,9.976503542203177e-06,9.976503542203177e-05
