epoch,lr_backbone,lr_main,solver_strength,train_total,train_count,train_flat_dm16,train_allocation,train_dm16,train_dm32,train_dm64,train_cell,train_region_nb,train_hurdle_bce,train_trunc_nb,train_curvature,train_hard_bg,train_fg_bce,train_scale_align,train_spectral,train_spectral_dc,train_spectral_ac,train_cell_carrier,train_cell_fine,train_kd_total,train_kd_spatial,train_kd_count,region_mu_mean,region_dispersion_mean,region_dispersion_p10,region_dispersion_p50,region_dispersion_p90,region_weight_mean,region_weight_std,region_weight_min,region_weight_max,solver_weight_mean,solver_weight_std,weight_clip_low_fraction,weight_clip_high_fraction,solver_energy_before,solver_energy_after,solver_energy_reduction,weight_mean_16,weight_mean_32,weight_mean_64,weight_mean_64_32,weight_mean_128,scale_pi_16,scale_pi_32,scale_pi_64,scale_pi_64_32,scale_pi_128,val_mae,val_rmse,val_nae,val_bias,val_game0,val_game1,val_game2,val_game3,val_mae_sparse,val_mae_moderate,val_mae_dense,pearson_rate_var_error,spearman_rate_var_error,spearman_weight_error,spearman_pred_weight_error,spearman_rate_var_error_16,spearman_rate_var_error_32,spearman_rate_var_error_64,spearman_rate_var_error_128,mean_std_residual,coverage_50,coverage_80,coverage_95,calib_gap_50,calib_gap_80,calib_gap_95,dispersion_sat_low_fraction,dispersion_sat_high_fraction,solver_help_fraction,solver_harm_fraction,energy_monotonic_fraction,mae_reg_y0,mae_reg_y1,mae_reg_y2,curvature_alpha,effective_curvature
1,1.0000000000000002e-06,1e-05,0.0,26.091026512352197,19.090172020164697,3.788688865867821,3.788688865867821,3.788688865867821,0.0,0.0,0.013834771272298452,5.860789943385768,0.17327221019847974,4.100381387246622,0.05470744983569996,0.000277313101734664,0.0,0.6381746756063925,11.363805822423986,1.3583582285288218,11.363805822423986,0.0,0.0,0.0,0.0,0.0,2.1267471313476562,49.981849670410156,49.9067497253418,50.00431823730469,50.00431823730469,1.0,0.007401473354548216,0.9055291414260864,1.01704740524292,0.33263537287712097,0.0026448704302310944,0.0,0.0,0.0,0.0,0.0,,0.33251047134399414,0.3326975703239441,,0.33479973673820496,,0.3325106203556061,0.332700252532959,,0.3347891569137573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2.0000000000000003e-06,2e-05,0.0,26.692138671875,19.64472095386402,3.7828270164695947,3.7828270164695947,3.7828270164695947,0.0,0.0,0.014108087565447833,6.0849943418760555,0.1732442958934887,4.088439116606841,0.056281824369688295,0.00027494854923035646,0.0,0.6362042298188081,11.455331338418496,1.4144027297561232,11.455331338418496,0.0,0.0,0.0,0.0,0.0,2.133549928665161,49.88335037231445,49.80937194824219,49.9067497253418,49.9067497253418,1.0,0.005971589591354132,0.9573798775672913,1.013802409172058,0.33137091994285583,0.0027210863772779703,0.0,0.0,0.0,0.0,0.0,,0.3310428857803345,0.3314237594604492,,0.3375619947910309,,0.33104485273361206,0.3314371109008789,,0.33751800656318665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3e-06,3e-05,0.0,24.80940040382179,17.88975731102196,3.8059300603093327,3.8059300603093327,3.8059300603093327,0.0,0.0,0.013304972165339702,5.6663925583298145,0.17319014265730576,3.8987315409892314,0.054188528576412716,0.0002744168395528922,0.0,0.6289111987964527,11.18136266759924,1.2687287201752533,11.18136266759924,0.0,0.0,0.0,0.0,0.0,2.141629695892334,49.65727233886719,49.61518478393555,49.71218490600586,49.71218490600586,1.0,0.005315207410603762,0.9597061276435852,1.0135966539382935,0.3296705484390259,0.003475554520264268,0.0,0.0,0.0,0.0,0.0,,0.32904136180877686,0.3298582136631012,,0.3411490023136139,,0.3290500342845917,0.3298860192298889,,0.3410639464855194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.000000000000001e-06,4e-05,0.0,26.74584466057855,19.73397579708615,3.769572489970439,3.769572489970439,3.769572489970439,0.0,0.0,0.013881644687137089,6.0722763473923145,0.17313257423607079,4.054824004302153,0.056699868795034046,0.0002666058622904726,0.0,0.629496600176837,11.327594653980151,1.3894844055175781,11.327594653980151,0.0,0.0,0.0,0.0,0.0,2.1500473022460938,49.50870895385742,49.421749114990234,49.518367767333984,49.61518478393555,1.0,0.005101658869534731,0.9262381792068481,1.0112221240997314,0.3273032605648041,0.004790022503584623,0.0,0.0,0.0,0.0,0.0,,0.3262381851673126,0.32777419686317444,,0.3460298478603363,,0.32625436782836914,0.32781291007995605,,0.3459327220916748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5e-06,5e-05,0.0,25.12314255173142,18.21207572318412,3.8044078930004224,3.8044078930004224,3.8044078930004224,0.0,0.0,0.013456521807490168,5.672728667388091,0.17304259377556877,3.8432633683488175,0.05432353148589263,0.0002640322907953649,0.0,0.618802921192066,11.212871654613599,1.2997592204325907,11.212871654613599,0.0,0.0,0.0,0.0,0.0,2.161996603012085,49.17537307739258,49.037147521972656,49.22907257080078,49.3253173828125,1.0,0.0038156507071107626,0.9755793809890747,1.0133781433105469,0.32462841272354126,0.006284683011472225,0.0,0.0,0.0,0.0,0.0,,0.32311105728149414,0.32520341873168945,,0.35174739360809326,,0.32313454151153564,0.32525837421417236,,0.351607084274292,250.5453092763712,372.8433722468798,0.6827385945742639,-108.77145023136349,250.54531016624225,324.0914430438651,389.9644352503099,427.79748861092736,200.60987091064453,148.2153529972993,545.1129707668139,0.03720612756823775,0.25084053304309206,0.2771112890955039,0.29584293727337785,0.0,0.3345235888478589,0.28844677906963534,0.16558750472700498,1.3907073583349836,0.7361584405115239,0.7827122494595288,0.831611153860247,0.2361584405115239,-0.01728775054047127,-0.11838884613975298,0.0,0.0,0.5494505494505495,0.45054945054945056,1.0,2.333561346753613,2.2754423038645104,2.2325154349699123,-8.000391960144043,0.000335274962708354
6,6e-06,6e-05,0.05,26.06734817092483,19.094906368771113,3.7693728885135136,3.7693728885135136,3.7693728885135136,0.0,0.0,0.013757837785256875,5.897501765070735,0.1729271734083021,4.009273219752956,0.056622286100645326,0.00024673727819242994,0.0,0.6201210021972656,11.38190439585093,1.3351623947555955,11.38190439585093,0.0,0.0,0.0,0.0,0.0,2.1908130645751953,48.658748626708984,48.371280670166016,48.65553665161133,48.845970153808594,1.0,0.004434497561305761,0.9742486476898193,1.023905873298645,0.32798460125923157,0.0062180315144360065,0.0,0.0,1.643546462059021,1.1784473657608032,0.2829850612896855,,0.32869666814804077,0.3198200464248657,,0.3515099287033081,,0.3287087678909302,0.3199303150177002,,0.351360946893692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7e-06,7e-05,0.1,26.069164379222972,19.109935863597972,3.799727981154983,3.799727981154983,3.799727981154983,0.0,0.0,0.013720306190284522,5.7930574159364445,0.1727967391142974,3.940159153293919,0.054698473698384056,0.0002367152152834712,0.0,0.621540018030115,11.30256446632179,1.300098109889675,11.30256446632179,0.0,0.0,0.0,0.0,0.0,2.2136645317077637,47.910438537597656,47.343135833740234,47.99485397338867,48.371280670166016,1.0,0.007875805720686913,0.9660912752151489,1.052026391029358,0.3329692780971527,0.009468982927501202,0.0,0.0,1.5722556114196777,0.8668805360794067,0.4486389300931471,,0.3363029658794403,0.3153877556324005,,0.34832078218460083,,0.3362766206264496,0.31538155674934387,,0.34834182262420654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.000000000000001e-06,8e-05,0.15,26.945904705975508,19.89061675200591,3.749941851641681,3.749941851641681,3.749941851641681,0.0,0.0,0.014291133429553057,6.10234276024071,0.1726798624605746,4.207339724978885,0.05902209797421017,0.00023872795439249761,0.0,0.6428879918278875,11.573009594066724,1.3597689448176205,11.573009594066724,0.0,0.0,0.0,0.0,0.0,2.281975746154785,46.417274475097656,45.618465423583984,46.51820755004883,47.158565521240234,1.0,0.01832905039191246,0.9512939453125,1.1635408401489258,0.3499879539012909,0.025919459760189056,0.0,0.0,1.5855810642242432,0.717706561088562,0.5473542303939503,,0.36183464527130127,0.30249038338661194,,0.33574846386909485,,0.3615524172782898,0.3026777505874634,,0.3357698321342468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9e-06,9e-05,0.2,25.793298669763512,18.91467120196368,3.791029646589949,3.791029646589949,3.791029646589949,0.0,0.0,0.013685231273238724,5.647478258287585,0.17241597819972682,3.743427173511402,0.05494251766720334,0.0002485298727815216,0.0,0.6636180877685547,11.246435216955236,1.257901887635927,11.246435216955236,0.0,0.0,0.0,0.0,0.0,2.359037399291992,44.60567855834961,43.10641860961914,44.823577880859375,45.88654327392578,0.9999998807907104,0.04248931258916855,0.8879750967025757,1.3396058082580566,0.35997650027275085,0.03993486985564232,0.0,0.0,1.288172721862793,0.5228794813156128,0.594092102370022,,0.376754492521286,0.2952343225479126,,0.32820937037467957,,0.37614521384239197,0.29554298520088196,,0.3283118009567261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1e-05,0.0001,0.25,25.68817138671875,18.893823572107262,3.7532336260821366,3.7532336260821366,3.7532336260821366,0.0,0.0,0.013901019418561781,5.562871159733953,0.1723553941056535,3.544118932775549,0.054303581650192674,0.0002630666351398906,0.0,0.6764121699977566,11.345177727776605,1.2705831785459776,11.345177727776605,0.0,0.0,0.0,0.0,0.0,2.574758291244507,41.0760383605957,36.65546417236328,41.86185073852539,44.21493148803711,1.0,0.12163936346769333,0.7991988658905029,1.9707125425338745,0.3707181215286255,0.07611747831106186,0.0,0.0,1.0094455480575562,0.3754444718360901,0.6280686238514341,,0.3924664258956909,0.2890945076942444,,0.31898778676986694,,0.3900502920150757,0.29027438163757324,,0.31967535614967346,250.55366514017294,372.5603981345124,0.6848568249114443,-107.3312926868816,250.55366711951996,324.3681434601215,390.4195986724841,428.35638458370653,201.6441149030413,148.7719956922901,543.4276262366253,0.036069443949133875,0.25590587716736324,0.21276501912530446,0.29702239682371795,0.0,0.351558682971617,0.26747055515427715,0.1305551072604554,1.3869387405260811,0.7215015939320655,0.767524092191565,0.8324905646550145,0.22150159393206548,-0.03247590780843501,-0.11750943534498548,0.0,0.0,0.5494505494505495,0.45054945054945056,1.0,2.335671622347046,2.277078255192264,2.2339927776829227,-7.999797821044922,0.0003354741493239999
