epoch,lr_backbone,lr_main,solver_strength,train_total,train_count,train_flat_dm16,train_allocation,train_dm16,train_dm32,train_dm64,train_cell,train_region_nb,train_hurdle_bce,train_trunc_nb,train_curvature,train_hard_bg,train_fg_bce,train_scale_align,train_kd_total,train_kd_spatial,train_kd_count,region_mu_mean,region_dispersion_mean,region_dispersion_p10,region_dispersion_p50,region_dispersion_p90,region_weight_mean,region_weight_std,region_weight_min,region_weight_max,solver_weight_mean,solver_weight_std,weight_clip_low_fraction,weight_clip_high_fraction,solver_energy_before,solver_energy_after,solver_energy_reduction,weight_mean_16,weight_mean_32,weight_mean_64,weight_mean_64_32,weight_mean_128,scale_pi_16,scale_pi_32,scale_pi_64,scale_pi_64_32,scale_pi_128,val_mae,val_rmse,val_nae,val_bias,val_game0,val_game1,val_game2,val_game3,val_mae_sparse,val_mae_moderate,val_mae_dense,pearson_rate_var_error,spearman_rate_var_error,spearman_weight_error,spearman_pred_weight_error,spearman_rate_var_error_16,spearman_rate_var_error_32,spearman_rate_var_error_64,spearman_rate_var_error_128,mean_std_residual,coverage_50,coverage_80,coverage_95,calib_gap_50,calib_gap_80,calib_gap_95,dispersion_sat_low_fraction,dispersion_sat_high_fraction,solver_help_fraction,solver_harm_fraction,energy_monotonic_fraction,mae_reg_y0,mae_reg_y1,mae_reg_y2,curvature_alpha,effective_curvature
1,1.0000000000000002e-06,1.0000000000000002e-06,0.0,25.360969208382272,19.472810358614534,3.7848097311483846,3.7848097311483846,3.7848097311483846,0.0,0.0,0.3333042860031128,5.242543355838673,0.173280166210355,3.9869712172327816,0.08074963566016506,0.0002774454006686102,0.0,0.6609795335176829,0.0,0.0,0.0,2.0880350100027547,50.00367190386798,50.00431823730469,50.00431823730469,50.00431823730469,0.9999998807907104,0.006566143594682217,0.9073846936225891,1.0191020965576172,0.26549598574638367,0.08181202411651611,0.0,0.0,0.0,0.0,0.0,1.0,0.33305635081755147,0.16654637737854108,0.1665465147108645,0.3338568959687207,0.0,0.3330560535997958,0.16654590698512825,0.16654590698512825,0.33385213484635223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2.0000000000000003e-06,2.0000000000000003e-06,0.0,25.500342008229847,19.65616022573935,3.820149312148223,3.820149312148223,3.820149312148223,0.0,0.0,0.33197108958218546,5.057022352476378,0.17325687730634534,3.79124915599823,0.07628434544076791,0.000275822908529458,0.0,0.6576622676204991,0.0,0.0,0.0,2.092059934461439,49.92807934735272,49.9067497253418,49.9067497253418,50.00431823730469,1.000000238418579,0.006111528724431992,0.9211618304252625,1.01828134059906,0.2648199498653412,0.08164045214653015,0.0,0.0,0.0,0.0,0.0,1.0,0.332097608495403,0.16608104593045003,0.1660818038760005,0.3357537743207571,0.0,0.33209950859482223,0.16608272130424911,0.16608272130424911,0.33573504879667954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3e-06,3e-06,0.0,25.52134774182294,19.687855308120316,3.814700255522857,3.814700255522857,3.814700255522857,0.0,0.0,0.3316563690030897,5.035441701476638,0.17322389902295293,3.779859433303008,0.07944588121530172,0.0002751269352597159,0.0,0.6563316035915066,0.0,0.0,0.0,2.099295712806083,49.77310304383974,49.71218490600586,49.71218490600586,49.9067497253418,0.9999999403953552,0.005447524134069681,0.9385157823562622,1.0174065828323364,0.26380985975265503,0.08135427534580231,0.0,0.0,0.0,0.0,0.0,1.0,0.33063821857039993,0.1654274652938585,0.165428834589752,0.3385269255251498,0.0,0.3306436933375694,0.16543210156866023,0.16543210156866023,0.3384921067469829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.000000000000001e-06,4.000000000000001e-06,0.0,24.894383172731143,19.052812756718815,3.8099152784089783,3.8099152784089783,3.8099152784089783,0.0,0.0,0.33219414143948944,5.051865629247717,0.17317828656853856,3.8229994934958382,0.08143688597389169,0.00027175408920172503,0.0,0.6501528056892188,0.0,0.0,0.0,2.1103777563249744,49.59432890608504,49.518367767333984,49.61518478393555,49.71218490600586,1.0000001192092896,0.004345920402556658,0.9453974366188049,1.0173577070236206,0.2623923420906067,0.08098969608545303,0.0,0.0,0.0,0.0,0.0,1.0,0.32861136906855815,0.16447727059995806,0.1644791066646576,0.3424744259666752,0.0,0.32862128438176336,0.1644849390596957,0.1644849390596957,0.34240883830431346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5e-06,5e-06,0.0,24.88397773536476,19.043845009159398,3.7879223630235,3.7879223630235,3.7879223630235,0.0,0.0,0.3322534794742997,5.099890831354502,0.17311174644006266,3.877862923854106,0.08179838915128966,0.0002667010632796666,0.0,0.6456534475893587,0.0,0.0,0.0,2.1246200252223657,49.29767835462415,49.133018493652344,49.3253173828125,49.518367767333984,1.0,0.0035279891453683376,0.958493709564209,1.0176050662994385,0.2605898380279541,0.08051003515720367,0.0,0.0,0.0,0.0,0.0,1.0,0.3260068659846847,0.16331232439827276,0.1633155023729479,0.3474108141821784,0.0,0.32602752624331294,0.16332525095424136,0.16332525095424136,0.3473219654044589,250.5048370361328,375.56143096974466,0.66423892046811,-121.3990235381074,250.50483773915343,322.2953047247287,386.76665566958934,423.63345243546655,191.31015723092216,143.39397504348165,559.8888360728388,0.036483716277092654,0.1709563367151829,0.16652662843949706,0.2853414313984223,0.0,0.33896405587885714,0.32646361467760104,0.18331706633858405,1.4214221357666796,0.6418864468864469,0.8052564102564103,0.8497985347985348,0.14188644688644692,0.0052564102564102155,-0.10020146520146511,0.0,0.0,0.5164835164835165,0.4835164835164835,1.0,2.2819566297662126,2.219507714221766,2.173139146068594,-8.000301361083984,0.00033530531800352037
6,6e-06,6e-06,0.05,27.329408851829736,21.39268751402159,3.7830022605689795,3.7830022605689795,3.783530557477796,0.0,0.0,0.3314834269317421,5.382989767435435,0.17303075057429237,4.105193988696949,0.08011862454382149,0.00024050312404634078,0.0,0.6588428922601648,0.0,0.0,0.0,2.1539748488245785,48.835326014338314,48.46584701538086,48.845970153808594,49.133018493652344,0.9999999403953552,0.004121590871363878,0.9634177088737488,1.0538201332092285,0.26293763518333435,0.08429618924856186,0.0,0.0,1.6669835432155713,1.028126191448521,0.38324154690496215,1.0,0.3317709170483254,0.15968376518906774,0.16180868406553525,0.3467796340182021,0.0,0.3317719641569498,0.15971398152209618,0.16182572132832296,0.3466883350063015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7e-06,7e-06,0.1,24.48559129560316,18.69220649873888,3.7884261028186694,3.7884261028186694,3.789869418015351,0.0,0.0,0.335259642149951,5.00468610428475,0.17295929990910194,3.730653720933038,0.08008760989115045,0.0002309216561607664,0.0,0.6577316587035721,0.0,0.0,0.0,2.1902187450512036,48.060915044836094,47.43569564819336,48.18269729614258,48.56059646606445,1.000000238418579,0.007296648342162371,0.9699887633323669,1.0992622375488281,0.26922979950904846,0.09196346998214722,0.0,0.0,1.6046768620207503,0.7025364862905966,0.5621944187530062,1.0,0.34530094024297353,0.15393373652084455,0.16029472326910174,0.3404971079246418,0.0,0.34521742849736603,0.1540092217761117,0.16032719169114087,0.34044616125725413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.000000000000001e-06,8.000000000000001e-06,0.15,25.466608073260332,19.66826611596185,3.7427996171487345,3.7427996171487345,3.744596951716655,0.0,0.0,0.3329200954050631,5.170160274247865,0.17279135536503148,3.8101940251685478,0.08223857005705705,0.00023784590184978033,0.0,0.6915460228919983,0.0,0.0,0.0,2.291710209202122,46.18455629091005,44.823577880859375,46.336849212646484,47.43569564819336,1.0,0.018644249066710472,0.9270603060722351,1.2869001626968384,0.2824224829673767,0.10782906413078308,0.0,0.0,1.5223574477273065,0.5441955666284304,0.6425310182960987,1.0,0.3726567021898321,0.1427578797211518,0.15896101658408707,0.32566849605457204,0.0,0.3722549837988776,0.14294400690375147,0.159023054548212,0.32577795595736114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9e-06,9e-06,0.2,25.0218902020841,19.252674940470104,3.767319311966767,3.767319311966767,3.7672355110580855,0.0,0.0,0.3345258896415298,5.026775263451241,0.17236140531462593,3.678928394575377,0.08057406252703152,0.00025937406973900725,0.0,0.7186071196117917,0.0,0.0,0.0,2.449125760310405,43.212623699291335,40.81233596801758,43.529441833496094,45.26345443725586,1.0000001192092896,0.04863886535167694,0.8529184460639954,1.9821696281433105,0.29460179805755615,0.1222185492515564,0.0,0.0,1.2664972092654254,0.4110784168178971,0.6754209848939781,1.0,0.3961163477317707,0.13473388915126389,0.160674386330553,0.308703825280473,0.0,0.3949352422276059,0.13516151623145953,0.16076482107510437,0.3091384244931711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1e-05,1e-05,0.25,23.844148403889424,18.250880151181608,3.767715273676692,3.767715273676692,3.7636664235914075,0.0,0.0,0.33402283046696635,4.703845101433831,0.1709873547425141,3.118872358992293,0.08009807322476362,0.00030958387179526726,0.0,0.7360814052659113,0.0,0.0,0.0,2.669089259328069,39.56845793852935,35.320133209228516,40.336856842041016,42.85457992553711,1.0000001192092896,0.11314424872398376,0.7521434426307678,2.9177870750427246,0.30227130651474,0.1354852020740509,0.0,0.0,0.903934933043815,0.2809548655877242,0.6891868481709558,1.0,0.40763923847997513,0.13348883108512774,0.16717431956046336,0.2928352098207216,0.0,0.4050736209830722,0.1341553974795986,0.16714710319364393,0.2936238807600898,250.51606698088594,375.02346243753783,0.6676494858815644,-119.10254574870015,250.51606612523588,322.70978041412866,387.45859470766993,424.4892448994584,192.9988305228097,144.28601976143298,557.174691905146,0.03539620299671582,0.16339271480349596,0.0939320630675087,0.3033741968546546,0.0,0.3906557558623624,0.34423201947268645,0.18072519671918033,1.4177083655212028,0.6282417582417582,0.7878937728937729,0.8501098901098901,0.1282417582417582,-0.012106227106227108,-0.09989010989010982,0.0,0.0,0.5164835164835165,0.4835164835164835,1.0,2.284224878955673,2.2205655001677,2.173798830627085,-7.999495506286621,0.00033557560527697206
