epoch,lr_backbone,lr_main,solver_strength,train_total,train_count,train_flat_dm16,train_allocation,train_dm16,train_dm32,train_dm64,train_cell,train_region_nb,train_hurdle_bce,train_trunc_nb,train_curvature,train_hard_bg,train_fg_bce,train_scale_align,train_cell_carrier,train_cell_fine,train_kd_total,train_kd_spatial,train_kd_count,region_mu_mean,region_dispersion_mean,region_dispersion_p10,region_dispersion_p50,region_dispersion_p90,region_weight_mean,region_weight_std,region_weight_min,region_weight_max,solver_weight_mean,solver_weight_std,weight_clip_low_fraction,weight_clip_high_fraction,solver_energy_before,solver_energy_after,solver_energy_reduction,weight_mean_16,weight_mean_32,weight_mean_64,weight_mean_64_32,weight_mean_128,scale_pi_16,scale_pi_32,scale_pi_64,scale_pi_64_32,scale_pi_128,val_mae,val_rmse,val_nae,val_bias,val_game0,val_game1,val_game2,val_game3,val_mae_sparse,val_mae_moderate,val_mae_dense,pearson_rate_var_error,spearman_rate_var_error,spearman_weight_error,spearman_pred_weight_error,spearman_rate_var_error_16,spearman_rate_var_error_32,spearman_rate_var_error_64,spearman_rate_var_error_128,mean_std_residual,coverage_50,coverage_80,coverage_95,calib_gap_50,calib_gap_80,calib_gap_95,dispersion_sat_low_fraction,dispersion_sat_high_fraction,solver_help_fraction,solver_harm_fraction,energy_monotonic_fraction,mae_reg_y0,mae_reg_y1,mae_reg_y2,curvature_alpha,effective_curvature
1,1.0000000000000002e-06,1e-05,0.0,25.004764891959525,18.977325413678145,3.7608763205038533,3.7608763205038533,3.7608763205038533,0.0,0.0,0.3329373445059802,5.951278106586353,0.1732776068352364,4.097903109885551,0.07983153202646487,0.00027695294891207203,0.0,0.6594555603491293,0.0,0.0,0.0,0.0,0.0,2.125159334492039,50.002400372479414,50.00431823730469,50.00431823730469,50.00431823730469,1.0000001192092896,0.007245904300361872,0.9209451079368591,1.0192214250564575,0.3330799639225006,0.002481123199686408,0.0,0.0,0.0,0.0,0.0,,0.3330315351486206,0.33311792563747716,,0.33385555647514964,,0.3330307675374521,0.3331187657407812,,0.33385047074910756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2.0000000000000003e-06,2e-05,0.0,25.557212881139808,19.47795824102453,3.7628260947562553,3.7628260947562553,3.7628260947562553,0.0,0.0,0.3338768160020983,6.11457871101998,0.1732426881790161,4.181798213237041,0.07964501096992879,0.00027541720663902124,0.0,0.6605203683311874,0.0,0.0,0.0,0.0,0.0,2.1298353929777405,49.91560167879672,49.9067497253418,49.9067497253418,50.00431823730469,1.0,0.0066415900364518166,0.8924269080162048,1.0197550058364868,0.3320483863353729,0.0026491188909858465,0.0,0.0,0.0,0.0,0.0,,0.33181019167642334,0.33220589805293727,,0.33599612519547745,,0.33181103661253647,0.33221482747309916,,0.33597413430342804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3e-06,3e-05,0.0,24.524104453421927,18.52783643877184,3.788494180988621,3.788494180988621,3.788494180988621,0.0,0.0,0.33330566013181534,5.800185106896065,0.17319572777361483,3.957592487335205,0.0792716710349998,0.0002745438596812656,0.0,0.6513743255589459,0.0,0.0,0.0,0.0,0.0,2.1373237210351066,49.72688602756809,49.61518478393555,49.71218490600586,49.80937194824219,0.9999999403953552,0.005810140166431665,0.9313865303993225,1.017243504524231,0.3303791284561157,0.003228825982660055,0.0,0.0,0.0,0.0,0.0,,0.3298140885056676,0.3308317137731088,,0.33938361986263377,,0.32981775821866216,0.33085336878493027,,0.33932887299640757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.000000000000001e-06,4e-05,0.0,24.198111559893633,18.218707935230153,3.8072114892908044,3.8072114892908044,3.8072114892908044,0.0,0.0,0.33219010040566727,5.693359980712065,0.17310159794382146,3.9019376039505005,0.07532889728207846,0.0002722675138077623,0.0,0.6404532371340571,0.0,0.0,0.0,0.0,0.0,2.148401756544371,49.54368354178764,49.421749114990234,49.518367767333984,49.61518478393555,1.0,0.004665011074393988,0.941933810710907,1.0147862434387207,0.32809585332870483,0.004311307333409786,0.0,0.0,0.0,0.0,0.0,,0.3271338005323668,0.32869327712703394,,0.3442210756443642,,0.32714148792060643,0.32872904796858093,,0.34412945686159907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5e-06,5e-05,0.0,24.286172918371253,18.325177605087692,3.775478814099286,3.775478814099286,3.775478814099286,0.0,0.0,0.33315515598735296,5.739705453047881,0.173029713131286,3.9125829773980216,0.07806764845107053,0.00026555830137678295,0.0,0.6421003502768439,0.0,0.0,0.0,0.0,0.0,2.1585511130255624,49.25147618474187,49.037147521972656,49.22907257080078,49.421749114990234,1.0000001192092896,0.004160468000918627,0.9398092031478882,1.023091435432434,0.32497939467430115,0.0061841062270104885,0.0,0.0,0.0,0.0,0.0,,0.3232905784168759,0.3267356696966532,,0.35003673063742147,,0.32330691250594884,0.32678839322682973,,0.34990469346175324,250.5563422192584,374.19074890087757,0.6733768941604054,-115.27976828355055,250.55634270980187,323.1175880399649,388.30366316130437,425.64351494961363,195.8856702532087,145.77990755184678,552.7053590857464,0.0373057729498887,0.25200010733271555,0.27853076580841646,0.29896881566937966,0.0,0.3385807536737159,0.2965959816950259,0.18279649962500052,1.3908623179137583,0.7365065406177861,0.7827672126342018,0.8312264116375362,0.2365065406177861,-0.017232787365798252,-0.11877358836246377,0.0,0.0,0.532967032967033,0.46703296703296704,1.0,2.334483175814807,2.2761192266102674,2.233123698404857,-8.000306129455566,0.00033530371729284525
6,6e-06,6e-05,0.05,25.848761532757734,19.78750435081688,3.8095424304137357,3.8095424304137357,3.810033881986463,0.0,0.0,0.33417219890130534,5.873171696791777,0.1728291318223283,4.095038104701686,0.08283715372955477,0.00023626268336335448,0.0,0.6449897337604213,0.0,0.0,0.0,0.0,0.0,2.1824103883794836,48.770668648384714,48.371280670166016,48.75066375732422,49.133018493652344,1.0,0.004477518144994974,0.9450560808181763,1.0343542098999023,0.32663288712501526,0.006857084576040506,0.0,0.0,1.6516236807848956,0.9767258859969474,0.4086268577035774,,0.326423639381254,0.3221070468425751,,0.35151986818055847,,0.32641532694971237,0.32218085430763865,,0.3514038211590535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7e-06,7e-05,0.1,25.77303120896623,19.763855727943213,3.7700742644232674,3.7700742644232674,3.7714934220185152,0.0,0.0,0.3341695851570851,5.9070198084857015,0.17272126553831874,4.005776057372222,0.07867761520115105,0.00022497516152184658,0.0,0.6562402473913657,0.0,0.0,0.0,0.0,0.0,2.215766120601345,47.99344604079788,47.43569564819336,48.08868408203125,48.56059646606445,1.0000003576278687,0.0070744710974395275,0.9584134817123413,1.0821192264556885,0.3364252746105194,0.012605962343513966,0.0,0.0,1.5996292152920284,0.6401317425676294,0.5998249241460829,,0.3411649787748182,0.31444138610685196,,0.34441653457847804,,0.3410977245988073,0.31454432252291087,,0.3443579520728137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.000000000000001e-06,8e-05,0.15,25.16771311373324,19.221485009064544,3.780879355765678,3.780879355765678,3.7831321922508447,0.0,0.0,0.3328546325902681,5.748214850554595,0.17259326818827037,3.8077370153891072,0.07360320477872281,0.0002233037316850764,0.0,0.6727242050944148,0.0,0.0,0.0,0.0,0.0,2.271108698200535,46.74078049530854,45.7970085144043,46.79157257080078,47.62135314941406,0.9999999403953552,0.013610529713332653,0.9451624155044556,1.1768362522125244,0.3513117730617523,0.026117978617548943,0.0,0.0,1.5316395437395252,0.46709353859360153,0.6950369030998088,,0.36338067940763524,0.3037822713723054,,0.3328614710150538,,0.3631677450360479,0.3039506246914735,,0.332881627050606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9e-06,9e-05,0.2,26.96522076065476,20.963525514344912,3.7902419953732878,3.7902419953732878,3.792210984874416,0.0,0.0,0.3334685402947503,5.89873616115467,0.17245747672544942,3.8640709632151835,0.08021568416340931,0.00022017538769334252,0.0,0.6954229490177052,0.0,0.0,0.0,0.0,0.0,2.338912970310933,44.95404691953917,43.27513122558594,45.08699035644531,46.336849212646484,1.0,0.024835672229528427,0.9078872203826904,1.3228579759597778,0.3639317452907562,0.03911752253770828,0.0,0.0,1.3119235747569316,0.34737370223612396,0.735218034861151,,0.382073789029508,0.2954711825461001,,0.3224851239371944,,0.38159980967238144,0.2957770937197917,,0.3226230941914223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1e-05,0.0001,0.25,25.841618589452796,19.9658960651707,3.764826639278515,3.764826639278515,3.763598835146105,0.0,0.0,0.3334773617821771,5.636399610622509,0.17278725674023498,3.6122768569636987,0.08208048786665942,0.00023813818650622224,0.0,0.721347232122679,0.0,0.0,0.0,0.0,0.0,2.486278456610602,41.976528889424095,39.095821380615234,42.355308532714844,44.38798141479492,1.0000001192092896,0.06960926204919815,0.7953101992607117,1.9988465309143066,0.37812572717666626,0.06304457038640976,0.0,0.0,1.0664470066895355,0.26568396913038717,0.7508699752882019,,0.4026268938103238,0.2884847368742969,,0.3092197719457987,,0.4011059572567811,0.28919667166632573,,0.3096973734932977,250.53664655999822,373.8342824383622,0.6755586175947031,-113.73576746930132,250.53664780775813,323.3508692046227,388.69954380354136,426.1621771251002,196.95843069893974,146.35768763224283,550.8438903145168,0.03645025210970379,0.27532385696144607,0.1802477845572552,0.32496166628194056,0.0,0.3820917018297401,0.3039475489765704,0.2028508208912617,1.38658745407188,0.7214832728738412,0.7680004397053973,0.8324356014803415,0.22148327287384117,-0.031999560294602714,-0.1175643985196585,0.0,0.0,0.532967032967033,0.46703296703296704,1.0,2.333663271678673,2.275909815843289,2.2329573785210703,-8.00017261505127,0.0003353484789840877
