epoch,lr_backbone,lr_main,solver_strength,train_total,train_count,train_flat_dm16,train_allocation,train_dm16,train_dm32,train_dm64,train_cell,train_region_nb,region_mu_mean,region_dispersion_mean,region_dispersion_p10,region_dispersion_p50,region_dispersion_p90,region_weight_mean,region_weight_std,region_weight_min,region_weight_max,solver_weight_mean,solver_weight_std,weight_clip_low_fraction,weight_clip_high_fraction,solver_energy_before,solver_energy_after,solver_energy_reduction,weight_mean_32,weight_mean_64,weight_mean_128,val_mae,val_rmse,val_nae,val_bias,val_game0,val_game1,val_game2,val_game3,val_mae_sparse,val_mae_moderate,val_mae_dense,pearson_rate_var_error,spearman_rate_var_error,spearman_weight_error,spearman_pred_weight_error,spearman_rate_var_error_32,spearman_rate_var_error_64,spearman_rate_var_error_128,mean_std_residual,coverage_50,coverage_80,coverage_95,calib_gap_50,calib_gap_80,calib_gap_95,dispersion_sat_low_fraction,dispersion_sat_high_fraction,solver_help_fraction,solver_harm_fraction,energy_monotonic_fraction,mae_reg_y0,mae_reg_y1,mae_reg_y2
1,2.0000000000000003e-06,2e-05,0.0,23.968536351178145,18.945759773254395,3.786295040233715,3.786295040233715,3.786295040233715,0.0,0.0,0.2466344229272894,5.874113881910169,2.190454373488555,49.93544057897619,49.9067497253418,49.9067497253418,50.00431823730469,0.9999999647824531,0.004795074979737734,0.9481812119483948,1.0324838161468506,0.9999999647824531,0.004795074979737734,0.0,0.0,0.01494935542546414,0.01494935542546414,0.0,0.9999999967781273,0.999999995167191,0.9999999967781273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.000000000000001e-06,4e-05,0.0,23.260864335137445,18.25425503704999,3.728288876043784,3.728288876043784,3.728288876043784,0.0,0.0,0.24661312634880478,6.08333614710215,2.194198543960984,49.6004314938107,49.421749114990234,49.61518478393555,49.80937194824219,0.9999999586229044,0.005030537403082012,0.9546146392822266,1.0327247381210327,0.9999999586229044,0.005030537403082012,0.0,0.0,0.013442752228395359,0.013442752228395359,0.0,0.9999999967781273,0.999999995167191,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6e-06,6e-05,0.0,24.70010857968717,19.65696265246417,3.737339084212844,3.737339084212844,3.737339084212844,0.0,0.0,0.2476355973127726,6.219489432669975,2.201084781337429,49.00490982468064,48.56059646606445,49.037147521972656,49.421749114990234,0.9999999565986356,0.0057502634186447936,0.9377545118331909,1.0324954986572266,0.9999999565986356,0.0057502634186447936,0.0,0.0,0.013185953268328228,0.013185953268328228,0.0,0.9999999935562546,0.9999999919453183,0.9999999967781273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8.000000000000001e-06,8e-05,0.0,22.363783784814782,17.41314917641717,3.7502965669374206,3.7502965669374206,3.7502965669374206,0.0,0.0,0.2455811420002499,5.694713586085552,2.2099926987209835,48.041621955665384,47.250762939453125,48.18269729614258,48.75066375732422,0.9999999573445905,0.007476781584828729,0.9290607571601868,1.050119161605835,0.9999999573445905,0.007476781584828729,0.0,0.0,0.0138470509618118,0.0138470509618118,0.0,0.9999999919453183,0.9999999871125093,0.9999999967781273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1e-05,0.0001,0.0,22.660255870303594,17.733074445982236,3.721519102921357,3.721519102921357,3.721519102921357,0.0,0.0,0.24696952950310064,5.71960076770267,2.273632764816284,45.885374326963685,43.870845794677734,46.24643325805664,47.52843475341797,0.9999999588239452,0.02162472271517224,0.738083004951477,1.0808931589126587,0.9999999588239452,0.02162472271517224,0.0,0.0,0.034157529095741546,0.034157529095741546,0.0,0.9999999903343819,0.999999995167191,1.0,308.960993379027,401.5871644517555,1.1652776415746124,116.52919421353182,308.960993051621,397.5874765609406,465.79701297392097,514.152255238463,360.7119129725865,287.5965187013611,360.9992715586787,0.10040661370348701,0.3439366746449414,-0.3440249747537653,-0.3440249747537653,0.4456490290730828,0.20890412407772235,0.030668124126065243,1.3078228446588536,0.7327310403054894,0.7817044921259758,0.8474267187530135,0.2327310403054894,-0.01829550787402423,-0.1025732812469865,0.0,0.0,0.3131868131868132,0.6868131868131868,1.0,2.292535724548193,2.3375759576703166,2.338086779955979
6,1e-05,0.0001,0.05,22.04761012824806,17.27175099140889,3.6907895706795357,3.6907895706795357,3.6907895706795357,0.0,0.0,0.24631875672855894,5.117449869980684,2.364904970736117,42.87982765403954,38.48969650268555,43.870845794677734,46.066139221191406,0.9999999532485239,0.0652466607413935,0.29979538917541504,1.197473406791687,0.9999999532485239,0.0652466607413935,0.0,0.0,0.19788537516787247,0.1656423377225528,0.1629379504067285,0.9999999919453183,0.9999999855015729,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9.999975077406627e-06,9.999975077406626e-05,0.1,21.249658893894505,16.619930576633763,3.7102697604411357,3.7102697604411357,3.7102697604411357,0.0,0.0,0.24403061375424667,4.292253803562474,2.522362328864433,40.14665799527555,29.975807189941406,42.68750762939453,45.618465423583984,1.0003082401849943,0.16405970988702076,0.25,1.4343172311782837,1.0003082401849943,0.16405970988702076,0.0045409782251887515,0.0,1.5669790546636324,1.1290492608740523,0.27947392946077765,1.0002808973595902,1.0004752632733938,1.0000786265811406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9.999900309874961e-06,9.999900309874961e-05,0.15,19.286952405362516,14.804215714738175,3.6964253734897925,3.6964253734897925,3.6964253734897925,0.0,0.0,0.24301419105078723,3.6277892267381824,2.566641833331134,40.02273064690667,23.759174346923828,44.04254913330078,47.250762939453125,1.0030580957089281,0.23685527518494512,0.25,1.8637080192565918,1.0030580957089281,0.23685527518494512,0.02711456395666922,0.0,5.5984153940870955,3.5579130875097738,0.3644785466852725,1.002823932750805,1.004227480372867,1.0022818623362362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.999775698150361e-06,9.999775698150361e-05,0.2,16.179199605374723,11.833225507993955,3.668295634759439,3.668295634759439,3.668295634759439,0.0,0.0,0.24009066175770116,3.0882779649786047,2.5918905606140963,39.072245520514414,19.091032028198242,43.78524398803711,47.343135833740234,1.0062585985768002,0.28220710905653956,0.25,2.0657577514648438,1.0062585985768002,0.28220710905653956,0.044635627530364375,0.0,13.073997897070807,7.196256354048446,0.4495749188042361,1.0058895607252378,1.007967555845106,1.0056501723624565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9.999601243475088e-06,9.999601243475088e-05,0.25,15.189123694961136,10.899248767543483,3.6493607147319898,3.6493607147319898,3.6493607147319898,0.0,0.0,0.23904126036811518,2.903769235353212,2.542341815458762,37.287142470076276,16.329425811767578,41.86185073852539,46.15619659423828,1.0084340820849,0.3082827926903409,0.25,2.299203872680664,1.0084340820849,0.3082827926903409,0.05504705109968268,0.0,19.427809199771367,9.146798108075116,0.5291904499359219,1.0080124172004494,1.0103258828859072,1.0080179298246228,345.07778088077083,497.3546842200648,0.9237338116544542,278.460996732607,345.0777796356793,366.8573703000205,398.1022486076425,444.78260785211364,145.8306623186384,260.7135671571244,611.9845939304518,0.7041447526001937,0.5910533225706929,-0.3616573531507806,-0.3616573531507806,0.6219879047240838,0.593473716786154,0.5470016225912372,0.9328940678948424,0.7563841846650995,0.8842950235824292,0.9518944158607641,0.2563841846650995,0.08429502358242913,0.0018944158607641093,0.001851451053334219,0.0,0.41208791208791207,0.5879120879120879,1.0,1.9286891169600435,2.023859522172383,2.145396596946559
11,9.999376947588288e-06,9.999376947588288e-05,0.3,13.523706745457005,9.280296415896029,3.6295443676613472,3.6295443676613472,3.6295443676613472,0.0,0.0,0.23577778242729805,2.7746071042241276,2.565794409932317,33.94647510631664,13.22397232055664,37.9670524597168,43.44450378417969,1.0102305300945473,0.33217550789950884,0.25,2.5317397117614746,1.0102305300945473,0.33217550789950884,0.06410165225954699,0.0,24.882387882954365,9.865760932097563,0.6035042545552437,1.0097660148465954,1.0122200540594153,1.0102059970030914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9.999102812725971e-06,9.999102812725972e-05,0.35,13.383438471201304,9.138396559534845,3.6724686235994906,3.6724686235994906,3.6724686235994906,0.0,0.0,0.23137544135789614,2.5736462425541236,2.7227586701109603,30.01747311772527,10.19875431060791,33.31005859375,40.101200103759766,1.0126356185738876,0.3605410423401614,0.25,3.149219512939453,1.0126356185738876,0.3605410423401614,0.07706805996279681,0.0,30.175512184967864,9.855865600946787,0.6733819946275328,1.0122062451130636,1.0146563536412008,1.011778651057063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,9.998778841621001e-06,9.998778841621002e-05,0.4,12.394204912958918,8.21021505304285,3.629880885820131,3.629880885820131,3.629880885820131,0.0,0.0,0.2311229355431892,2.481641305459512,2.6356575843450187,26.274214667242926,8.757599830627441,28.715063095092773,36.51255798339844,1.0128105838489696,0.37904149978240176,0.25,3.4170942306518555,1.0128105838489696,0.37904149978240176,0.07861089834774046,0.0,28.577579472516035,7.949545873178018,0.7218257802126542,1.0124678772849005,1.0145527639904537,1.0115329252706993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,9.998405037503059e-06,9.998405037503059e-05,0.45,12.755950824634448,8.595526205526816,3.6131505966186523,3.6131505966186523,3.6131505966186523,0.0,0.0,0.22860903111664024,2.450609249037665,2.74777872497971,22.731934263899518,7.331553936004639,24.46554183959961,32.6657829284668,1.014594669527804,0.4071639085752214,0.25,4.0,1.014594669527804,0.4071639085752214,0.08842871211292264,2.735529051318525e-06,30.9254796311662,6.943627653895198,0.7754722728084216,1.0143409999641213,1.016047571156476,1.0128992280444584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,9.997981404098609e-06,9.997981404098608e-05,0.5,11.936813354492188,7.798668732514253,3.6166549308879956,3.6166549308879956,3.6166549308879956,0.0,0.0,0.23036274595840558,2.3194945212957023,2.4905141205401033,19.74924340119233,6.934600830078125,20.844900131225586,29.167261123657227,1.0138368484127254,0.4157459564343729,0.25,3.952134132385254,1.0138368484127254,0.4157459564343729,0.08553725790567895,0.0,23.230639303052747,4.309611987423253,0.8144858636388485,1.0136609721828151,1.0150270945317037,1.011821537404447,178.81639862060547,278.85785777711465,0.42193021149790694,67.24814773391891,178.81639627084303,206.75532767535094,242.77247160438185,285.94612382698176,48.666388920375276,114.368150903273,379.3571382605511,0.6818385283438102,0.7010311495020347,-0.5424404842394686,-0.5424404842394686,0.7368991419625017,0.608021702632894,0.5897880504834401,0.89557609206532,0.7912660368018755,0.9127353689294798,0.9626495464587784,0.29126603680187546,0.11273536892947977,0.012649546458778471,0.007626521179185748,0.0,0.5604395604395604,0.43956043956043955,1.0,1.8134436630285704,1.4882170345102037,1.5514176826883148
