epoch,lr_backbone,lr_main,solver_strength,train_total,train_count,train_flat_dm16,train_allocation,train_dm16,train_dm32,train_dm64,train_cell,train_region_nb,train_hurdle_bce,train_trunc_nb,train_kd_total,train_kd_spatial,train_kd_count,region_mu_mean,region_dispersion_mean,region_dispersion_p10,region_dispersion_p50,region_dispersion_p90,region_weight_mean,region_weight_std,region_weight_min,region_weight_max,solver_weight_mean,solver_weight_std,weight_clip_low_fraction,weight_clip_high_fraction,solver_energy_before,solver_energy_after,solver_energy_reduction,weight_mean_32,weight_mean_64,weight_mean_128,scale_pi_32,scale_pi_64,scale_pi_128,val_mae,val_rmse,val_nae,val_bias,val_game0,val_game1,val_game2,val_game3,val_mae_sparse,val_mae_moderate,val_mae_dense,pearson_rate_var_error,spearman_rate_var_error,spearman_weight_error,spearman_pred_weight_error,spearman_rate_var_error_32,spearman_rate_var_error_64,spearman_rate_var_error_128,mean_std_residual,coverage_50,coverage_80,coverage_95,calib_gap_50,calib_gap_80,calib_gap_95,dispersion_sat_low_fraction,dispersion_sat_high_fraction,solver_help_fraction,solver_harm_fraction,energy_monotonic_fraction,mae_reg_y0,mae_reg_y1,mae_reg_y2
1,2.0000000000000003e-06,2.0000000000000003e-06,0.0,24.35043358158421,18.51378211459598,3.72795735178767,3.72795735178767,3.72795735178767,0.0,0.0,0.2515256759282705,5.980594306378751,0.17327257104822108,4.161833537591471,0.0,0.0,0.0,2.126820725363654,49.97125254450618,49.9067497253418,50.00431823730469,50.00431823730469,1.000000238418579,0.005093132611364126,0.9863708019256592,1.0774022340774536,1.000000238418579,0.005093132611364126,0.0,0.0,0.0,0.0,0.0,1.0000000128874909,1.0,0.9999999967781273,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.000000000000001e-06,4.000000000000001e-06,0.0,24.2554238293622,18.43996883083034,3.7470765887080013,3.7470765887080013,3.7470765887080013,0.0,0.0,0.25134320355750417,5.910900161073014,0.17322119949637232,4.030203464868906,0.0,0.0,0.0,2.1353796237223857,49.81131785624736,49.71218490600586,49.80937194824219,49.9067497253418,0.9999999403953552,0.004348813556134701,0.9874195456504822,1.0532658100128174,0.9999999403953552,0.004348813556134701,0.0,0.0,0.0,0.0,0.0,1.0000000032218728,1.0,0.9999999967781273,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6e-06,6e-06,0.0,24.415112882047087,18.588101283924,3.7764472703675964,3.7764472703675964,3.7764472703675964,0.0,0.0,0.25039843208081014,5.848394902976784,0.17313414650994377,4.004861896102493,0.0,0.0,0.0,2.150510955501247,49.57429483774546,49.421749114990234,49.61518478393555,49.71218490600586,1.0000001192092896,0.003340041497722268,0.9874894618988037,1.0537502765655518,1.0000001192092896,0.003340041497722268,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000032218728,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8.000000000000001e-06,8.000000000000001e-06,0.0,24.121727840320485,18.2918205905605,3.7400794673610376,3.7400794673610376,3.7400794673610376,0.0,0.0,0.2508953427140777,5.969535511893195,0.1730087403510068,4.079479249748024,0.0,0.0,0.0,2.1829813106639966,49.07364231831318,48.75066375732422,49.133018493652344,49.3253173828125,1.0000001192092896,0.0029399183113127947,0.9744413495063782,1.0305088758468628,1.0000001192092896,0.0029399183113127947,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000016109363,0.9999999935562546,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1e-05,1e-05,0.0,23.82226998097188,18.028637937597328,3.7482254762907288,3.7482254762907288,3.7482254762907288,0.0,0.0,0.250645450643591,5.840896600001567,0.17287318126575366,3.986392607560029,0.0,0.0,0.0,2.2182357568998596,48.312268128266204,47.807735443115234,48.371280670166016,48.75066375732422,1.0000001192092896,0.005137218628078699,0.934394359588623,1.026993751525879,1.0000001192092896,0.005137218628078699,0.0,0.0,0.0,0.0,0.0,1.0000000064437453,0.999999995167191,0.9999999967781273,0.0,0.0,0.0,256.5316012036669,395.1427520657503,0.5954062344395147,-181.54928748162237,256.5316021318893,319.35420572260807,375.8064529796524,407.4567914732808,150.14592143467493,128.9490299964136,630.5066325975502,0.03270152159439365,0.2909457507854249,-0.3498676522104704,-0.3498676522104704,0.4146495777535769,0.33332270728639646,0.19310316945568695,1.3580362430941006,0.747062642903521,0.7932653467934968,0.8325422522987779,0.24706264290352098,-0.006734653206503238,-0.11745774770122208,0.0,0.0,0.4725274725274725,0.5274725274725275,0.4313186813186814,2.335696863931614,2.11561073248203,2.1155601618709143
6,1e-05,1e-05,0.05,25.06677854383314,19.22698946256895,3.7250662816537394,3.7250662816537394,3.7250662816537394,0.0,0.0,0.2520849817507976,6.05826862438305,0.17270289683664167,4.113888005952577,0.0,0.0,0.0,2.26834571683729,47.017372337547506,46.066139221191406,47.158565521240234,47.807735443115234,1.0,0.01065156515687704,0.8858367800712585,1.0489493608474731,1.0,0.01065156515687704,0.0,0.0,5.061984294169658,2.7365997159803235,0.4593820215656712,1.0000000064437453,1.0000000064437453,0.9999999903343819,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9.999976323536296e-06,9.999976323536296e-06,0.1,25.48245218637827,19.756036268698203,3.7388214227315544,3.7388214227315544,3.7388214227315544,0.0,0.0,0.252696921696534,5.732755151954857,0.1725768889929797,3.803054751576604,0.0,0.0,0.0,2.3194998148325325,45.32201045268291,43.69981002807617,45.52945327758789,46.70027160644531,1.0,0.02286890707910061,0.6390367150306702,1.0958653688430786,1.0,0.02286890707910061,0.0,0.0,5.034148461109883,1.4262666702270508,0.7166816431328288,1.0000000064437453,0.9999999983890636,0.9999999935562546,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9.999905294381213e-06,9.999905294381213e-06,0.15,25.680136964127826,20.074030760172253,3.7339061466423242,3.7339061466423242,3.7339061466423242,0.0,0.0,0.2531532967412794,5.466196466136623,0.17204530698222084,3.492338831360276,0.0,0.0,0.0,2.4923914960912756,41.97299493325723,38.33964157104492,42.604209899902344,44.823577880859375,1.0000001192092896,0.07030797004699707,0.3232826292514801,1.2308592796325684,1.0000001192092896,0.07030797004699707,0.0,0.0,4.975554066735345,0.7347060860814275,0.8523368299837415,1.0000000128874909,0.9999999983890636,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.999786913242843e-06,9.999786913242843e-06,0.2,23.545969731098896,18.235745017592972,3.6858582947705245,3.6858582947705245,3.6858582947705245,0.0,0.0,0.25236190130581726,4.850499481768222,0.16886605564001445,2.871446957459321,0.0,0.0,0.0,2.8517289032807223,37.20074287620751,29.281417846679688,38.715885162353516,42.68750762939453,1.0003315210342407,0.16820310056209564,0.25,1.5231547355651855,1.0003315210342407,0.16820310056209564,0.00450541634752161,0.0,4.627797758257067,0.5572567082740165,0.8795849046601614,1.0004093292597178,1.0000695747298163,0.9999999935562546,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9.999621181301335e-06,9.999621181301335e-06,0.25,19.86362720180202,14.848473407126761,3.611255168914795,3.611255168914795,3.611255168914795,0.0,0.0,0.2497676731766881,4.188433196093585,0.16278344151136037,2.4374574261742668,0.0,0.0,0.0,3.164135172560408,34.13292725021775,20.642330169677734,36.72712707519531,42.27266311645508,1.0028107166290283,0.25628983974456787,0.25,1.880435585975647,1.0028107166290283,0.25628983974456787,0.027068059962796806,0.0,6.215095081844845,1.208552948526434,0.8055455415224806,1.0033191539145805,1.0012501349320282,1.0000043173094053,0.0,0.0,0.0,256.0037368208497,394.06195101112223,0.5973996943962843,-179.0563165958111,256.00373627219926,319.21369617202095,376.0981486076745,407.9345668990053,151.74394907270158,129.1953240328057,627.4842534272567,0.03284472103441464,0.34807411851493364,-0.398676926194097,-0.398676926194097,0.47331513201572456,0.31882678243123863,0.1864766583869919,1.3554975840200696,0.7305860142587446,0.7708443602529459,0.8326386820411391,0.2305860142587446,-0.02915563974705415,-0.11736131795886084,0.0,0.0,0.4725274725274725,0.5274725274725275,0.48534798534798534,2.346594881225418,2.115989571744269,2.1157640169610032
