epoch,lr,lr_backbone,lr_main,solver_strength,rmr_update_rule,solver_step0,eta0,train_total,train_count,train_flat_dm16,train_cell,train_global,train_region_head,train_region_map,train_deep,grad_norm_mean,grad_norm_max,clip_rate,residual_abs_mean,residual_abs_max,z_lt_minus10_frac,initial_pred_count_mean,initial_pred_count_std,solver_rel_step_mean,solver_delta_n_mean,solver_signed_delta_n_mean,solver_r_spatial_mean,val_MAE,val_RMSE,val_NAE,val_Bias
0,2e-05,2.0000000000000003e-06,2e-05,0.0,projected_sirt,0.0,0.0,22.468675561853356,18.65281088287766,3.7534831150158032,0.24626133329159505,18.65281088287766,0.0040793615783489235,0.0,0.24626133329159505,inf,inf,0.13513513513513514,0.0007388915526806503,0.0027416711673140526,0.0,267.3237659351246,0.3319079455906554,0.0,0.0,0.0,0.0,,,,
1,4e-05,4.000000000000001e-06,4e-05,0.0,projected_sirt,0.0,0.0,21.94903430423221,18.12894072403779,3.757548899263949,0.24707645218114596,18.12894072403779,0.0038787823444156834,0.0,0.24707645218114596,30.098405670475316,71.68592071533203,0.0,0.0007291687621005081,0.0026888090651482344,0.0,267.141036574905,0.43323498259252613,0.0,0.0,0.0,0.0,,,,
2,6e-05,6e-06,6e-05,0.0,projected_sirt,0.0,0.0,21.85750896866257,18.06452297519993,3.7308184971680514,0.24543830027451385,18.06452297519993,0.004039152047118625,0.0,0.24543830027451385,inf,inf,0.02702702702702703,0.0007295252478404625,0.002504493808373809,0.0,267.0610054634713,0.6974998996513039,0.0,0.0,0.0,0.0,,,,
3,8e-05,8.000000000000001e-06,8e-05,0.0,projected_sirt,0.0,0.0,22.277893298381084,18.45273984445108,3.7626360493737296,0.246847372200038,18.45273984445108,0.0040290849786755204,0.0,0.246847372200038,41.882392445126094,120.15299224853516,0.0,0.0006704730094989409,0.002929962007328868,0.0,266.600206529772,1.8535543574159898,0.0,0.0,0.0,0.0,,,,
4,0.0001,1e-05,0.0001,0.0,projected_sirt,0.0,0.0,20.732067546328985,16.963752514607197,3.706109749304282,0.24570885300636292,16.963752514607197,0.0038898365377020593,0.0,0.24570885300636292,54.71355206257588,205.61746215820312,0.0,0.0005773910576150425,0.0035507625434547663,0.0,265.90155936576224,5.4931891642155914,0.0,0.0,0.0,0.0,297.9754494048737,390.6232817544559,1.1081781294007642,99.1521852514246
5,0.0001,1e-05,0.0001,0.05,projected_sirt,0.05,0.05,20.835177962844437,17.02761629465464,3.7453542528925716,0.2459751540744627,17.02761629465464,0.003568707612922063,0.0,0.24600519320449313,75.8885032035209,145.1234893798828,0.0,0.0009768506169092615,0.011968802660703659,0.0,259.9876440924567,12.44086024813043,0.006318805443525717,0.7953774800171723,-0.32857603479076075,0.5157981764625859,,,,
6,9.999975077406626e-05,9.999975077406627e-06,9.999975077406626e-05,0.1,projected_sirt,0.1,0.1,20.04961750958417,16.252981624087774,3.734856483098623,0.2446915402605727,16.252981624087774,0.003033887572913758,0.0,0.24502976681735064,94.77480450192013,236.6240234375,0.0,0.0029071562457829714,0.07141544669866562,0.0,257.8181346171611,22.371586513600278,0.03888801203386204,6.302158954981211,2.6719943558847583,0.3972155391364484,,,,
7,9.999900309874961e-05,9.999900309874961e-06,9.999900309874961e-05,0.15,projected_sirt,0.15,0.15,17.732247404150062,13.992227966720993,3.6786560818955705,0.24330886433253418,13.992227966720993,0.002681720068967725,0.0,0.24454659022189476,inf,inf,0.02702702702702703,0.005964678460480394,0.15123410522937775,0.0,251.00227190997148,32.00930922317598,0.12660605178491488,22.17012776555242,12.193180702828073,0.35065253099074234,,,,
8,9.999775698150361e-05,9.999775698150361e-06,9.999775698150361e-05,0.2,projected_sirt,0.2,0.2,15.871468234706569,12.112541688455117,3.6979579861099654,0.24188711917078173,12.112541688455117,0.0024831941920785685,0.0,0.24355055069601214,78.99123573303223,271.6841735839844,0.0,0.006385288591421134,0.16448432207107544,0.0,246.26135666305953,42.636815750883535,0.1900161778604662,34.02168356405722,12.539722532839388,0.29259309011536677,,,,
9,9.999601243475088e-05,9.999601243475088e-06,9.999601243475088e-05,0.25,projected_sirt,0.25,0.25,15.348450145205936,11.631941357174435,3.655910955893027,0.2404201683160421,11.631941357174435,0.0024634236454133046,0.0,0.2423883785267134,81.35701272294328,256.5424499511719,0.0,0.0061687253340071925,0.1439686119556427,0.0,242.86998810639253,51.5660181077087,0.2404732253100421,40.84991083918391,14.125404203260267,0.3194339601574717,201.11673736572266,279.5064587152351,0.6854092111134219,69.6825452532087
10,9.999376947588288e-05,9.999376947588288e-06,9.999376947588288e-05,0.3,projected_sirt,0.3,0.3,14.233730934761667,10.489473561982852,3.6840503666851974,0.2390635810993813,10.489473561982852,0.0022062328203606442,0.0,0.240991281899246,72.96293124637089,187.65219116210938,0.0,0.005476853571127396,0.14516524970531464,0.0,240.50809375659838,60.74391371803019,0.26850530867641037,43.33686014123865,11.445827290818498,0.34552336262690053,,,,
11,9.999102812725972e-05,9.999102812725971e-06,9.999102812725972e-05,0.35,projected_sirt,0.35,0.35,13.32265366734685,9.620745156262371,3.6418762980280697,0.23838683278174014,9.620745156262371,0.0021781383296223104,0.0,0.24042823628799334,64.33388689401987,242.4829559326172,0.0,0.004996886074140265,0.09252363443374634,0.0,233.13644697859482,63.92654181934634,0.3070234011959385,47.00825619053196,11.045672094499743,0.35536108548576767,,,,
12,9.998778841621002e-05,9.998778841621001e-06,9.998778841621002e-05,0.4,projected_sirt,0.4,0.4,13.746880969485721,10.021528901280584,3.665766786884617,0.23647865371124163,10.021528901280584,0.0023292093238843656,0.0,0.23887568752507907,64.83248684857342,262.7697448730469,0.0,0.004799098267245131,0.11862108111381531,0.0,233.48496390677786,69.14617490831029,0.35171924893920486,53.57074211739205,17.466348880046123,0.3677541706207636,,,,
13,9.998405037503059e-05,9.998405037503059e-06,9.998405037503059e-05,0.45,projected_sirt,0.45,0.45,12.653388203801336,8.97276682467074,3.6211980420189933,0.23600135381157333,8.97276682467074,0.0021147581393125693,0.0,0.23854833358042948,58.99371404905577,407.34649658203125,0.0,0.004516068946670841,0.10542792081832886,0.0,234.16555992332664,72.530766166692,0.38946094706251816,59.23736417615736,22.101886362642855,0.3725499941690548,,,,
14,9.997981404098608e-05,9.997981404098609e-06,9.997981404098608e-05,0.5,projected_sirt,0.5,0.5,12.219784092258763,8.552531964070088,3.6080079787486308,0.2352981817077946,8.552531964070088,0.0020975448156555962,0.0,0.2376547479951704,39.207297247809336,122.92840576171875,0.0,0.003921502502635121,0.08985830098390579,0.0,238.0073436015361,76.02025201263585,0.3907339427922223,60.88449983339052,20.194246408101673,0.3620015555942381,167.8171498434884,238.0999723265962,0.5191379401715386,69.62200699271736
15,9.99750794563087e-05,9.99750794563087e-06,9.99750794563087e-05,0.55,projected_sirt,0.55,0.55,12.252411868121174,8.588847791826403,3.6046164293546936,0.23407149194060145,8.588847791826403,0.0021486115371304993,0.0,0.2368028018925641,32.01796717257113,77.90519714355469,0.0,0.0037337293143610696,0.08502557873725891,0.0,233.75506756756758,77.65349389227674,0.44252907504906525,67.51410870938687,24.985695323428594,0.37203746429971746,,,,
16,9.996984666819766e-05,9.996984666819766e-06,9.996984666819766e-05,0.6,projected_sirt,0.6,0.6,12.892457523861447,9.203116958205765,3.6305333794774235,0.23364715801702962,9.203116958205765,0.0019764947733288078,0.0,0.23608641165333824,25.36872148513794,58.25288391113281,0.0,0.0032666604777143613,0.07239897549152374,0.0,233.2486403181746,75.28725745544193,0.4504201766606924,66.18794425758156,24.64674967688483,0.38978536507567846,,,,
