epoch,lr_backbone,lr_main,solver_strength,train_total,train_count,train_flat_dm16,train_allocation,train_dm16,train_dm32,train_dm64,train_cell,train_region_nb,train_hurdle_bce,train_trunc_nb,train_kd_total,train_kd_spatial,train_kd_count,region_mu_mean,region_dispersion_mean,region_dispersion_p10,region_dispersion_p50,region_dispersion_p90,region_weight_mean,region_weight_std,region_weight_min,region_weight_max,solver_weight_mean,solver_weight_std,weight_clip_low_fraction,weight_clip_high_fraction,solver_energy_before,solver_energy_after,solver_energy_reduction,weight_mean_32,weight_mean_64,weight_mean_128,scale_pi_32,scale_pi_64,scale_pi_128,val_mae,val_rmse,val_nae,val_bias,val_game0,val_game1,val_game2,val_game3,val_mae_sparse,val_mae_moderate,val_mae_dense,pearson_rate_var_error,spearman_rate_var_error,spearman_weight_error,spearman_pred_weight_error,spearman_rate_var_error_32,spearman_rate_var_error_64,spearman_rate_var_error_128,mean_std_residual,coverage_50,coverage_80,coverage_95,calib_gap_50,calib_gap_80,calib_gap_95,dispersion_sat_low_fraction,dispersion_sat_high_fraction,solver_help_fraction,solver_harm_fraction,energy_monotonic_fraction,mae_reg_y0,mae_reg_y1,mae_reg_y2
1,2.0000000000000003e-06,2.0000000000000003e-06,0.0,24.3504493558729,18.51379812085951,3.7279578608435555,3.7279578608435555,3.7279578608435555,0.0,0.0,0.25152576050242864,5.980589157826191,0.17327258111657323,4.161834768346838,0.0,0.0,0.0,2.1268166142541007,49.971232646220436,49.9067497253418,50.00431823730469,50.00431823730469,1.0,0.005092591978609562,0.9863708019256592,1.077402114868164,1.0,0.005092591978609562,0.0,0.0,0.0,0.0,0.0,1.0000000064437453,1.0000000064437453,0.9999999967781273,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.000000000000001e-06,4.000000000000001e-06,0.0,24.25549215883822,18.440023654216045,3.7470785411628516,3.7470785411628516,3.7470785411628516,0.0,0.0,0.2513435241338369,5.910932134937596,0.1732212534627399,4.030228137969971,0.0,0.0,0.0,2.1353665171442806,49.81139786179001,49.71218490600586,49.80937194824219,49.9067497253418,1.0,0.004348532762378454,0.9874310493469238,1.053262710571289,1.0,0.004348532762378454,0.0,0.0,0.0,0.0,0.0,1.000000009665618,1.0000000080546818,0.9999999935562546,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6e-06,6e-06,0.0,24.414722519951898,18.58783921679935,3.7764427339708484,3.7764427339708484,3.7764427339708484,0.0,0.0,0.25039953315580216,5.848111874348408,0.173132132034044,4.004527230520506,0.0,0.0,0.0,2.1508096230996623,49.56785851555902,49.421749114990234,49.61518478393555,49.71218490600586,0.9999999403953552,0.0033247615210711956,0.9876235723495483,1.0537689924240112,0.9999999403953552,0.0033247615210711956,0.0,0.0,0.0,0.0,0.0,1.0000000064437453,1.0,0.9999999871125093,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8.000000000000001e-06,8.000000000000001e-06,0.0,24.122911659446924,18.292851216084248,3.7399967232265987,3.7399967232265987,3.7399967232265987,0.0,0.0,0.2508950487181947,5.969848658587481,0.17300500821422887,4.080348784859116,0.0,0.0,0.0,2.1821225076108366,49.08518909763645,48.845970153808594,49.133018493652344,49.3253173828125,0.9999999403953552,0.002903035609051585,0.9740644097328186,1.0276907682418823,0.9999999403953552,0.002903035609051585,0.0,0.0,0.0,0.0,0.0,1.0000000064437453,1.0000000080546818,0.9999999903343819,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1e-05,1e-05,0.0,23.828505644927155,18.034522456091803,3.748198212804021,3.748198212804021,3.748198212804021,0.0,0.0,0.25064642163547307,5.841274081049739,0.17287215751570625,3.987906040372075,0.0,0.0,0.0,2.2164351166905583,48.34777347461598,47.90120315551758,48.371280670166016,48.75066375732422,1.0000001192092896,0.004967305343598127,0.9392639398574829,1.0267269611358643,1.0000001192092896,0.004967305343598127,0.0,0.0,0.0,0.0,0.0,1.000000009665618,0.9999999983890636,0.9999999935562546,0.0,0.0,0.0,299.114470408513,394.66995509632284,1.1028090590659727,86.55598275740068,299.11447103356346,392.2301305876095,464.0079265511884,512.0060975329743,347.73971612112865,269.08522832116415,375.92741626241934,0.03274375373601933,0.2933954765082447,-0.3531963824663333,-0.3531963824663333,0.41763915679033203,0.3372858321355525,0.19415665430697293,1.3580223356250098,0.7471590726458821,0.7933532050032036,0.8325336807661236,0.2471590726458821,-0.006646794996796435,-0.1174663192338764,0.0,0.0,0.0,0.0,1.0,2.335495795849915,0.0,0.0
6,1e-05,1e-05,0.05,24.34592716113941,18.50723715086241,3.724653179581101,3.724653179581101,3.724653179581101,0.0,0.0,0.2511437434602428,6.057265797176877,0.17270227702888283,4.112636134431169,0.0,0.0,0.0,2.2692518105378023,47.04066013645481,46.066139221191406,47.158565521240234,47.90120315551758,1.0,0.010622527450323105,0.8865463733673096,1.0490244626998901,1.0,0.010622527450323105,0.0,0.0,0.0,0.0,0.0,1.0000000161093634,1.000000004832809,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9.999976323536296e-06,9.999976323536296e-06,0.1,23.775462227898675,18.053766611460095,3.7389761499456458,3.7389761499456458,3.7389761499456458,0.0,0.0,0.2512689675833728,5.725133399705629,0.1725716047190331,3.7880925036765434,0.0,0.0,0.0,2.3334910482973665,45.43028001527529,43.95661163330078,45.618465423583984,46.70027160644531,1.0000001192092896,0.02308262512087822,0.6435773372650146,1.0860458612442017,1.0000001192092896,0.02308262512087822,0.0,0.0,0.0,0.0,0.0,1.0000000161093634,1.0,0.9999999967781273,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9.999905294381213e-06,9.999905294381213e-06,0.15,23.28016458975302,17.639298696775693,3.7441406894374536,3.7441406894374536,3.7441406894374536,0.0,0.0,0.25172689758442546,5.527097128533028,0.17228126243965045,3.5557300077902303,0.0,0.0,0.0,2.4516497109387374,42.959529670509134,40.022953033447266,43.529441833496094,45.26345443725586,1.0,0.059686943888664246,0.39400532841682434,1.1881495714187622,1.0,0.059686943888664246,0.0,0.0,0.0,0.0,0.0,1.0000000064437453,0.9999999983890636,0.9999999903343819,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.999786913242843e-06,9.999786913242843e-06,0.2,22.39575685037149,16.942157384511585,3.73245417105185,3.73245417105185,3.73245417105185,0.0,0.0,0.25178448735056697,5.108310924993979,0.17079970884967494,3.097284426560273,0.0,0.0,0.0,2.6704091059195028,39.67349387503959,34.166648864746094,40.73270034790039,43.69981002807617,1.0000255107879639,0.11984483152627945,0.25,1.3354589939117432,1.0000255107879639,0.11984483152627945,0.0004978662873399715,0.0,0.0,0.0,0.0,1.0000323024955955,1.0000027031511873,0.9999999967781273,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9.999621181301335e-06,9.999621181301335e-06,0.25,20.571977048306852,15.320547980231208,3.7040436654477507,3.7040436654477507,3.7040436654477507,0.0,0.0,0.2509349214064108,4.647031622963983,0.16782342622408997,2.692315365817096,0.0,0.0,0.0,2.9190036606144263,37.24246700389965,28.491601943969727,38.94340133666992,43.022308349609375,1.0004431009292603,0.18277248740196228,0.25,1.483984112739563,1.0004431009292603,0.18277248740196228,0.0064531130320604,0.0,0.0,0.0,0.0,1.000553939793561,1.0000662642556268,0.9999999935562546,0.0,0.0,0.0,298.7660576118218,394.27841889947376,1.1011216472531435,86.09466301215873,298.7660553326861,392.0031103018267,463.81080290532947,511.8054858767309,347.3428410121373,268.5591699171436,376.0845582381539,0.03288107870367759,0.35675250931917124,-0.40471319404687567,-0.40471319404687567,0.4802825428630818,0.32894049232727635,0.19053221329467473,1.3555433795492948,0.7300267217530498,0.7695114869251983,0.8326429678074663,0.23002672175304983,-0.030488513074801715,-0.11735703219253368,0.0,0.0,0.0,0.0,1.0,2.3349174293842943,0.0,0.0
11,9.999408100208873e-06,9.999408100208873e-06,0.3,19.678976857984388,14.510518589535275,3.7179595779728247,3.7179595779728247,3.7179595779728247,0.0,0.0,0.2515243070351111,4.349588368390058,0.16481842181167086,2.5060906603529647,0.0,0.0,0.0,3.1948156356811523,35.28857071335251,23.436552047729492,37.671592712402344,42.77096176147461,1.0025100708007812,0.2346222847700119,0.25,1.6989060640335083,1.0025100708007812,0.2346222847700119,0.02353375642849327,0.0,0.0,0.0,0.0,1.0029810248194515,1.0010461066220258,0.9999999967781273,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9.999147672089674e-06,9.999147672089674e-06,0.35,19.705432453671015,14.595495533298802,3.722443574183696,3.722443574183696,3.722443574183696,0.0,0.0,0.2513365439466528,4.120852547722894,0.16138652772516818,2.421750149211368,0.0,0.0,0.0,3.1120647481969885,35.41052813143344,20.804227828979492,38.33964157104492,44.30137252807617,1.0036453008651733,0.25281187891960144,0.25,1.8768641948699951,1.0036453008651733,0.25281187891960144,0.03071725571725572,0.0,0.0,0.0,0.0,1.004228646690781,1.0019476317070626,1.000001030999261,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,9.998839899539952e-06,9.998839899539952e-06,0.4,17.78155079403439,12.76139278669615,3.7088026033865438,3.7088026033865438,3.7088026033865438,0.0,0.0,0.25111600474731344,3.8569050286267257,0.1586471256372091,2.3066534480533085,0.0,0.0,0.0,3.3112509895015405,34.41785173158388,17.013113021850586,37.7452392578125,45.17513656616211,1.0062350034713745,0.2878952920436859,0.25,2.0929133892059326,1.0062350034713745,0.2878952920436859,0.045461757303862566,0.0,0.0,0.0,0.0,1.0069950045766056,1.0043229025763434,1.0001089250719226,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,9.998484785627906e-06,9.998484785627906e-06,0.45,17.8927826494784,12.908339345777357,3.685790725656458,3.685790725656458,3.685790725656458,0.0,0.0,0.2516963187907193,3.7574567472612537,0.1550903465296771,2.343640755962681,0.0,0.0,0.0,3.063958045598623,35.40195032068201,15.642631530761719,39.479488372802734,47.250762939453125,1.0062838792800903,0.2965717911720276,0.25,2.405379295349121,1.0062838792800903,0.2965717911720276,0.04515811357916621,0.0,0.0,0.0,0.0,1.0069622929031785,1.0047196310919684,1.000164582922652,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
