epoch,loss,root_magnitude,root_to_64,64_to_32,32_to_16,16_to_8,16_to_8_dense,8_to_4,flat_16,multinomial_tree,deterministic_alloc,exact_regression,grad_root_magnitude,grad_deterministic_alloc,grad_total_pre_clip,grad_total_post_clip,grad_pre_clip_p50,grad_pre_clip_p95,grad_pre_clip_max,grad_backbone,grad_task,clip_fraction,amp_scale_start,amp_scale_end,amp_skipped_steps,amp_skip_fraction,overflow_gt_mean,overflow_gt_max,lr,lr_backbone,lr_task
11,195.81773376464844,20.486783981323242,60.4597053527832,46.25694274902344,68.61431121826172,0.0,0.0,0.0,0.0,0.0,175.3309783935547,0.0,nan,nan,260.3824585808648,226.81064393785266,191.15994262695312,740.83154296875,889.7388305664062,245.12728585137262,78.43124103546143,0.1111111111111111,256.0,256.0,0,0.0,nan,nan,4.4000000000000006e-05,4.4e-06,4.4000000000000006e-05
12,186.86767578125,20.040451049804688,59.09157943725586,42.22797775268555,65.50767517089844,0.0,0.0,0.0,0.0,0.0,166.8272247314453,0.0,nan,nan,228.43639712863498,228.43639712863498,213.781494140625,426.433349609375,487.680419921875,211.84179263644748,81.73997158474393,0.0,256.0,256.0,0,0.0,nan,nan,4.8e-05,4.800000000000001e-06,4.8e-05
13,192.7579803466797,20.381832122802734,60.72875213623047,43.48843002319336,68.15898132324219,0.0,0.0,0.0,0.0,0.0,172.3761749267578,0.0,nan,nan,334.68912336561414,308.46031612820093,301.9494934082031,623.4764404296875,896.8916625976562,313.4297455681695,109.08441946241591,0.1111111111111111,256.0,256.0,0,0.0,nan,nan,5.2000000000000004e-05,5.2e-06,5.2000000000000004e-05
14,181.54507446289062,21.751571655273438,56.35742950439453,40.31785583496094,63.11821746826172,0.0,0.0,0.0,0.0,0.0,159.7935333251953,0.0,nan,nan,269.1543689303928,269.1543689303928,257.7765197753906,420.8875427246094,474.7669372558594,237.94773483276367,117.6246829562717,0.0,256.0,256.0,0,0.0,nan,nan,5.6000000000000006e-05,5.600000000000001e-06,5.6000000000000006e-05
15,183.762451171875,21.1274356842041,55.23701858520508,41.40105056762695,65.99694061279297,0.0,0.0,0.0,0.0,0.0,162.63499450683594,0.0,nan,nan,314.21112569173175,312.0917273627387,256.6353759765625,518.4400024414062,519.9811401367188,273.21641116672095,144.54305013020834,0.1111111111111111,256.0,256.0,0,0.0,nan,nan,6e-05,6e-06,6e-05
16,190.48046875,20.30998992919922,59.19326400756836,42.754486083984375,68.22274017333984,0.0,0.0,0.0,0.0,0.0,170.1704864501953,0.0,nan,nan,375.28042423023896,340.0036728802849,364.3357238769531,673.1986694335938,929.9376220703125,325.4881807215074,169.07411507999197,0.17647058823529413,256.0,128.0,1,0.05555555555555555,109.75,586.0,6.400000000000001e-05,6.4000000000000006e-06,6.400000000000001e-05
17,179.87156677246094,19.46636390686035,52.924644470214844,40.75300979614258,66.72757720947266,0.0,0.0,0.0,0.0,0.0,160.4051971435547,0.0,nan,nan,571.9548060099283,414.7798826429579,481.34869384765625,1006.43408203125,2219.325927734375,531.0696131388346,170.69946840074329,0.4444444444444444,128.0,128.0,0,0.0,nan,nan,6.800000000000001e-05,6.800000000000001e-06,6.800000000000001e-05
18,179.31605529785156,18.992006301879883,52.218326568603516,41.056087493896484,67.0496597290039,0.0,0.0,0.0,0.0,0.0,160.32406616210938,0.0,nan,nan,546.811023288303,413.46575927734375,506.850830078125,1064.1871337890625,1307.736572265625,491.37942081027563,194.98489824930826,0.5555555555555556,128.0,128.0,0,0.0,nan,nan,7.2e-05,7.2000000000000005e-06,7.2e-05
19,187.5230712890625,19.89228057861328,56.00133514404297,42.3704833984375,69.25896453857422,0.0,0.0,0.0,0.0,0.0,167.63079833984375,0.0,nan,nan,608.7974209255642,411.7341766357422,498.1686096191406,1583.931884765625,1769.500732421875,543.661983066135,237.72989993625217,0.5,128.0,128.0,0,0.0,nan,nan,7.6e-05,7.600000000000001e-06,7.6e-05
20,178.2245635986328,22.271814346313477,50.113731384277344,40.49161911010742,65.3473892211914,0.0,0.0,0.0,0.0,0.0,155.95272827148438,0.0,nan,nan,608.9043045043945,426.12628597683374,533.3323974609375,1061.305419921875,1528.964111328125,542.2740953233507,237.09818394978842,0.5,128.0,128.0,0,0.0,nan,nan,8e-05,8.000000000000001e-06,8e-05
21,169.0530242919922,17.517194747924805,45.881534576416016,39.03976058959961,66.61450958251953,0.0,0.0,0.0,0.0,0.0,151.5358123779297,0.0,nan,nan,546.9316355387369,444.9300757514106,511.8828430175781,999.0214233398438,1011.5248413085938,494.76406945122613,214.03948465983072,0.5,128.0,128.0,0,0.0,nan,nan,8.4e-05,8.400000000000001e-06,8.4e-05
22,174.37525939941406,19.812801361083984,48.315067291259766,40.47256088256836,65.7748031616211,0.0,0.0,0.0,0.0,0.0,154.56243896484375,0.0,nan,nan,728.926025390625,471.72431098090277,603.068115234375,1354.6102294921875,1488.96484375,669.8459845648872,243.3663533528646,0.6666666666666666,128.0,128.0,0,0.0,nan,nan,8.800000000000001e-05,8.8e-06,8.800000000000001e-05
23,171.0040740966797,19.477136611938477,45.637916564941406,39.78466033935547,66.10437774658203,0.0,0.0,0.0,0.0,0.0,151.5269317626953,0.0,nan,nan,899.3454064263237,481.35469394259985,696.8795166015625,1854.3426513671875,2074.328125,865.779076470269,210.62922541300455,0.8333333333333334,128.0,128.0,0,0.0,nan,nan,9.200000000000001e-05,9.200000000000002e-06,9.200000000000001e-05
24,165.1190185546875,19.65662956237793,43.50608444213867,37.14756774902344,64.80875396728516,0.0,0.0,0.0,0.0,0.0,145.46240234375,0.0,nan,nan,704.681649102105,489.9445546468099,646.30615234375,1157.708740234375,1333.70556640625,668.9494018554688,198.19746568467883,0.7777777777777778,128.0,128.0,0,0.0,nan,nan,9.6e-05,9.600000000000001e-06,9.6e-05
25,161.441650390625,17.23130226135254,41.646820068359375,37.62110137939453,64.9424057006836,0.0,0.0,0.0,0.0,0.0,144.21031188964844,0.0,nan,nan,716.0660451253256,467.3266075981988,611.726806640625,1709.721923828125,1895.0147705078125,678.2955695258247,209.07370969984265,0.6111111111111112,128.0,128.0,0,0.0,nan,nan,0.0001,1e-05,0.0001
26,152.2926788330078,16.937665939331055,38.64117431640625,35.5153694152832,61.19846725463867,0.0,0.0,0.0,0.0,0.0,135.3550262451172,0.0,nan,nan,648.4122386259191,483.6771276137408,614.4153442382812,904.855712890625,993.4872436523438,621.3135250315946,168.2056979011087,0.7058823529411765,128.0,64.0,1,0.05555555555555555,149.5,987.0,0.0001,1e-05,0.0001
27,155.98252868652344,15.758069038391113,36.7209358215332,37.39714813232422,66.10635375976562,0.0,0.0,0.0,0.0,0.0,140.22442626953125,0.0,nan,nan,963.883314344618,493.2990230984158,925.3231201171875,1544.2646484375,1720.6680908203125,948.1373189290365,155.24114015367297,0.8888888888888888,64.0,64.0,0,0.0,nan,nan,9.999989793001318e-05,9.99998979300132e-06,9.999989793001318e-05
28,156.39707946777344,15.86595630645752,38.83543395996094,36.500282287597656,65.19538879394531,0.0,0.0,0.0,0.0,0.0,140.5311279296875,0.0,nan,nan,934.4199523925781,493.66288079155817,927.17626953125,1466.082275390625,1634.49951171875,913.3382263183594,168.89265378316244,0.8888888888888888,64.0,64.0,0,0.0,nan,nan,9.999959172051576e-05,9.999959172051577e-06,9.999959172051576e-05
29,156.39993286132812,16.204010009765625,37.012332916259766,37.13130569458008,66.05228424072266,0.0,0.0,0.0,0.0,0.0,140.1959228515625,0.0,nan,nan,900.1545138888889,490.59224785698785,878.1741943359375,1280.9583740234375,2288.77587890625,880.1561618381077,155.27388360765246,0.8333333333333334,64.0,64.0,0,0.0,nan,nan,9.999908137289683e-05,9.999908137289683e-06,9.999908137289683e-05
30,153.05221557617188,16.318227767944336,37.56576919555664,35.975830078125,63.19241714477539,0.0,0.0,0.0,0.0,0.0,136.73399353027344,0.0,nan,nan,885.6563042534722,482.08614434136285,808.3490600585938,1516.928955078125,1528.8702392578125,867.568371242947,163.24780061509875,0.7222222222222222,64.0,64.0,0,0.0,nan,nan,9.999836688947156e-05,9.999836688947157e-06,9.999836688947156e-05
31,151.41616821289062,15.096452713012695,35.56804275512695,36.09968948364258,64.65198516845703,0.0,0.0,0.0,0.0,0.0,136.3197021484375,0.0,nan,nan,1116.6150614420574,500.0,857.9505004882812,2407.084228515625,2560.152099609375,1104.9116109212239,125.20967462327745,1.0,64.0,64.0,0,0.0,nan,nan,9.999744827348116e-05,9.999744827348117e-06,9.999744827348116e-05
32,150.0399932861328,15.345050811767578,33.73713302612305,37.0233268737793,63.93448257446289,0.0,0.0,0.0,0.0,0.0,134.69496154785156,0.0,nan,nan,1074.3594953748916,488.6520029703776,939.5205078125,2255.173095703125,2436.26708984375,1059.4417809380425,124.6840385860867,0.8333333333333334,64.0,64.0,0,0.0,nan,nan,9.999632552909291e-05,9.99963255290929e-06,9.999632552909291e-05
33,156.0882110595703,15.002514839172363,38.070499420166016,37.42396545410156,65.59122467041016,0.0,0.0,0.0,0.0,0.0,141.08570861816406,0.0,nan,nan,1067.8499688042534,500.0,830.9158935546875,2036.0863037109375,3726.277099609375,1051.2754347059463,157.15241220262317,1.0,64.0,64.0,0,0.0,nan,nan,9.999499866140001e-05,9.999499866140002e-06,9.999499866140001e-05
34,148.64869689941406,13.189096450805664,33.97292709350586,37.05254364013672,64.43414306640625,0.0,0.0,0.0,0.0,0.0,135.45960998535156,0.0,nan,nan,1270.8889804416233,500.0,1172.3984375,2143.317138671875,3615.983642578125,1259.0265028211807,133.12044525146484,1.0,64.0,64.0,0,0.0,nan,nan,9.999346767642179e-05,9.999346767642179e-06,9.999346767642179e-05
35,148.23643493652344,13.339151382446289,33.355674743652344,36.18877029418945,65.35286712646484,0.0,0.0,0.0,0.0,0.0,134.89730834960938,0.0,nan,nan,937.0612267388237,491.5519053141276,810.63427734375,1697.4251708984375,1988.009033203125,925.1582251654731,131.05053287082248,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.999173258110344e-05,9.999173258110345e-06,9.999173258110344e-05
36,144.34898376464844,12.137447357177734,33.17429733276367,35.112979888916016,63.92427062988281,0.0,0.0,0.0,0.0,0.0,132.21153259277344,0.0,nan,nan,1148.558108859592,498.31486341688367,883.567138671875,2811.66015625,3406.885498046875,1137.933314005534,131.67918501959906,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.998979338331614e-05,9.998979338331613e-06,9.998979338331614e-05
37,139.67303466796875,13.678373336791992,30.049829483032227,34.295780181884766,61.64902114868164,0.0,0.0,0.0,0.0,0.0,125.99462890625,0.0,nan,nan,1075.4505886501736,500.0,921.2598266601562,2011.9556884765625,2482.382080078125,1069.1304965549045,108.6149484846327,1.0,64.0,64.0,0,0.0,nan,nan,9.998765009185694e-05,9.998765009185694e-06,9.998765009185694e-05
38,139.5950469970703,11.751708984375,30.658952713012695,34.62885284423828,62.55553436279297,0.0,0.0,0.0,0.0,0.0,127.84334564208984,0.0,nan,nan,995.6454586452908,496.76239522298175,798.104248046875,2207.8271484375,2731.94482421875,986.019775390625,120.02671962314182,0.9444444444444444,64.0,64.0,0,0.0,nan,nan,9.998530271644876e-05,9.998530271644877e-06,9.998530271644876e-05
39,141.04673767089844,12.326132774353027,30.295780181884766,34.79447937011719,63.63036346435547,0.0,0.0,0.0,0.0,0.0,128.72061157226562,0.0,nan,nan,1054.2014411477483,500.0,869.2300415039062,2086.11474609375,2955.47216796875,1048.5605612362133,89.58035592471852,1.0,64.0,32.0,1,0.05555555555555555,134.3125,530.0,9.998275126774035e-05,9.998275126774036e-06,9.998275126774035e-05
40,140.9599151611328,11.552502632141113,31.24592399597168,34.58799362182617,63.57350158691406,0.0,0.0,0.0,0.0,0.0,129.4074249267578,0.0,nan,nan,1114.7993876139324,499.36125013563367,874.9591064453125,2726.711181640625,3144.366943359375,1109.198257446289,100.26921632554796,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.99799957573062e-05,9.99799957573062e-06,9.99799957573062e-05
41,134.58209228515625,12.182339668273926,28.610055923461914,33.10497283935547,60.68471145629883,0.0,0.0,0.0,0.0,0.0,122.39974212646484,0.0,nan,nan,1174.7447035047744,499.03890652126734,1151.5390625,1785.6192626953125,1960.7071533203125,1169.0749918619792,103.64608912997775,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.997703619764652e-05,9.997703619764652e-06,9.997703619764652e-05
42,139.0486602783203,11.546656608581543,29.17106819152832,34.306793212890625,64.02413177490234,0.0,0.0,0.0,0.0,0.0,127.50199127197266,0.0,nan,nan,1149.9964141845703,500.0,930.8189086914062,2113.32763671875,2772.4775390625,1144.991443210178,94.06776195102267,1.0,32.0,32.0,0,0.0,nan,nan,9.997387260218722e-05,9.997387260218721e-06,9.997387260218722e-05
43,138.1618194580078,12.274065017700195,31.258094787597656,33.41102981567383,61.21860122680664,0.0,0.0,0.0,0.0,0.0,125.88773345947266,0.0,nan,nan,1027.2445831298828,499.33528476291235,928.739013671875,1706.574462890625,2107.02294921875,1020.9622734917534,105.24821387396918,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.997050498527974e-05,9.997050498527974e-06,9.997050498527974e-05
44,144.7822723388672,11.470768928527832,33.74100112915039,35.702152252197266,63.86833953857422,0.0,0.0,0.0,0.0,0.0,133.31149291992188,0.0,nan,nan,1286.2831353081597,500.0,1156.536376953125,2362.328857421875,2882.85986328125,1276.4951680501301,127.58182843526204,1.0,32.0,32.0,0,0.0,nan,nan,9.996693336220111e-05,9.99669333622011e-06,9.996693336220111e-05
45,140.6670684814453,10.88068962097168,29.93721580505371,35.44565200805664,64.40353393554688,0.0,0.0,0.0,0.0,0.0,129.78640747070312,0.0,nan,nan,1175.2953575981987,497.90873040093317,1170.447021484375,1645.2469482421875,2440.513427734375,1171.2454342312283,88.70958879258897,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.996315774915378e-05,9.996315774915379e-06,9.996315774915378e-05
46,136.72698974609375,10.08699893951416,28.634408950805664,34.03303146362305,63.97255325317383,0.0,0.0,0.0,0.0,0.0,126.6400146484375,0.0,nan,nan,1171.0316263834636,500.0,1044.3651123046875,2124.1728515625,2327.418212890625,1167.8467881944443,79.43547609117296,1.0,32.0,32.0,0,0.0,nan,nan,9.995917816326562e-05,9.995917816326563e-06,9.995917816326562e-05
47,131.35008239746094,10.499371528625488,27.566198348999023,32.719303131103516,60.56521224975586,0.0,0.0,0.0,0.0,0.0,120.8507080078125,0.0,nan,nan,1130.1776326497395,500.0,900.3294677734375,2385.6708984375,2410.690673828125,1124.2683241102432,97.62435086568196,1.0,32.0,32.0,0,0.0,nan,nan,9.995499462258977e-05,9.995499462258978e-06,9.995499462258977e-05
48,138.6644287109375,10.657234191894531,29.52128028869629,35.046844482421875,63.43906784057617,0.0,0.0,0.0,0.0,0.0,128.00718688964844,0.0,nan,nan,1281.3106740315754,499.29725646972656,1115.43408203125,2361.48876953125,2772.826904296875,1274.1617957221138,115.17376073201497,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.995060714610466e-05,9.995060714610467e-06,9.995060714610466e-05
49,127.26042938232422,10.554085731506348,27.330820083618164,31.56050682067871,57.81503677368164,0.0,0.0,0.0,0.0,0.0,116.70635223388672,0.0,nan,nan,1381.0562320285374,499.0130259195964,1195.54150390625,2848.541259765625,2918.176025390625,1377.2578803168403,90.14039336310492,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.994601575371383e-05,9.994601575371384e-06,9.994601575371383e-05
50,139.90557861328125,11.074969291687012,28.919002532958984,34.94285202026367,64.96873474121094,0.0,0.0,0.0,0.0,0.0,128.8306121826172,0.0,186.98773193359375,1530.7762451171875,1301.850823296441,500.0,1175.403076171875,2393.9189453125,2400.7919921875,1297.4714491102432,99.3348757425944,1.0,32.0,32.0,0,0.0,nan,nan,9.994122046624586e-05,9.994122046624586e-06,9.994122046624586e-05
51,130.64236450195312,9.499825477600098,27.6263427734375,32.60289764404297,60.91330337524414,0.0,0.0,0.0,0.0,0.0,121.14252471923828,0.0,nan,nan,966.9768948025173,496.78515625,778.3964233398438,1819.3201904296875,1897.7652587890625,961.9452735053169,88.57873492770725,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.99362213054543e-05,9.99362213054543e-06,9.99362213054543e-05
52,124.1072998046875,9.271119117736816,25.21384048461914,31.660526275634766,57.96179962158203,0.0,0.0,0.0,0.0,0.0,114.83616638183594,0.0,nan,nan,999.313724093967,500.0,867.2780151367188,2077.279541015625,2115.892333984375,995.2694346110026,81.5647857454088,1.0,32.0,32.0,0,0.0,nan,nan,9.993101829401755e-05,9.993101829401755e-06,9.993101829401755e-05
53,137.90611267089844,10.172513961791992,30.607357025146484,34.53374099731445,62.59250259399414,0.0,0.0,0.0,0.0,0.0,127.73358917236328,0.0,nan,nan,1603.3384195963542,500.0,1384.2034912109375,2954.472412109375,3361.710205078125,1598.278079562717,108.9696282280816,1.0,32.0,32.0,0,0.0,nan,nan,9.992561145553882e-05,9.992561145553882e-06,9.992561145553882e-05
54,127.54568481445312,8.888985633850098,26.812057495117188,32.0590934753418,59.78554153442383,0.0,0.0,0.0,0.0,0.0,118.65670013427734,0.0,nan,nan,1025.2214457194011,492.71766153971356,925.8011474609375,1639.7838134765625,2309.361083984375,1020.7125210232205,81.43573506673177,0.8888888888888888,32.0,32.0,0,0.0,nan,nan,9.992000081454589e-05,9.99200008145459e-06,9.992000081454589e-05
55,137.0970001220703,9.475274085998535,29.876136779785156,34.88867950439453,62.85691452026367,0.0,0.0,0.0,0.0,0.0,127.62171936035156,0.0,nan,nan,1271.6432461208767,500.0,1212.6324462890625,2574.93603515625,2739.51806640625,1265.2345581054688,105.79708777533637,1.0,32.0,32.0,0,0.0,nan,nan,9.991418639649114e-05,9.991418639649114e-06,9.991418639649114e-05
56,133.79541015625,9.179628372192383,28.437341690063477,34.46453857421875,61.71391677856445,0.0,0.0,0.0,0.0,0.0,124.61579132080078,0.0,nan,nan,1347.4589470757378,500.0,1026.7191162109375,3712.43603515625,4188.06884765625,1342.6332872178818,97.29044024149577,1.0,32.0,32.0,0,0.0,nan,nan,9.990816822775136e-05,9.990816822775136e-06,9.990816822775136e-05
57,133.3815155029297,9.149038314819336,26.898088455200195,34.0787467956543,63.25564193725586,0.0,0.0,0.0,0.0,0.0,124.23247528076172,0.0,nan,nan,1626.3673909505208,500.0,1374.38427734375,3105.807861328125,4597.66943359375,1623.0836249457466,88.72560861375597,1.0,32.0,32.0,0,0.0,nan,nan,9.99019463356276e-05,9.99019463356276e-06,9.99019463356276e-05
58,127.56095123291016,9.048051834106445,26.518465042114258,32.21037292480469,59.78407287597656,0.0,0.0,0.0,0.0,0.0,118.5129165649414,0.0,nan,nan,1104.8706868489583,500.0,934.2950439453125,2142.047607421875,2504.965576171875,1099.8541293674045,92.31994989183214,1.0,32.0,32.0,0,0.0,nan,nan,9.989552074834514e-05,9.989552074834514e-06,9.989552074834514e-05
59,134.6221466064453,10.002120018005371,29.262237548828125,34.77822494506836,60.57954788208008,0.0,0.0,0.0,0.0,0.0,124.62001037597656,0.0,nan,nan,1459.0107828776042,500.0,1422.5262451171875,2529.891357421875,3693.33251953125,1454.4613545735676,100.55571916368272,1.0,32.0,32.0,0,0.0,nan,nan,9.98888914950533e-05,9.98888914950533e-06,9.98888914950533e-05
60,126.56336975097656,8.887923240661621,26.032991409301758,32.0731086730957,59.56935119628906,0.0,0.0,0.0,0.0,0.0,117.67544555664062,0.0,nan,nan,1135.0984870062935,500.0,1020.7904663085938,1938.9388427734375,2286.3935546875,1130.7343648274739,87.83212746514215,1.0,32.0,32.0,0,0.0,nan,nan,9.988205860582533e-05,9.988205860582534e-06,9.988205860582533e-05
61,128.979248046875,9.290840148925781,27.1912784576416,32.556392669677734,59.94072341918945,0.0,0.0,0.0,0.0,0.0,119.68840789794922,0.0,nan,nan,1668.2696736653645,500.0,1382.169189453125,4218.36328125,6051.26953125,1664.03956773546,102.8250486585829,1.0,32.0,32.0,0,0.0,nan,nan,9.987502211165824e-05,9.987502211165823e-06,9.987502211165824e-05
62,131.37423706054688,8.65778636932373,27.997068405151367,33.71824645996094,61.00114059448242,0.0,0.0,0.0,0.0,0.0,122.71646118164062,0.0,nan,nan,1881.7364603678386,500.0,1711.1737060546875,3827.879150390625,4399.52294921875,1877.5076836480034,96.36337894863553,1.0,32.0,32.0,0,0.0,nan,nan,9.986778204447266e-05,9.986778204447266e-06,9.986778204447266e-05
63,128.7476348876953,8.263998985290527,26.841934204101562,33.02159881591797,60.6201057434082,0.0,0.0,0.0,0.0,0.0,120.48365783691406,0.0,nan,nan,1251.1129336886936,499.720942179362,1215.559814453125,2234.6044921875,2306.7470703125,1247.02586195204,87.31339603000217,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.986033843711278e-05,9.986033843711278e-06,9.986033843711278e-05
64,129.20310974121094,8.477250099182129,26.678890228271484,33.072845458984375,60.97414779663086,0.0,0.0,0.0,0.0,0.0,120.72589874267578,0.0,nan,nan,1346.8408864339192,499.1769663492839,1216.468994140625,2977.485595703125,3423.7802734375,1343.2802191840278,83.57637935214572,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.985269132334611e-05,9.985269132334611e-06,9.985269132334611e-05
65,128.81985473632812,8.23132610321045,26.003536224365234,33.49221420288086,61.09276580810547,0.0,0.0,0.0,0.0,0.0,120.58851623535156,0.0,nan,nan,1247.2718878851997,500.0,1060.364990234375,2315.28857421875,2929.511962890625,1243.393113878038,90.8245054880778,1.0,32.0,32.0,0,0.0,nan,nan,9.984484073786334e-05,9.984484073786333e-06,9.984484073786334e-05
66,124.51004791259766,7.9450201988220215,25.012365341186523,31.886301040649414,59.66634750366211,0.0,0.0,0.0,0.0,0.0,116.56502532958984,0.0,nan,nan,1155.3553975423176,500.0,919.12939453125,1891.3836669921875,2277.80078125,1152.3386569552952,76.40814717610677,1.0,32.0,32.0,0,0.0,nan,nan,9.98367867162782e-05,9.98367867162782e-06,9.98367867162782e-05
67,126.2440185546875,8.519241333007812,25.56947898864746,32.60930633544922,59.5460090637207,0.0,0.0,0.0,0.0,0.0,117.72478485107422,0.0,nan,nan,1255.2752041286892,500.0,1115.164306640625,2260.609619140625,2299.518310546875,1252.167921278212,82.05288971794977,1.0,32.0,32.0,0,0.0,nan,nan,9.982852929512732e-05,9.982852929512732e-06,9.982852929512732e-05
68,125.26161193847656,8.465916633605957,26.11414909362793,31.970855712890625,58.71068572998047,0.0,0.0,0.0,0.0,0.0,116.79568481445312,0.0,nan,nan,1213.5642768012153,500.0,919.8736572265625,2466.063720703125,3374.50927734375,1210.7747090657551,74.72476620144315,1.0,32.0,32.0,0,0.0,nan,nan,9.982006851187002e-05,9.982006851187004e-06,9.982006851187002e-05
69,128.22450256347656,8.451078414916992,26.243032455444336,33.19977569580078,60.33061599731445,0.0,0.0,0.0,0.0,0.0,119.77342224121094,0.0,nan,nan,1340.347885131836,491.9326358371311,1079.61572265625,2513.51513671875,4265.33642578125,1336.7264963785808,88.27817418840196,0.9444444444444444,32.0,32.0,0,0.0,nan,nan,9.981140440488818e-05,9.98114044048882e-06,9.981140440488818e-05
